PC-EKF V3 — UWB Realtime
  Q=0.01  R_base=300.0  R_scale=10.0
  Anchors: ['0x1001', '0x1002', '0x1003', '0x1004']
  Height : 1400.0 mm

Đang kết nối /dev/serial/by-id/usb-SEGGER_J-Link_000760192143-if00 @ 921600...
OK. Đang chờ dữ liệu... (Ctrl+C để dừng)

 Time(s)   Frame      X(mm)      Y(mm)      S0      S1      S2      S3
   2.473     147     6390.9      901.3   0.401   0.525   0.414   0.060
   2.489     148     6391.2      901.4   0.372   0.551   0.497   0.144
   2.506     149     6391.0      901.1   0.397   0.513   0.385   0.016
   2.521     150     6390.8      900.9   0.418   0.516   0.376   0.034
   2.538     151     6390.8      901.0   0.388   0.537   0.454   0.100
   2.555     152     6390.9      900.9   0.435   0.524   0.399   0.086
   2.572     153     6390.9      900.6   0.408   0.515   0.380   0.025
   2.589     154     6390.8      900.7   0.347   0.534   0.479   0.091
   2.606     155     6390.9      900.7   0.349   0.529   0.467   0.074
   2.623     156     6390.9      900.8   0.398   0.540   0.456   0.113
   2.639     157     6390.8      900.7   0.427   0.522   0.392   0.067
   2.656     158     6390.9      900.4   0.433   0.513   0.361   0.037
   2.673     159     6390.9      900.4   0.364   0.531   0.459   0.078
   2.690     160     6391.1      900.6   0.420   0.545   0.463   0.150
   2.707     161     6390.9      900.5   0.403   0.519   0.396   0.039
   2.725     162     6390.9      900.4   0.373   0.531   0.449   0.076
   2.741     163     6390.9      900.5   0.396   0.537   0.451   0.104
   2.758     164     6391.3      900.7   0.431   0.548   0.469   0.172
   2.774     165     6391.5      900.7   0.395   0.543   0.465   0.123
   2.791     166     6391.8      900.8   0.459   0.530   0.424   0.152
   2.809     167     6391.6      900.8   0.327   0.518   0.468   0.052
   2.825     168     6391.2      900.5   0.391   0.512   0.385   0.009
   2.841     169     6390.8      900.0   0.421   0.507   0.349   0.004
   2.860     170     6390.5      900.1   0.437   0.518   0.378   0.064
   2.876     171     6390.4      899.9   0.347   0.517   0.443   0.035
   2.893     172     6390.7      899.7   0.427   0.520   0.387   0.060
   2.910     173     6390.7      899.7   0.385   0.533   0.446   0.085
   2.926     174     6390.9      899.7   0.391   0.541   0.462   0.114
   2.943     175     6391.1      900.0   0.394   0.557   0.498   0.169
   2.960     176     6391.1      899.7   0.373   0.520   0.423   0.037
   2.977     177     6391.2      899.8   0.382   0.539   0.463   0.106
   2.994     178     6391.3      900.1   0.399   0.563   0.510   0.193
   3.011     179     6391.1      899.9   0.302   0.500   0.464   0.022
   3.028     180     6391.1      899.8   0.385   0.526   0.427   0.059
   3.045     181     6391.1      900.1   0.404   0.557   0.495   0.176
   3.061     182     6391.0      899.9   0.347   0.517   0.443   0.035
   3.078     183     6390.9      899.9   0.367   0.526   0.445   0.061
   3.095     184     6390.8      900.2   0.383   0.556   0.501   0.162
   3.112     185     6390.9      900.1   0.369   0.529   0.449   0.070
   3.129     186     6390.7      900.0   0.315   0.506   0.459   0.026
   3.146     187     6390.8      900.0   0.345   0.533   0.478   0.087
   3.163     188     6390.9      900.0   0.378   0.535   0.457   0.093
   3.180     189     6390.7      900.3   0.360   0.552   0.505   0.145
   3.196     190     6390.8      900.4   0.414   0.537   0.443   0.115
   3.213     191     6390.9      900.3   0.441   0.522   0.392   0.087
   3.230     192     6390.8      900.0   0.353   0.511   0.425   0.015
   3.247     193     6390.7      899.8   0.417   0.514   0.371   0.026
   3.264     194     6390.9      899.6   0.421   0.526   0.406   0.075
   3.281     195     6390.9      899.4   0.358   0.519   0.437   0.040
   3.298     196     6391.0      899.7   0.381   0.560   0.511   0.174
   3.316     197     6391.0      899.9   0.361   0.546   0.493   0.127
   3.332     198     6391.1      899.7   0.394   0.523   0.415   0.052
   3.349     199     6391.0      899.7   0.367   0.527   0.447   0.064
   3.366     200     6390.9      899.7   0.347   0.526   0.463   0.067
   3.383     201     6391.1      899.8   0.453   0.539   0.447   0.170
   3.400     202     6391.1      899.8   0.381   0.530   0.442   0.074
   3.417     203     6391.0      899.7   0.353   0.520   0.445   0.045
   3.434     204     6390.9      899.7   0.409   0.526   0.412   0.068
   3.451     205     6391.0      899.3   0.355   0.513   0.425   0.018
   3.467     206     6391.2      899.3   0.422   0.528   0.412   0.085
   3.484     207     6391.4      899.3   0.409   0.538   0.447   0.115
   3.501     208     6391.4      899.0   0.364   0.516   0.423   0.026
   3.518     209     6391.3      899.0   0.376   0.524   0.432   0.054
   3.535     210     6391.3      899.0   0.361   0.533   0.467   0.086
   3.551     211     6391.2      899.0   0.391   0.525   0.422   0.058
   3.568     212     6391.3      898.9   0.384   0.532   0.446   0.083
   3.585     213     6391.2      898.9   0.359   0.519   0.437   0.040
   3.602     214     6391.0      898.7   0.313   0.503   0.457   0.019
   3.618     215     6391.1      898.5   0.367   0.525   0.443   0.058
   3.635     216     6391.0      898.4   0.344   0.518   0.448   0.040
   3.652     217     6391.1      898.6   0.346   0.556   0.521   0.157
   3.669     218     6391.1      898.5   0.382   0.522   0.420   0.045
   3.686     219     6391.1      898.6   0.352   0.540   0.486   0.107
   3.703     220     6390.9      898.7   0.365   0.530   0.454   0.073
   3.720     221     6390.9      898.6   0.374   0.527   0.439   0.062
   3.737     222     6391.1      898.6   0.448   0.521   0.391   0.095
   3.753     223     6391.1      898.7   0.412   0.545   0.463   0.140
   3.770     224     6391.0      898.6   0.379   0.521   0.421   0.042
   3.787     225     6391.2      898.5   0.394   0.531   0.437   0.082
   3.804     226     6391.2      898.4   0.378   0.521   0.422   0.043
   3.821     227     6391.1      898.7   0.374   0.565   0.524   0.187
   3.838     228     6391.1      898.8   0.356   0.541   0.487   0.112
   3.855     229     6390.9      898.7   0.326   0.510   0.453   0.028
   3.872     230     6390.9      898.6   0.336   0.517   0.455   0.041
   3.888     231     6390.8      898.5   0.409   0.521   0.398   0.050
   3.905     232     6390.7      898.5   0.436   0.522   0.391   0.078
   3.922     233     6390.7      898.6   0.337   0.540   0.499   0.113
   3.939     234     6390.6      898.6   0.387   0.528   0.431   0.066
   3.956     235     6390.8      898.8   0.377   0.567   0.527   0.196
   3.973     236     6390.8      898.8   0.356   0.526   0.454   0.062
   3.990     237     6390.9      898.9   0.437   0.547   0.467   0.176
   4.007     238     6391.0      899.0   0.374   0.545   0.482   0.123
   4.023     239     6390.9      899.1   0.380   0.536   0.458   0.096
   4.040     240     6391.0      899.1   0.350   0.533   0.475   0.088
   4.057     241     6390.9      898.9   0.422   0.516   0.374   0.037
   4.076     242     6391.0      898.9   0.412   0.534   0.433   0.100
   4.092     243     6390.9      898.8   0.403   0.517   0.389   0.029
   4.109     244     6391.0      898.7   0.378   0.525   0.433   0.057
   4.126     245     6390.9      898.7   0.369   0.535   0.463   0.090
   4.143     246     6391.0      898.7   0.385   0.529   0.438   0.073
   4.159     247     6391.1      898.7   0.396   0.536   0.448   0.100
   4.176     248     6391.3      898.7   0.401   0.540   0.456   0.118
   4.193     249     6391.1      898.5   0.396   0.515   0.391   0.023
   4.210     250     6391.1      898.6   0.354   0.535   0.475   0.091
   4.227     251     6390.9      898.5   0.371   0.523   0.433   0.049
   4.244     252     6390.9      898.6   0.368   0.538   0.470   0.100
   4.261     253     6391.0      898.6   0.384   0.537   0.458   0.101
   4.278     254     6391.1      898.6   0.427   0.522   0.394   0.068
   4.294     255     6391.1      898.8   0.371   0.561   0.519   0.176
   4.311     256     6391.1      898.8   0.374   0.534   0.458   0.088
   4.328     257     6390.9      898.7   0.350   0.513   0.432   0.022
   4.345     258     6390.9      898.6   0.430   0.522   0.392   0.071
   4.362     259     6390.7      898.6   0.318   0.510   0.462   0.034
   4.379     260     6390.7      898.4   0.453   0.502   0.329   0.032
   4.396     261     6390.9      898.4   0.415   0.546   0.465   0.147
   4.413     262     6391.2      898.2   0.444   0.516   0.372   0.067
   4.430     263     6391.5      898.3   0.374   0.553   0.500   0.151
   4.446     264     6391.5      898.3   0.380   0.541   0.469   0.112
   4.463     265     6391.9      898.4   0.430   0.552   0.478   0.182
   4.480     266     6391.8      898.5   0.411   0.528   0.418   0.079
   4.497     267     6391.7      898.5   0.361   0.531   0.460   0.077
   4.514     268     6391.9      898.4   0.456   0.515   0.376   0.091
   4.532     269     6392.1      898.2   0.415   0.521   0.394   0.054
   4.549     270     6391.9      898.1   0.422   0.516   0.376   0.040
   4.566     271     6392.1      898.1   0.440   0.532   0.421   0.122
   4.582     272     6392.1      898.2   0.384   0.541   0.468   0.114
   4.599     273     6392.2      898.0   0.405   0.516   0.384   0.027
   4.616     274     6392.1      898.1   0.365   0.544   0.485   0.119
   4.633     275     6392.2      898.3   0.381   0.553   0.497   0.154
   4.650     276     6392.3      898.3   0.425   0.540   0.448   0.136
   4.667     277     6392.3      898.2   0.409   0.523   0.405   0.058
   4.684     278     6392.5      898.3   0.423   0.543   0.456   0.144
   4.704     279     6392.7      898.5   0.430   0.567   0.516   0.235
   4.722     280     6392.8      898.3   0.377   0.522   0.424   0.045
   4.740     281     6392.7      898.3   0.363   0.519   0.432   0.038
   4.757     282     6392.5      898.2   0.316   0.510   0.464   0.035
   4.774     283     6392.4      898.2   0.311   0.514   0.477   0.053
   4.791     284     6392.2      898.1   0.441   0.507   0.341   0.025
   4.808     285     6392.2      898.2   0.403   0.545   0.466   0.134
   4.824     286     6392.3      898.2   0.342   0.533   0.481   0.090
   4.840     287     6392.5      898.3   0.442   0.548   0.469   0.185
   4.857     288     6392.5      898.1   0.381   0.519   0.414   0.035
   4.874     289     6392.5      898.0   0.359   0.517   0.431   0.031
   4.891     290     6392.4      897.9   0.357   0.521   0.442   0.046
   4.908     291     6392.4      897.9   0.376   0.529   0.444   0.070
   4.925     292     6392.4      897.7   0.423   0.514   0.369   0.033
   4.942     293     6392.4      897.7   0.374   0.537   0.463   0.097
   4.959     294     6392.2      897.8   0.343   0.521   0.457   0.052
   4.976     295     6392.3      897.9   0.389   0.546   0.477   0.134
   4.993     296     6392.2      897.8   0.338   0.517   0.453   0.040
   5.010     297     6392.1      897.8   0.420   0.525   0.404   0.072
   5.026     298     6392.0      897.9   0.344   0.539   0.491   0.106
   5.043     299     6392.0      898.0   0.385   0.533   0.446   0.085
   5.060     300     6392.0      898.1   0.366   0.546   0.490   0.126
   5.077     301     6392.0      898.3   0.398   0.559   0.502   0.180
   5.094     302     6392.1      898.1   0.441   0.513   0.363   0.051
   5.110     303     6391.9      898.3   0.357   0.534   0.470   0.087
   5.127     304     6391.7      898.2   0.387   0.518   0.405   0.030
   5.145     305     6391.4      898.2   0.275   0.489   0.480   0.038
   5.162     306     6391.3      898.5   0.338   0.559   0.531   0.166
   5.178     307     6391.3      898.6   0.347   0.543   0.497   0.119
   5.195     308     6391.3      898.4   0.350   0.516   0.438   0.031
   5.212     309     6391.2      898.3   0.357   0.519   0.438   0.039
   5.228     310     6391.1      898.2   0.299   0.498   0.465   0.022
   5.244     311     6391.0      898.2   0.380   0.531   0.445   0.077
   5.261     312     6391.0      898.3   0.406   0.538   0.447   0.112
   5.277     313     6391.0      898.3   0.346   0.531   0.473   0.080
   5.296     314     6390.9      898.5   0.386   0.547   0.481   0.136
   5.312     315     6390.9      898.3   0.319   0.506   0.453   0.020
   5.330     316     6391.0      898.2   0.368   0.525   0.441   0.058
   5.347     317     6391.0      898.2   0.393   0.532   0.438   0.084
   5.364     318     6390.9      898.1   0.282   0.491   0.476   0.031
   5.381     319     6390.9      898.1   0.403   0.533   0.436   0.093
   5.398     320     6390.9      898.2   0.381   0.544   0.476   0.123
   5.414     321     6390.7      898.1   0.358   0.512   0.421   0.016
   5.431     322     6390.7      897.9   0.429   0.517   0.374   0.047
   5.448     323     6390.7      898.1   0.391   0.549   0.481   0.142
   5.464     324     6390.7      897.9   0.370   0.516   0.416   0.023
   5.481     325     6390.7      897.8   0.369   0.528   0.447   0.067
   5.498     326     6390.6      897.8   0.346   0.522   0.455   0.052
   5.515     327     6390.6      897.9   0.397   0.537   0.451   0.105
   5.532     328     6390.6      898.0   0.410   0.548   0.473   0.152
   5.548     329     6390.6      898.0   0.350   0.532   0.472   0.084
   5.565     330     6390.7      898.1   0.408   0.543   0.461   0.133
   5.582     331     6390.6      898.1   0.338   0.523   0.466   0.061
   5.599     332     6390.6      898.0   0.369   0.527   0.445   0.064
   5.616     333     6390.8      898.0   0.428   0.525   0.401   0.079
   5.633     334     6390.7      897.9   0.354   0.518   0.438   0.036
   5.650     335     6390.7      897.8   0.332   0.516   0.459   0.043
   5.667     336     6390.7      897.7   0.374   0.520   0.423   0.039
   5.684     337     6390.6      897.7   0.367   0.528   0.449   0.068
   5.700     338     6390.5      897.8   0.336   0.533   0.487   0.092
   5.717     339     6390.5      897.5   0.374   0.514   0.407   0.016
   5.734     340     6390.4      897.5   0.314   0.519   0.482   0.064
   5.751     341     6390.4      897.5   0.410   0.527   0.415   0.074
   5.768     342     6390.3      897.5   0.354   0.523   0.449   0.053
   5.785     343     6390.3      897.4   0.390   0.522   0.414   0.047
   5.802     344     6390.3      897.4   0.384   0.530   0.440   0.075
   5.819     345     6390.2      897.3   0.344   0.515   0.443   0.031
   5.835     346     6390.2      897.3   0.354   0.535   0.476   0.094
   5.854     347     6390.2      897.3   0.409   0.524   0.406   0.060
   5.870     348     6390.3      897.3   0.397   0.538   0.452   0.108
   5.887     349     6390.4      897.3   0.409   0.537   0.444   0.111
   5.904     350     6390.3      897.1   0.329   0.507   0.444   0.016
   5.921     351     6390.3      897.3   0.403   0.551   0.483   0.158
   5.939     352     6390.3      897.3   0.369   0.536   0.466   0.094
   5.957     353     6390.3      897.3   0.369   0.531   0.454   0.077
   5.973     354     6390.4      897.3   0.400   0.537   0.449   0.106
   5.990     355     6390.4      897.3   0.357   0.524   0.448   0.054
   6.007     356     6390.4      897.3   0.365   0.534   0.464   0.087
   6.024     357     6390.4      897.2   0.293   0.501   0.477   0.039
   6.041     358     6390.4      897.3   0.406   0.540   0.453   0.120
   6.058     359     6390.3      897.3   0.389   0.529   0.433   0.071
   6.075     360     6390.4      897.3   0.399   0.535   0.443   0.097
   6.091     361     6390.3      897.2   0.386   0.525   0.425   0.056
   6.108     362     6390.4      897.3   0.412   0.535   0.436   0.104
   6.125     363     6390.4      897.2   0.384   0.523   0.420   0.048
   6.142     364     6390.4      897.2   0.352   0.538   0.483   0.102
   6.159     365     6390.5      897.3   0.388   0.539   0.459   0.106
   6.177     366     6390.6      897.3   0.415   0.546   0.464   0.146
   6.194     367     6390.6      897.1   0.435   0.511   0.354   0.030
   6.211     368     6390.7      897.1   0.412   0.525   0.407   0.066
   6.227     369     6390.6      897.1   0.393   0.531   0.435   0.079
   6.244     370     6390.7      896.9   0.419   0.514   0.369   0.027
   6.261     371     6390.6      897.0   0.380   0.539   0.465   0.106
   6.278     372     6390.6      897.0   0.355   0.530   0.464   0.077
   6.295     373     6390.5      896.9   0.315   0.510   0.466   0.037
   6.312     374     6390.5      897.1   0.351   0.550   0.508   0.141
   6.329     375     6390.6      897.0   0.425   0.527   0.409   0.086
   6.346     376     6390.7      897.0   0.403   0.533   0.436   0.092
   6.362     377     6390.8      897.0   0.395   0.541   0.461   0.117
   6.379     378     6390.7      897.2   0.358   0.553   0.510   0.150
   6.396     379     6390.6      897.4   0.355   0.545   0.494   0.123
   6.413     380     6390.6      897.2   0.337   0.514   0.449   0.033
   6.430     381     6390.7      897.2   0.440   0.531   0.419   0.119
   6.447     382     6390.8      897.3   0.389   0.547   0.479   0.135
   6.465     383     6390.8      897.4   0.371   0.545   0.485   0.125
   6.482     384     6390.8      897.5   0.379   0.541   0.471   0.113
   6.500     385     6390.9      897.5   0.369   0.533   0.459   0.085
   6.516     386     6390.8      897.4   0.408   0.522   0.401   0.053
   6.533     387     6390.9      897.4   0.383   0.535   0.453   0.092
   6.550     388     6390.9      897.3   0.397   0.517   0.395   0.030
   6.567     389     6390.9      897.3   0.437   0.535   0.431   0.129
   6.584     390     6390.8      897.3   0.293   0.498   0.473   0.031
   6.601     391     6390.8      897.3   0.419   0.541   0.450   0.132
   6.618     392     6390.8      897.4   0.384   0.538   0.460   0.103
   6.634     393     6390.7      897.3   0.266   0.479   0.478   0.031
   6.651     394     6390.6      897.4   0.381   0.535   0.456   0.094
   6.668     395     6390.6      897.5   0.370   0.548   0.492   0.134
   6.685     396     6390.6      897.5   0.357   0.535   0.472   0.091
   6.702     397     6390.7      897.6   0.386   0.562   0.513   0.183
   6.719     398     6390.8      897.6   0.394   0.534   0.445   0.094
   6.736     399     6390.9      897.6   0.406   0.531   0.427   0.084
   6.753     400     6390.9      897.6   0.368   0.529   0.451   0.071
   6.769     401     6390.9      897.7   0.402   0.550   0.480   0.153
   6.790     402     6391.0      897.6   0.335   0.521   0.466   0.057
   6.812     403     6391.0      897.5   0.335   0.521   0.466   0.057
   6.830     404     6391.1      897.5   0.385   0.533   0.448   0.087
   6.846     405     6391.0      897.4   0.447   0.505   0.336   0.029
   6.863     406     6391.1      897.4   0.403   0.534   0.437   0.095
   6.880     407     6391.1      897.4   0.352   0.538   0.483   0.103
   6.896     408     6391.1      897.5   0.414   0.538   0.444   0.118
   6.914     409     6391.2      897.4   0.336   0.530   0.482   0.084
   6.931     410     6391.4      897.4   0.400   0.536   0.446   0.102
   6.948     411     6391.3      897.5   0.390   0.531   0.438   0.080
   6.965     412     6391.3      897.3   0.354   0.515   0.431   0.025
   6.981     413     6391.4      897.4   0.397   0.548   0.476   0.141
   6.998     414     6391.3      897.3   0.342   0.520   0.455   0.048
   7.014     415     6391.3      897.3   0.420   0.519   0.385   0.048
   7.032     416     6391.3      897.4   0.376   0.562   0.517   0.178
   7.049     417     6391.4      897.4   0.369   0.531   0.454   0.077
   7.066     418     6391.3      897.4   0.376   0.531   0.447   0.076
   7.083     419     6391.3      897.4   0.337   0.520   0.461   0.052
   7.099     420     6391.3      897.3   0.348   0.521   0.450   0.047
   7.115     421     6391.2      897.3   0.370   0.524   0.435   0.051
   7.132     422     6391.1      897.2   0.313   0.505   0.459   0.024
   7.150     423     6391.2      897.1   0.360   0.528   0.456   0.069
