PC-EKF V3 — UWB Realtime
  Q=0.01  R_base=300.0  R_scale=10.0
  Anchors: ['0x1001', '0x1002', '0x1003', '0x1004']
  Height : 1400.0 mm

Đang kết nối /dev/serial/by-id/usb-SEGGER_J-Link_000760192143-if00 @ 921600...
OK. Đang chờ dữ liệu... (Ctrl+C để dừng)

 Time(s)   Frame      X(mm)      Y(mm)      S0      S1      S2      S3
   7.167     424     6391.2      897.1   0.387   0.534   0.449   0.091
   7.183     425     6391.1      897.1   0.334   0.524   0.472   0.066
   7.200     426     6391.1      897.2   0.400   0.546   0.470   0.136
   7.217     427     6391.2      897.3   0.367   0.550   0.497   0.139
   7.233     428     6391.2      897.3   0.357   0.527   0.456   0.067
   7.251     429     6391.1      897.3   0.359   0.534   0.468   0.087
   7.272     430     6391.1      897.3   0.362   0.525   0.447   0.059
   7.287     431     6391.1      897.4   0.369   0.557   0.510   0.162
   7.305     432     6391.2      897.6   0.398   0.569   0.525   0.213
   7.322     433     6391.2      897.7   0.342   0.533   0.481   0.088
   7.338     434     6391.1      897.6   0.391   0.524   0.420   0.055
   7.356     435     6391.1      897.7   0.360   0.539   0.479   0.104
   7.372     436     6391.0      897.7   0.418   0.529   0.416   0.084
   7.388     437     6391.2      897.7   0.410   0.541   0.455   0.128
   7.406     438     6391.2      897.8   0.385   0.536   0.454   0.096
   7.423     439     6391.2      897.7   0.380   0.525   0.431   0.057
   7.440     440     6391.2      897.6   0.406   0.519   0.392   0.038
   7.456     441     6391.3      897.6   0.416   0.536   0.438   0.111
   7.474     442     6391.3      897.4   0.336   0.508   0.438   0.015
   7.490     443     6391.2      897.4   0.410   0.522   0.400   0.054
   7.506     444     6391.2      897.3   0.366   0.526   0.444   0.059
   7.523     445     6391.3      897.2   0.408   0.523   0.405   0.058
   7.540     446     6391.2      897.3   0.380   0.530   0.442   0.073
   7.559     447     6391.2      897.2   0.347   0.523   0.456   0.055
   7.574     448     6391.3      897.2   0.414   0.528   0.416   0.080
   7.592     449     6391.4      897.1   0.408   0.527   0.415   0.070
   7.609     450     6391.4      897.0   0.399   0.525   0.415   0.059
   7.626     451     6391.6      897.0   0.424   0.535   0.433   0.114
   7.643     452     6391.6      897.1   0.401   0.549   0.477   0.148
   7.658     453     6391.6      897.1   0.342   0.526   0.468   0.068
   7.676     454     6391.7      897.0   0.358   0.526   0.453   0.062
   7.692     455     6391.7      896.9   0.392   0.519   0.405   0.036
   7.709     456     6391.8      896.8   0.385   0.525   0.427   0.057
   7.726     457     6391.9      896.7   0.365   0.521   0.434   0.044
   7.743     458     6391.9      896.6   0.389   0.523   0.417   0.049
   7.760     459     6391.9      896.7   0.398   0.555   0.494   0.167
   7.778     460     6391.9      896.8   0.364   0.541   0.479   0.109
   7.794     461     6391.8      896.8   0.349   0.522   0.453   0.052
   7.810     462     6391.7      896.8   0.383   0.530   0.441   0.076
   7.827     463     6391.6      896.8   0.351   0.526   0.459   0.063
   7.844     464     6391.6      896.8   0.395   0.525   0.419   0.059
   7.861     465     6391.5      896.8   0.286   0.516   0.505   0.091
   7.878     466     6391.6      896.9   0.370   0.555   0.506   0.156
   7.896     467     6391.7      896.9   0.416   0.536   0.439   0.113
   7.913     468     6391.7      896.8   0.384   0.514   0.399   0.018
   7.929     469     6391.7      896.6   0.354   0.518   0.439   0.036
   7.945     470     6391.8      896.7   0.410   0.543   0.460   0.135
   7.962     471     6391.7      896.7   0.339   0.522   0.464   0.058
   7.979     472     6391.7      896.6   0.355   0.520   0.442   0.044
   7.996     473     6391.7      896.6   0.390   0.526   0.425   0.061
   8.013     474     6392.0      896.6   0.404   0.564   0.512   0.200
   8.030     475     6392.0      896.6   0.395   0.537   0.452   0.105
   8.047     476     6392.0      896.7   0.433   0.534   0.429   0.122
   8.064     477     6392.0      896.8   0.322   0.530   0.493   0.090
   8.080     478     6392.0      896.9   0.370   0.556   0.508   0.159
   8.097     479     6392.0      897.0   0.350   0.548   0.504   0.133
   8.113     480     6391.9      896.8   0.394   0.515   0.390   0.020
   8.130     481     6392.1      896.9   0.419   0.547   0.467   0.154
   8.147     482     6392.0      896.8   0.356   0.524   0.449   0.054
   8.164     483     6391.9      896.7   0.362   0.515   0.423   0.023
   8.181     484     6392.0      896.6   0.385   0.518   0.408   0.032
   8.198     485     6391.9      896.5   0.350   0.517   0.440   0.033
   8.215     486     6391.8      896.5   0.430   0.515   0.368   0.041
   8.231     487     6391.8      896.6   0.358   0.549   0.500   0.135
   8.248     488     6391.7      896.5   0.381   0.518   0.412   0.032
   8.265     489     6391.7      896.7   0.397   0.564   0.513   0.195
   8.282     490     6391.7      896.5   0.406   0.516   0.383   0.027
   8.299     491     6391.8      896.4   0.434   0.516   0.371   0.050
   8.316     492     6391.8      896.4   0.336   0.515   0.451   0.035
   8.333     493     6391.8      896.1   0.333   0.507   0.438   0.011
   8.350     494     6391.7      896.2   0.421   0.541   0.452   0.136
   8.366     495     6391.7      896.4   0.377   0.559   0.511   0.171
   8.384     496     6391.6      896.4   0.325   0.517   0.467   0.049
   8.401     497     6391.7      896.4   0.410   0.540   0.451   0.122
   8.418     498     6391.8      896.4   0.442   0.539   0.443   0.152
   8.435     499     6391.9      896.4   0.420   0.534   0.432   0.109
   8.452     500     6391.9      896.4   0.394   0.524   0.415   0.053
   8.469     501     6391.9      896.5   0.378   0.555   0.502   0.158
   8.486     502     6391.9      896.7   0.405   0.564   0.511   0.200
   8.502     503     6391.9      896.6   0.324   0.518   0.471   0.054
   8.519     504     6391.9      896.6   0.322   0.524   0.483   0.073
   8.535     505     6391.9      896.7   0.358   0.541   0.485   0.112
   8.553     506     6391.9      896.7   0.309   0.532   0.509   0.108
   8.569     507     6391.8      896.7   0.324   0.507   0.451   0.021
   8.587     508     6391.7      896.6   0.338   0.517   0.453   0.040
   8.604     509     6391.8      896.7   0.362   0.553   0.506   0.147
   8.622     510     6391.9      896.8   0.392   0.565   0.518   0.197
   8.640     511     6392.0      896.9   0.409   0.558   0.497   0.185
   8.658     512     6392.0      896.8   0.409   0.520   0.395   0.045
   8.674     513     6392.1      896.8   0.289   0.516   0.503   0.087
   8.691     514     6392.2      896.8   0.431   0.537   0.439   0.132
   8.708     515     6392.0      896.8   0.325   0.511   0.456   0.030
   8.725     516     6392.1      896.7   0.389   0.524   0.421   0.054
   8.742     517     6392.1      896.6   0.457   0.514   0.372   0.088
   8.758     518     6392.1      896.8   0.379   0.556   0.504   0.163
   8.775     519     6392.2      896.8   0.391   0.545   0.472   0.128
   8.794     520     6392.3      896.7   0.346   0.523   0.459   0.057
   8.812     521     6392.2      896.7   0.387   0.520   0.411   0.038
   8.828     522     6392.1      896.6   0.362   0.520   0.435   0.041
   8.845     523     6391.9      896.6   0.330   0.510   0.448   0.024
   8.862     524     6391.8      896.7   0.346   0.530   0.473   0.079
   8.878     525     6391.8      896.6   0.314   0.515   0.475   0.052
   8.898     526     6391.8      896.7   0.362   0.543   0.487   0.118
   8.914     527     6391.8      896.6   0.283   0.501   0.489   0.057
   8.931     528     6391.8      896.5   0.420   0.513   0.366   0.023
   8.950     529     6391.8      896.4   0.403   0.517   0.391   0.033
   8.966     530     6391.8      896.4   0.453   0.528   0.413   0.129
   8.983     531     6391.8      896.4   0.391   0.525   0.421   0.057
   8.998     532     6392.0      896.4   0.390   0.550   0.484   0.145
   9.015     533     6392.0      896.4   0.304   0.534   0.515   0.117
   9.031     534     6392.0      896.7   0.410   0.580   0.543   0.253
   9.048     535     6392.0      896.7   0.392   0.541   0.463   0.117
   9.067     536     6392.1      896.7   0.400   0.536   0.446   0.103
   9.083     537     6392.0      896.7   0.318   0.512   0.466   0.040
   9.100     538     6392.1      896.6   0.430   0.524   0.398   0.078
   9.117     539     6392.3      896.6   0.433   0.533   0.425   0.117
   9.134     540     6392.2      896.6   0.370   0.529   0.449   0.071
   9.150     541     6392.1      896.5   0.293   0.495   0.466   0.020
   9.168     542     6392.2      896.5   0.327   0.547   0.519   0.137
   9.184     543     6392.2      896.4   0.320   0.517   0.473   0.055
   9.202     544     6392.4      896.4   0.392   0.537   0.453   0.102
   9.218     545     6392.4      896.4   0.421   0.525   0.402   0.072
   9.236     546     6392.5      896.4   0.434   0.532   0.424   0.117
   9.253     547     6392.5      896.4   0.354   0.535   0.476   0.093
   9.273     548     6392.4      896.5   0.367   0.566   0.530   0.190
   9.291     549     6394.3      895.3   0.439   0.025   0.513   0.345
   9.310     550     6394.3      895.2   0.364   0.519   0.431   0.038
   9.325     551     6394.3      895.2   0.363   0.543   0.485   0.116
   9.342     552     6394.4      895.0   0.417   0.508   0.354   0.004
   9.359     553     6394.2      894.8   0.366   0.512   0.412   0.012
   9.379     554     6394.1      894.9   0.419   0.526   0.407   0.076
   9.397     555     6394.1      894.9   0.385   0.530   0.439   0.075
   9.413     556     6394.1      894.9   0.355   0.540   0.485   0.109
   9.430     557     6394.3      895.1   0.398   0.578   0.543   0.240
   9.447     558     6394.2      895.1   0.317   0.516   0.475   0.054
   9.464     559     6394.2      895.0   0.363   0.524   0.444   0.056
   9.484     560     6394.2      895.0   0.375   0.529   0.446   0.072
   9.502     561     6394.4      895.0   0.403   0.537   0.445   0.105
   9.518     562     6394.4      894.9   0.320   0.526   0.488   0.080
   9.536     563     6394.5      895.0   0.351   0.546   0.499   0.126
   9.552     564     6394.5      894.9   0.435   0.514   0.365   0.044
   9.570     565     6394.5      894.8   0.435   0.514   0.365   0.044
   9.588     566     6394.6      894.7   0.408   0.526   0.412   0.067
   9.604     567     6394.8      894.5   0.468   0.493   0.323   0.056
   9.621     568     6394.8      894.6   0.328   0.539   0.504   0.114
   9.639     569     6394.7      894.7   0.307   0.536   0.517   0.121
   9.674     570     6394.5      894.8   0.329   0.532   0.492   0.093
   9.680     571     6394.4      894.9   0.327   0.524   0.479   0.070
   9.692     572     6394.2      894.9   0.302   0.509   0.479   0.049
   9.708     573     6394.1      895.0   0.325   0.524   0.480   0.071

[✓] Dừng. 573 frames. Log → realtime_log.csv
