PC-EKF V4 — UWB Realtime (Numba JIT, Gaussian Pairwise Scoring)
  Q=0.01  R_base=50.0  R_scale=10.0
  Anchors: ['0x1001', '0x1002', '0x1003', '0x1004']
  Height : 1400.0 mm

[PC-EKF] Warming up JIT kernels... OK
Đang kết nối /dev/serial/by-id/usb-SEGGER_J-Link_000760192143-if00 @ 921600...
OK. Đang chờ dữ liệu... (Ctrl+C để dừng)

[ROBOT] Đã kết nối STM32 @ /dev/serial/by-id/usb-STMicroelectronics_BLUEPILL_F103C8_CDC_in_FS_Mode_498E169E3634-if00. Điều khiển xe bắt đầu.
 Time(s)   Frame      X(mm)      Y(mm)      S0      S1      S2      S3   dt(ms)
   0.104      43     6280.3      829.0   0.000   0.000   0.000   0.000    0.051
   0.107      44     6279.6      828.5   0.000   0.000   0.000   0.000    0.084
   0.109      45     6280.2      828.4   0.000   0.000   0.000   0.000    0.052
   0.112      46     6280.8      828.2   0.000   0.000   0.000   0.000    0.079
   0.114      47     6281.1      828.3   0.000   0.000   0.000   0.000    0.051
   0.116      48     6281.0      828.3   0.000   0.000   0.000   0.000    0.084
   0.119      49     6280.9      828.1   0.000   0.000   0.000   0.000    0.056
   0.121      50     6280.8      827.5   0.000   0.000   0.000   0.000    0.089
   0.124      51     6280.2      827.0   0.009   0.009   0.000   0.000    0.054
   0.126      52     6279.7      826.3   0.008   0.008   0.000   0.000    0.053
   0.129      53     6279.3      827.2   0.000   0.000   0.000   0.000    0.051
   0.131      54     6279.0      826.9   0.000   0.000   0.000   0.000    0.081
   0.134      55     6279.4      826.6   0.071   0.071   0.000   0.000    0.050
   0.136      56     6279.4      826.1   0.009   0.009   0.000   0.000    0.049
   0.138      57     6279.5      826.2   0.010   0.010   0.000   0.000    0.052
   0.141      58     6279.3      826.1   0.000   0.000   0.000   0.000    0.051
   0.143      59     6279.9      826.0   0.000   0.000   0.000   0.000    0.050
   0.146      60     6280.0      825.7   0.000   0.000   0.000   0.000    0.050
   0.148      61     6280.2      825.6   0.000   0.000   0.000   0.000    0.062
   0.151      62     6280.2      825.9   0.000   0.000   0.000   0.000    0.086
   0.153      63     6279.4      826.9   0.223   0.223   0.000   0.000    0.054
   0.156      64     6278.5      826.4   0.213   0.213   0.000   0.000    0.084
   0.158      65     6278.4      826.5   0.000   0.000   0.000   0.000    0.054
   0.173      66     6277.8      825.8   0.007   0.007   0.000   0.000    0.077
   0.190      67     6278.0      827.1   0.000   0.000   0.000   0.000    0.057
   0.210      68     6278.3      827.5   0.000   0.000   0.000   0.000    0.061
   0.228      69     6278.4      827.7   0.000   0.000   0.000   0.000    0.059
   0.246      70     6301.1      815.4   0.000   0.000   0.000   0.000    0.058
   0.263      71     6300.1      815.2   0.000   0.000   0.000   0.000    0.058
   0.283      72     6299.1      814.4   0.000   0.000   0.000   0.000    0.059
   0.302      73     6298.8      814.8   0.000   0.000   0.000   0.000    0.058
   0.319      74     6298.3      815.1   0.000   0.000   0.000   0.000    0.057
   0.340      75     6297.8      815.3   0.000   0.000   0.000   0.000    0.057
   0.361      76     6297.3      815.5   0.000   0.000   0.000   0.000    0.059
   0.381      77     6296.7      815.0   0.000   0.000   0.000   0.000    0.059
   0.402      78     6296.3      815.5   0.000   0.000   0.000   0.000    0.059
   0.419      79     6296.1      816.1   0.000   0.000   0.000   0.000    0.057
   0.438      80     6295.7      816.3   0.000   0.000   0.000   0.000    0.059
   0.457      81     6295.3      817.0   0.000   0.000   0.000   0.000    0.106
   0.477      82     6294.8      817.0   0.000   0.000   0.000   0.000    0.061
   0.495      83     6294.2      816.6   0.000   0.000   0.000   0.000    0.060
   0.515      84     6293.8      817.1   0.000   0.000   0.000   0.000    0.063
   0.535      85     6293.3      817.6   0.000   0.000   0.000   0.000    0.058
   0.553      86     6293.0      818.3   0.000   0.000   0.000   0.000    0.057
   0.571      87     6292.7      819.1   0.000   0.000   0.000   0.000    0.070
   0.589      88     6292.7      819.5   0.000   0.000   0.000   0.000    0.066
   0.606      89     6293.0      820.2   0.000   0.000   0.000   0.000    0.062
   0.622      90     6291.9      820.0   0.322   0.322   0.000   0.000    0.064
   0.638      91     6291.7      820.1   0.000   0.000   0.000   0.000    0.059
   0.658      92     6291.6      820.7   0.000   0.000   0.000   0.000    0.060
   0.674      93     6291.5      821.1   0.000   0.000   0.000   0.000    0.068
   0.690      94     6291.8      821.0   0.000   0.000   0.000   0.000    0.094
   0.709      95     6291.9      821.7   0.000   0.000   0.000   0.000    0.105
   0.728      96     6292.5      822.2   0.000   0.000   0.000   0.000    0.068
   0.745      97     6292.3      821.4   0.043   0.043   0.000   0.000    0.083
   0.762      98     6291.5      822.4   0.000   0.000   0.000   0.000    0.074
   0.778      99     6291.2      822.6   0.000   0.000   0.000   0.000    0.066
   0.795     100     6291.0      823.4   0.000   0.000   0.000   0.000    0.060
   0.813     101     6290.8      823.7   0.000   0.000   0.000   0.000    0.063
   0.830     102     6290.6      824.1   0.000   0.000   0.000   0.000    0.060
   0.847     103     6290.9      824.7   0.000   0.000   0.000   0.000    0.061
   0.865     104     6290.6      825.0   0.000   0.000   0.000   0.000    0.059
   0.883     105     6290.4      825.4   0.000   0.000   0.000   0.000    0.061
   0.899     106     6290.7      825.8   0.000   0.000   0.000   0.000    0.062
   0.915     107     6290.7      825.8   0.000   0.000   0.000   0.000    0.059
   0.932     108     6290.7      825.8   0.000   0.000   0.000   0.000    0.058
   0.948     109     6289.8      825.6   0.000   0.000   0.000   0.000    0.062
   0.965     110     6289.8      825.4   0.000   0.000   0.000   0.000    0.064
   0.985     111     6290.0      825.4   0.000   0.000   0.000   0.000    0.061
   1.003     112     6290.3      825.8   0.000   0.000   0.000   0.000    0.060
   1.021     113     6290.7      826.1   0.000   0.000   0.000   0.000    0.061
   1.037     114     6291.1      826.4   0.000   0.000   0.000   0.000    0.127
   1.053     115     6291.0      826.5   0.000   0.000   0.000   0.000    0.071
   1.072     116     6291.3      826.4   0.082   0.082   0.000   0.000    0.068
   1.088     117     6291.4      826.3   0.005   0.005   0.000   0.000    0.061
   1.105     118     6291.8      826.5   0.000   0.000   0.000   0.000    0.064
   1.121     119     6292.0      826.4   0.000   0.000   0.000   0.000    0.096
   1.138     120     6292.2      826.4   0.331   0.331   0.000   0.000    0.086
   1.154     121     6292.1      826.9   0.000   0.000   0.000   0.000    0.121
   1.171     122     6291.9      827.2   0.000   0.000   0.000   0.000    0.087
   1.189     123     6291.8      827.9   0.000   0.000   0.000   0.000    0.100
   1.205     124     6291.6      828.1   0.000   0.000   0.000   0.000    0.108
   1.222     125     6291.9      828.1   0.000   0.000   0.000   0.000    0.119
   1.240     126     6292.4      828.1   0.000   0.000   0.000   0.000    0.108
   1.257     127     6292.7      828.0   0.000   0.000   0.000   0.000    0.108
   1.274     128     6292.9      828.4   0.000   0.000   0.000   0.000    0.103
   1.290     129     6293.1      828.4   0.001   0.001   0.000   0.000    0.127
   1.307     130     6293.3      828.4   0.000   0.000   0.000   0.000    0.112
   1.324     131     6293.0      828.6   0.034   0.034   0.000   0.000    0.104
   1.341     132     6293.6      828.9   0.313   0.313   0.000   0.000    0.096
   1.358     133     6303.1      822.6   0.000   0.000   0.000   0.000    0.093
   1.375     134     6303.4      822.7   0.201   0.201   0.000   0.000    0.096
   1.393     135     6303.4      822.2   0.007   0.007   0.000   0.000    0.092
   1.410     136     6303.3      822.3   0.225   0.225   0.000   0.000    0.093
   1.426     137     6302.7      822.3   0.000   0.000   0.000   0.000    0.112
   1.443     138     6302.6      822.1   0.068   0.068   0.000   0.000    0.129
   1.460     139     6302.4      822.3   0.000   0.000   0.000   0.000    0.117
   1.478     140     6302.2      822.4   0.000   0.000   0.000   0.000    0.109
   1.498     141     6302.1      822.7   0.000   0.000   0.000   0.000    0.105
   1.515     142     6301.9      822.6   0.000   0.000   0.000   0.000    0.104
   1.531     143     6301.9      822.9   0.000   0.000   0.000   0.000    0.101
   1.549     144     6302.1      822.8   0.007   0.007   0.000   0.000    0.097
   1.565     145     6302.2      822.5   0.000   0.000   0.000   0.000    0.107
   1.585     146     6302.4      822.6   0.000   0.000   0.000   0.000    0.097
   1.604     147     6302.3      822.9   0.056   0.056   0.000   0.000    0.093
   1.621     148     6302.2      822.9   0.000   0.000   0.000   0.000    0.100
   1.641     149     6302.6      822.4   0.000   0.000   0.000   0.000    0.107
   1.657     150     6302.5      821.7   0.000   0.000   0.000   0.000    0.114
   1.676     151     6302.0      822.1   0.000   0.000   0.000   0.000    0.108
   1.692     152     6301.6      821.8   0.000   0.000   0.000   0.000    0.150
   1.709     153     6301.6      821.8   0.000   0.000   0.000   0.000    0.105
   1.726     154     6301.7      821.7   0.000   0.000   0.000   0.000    0.107
   1.744     155     6301.4      821.8   0.000   0.000   0.000   0.000    0.104
   1.762     156     6301.0      822.1   0.000   0.000   0.000   0.000    0.102
   1.778     157     6300.1      822.0   0.000   0.000   0.000   0.000    0.106
   1.795     158     6299.3      822.1   0.006   0.006   0.000   0.000    0.102
   1.815     159     6298.5      821.9   0.234   0.234   0.000   0.000    0.105
   1.832     160     6297.8      822.2   0.000   0.000   0.000   0.000    0.104
   1.850     161     6297.2      822.2   0.000   0.000   0.000   0.000    0.105
   1.868     162     6296.6      822.5   0.000   0.000   0.000   0.000    0.102
   1.885     163     6295.8      822.7   0.006   0.006   0.000   0.000    0.104
   1.902     164     6296.3      822.8   0.000   0.000   0.000   0.000    0.100
   1.920     165     6296.4      822.7   0.000   0.000   0.000   0.000    0.104
   1.937     166     6295.8      823.2   0.000   0.000   0.000   0.000    0.102
   1.954     167     6296.2      823.2   0.000   0.000   0.000   0.000    0.116
   1.972     168     6296.6      823.9   0.000   0.000   0.000   0.000    0.120
   1.988     169     6296.5      824.0   0.000   0.000   0.000   0.000    0.105
   2.005     170     6296.6      824.2   0.000   0.000   0.000   0.000    0.106
   2.022     171     6296.4      824.3   0.000   0.000   0.000   0.000    0.100
   2.039     172     6296.4      824.3   0.000   0.000   0.000   0.000    0.107
   2.059     173     6296.0      824.9   0.000   0.000   0.000   0.000    0.095
   2.075     174     6296.1      825.0   0.063   0.063   0.000   0.000    0.091
   2.092     175     6296.1      824.9   0.000   0.000   0.000   0.000    0.090
   2.109     176     6296.3      825.0   0.000   0.000   0.000   0.000    0.092
   2.126     177     6296.1      825.1   0.000   0.000   0.000   0.000    0.096
   2.145     178     6295.9      825.2   0.077   0.077   0.000   0.000    0.095
   2.162     179     6295.7      825.2   0.078   0.078   0.000   0.000    0.106
   2.179     180     6295.7      825.7   0.000   0.000   0.000   0.000    0.102
   2.196     181     6295.5      825.9   0.000   0.000   0.000   0.000    0.101
   2.212     182     6295.8      825.9   0.199   0.199   0.000   0.000    0.106
   2.231     183     6296.0      826.0   0.198   0.198   0.000   0.000    0.103
   2.247     184     6296.3      825.5   0.010   0.010   0.000   0.000    0.102
   2.266     185     6296.4      825.5   0.000   0.000   0.000   0.000    0.101
   2.282     186     6296.1      825.4   0.000   0.000   0.000   0.000    0.100
   2.300     187     6296.0      825.5   0.000   0.000   0.000   0.000    0.099
   2.317     188     6295.8      825.6   0.009   0.009   0.000   0.000    0.103
   2.335     189     6295.5      825.3   0.081   0.081   0.000   0.000    0.101
   2.353     190     6295.4      825.2   0.000   0.000   0.000   0.000    0.156
   2.369     191     6295.3      825.5   0.000   0.000   0.000   0.000    0.117
   2.389     192     6295.4      825.3   0.203   0.203   0.000   0.000    0.110
   2.406     193     6295.2      824.8   0.005   0.005   0.000   0.000    0.105
   2.424     194     6294.9      825.0   0.234   0.234   0.000   0.000    0.145
   2.440     195     6295.0      825.3   0.000   0.000   0.000   0.000    0.113
   2.457     196     6294.6      825.2   0.000   0.000   0.000   0.000    0.125
   2.476     197     6294.2      824.8   0.000   0.000   0.000   0.000    0.100
   2.493     198     6293.7      824.5   0.000   0.000   0.000   0.000    0.099
   2.510     199     6293.4      824.3   0.000   0.000   0.000   0.000    0.100
   2.527     200     6292.6      824.2   0.333   0.333   0.000   0.000    0.097
   2.547     201     6291.9      824.4   0.333   0.333   0.000   0.000    0.104
   2.564     202     6291.2      824.7   0.333   0.333   0.000   0.000    0.128
   2.580     203     6291.0      824.9   0.000   0.000   0.000   0.000    0.108
   2.598     204     6290.9      825.0   0.000   0.000   0.000   0.000    0.102
   2.615     205     6290.6      825.0   0.000   0.000   0.000   0.000    0.106
   2.633     206     6290.2      825.3   0.000   0.000   0.000   0.000    0.110
   2.651     207     6289.9      825.6   0.000   0.000   0.000   0.000    0.100
   2.669     208     6289.9      826.2   0.000   0.000   0.000   0.000    0.120
   2.685     209     6290.2      826.2   0.000   0.000   0.000   0.000    0.104
   2.704     210     6290.1      826.2   0.008   0.008   0.000   0.000    0.104
   2.721     211     6290.3      825.9   0.000   0.000   0.000   0.000    0.115
   2.738     212     6290.1      825.7   0.235   0.235   0.000   0.000    0.106
   2.756     213     6289.9      825.8   0.000   0.000   0.000   0.000    0.109
   2.774     214     6289.3      826.0   0.235   0.235   0.000   0.000    0.102
   2.790     215     6289.4      826.2   0.000   0.000   0.000   0.000    0.104
   2.807     216     6289.3      826.2   0.000   0.000   0.000   0.000    0.103
   2.824     217     6289.2      826.0   0.048   0.048   0.000   0.000    0.105
   2.842     218     6288.9      826.1   0.000   0.000   0.000   0.000    0.110
   2.860     219     6289.1      826.1   0.000   0.000   0.000   0.000    0.101
   2.878     220     6289.2      826.1   0.000   0.000   0.000   0.000    0.096
   2.899     221     6288.9      825.8   0.000   0.000   0.000   0.000    0.094
   2.916     222     6288.9      825.9   0.000   0.000   0.000   0.000    0.093
   2.933     223     6288.9      826.2   0.214   0.214   0.000   0.000    0.093
   2.951     224     6288.9      826.2   0.008   0.008   0.000   0.000    0.088
   2.967     225     6288.9      826.3   0.008   0.008   0.000   0.000    0.112
   2.983     226     6288.7      826.2   0.237   0.237   0.000   0.000    0.104
   3.001     227     6288.6      826.1   0.234   0.234   0.000   0.000    0.102
   3.019     228     6288.6      826.0   0.000   0.000   0.000   0.000    0.103
   3.036     229     6288.6      826.4   0.000   0.000   0.000   0.000    0.101
   3.054     230     6288.8      826.8   0.000   0.000   0.000   0.000    0.106
   3.072     231     6288.9      826.8   0.000   0.000   0.000   0.000    0.201
   3.090     232     6289.1      826.9   0.000   0.000   0.000   0.000    0.112
   3.107     233     6289.2      826.9   0.000   0.000   0.000   0.000    0.116
   3.124     234     6289.0      826.8   0.044   0.044   0.000   0.000    0.105
   3.142     235     6289.1      827.0   0.000   0.000   0.000   0.000    0.106
   3.159     236     6289.3      827.2   0.000   0.000   0.000   0.000    0.103
   3.179     237     6289.5      827.1   0.000   0.000   0.000   0.000    0.093
   3.195     238     6289.8      827.0   0.000   0.000   0.000   0.000    0.092
   3.214     239     6289.9      827.2   0.000   0.000   0.000   0.000    0.095
   3.230     240     6289.5      827.2   0.192   0.192   0.000   0.000    0.093
   3.248     241     6289.4      826.9   0.000   0.000   0.000   0.000    0.091
   3.266     242     6289.6      827.0   0.000   0.000   0.000   0.000    0.110
   3.286     243     6289.9      827.3   0.000   0.000   0.000   0.000    0.105
   3.304     244     6290.1      827.4   0.000   0.000   0.000   0.000    0.106
   3.321     245     6290.5      827.9   0.000   0.000   0.000   0.000    0.102
   3.339     246     6290.7      827.7   0.000   0.000   0.000   0.000    0.099
   3.357     247     6291.0      827.9   0.000   0.000   0.000   0.000    0.104
   3.375     248     6291.3      828.2   0.000   0.000   0.000   0.000    0.102
   3.393     249     6291.0      828.1   0.316   0.316   0.000   0.000    0.106
   3.411     250     6291.1      828.3   0.000   0.000   0.000   0.000    0.102
   3.427     251     6291.6      828.5   0.000   0.000   0.000   0.000    0.103
   3.444     252     6291.7      828.6   0.000   0.000   0.000   0.000    0.111
   3.462     253     6292.2      828.7   0.000   0.000   0.000   0.000    0.103
   3.478     254     6292.4      828.7   0.000   0.000   0.000   0.000    0.095
   3.494     255     6292.4      828.7   0.000   0.000   0.000   0.000    0.093
   3.512     256     6292.5      828.8   0.000   0.000   0.000   0.000    0.095
   3.531     257     6292.5      828.7   0.000   0.000   0.000   0.000    0.093
   3.551     258     6292.6      828.7   0.000   0.000   0.000   0.000    0.137
   3.568     259     6292.5      828.6   0.001   0.001   0.000   0.000    0.157
   3.586     260     6292.5      828.5   0.000   0.000   0.000   0.000    0.117
   3.604     261     6292.4      828.5   0.000   0.000   0.000   0.000    0.130
   3.620     262     6292.5      828.5   0.000   0.000   0.000   0.000    0.112
   3.639     263     6292.5      828.3   0.001   0.001   0.000   0.000    0.107
   3.655     264     6292.7      828.6   0.000   0.000   0.000   0.000    0.108
   3.672     265     6292.9      828.5   0.000   0.000   0.000   0.000    0.107
   3.689     266     6293.0      828.5   0.000   0.000   0.000   0.000    0.109
   3.709     267     6292.8      828.7   0.000   0.000   0.000   0.000    0.102
   3.727     268     6292.8      828.6   0.000   0.000   0.000   0.000    0.099
   3.745     269     6292.8      828.6   0.000   0.000   0.000   0.000    0.115
   3.761     270     6293.2      828.8   0.000   0.000   0.000   0.000    0.105
   3.778     271     6293.3      829.0   0.000   0.000   0.000   0.000    0.144
   3.795     272     6293.2      829.3   0.000   0.000   0.000   0.000    0.103
   3.811     273     6293.3      829.4   0.000   0.000   0.000   0.000    0.105
   3.828     274     6293.6      829.4   0.000   0.000   0.000   0.000    0.098
   3.845     275     6293.6      829.4   0.000   0.000   0.000   0.000    0.117
   3.862     276     6293.9      829.4   0.000   0.000   0.000   0.000    0.120
   3.879     277     6293.9      829.2   0.097   0.097   0.000   0.000    0.121
   3.895     278     6293.8      829.3   0.095   0.095   0.000   0.000    0.104
   3.911     279     6294.2      829.2   0.000   0.000   0.000   0.000    0.108
   3.928     280     6294.3      829.0   0.318   0.318   0.000   0.000    0.102
   3.946     281     6294.2      829.2   0.000   0.000   0.000   0.000    0.103
   3.964     282     6294.1      829.3   0.000   0.000   0.000   0.000    0.101
   3.983     283     6294.1      829.4   0.000   0.000   0.000   0.000    0.096
   4.001     284     6294.1      829.7   0.000   0.000   0.000   0.000    0.092
   4.017     285     6294.1      829.7   0.000   0.000   0.000   0.000    0.095
   4.034     286     6294.1      829.8   0.000   0.000   0.000   0.000    0.091
   4.052     287     6293.9      829.8   0.017   0.017   0.000   0.000    0.093
   4.070     288     6293.8      829.9   0.017   0.017   0.000   0.000    0.121
   4.088     289     6293.7      829.9   0.132   0.132   0.000   0.000    0.104
   4.106     290     6293.8      830.0   0.016   0.016   0.000   0.000    0.105
   4.122     291     6293.8      829.8   0.017   0.017   0.000   0.000    0.102
   4.140     292     6293.9      830.1   0.001   0.001   0.000   0.000    0.102
   4.156     293     6293.9      829.9   0.311   0.311   0.000   0.000    0.106
   4.174     294     6293.8      829.4   0.312   0.312   0.000   0.000    0.107
   4.190     295     6294.0      829.7   0.000   0.000   0.000   0.000    0.105
   4.207     296     6294.0      829.8   0.000   0.000   0.000   0.000    0.106
   4.226     297     6294.2      829.5   0.000   0.000   0.000   0.000    0.102
   4.242     298     6294.5      829.9   0.000   0.000   0.000   0.000    0.106
   4.260     299     6294.6      829.9   0.000   0.000   0.000   0.000    0.103
   4.278     300     6294.8      830.2   0.000   0.000   0.000   0.000    0.149
   4.295     301     6295.3      830.4   0.000   0.000   0.000   0.000    0.117
   4.313     302     6295.6      830.7   0.000   0.000   0.000   0.000    0.111
   4.329     303     6295.6      830.6   0.022   0.022   0.000   0.000    0.106
   4.348     304     6295.3      830.0   0.299   0.299   0.000   0.000    0.113
   4.366     305     6295.1      830.1   0.000   0.000   0.000   0.000    0.111
   4.381     306     6295.2      830.1   0.000   0.000   0.000   0.000    0.097
   4.399     307     6295.2      830.0   0.002   0.002   0.000   0.000    0.090
   4.417     308     6295.4      830.3   0.000   0.000   0.000   0.000    0.102
   4.435     309     6295.3      830.5   0.000   0.000   0.000   0.000    0.091
   4.453     310     6295.1      830.6   0.000   0.000   0.000   0.000    0.111
   4.469     311     6295.1      830.6   0.000   0.000   0.000   0.000    0.120
   4.487     312     6295.3      830.4   0.295   0.295   0.000   0.000    0.106
   4.505     313     6295.3      830.4   0.023   0.023   0.000   0.000    0.104
   4.521     314     6295.4      830.5   0.023   0.023   0.000   0.000    0.168
   4.538     315     6295.5      830.4   0.019   0.019   0.000   0.000    0.118
   4.557     316     6295.5      830.3   0.000   0.000   0.000   0.000    0.123
   4.573     317     6295.4      830.6   0.019   0.019   0.000   0.000    0.125
   4.590     318     6295.4      830.6   0.000   0.000   0.000   0.000    0.105
   4.608     319     6295.5      830.7   0.000   0.000   0.000   0.000    0.106
   4.626     320     6295.7      830.6   0.000   0.000   0.000   0.000    0.117
   4.642     321     6295.9      830.6   0.000   0.000   0.000   0.000    0.103
   4.660     322     6295.7      830.5   0.299   0.299   0.000   0.000    0.112
   4.676     323     6295.5      830.4   0.304   0.304   0.000   0.000    0.100
   4.693     324     6295.2      830.3   0.291   0.291   0.000   0.000    0.098
   4.710     325     6295.2      830.7   0.108   0.108   0.000   0.000    0.101
   4.727     326     6295.7      830.3   0.024   0.024   0.000   0.000    0.093
   4.744     327     6295.5      830.4   0.000   0.000   0.000   0.000    0.091
   4.761     328     6295.3      830.4   0.305   0.305   0.000   0.000    0.118
   4.778     329     6295.2      830.1   0.000   0.000   0.000   0.000    0.161
   4.794     330     6295.0      829.8   0.000   0.000   0.000   0.000    0.115
   4.813     331     6294.8      830.1   0.000   0.000   0.000   0.000    0.120
   4.829     332     6294.8      830.2   0.000   0.000   0.000   0.000    0.106
   4.846     333     6294.8      830.2   0.000   0.000   0.000   0.000    0.104
   4.863     334     6294.8      830.4   0.000   0.000   0.000   0.000    0.134
   4.881     335     6295.0      830.5   0.000   0.000   0.000   0.000    0.144
   4.898     336     6295.2      830.6   0.000   0.000   0.000   0.000    0.101
   4.915     337     6296.9      831.0   0.000   0.000   0.000   0.000    0.098
   4.933     338     6296.8      830.8   0.000   0.000   0.000   0.000    0.136
   4.951     339     6296.6      830.9   0.000   0.000   0.000   0.000    0.102
   4.967     340     6296.6      830.8   0.021   0.021   0.000   0.000    0.121
   4.984     341     6296.6      830.9   0.301   0.301   0.000   0.000    0.105
   5.001     342     6296.3      830.9   0.000   0.000   0.000   0.000    0.103
   5.019     343     6296.3      830.7   0.133   0.133   0.000   0.000    0.108
   5.035     344     6296.4      830.7   0.000   0.000   0.000   0.000    0.108
   5.054     345     6296.3      830.8   0.000   0.000   0.000   0.000    0.164
   5.070     346     6296.2      831.0   0.000   0.000   0.000   0.000    0.115
   5.087     347     6296.0      830.9   0.002   0.002   0.000   0.000    0.099
   5.106     348     6295.8      831.1   0.002   0.002   0.000   0.000    0.092
   5.122     349     6295.8      831.0   0.000   0.000   0.000   0.000    0.097
   5.139     350     6295.4      831.0   0.000   0.000   0.000   0.000    0.093
   5.156     351     6295.4      831.4   0.116   0.116   0.000   0.000    0.092
   5.174     352     6295.5      831.1   0.119   0.119   0.000   0.000    0.113
   5.192     353     6295.6      831.2   0.115   0.115   0.000   0.000    0.106
   5.208     354     6295.0      831.2   0.306   0.306   0.000   0.000    0.101
   5.225     355     6294.7      831.2   0.022   0.022   0.000   0.000    0.108
   5.241     356     6294.5      831.2   0.020   0.020   0.000   0.000    0.102
   5.259     357     6294.3      831.0   0.302   0.302   0.000   0.000    0.105
   5.276     358     6294.3      830.8   0.000   0.000   0.000   0.000    0.102
   5.294     359     6294.2      830.8   0.000   0.000   0.000   0.000    0.103
   5.314     360     6294.0      831.1   0.000   0.000   0.000   0.000    0.102
   5.332     361     6294.0      831.4   0.000   0.000   0.000   0.000    0.099
   5.349     362     6294.0      831.6   0.000   0.000   0.000   0.000    0.153
   5.367     363     6293.9      831.5   0.000   0.000   0.000   0.000    0.168
   5.383     364     6293.7      831.3   0.022   0.022   0.000   0.000    0.121
   5.402     365     6293.6      831.4   0.021   0.021   0.000   0.000    0.109
   5.420     366     6293.5      831.2   0.000   0.000   0.000   0.000    0.111
   5.436     367     6293.3      831.1   0.000   0.000   0.000   0.000    0.113
   5.455     368     6293.3      831.1   0.000   0.000   0.000   0.000    0.120
