PC-EKF V3 — UWB Realtime
  Q=0.01  R_base=300.0  R_scale=10.0
  Anchors: ['0x1001', '0x1002', '0x1003', '0x1004']
  Height : 1400.0 mm

Đang kết nối /dev/serial/by-id/usb-SEGGER_J-Link_000760192143-if00 @ 921600...
OK. Đang chờ dữ liệu... (Ctrl+C để dừng)

 Time(s)   Frame      X(mm)      Y(mm)      S0      S1      S2      S3
--------------------------------------------------------------------
[EKF] init  x=6327.1  y=4183.0
   8.284     491     6202.7     4153.1   0.457   0.490   0.008   0.299
   8.300     492     6202.8     4153.1   0.461   0.492   0.027   0.309
   8.316     493     6202.8     4153.0   0.472   0.467   0.022   0.280
   8.333     494     6202.7     4153.1   0.464   0.470   0.003   0.268
   8.350     495     6202.7     4153.0   0.470   0.493   0.067   0.329
   8.368     496     6202.8     4152.9   0.469   0.479   0.037   0.296
   8.384     497     6202.8     4152.8   0.497   0.453   0.016   0.315
   8.401     498     6202.7     4152.8   0.465   0.477   0.015   0.282
   8.418     499     6202.7     4152.7   0.466   0.485   0.028   0.299
   8.435     500     6202.7     4152.8   0.462   0.484   0.010   0.289
   8.451     501     6202.7     4152.8   0.483   0.462   0.008   0.287
   8.468     502     6202.7     4152.8   0.459   0.493   0.023   0.309
   8.485     503     6202.7     4152.8   0.466   0.470   0.014   0.274
   8.502     504     6202.8     4152.8   0.464   0.488   0.030   0.304
   8.519     505     6202.8     4152.8   0.465   0.484   0.023   0.295
   8.536     506     6202.7     4152.8   0.464   0.478   0.008   0.281
   8.553     507     6202.6     4152.7   0.434   0.510   0.028   0.353
   8.570     508     6202.4     4152.6   0.456   0.497   0.024   0.317
   8.588     509     6202.5     4152.5   0.476   0.473   0.063   0.308
   8.604     510     6202.6     4152.6   0.465   0.476   0.012   0.280
   8.620     511     6202.7     4152.6   0.464   0.488   0.028   0.302
   8.637     512     6202.7     4152.6   0.463   0.483   0.013   0.289
   8.654     513     6202.7     4152.7   0.426   0.509   0.013   0.350
   8.671     514     6202.7     4152.6   0.457   0.502   0.046   0.335
   8.688     515     6202.7     4152.7   0.464   0.482   0.016   0.289
   8.705     516     6202.6     4152.7   0.478   0.464   0.007   0.280
   8.722     517     6202.7     4152.6   0.465   0.483   0.024   0.294
   8.738     518     6202.6     4152.6   0.440   0.507   0.025   0.343
   8.754     519     6202.7     4152.7   0.458   0.495   0.025   0.314
   8.771     520     6202.8     4152.7   0.452   0.501   0.026   0.325
   8.787     521     6202.7     4152.8   0.451   0.498   0.015   0.316
   8.804     522     6202.7     4152.8   0.440   0.507   0.023   0.341
   8.821     523     6202.8     4152.9   0.452   0.499   0.022   0.321
   8.837     524     6202.8     4152.8   0.479   0.465   0.015   0.285
   8.855     525     6202.8     4152.8   0.489   0.459   0.013   0.299
   8.872     526     6202.7     4152.9   0.454   0.491   0.003   0.300
   8.888     527     6202.7     4153.0   0.425   0.510   0.018   0.355
   8.905     528     6202.7     4153.1   0.450   0.499   0.014   0.317
   8.922     529     6202.8     4153.1   0.469   0.473   0.036   0.289
   8.942     530     6202.8     4152.8   0.478   0.481   0.099   0.335
   8.961     531     6202.9     4152.9   0.463   0.483   0.014   0.290
   8.977     532     6203.0     4152.8   0.469   0.472   0.034   0.287
   8.994     533     6202.9     4153.0   0.393   0.513   0.013   0.387
   9.010     534     6202.9     4153.0   0.447   0.502   0.019   0.327
   9.027     535     6203.0     4153.0   0.459   0.499   0.040   0.327
   9.044     536     6203.1     4153.2   0.442   0.502   0.009   0.326
   9.061     537     6203.1     4153.1   0.489   0.464   0.030   0.305
   9.079     538     6203.1     4153.2   0.455   0.490   0.003   0.298
   9.095     539     6203.2     4153.2   0.484   0.465   0.027   0.297
   9.112     540     6203.0     4153.1   0.427   0.514   0.035   0.366
   9.130     541     6203.1     4153.2   0.478   0.463   0.006   0.279
   9.146     542     6203.2     4153.2   0.458   0.499   0.036   0.324
   9.163     543     6203.1     4153.4   0.432   0.504   0.002   0.333
   9.182     544     6203.0     4153.3   0.456   0.499   0.032   0.323
   9.198     545     6202.9     4153.4   0.408   0.512   0.015   0.372
   9.217     546     6202.7     4153.2   0.436   0.515   0.049   0.367
   9.233     547     6202.5     4153.2   0.420   0.510   0.014   0.358
   9.250     548     6202.6     4153.2   0.472   0.468   0.025   0.281
   9.267     549     6202.6     4153.2   0.464   0.484   0.018   0.293
   9.283     550     6202.5     4153.2   0.460   0.489   0.013   0.297
   9.300     551     6202.5     4153.1   0.467   0.471   0.020   0.277
   9.317     552     6202.4     4153.0   0.460   0.495   0.032   0.316
   9.333     553     6202.3     4153.2   0.464   0.468   0.002   0.266
   9.349     554     6202.4     4153.0   0.501   0.454   0.031   0.327
   9.367     555     6202.4     4152.9   0.470   0.473   0.038   0.290
   9.384     556     6202.2     4152.9   0.413   0.514   0.023   0.373
   9.400     557     6202.2     4153.0   0.432   0.507   0.012   0.342
   9.417     558     6202.2     4152.9   0.455   0.511   0.072   0.361
   9.433     559     6202.2     4152.8   0.506   0.432   0.011   0.341
   9.450     560     6202.3     4153.0   0.457   0.490   0.008   0.299
   9.468     561     6202.2     4153.0   0.461   0.486   0.011   0.292
   9.484     562     6202.2     4153.0   0.466   0.484   0.031   0.298
   9.501     563     6202.2     4152.9   0.485   0.465   0.023   0.296
   9.518     564     6202.2     4153.0   0.465   0.470   0.004   0.269
   9.535     565     6202.2     4152.9   0.455   0.504   0.045   0.338
   9.552     566     6202.2     4152.9   0.462   0.484   0.011   0.290
   9.569     567     6202.3     4152.9   0.469   0.472   0.032   0.286

[✓] Dừng. 567 frames. Log → realtime_log.csv
