EKF_RT — Standard Extended Kalman Filter (Numba JIT)
  Q=0.01  R=50.0  (hardcoded)
  Anchors: ['0x1001', '0x1002', '0x1003', '0x1004']
  Height : 1400.0 mm

[EKF_RT] Warming up JIT kernels... OK

Đang kết nối /dev/serial/by-id/usb-SEGGER_J-Link_000760192143-if00 @ 921600...
OK. Đang chờ dữ liệu... (Ctrl+C để dừng)

[ROBOT] Đã kết nối STM32 @ /dev/serial/by-id/usb-STMicroelectronics_BLUEPILL_F103C8_CDC_in_FS_Mode_498E169E3634-if00. Điều khiển xe bắt đầu.
 Time(s)   Frame      X(mm)      Y(mm)   dt(ms)
   0.088      37     6427.0      927.3    0.036
   0.090      38     6427.3      925.8    0.035
   0.092      39     6427.8      925.4    0.037
   0.095      40     6427.9      924.6    0.036
   0.097      41     6428.6      925.6    0.038
   0.100      42     6428.4      926.5    0.036
   0.102      43     6427.5      926.4    0.035
   0.104      44     6426.6      925.6    0.036
   0.107      45     6427.1      926.5    0.035
   0.109      46     6427.8      927.6    0.036
   0.111      47     6428.4      928.7    0.035
   0.114      48     6431.2      926.8    0.035
   0.116      49     6431.3      927.0    0.037
   0.119      50     6431.3      927.7    0.036
   0.121      51     6430.8      929.1    0.036
   0.123      52     6430.0      928.3    0.035
   0.126      53     6430.7      927.4    0.036
   0.128      54     6431.4      927.3    0.035
   0.131      55     6432.0      926.4    0.046
   0.133      56     6431.5      926.1    0.035
   0.135      57     6431.6      925.5    0.035
   0.138      58     6431.7      925.3    0.036
   0.140      59     6430.9      925.1    0.034
   0.142      60     6430.8      924.9    0.034
   0.145      61     6430.7      924.4    0.035
   0.147      62     6430.5      923.7    0.040
   0.150      63     6430.3      923.0    0.039
   0.152      64     6429.5      922.1    0.036
   0.155      65     6429.5      922.1    0.035
   0.159      66     6430.4      921.5    0.035
   0.169      67     6430.6      920.8    0.040
   0.185      68     6430.9      920.7    0.041
   0.202      69     6432.1      920.2    0.039
   0.220      70     6433.2      919.6    0.040
   0.237      71     6434.4      919.9    0.039
   0.254      72     6435.5      919.2    0.041
   0.274      73     6436.6      919.0    0.069
   0.292      74     6436.5      919.3    0.074
   0.308      75     6437.1      918.7    0.045
   0.325      76     6438.3      917.7    0.041
   0.342      77     6438.5      916.3    0.061
   0.359      78     6440.2      916.4    0.047
   0.378      79     6441.7      916.4    0.066
   0.395      80     6441.5      915.6    0.060
   0.411      81     6440.9      914.1    0.127
   0.428      82     6442.1      913.1    0.079
   0.446      83     6443.3      913.0    0.069
   0.463      84     6443.7      911.6    0.047
   0.480      85     6443.7      911.8    0.046
   0.497      86     6444.2      911.6    0.041
   0.514      87     6444.0      911.3    0.041
   0.530      88     6444.3      911.5    0.054
   0.546      89     6444.1      910.8    0.043
   0.564      90     6443.7      910.0    0.042
   0.582      91     6443.9      908.7    0.040
   0.598      92     6443.8      909.2    0.054
   0.617      93     6442.3      908.4    0.045
   0.634      94     6442.2      908.4    0.041
   0.651      95     6442.0      908.5    0.041
   0.667      96     6442.3      908.3    0.040
   0.686      97     6442.4      908.1    0.074
   0.702      98     6442.4      908.1    0.070
   0.719      99     6443.3      907.6    0.074
   0.736     100     6444.3      907.5    0.053
   0.756     101     6443.8      906.5    0.047
   0.772     102     6443.8      905.8    0.042
   0.791     103     6453.2      908.1    0.041
   0.809     104     6453.4      908.1    0.042
   0.827     105     6463.4      910.3    0.040
   0.843     106     6463.0      910.8    0.045
   0.860     107     6463.2      910.8    0.050
   0.877     108     6462.8      910.8    0.044
   0.893     109     6461.3      909.8    0.050
   0.910     110     6461.5      911.1    0.063
   0.927     111     6462.6      910.9    0.045
   0.946     112     6463.8      910.4    0.042
   0.965     113     6465.2      909.9    0.042
   0.982     114     6464.8      909.8    0.041
   0.999     115     6464.1      910.0    0.048
   1.015     116     6463.7      909.9    0.043
   1.032     117     6463.9      909.8    0.046
   1.050     118     6464.1      909.2    0.054
   1.067     119     6464.0      909.4    0.044
   1.084     120     6464.1      909.5    0.044
   1.101     121     6464.2      909.2    0.043
   1.117     122     6464.0      910.0    0.043
   1.134     123     6462.7      909.7    0.067
   1.153     124     6461.9      910.4    0.060
   1.171     125     6461.2      910.5    0.063
   1.186     126     6460.7      910.5    0.067
   1.203     127     6461.7      911.0    0.069
   1.220     128     6462.2      912.0    0.064
   1.241     129     6462.5      913.1    0.078
   1.259     130     6462.3      913.0    0.077
   1.275     131     6462.5      914.4    0.075
   1.294     132     6462.9      913.8    0.072
   1.312     133     6463.1      913.5    0.074
   1.329     134     6464.7      912.1    0.071
   1.346     135     6465.3      912.0    0.067
   1.362     136     6464.7      913.0    0.066
   1.381     137     6463.7      913.9    0.065
   1.397     138     6464.3      913.8    0.063
   1.417     139     6464.8      913.4    0.080
   1.437     140     6465.1      913.0    0.070
   1.455     141     6465.4      912.7    0.090
   1.473     142     6465.4      913.7    0.075
   1.493     143     6465.4      914.0    0.072
   1.510     144     6465.0      913.9    0.072
   1.528     145     6464.6      914.0    0.127
   1.549     146     6464.3      914.0    0.078
   1.567     147     6463.9      913.3    0.075
   1.590     148     6463.6      912.5    0.073
   1.609     149     6463.3      912.7    0.071
   1.628     150     6462.8      912.4    0.070
   1.645     151     6462.3      911.9    0.069
   1.661     152     6463.1      912.7    0.101
   1.679     153     6464.1      912.1    0.074
   1.695     154     6465.6      912.2    0.071
   1.713     155     6466.1      912.5    0.091
   1.729     156     6466.6      913.4    0.075
   1.750     157     6467.0      913.9    0.082
   1.767     158     6466.1      913.9    0.072
   1.785     159     6466.0      913.7    0.070
   1.801     160     6466.5      912.7    0.072
   1.821     161     6467.4      912.4    0.072
   1.842     162     6468.4      912.5    0.072
   1.863     163     6469.4      912.7    0.082
   1.881     164     6470.3      912.8    0.074
   1.899     165     6471.3      913.1    0.071
   1.917     166     6472.2      912.7    0.078
   1.934     167     6472.6      912.9    0.072
   1.952     168     6473.1      912.6    0.081
   1.968     169     6474.1      912.3    0.087
   1.986     170     6473.7      912.1    0.064
   2.002     171     6473.2      911.8    0.068
   2.018     172     6473.4      912.2    0.067
   2.041     173     6473.6      912.7    0.071
   2.061     174     6473.5      912.4    0.078
   2.079     175     6473.6      912.7    0.078
   2.098     176     6472.8      913.5    0.074
   2.117     177     6471.8      914.2    0.073
   2.135     178     6471.2      913.5    0.070
   2.153     179     6470.4      913.1    0.072
   2.171     180     6469.6      912.9    0.072
   2.189     181     6469.0      912.9    0.069
   2.209     182     6468.6      913.4    0.070
   2.229     183     6468.0      912.8    0.071
   2.246     184     6467.8      912.0    0.069
   2.263     185     6467.2      912.1    0.071
   2.280     186     6466.3      911.3    0.069
   2.297     187     6464.8      912.0    0.069
   2.314     188     6464.9      912.3    0.069
   2.332     189     6464.5      912.4    0.068
   2.350     190     6464.6      912.6    0.070
   2.366     191     6463.6      912.6    0.071
   2.382     192     6463.5      912.2    0.069
   2.402     193     6463.1      911.9    0.070
   2.420     194     6462.8      912.1    0.073
   2.438     195     6462.3      910.8    0.069
   2.457     196     6461.8      910.3    0.073
   2.476     197     6461.1      910.5    0.070
   2.491     198     6460.9      910.7    0.069
   2.508     199     6461.8      910.7    0.070
   2.530     200     6463.0      911.7    0.092
   2.546     201     6462.7      910.3    0.073
   2.564     202     6463.5      909.9    0.073
   2.580     203     6463.6      910.4    0.078
   2.597     204     6462.6      909.9    0.075
   2.617     205     6462.5      909.7    0.072
   2.635     206     6463.8      909.2    0.070
   2.651     207     6462.7      909.1    0.071
   2.668     208     6463.1      909.4    0.074
   2.688     209     6462.9      909.5    0.096
   2.704     210     6464.5      909.9    0.088
   2.721     211     6465.6      910.4    0.078
   2.738     212     6465.4      910.3    0.075
   2.756     213     6466.2      910.5    0.073
   2.774     214     6465.5      910.6    0.075
   2.792     215     6464.2      910.1    0.070
   2.809     216     6463.9      910.6    0.072
   2.826     217     6463.5      910.6    0.071
   2.847     218     6463.1      910.7    0.071
   2.867     219     6462.8      911.0    0.127
   2.884     220     6462.8      910.5    0.076
   2.901     221     6462.0      909.7    0.067
   2.921     222     6461.0      908.3    0.067
   2.937     223     6460.0      907.8    0.067
   2.956     224     6459.5      907.6    0.093
   2.974     225     6458.9      907.1    0.081
   2.991     226     6458.1      906.7    0.079
   3.011     227     6457.4      906.0    0.074
   3.032     228     6456.7      905.4    0.073
   3.051     229     6457.2      905.0    0.079
   3.072     230     6457.0      904.9    0.074
   3.093     231     6456.9      905.1    0.069
   3.115     232     6456.8      905.5    0.067
   3.133     233     6457.7      905.0    0.063
   3.151     234     6457.2      903.9    0.063
   3.169     235     6457.3      903.6    0.076
   3.185     236     6456.4      904.4    0.070
   3.202     237     6456.4      904.3    0.070
   3.219     238     6456.3      905.4    0.073
   3.239     239     6455.1      906.0    0.072
   3.255     240     6454.5      905.6    0.078
   3.274     241     6453.9      904.9    0.072
   3.291     242     6454.1      904.6    0.070
   3.310     243     6454.2      904.0    0.071
   3.330     244     6453.9      903.9    0.070
   3.349     245     6453.8      904.2    0.070
   3.367     246     6453.5      904.0    0.069
   3.385     247     6453.5      904.3    0.070
   3.402     248     6454.7      904.1    0.070
   3.420     249     6455.0      904.0    0.119
   3.436     250     6455.4      903.2    0.120
   3.455     251     6455.1      903.3    0.087
   3.474     252     6454.8      902.8    0.079
   3.491     253     6455.4      901.7    0.075
   3.511     254     6456.4      901.1    0.073
   3.527     255     6455.7      900.2    0.087
   3.544     256     6455.5      900.5    0.077
   3.564     257     6455.5      901.1    0.073
   3.582     258     6455.0      901.2    0.071
   3.599     259     6455.4      901.3    0.070
   3.615     260     6455.3      902.2    0.072
   3.634     261     6455.2      903.6    0.071
   3.652     262     6454.0      903.1    0.068
   3.668     263     6454.0      903.5    0.071
   3.685     264     6452.8      903.4    0.069
   3.702     265     6451.1      903.1    0.083
   3.720     266     6450.7      903.2    0.076
   3.740     267     6450.5      903.7    0.073
   3.758     268     6450.3      903.7    0.072
   3.777     269     6450.1      904.0    0.075
   3.796     270     6450.0      904.6    0.083
   3.816     271     6449.8      904.1    0.073
   3.834     272     6459.5      898.5    0.072
   3.857     273     6469.0      893.1    0.073
   3.876     274     6478.4      888.1    0.075
   3.895     275     6487.6      883.0    0.072
   3.913     276     6486.6      884.1    0.070
   3.930     277     6485.5      884.8    0.070
   3.946     278     6483.5      885.6    0.067
   3.963     279     6482.4      885.4    0.074
   3.982     280     6482.4      886.3    0.079
   4.001     281     6482.5      887.4    0.072
   4.018     282     6482.2      887.1    0.076
   4.035     283     6480.7      887.6    0.073
   4.052     284     6480.0      887.9    0.071
   4.072     285     6479.2      888.1    0.073
   4.088     286     6479.1      889.0    0.070
   4.104     287     6478.3      889.3    0.069
   4.123     288     6476.8      889.9    0.075
   4.139     289     6475.8      889.8    0.070
   4.157     290     6474.9      889.9    0.072
   4.173     291     6475.3      890.7    0.068
   4.192     292     6475.2      891.1    0.086
   4.208     293     6474.9      891.8    0.069
   4.225     294     6475.2      892.3    0.070
   4.242     295     6474.5      892.6    0.070
   4.260     296     6473.6      892.8    0.069
   4.280     297     6472.6      892.9    0.070
   4.300     298     6472.0      893.4    0.070
   4.318     299     6471.4      894.2    0.070
   4.334     300     6470.5      894.5    0.067
   4.351     301     6470.2      894.6    0.072
   4.369     302     6470.8      895.3    0.072
   4.385     303     6470.1      894.7    0.070
   4.402     304     6469.7      894.8    0.069
   4.419     305     6469.6      895.0    0.072
   4.436     306     6468.3      894.5    0.069
   4.453     307     6468.1      894.9    0.069
   4.470     308     6468.2      895.6    0.071
   4.487     309     6468.0      895.6    0.068
   4.505     310     6468.4      895.7    0.069
   4.523     311     6467.5      895.2    0.070
   4.541     312     6466.9      895.3    0.097
   4.557     313     6465.8      895.9    0.076
   4.573     314     6464.8      896.9    0.072
   4.590     315     6463.8      897.3    0.071
   4.607     316     6462.5      897.4    0.102
   4.625     317     6461.5      897.2    0.080
   4.643     318     6461.2      897.3    0.075
   4.659     319     6461.0      897.2    0.079
   4.678     320     6460.4      897.3    0.071
   4.699     321     6459.8      897.7    0.070
   4.717     322     6459.4      898.1    0.084
   4.733     323     6458.7      898.5    0.075
   4.752     324     6458.7      898.8    0.072
   4.770     325     6458.7      900.0    0.073
   4.791     326     6458.6      901.0    0.070
   4.807     327     6457.6      902.1    0.071
   4.823     328     6457.1      902.8    0.076
   4.842     329     6456.5      902.6    0.070
   4.860     330     6456.5      902.5    0.081
   4.878     331     6455.9      901.8    0.104
   4.894     332     6455.5      901.9    0.080
   4.914     333     6455.0      902.1    0.078
   4.932     334     6454.5      902.4    0.080
   4.950     335     6453.7      903.2    0.074
   4.966     336     6453.0      903.4    0.072
   4.984     337     6452.3      903.0    0.074
   4.999     338     6452.0      903.7    0.077
   5.016     339     6452.5      904.0    0.075
   5.032     340     6452.1      903.9    0.071
   5.049     341     6451.9      904.6    0.069
   5.065     342     6451.0      904.3    0.073
   5.083     343     6450.0      904.6    0.068
   5.102     344     6449.0      904.6    0.070
   5.119     345     6449.1      905.5    0.070
   5.136     346     6449.3      905.5    0.072
   5.152     347     6450.3      905.7    0.071
   5.170     348     6450.5      905.0    0.072
   5.188     349     6450.2      905.0    0.069
   5.204     350     6450.6      904.9    0.080
   5.221     351     6451.0      905.7    0.072
   5.240     352     6451.6      905.2    0.078
   5.256     353     6451.1      905.4    0.071
   5.273     354     6450.0      905.2    0.073
   5.290     355     6449.4      905.6    0.071
   5.306     356     6448.3      905.9    0.074
   5.325     357     6447.7      906.3    0.071
   5.341     358     6446.7      907.1    0.069
   5.361     359     6445.8      907.6    0.071
   5.379     360     6454.7      910.3    0.074
   5.397     361     6454.7      911.0    0.069
   5.413     362     6454.8      911.1    0.069
   5.430     363     6455.4      910.9    0.069
   5.449     364     6455.2      910.8    0.068
   5.465     365     6454.9      910.4    0.070
   5.483     366     6454.5      911.0    0.069
   5.503     367     6454.2      911.1    0.068
   5.521     368     6454.9      911.1    0.069
   5.540     369     6455.3      909.8    0.086
   5.558     370     6454.9      909.4    0.078
   5.578     371     6454.5      909.7    0.072
   5.596     372     6454.8      909.2    0.071
   5.611     373     6454.6      909.2    0.071
   5.630     374     6455.4      909.2    0.070
   5.648     375     6454.7      908.2    0.072
   5.665     376     6454.5      906.9    0.074
   5.685     377     6454.6      906.5    0.071
   5.704     378     6455.0      905.8    0.088
   5.723     379     6455.4      906.0    0.106
   5.744     380     6455.7      905.7    0.078
   5.762     381     6455.1      906.0    0.075
   5.783     382     6454.4      906.1    0.071
   5.801     383     6454.8      907.0    0.070
   5.822     384     6455.1      907.7    0.073
   5.842     385     6455.3      908.5    0.075
   5.860     386     6454.9      907.3    0.074
   5.880     387     6454.7      907.2    0.070
   5.901     388     6454.6      907.2    0.069
   5.921     389     6458.3      908.1    0.093
   5.939     390     6459.4      909.1    0.106
   5.957     391     6459.0      908.6    0.071
   5.978     392     6458.6      908.4    0.072
   5.995     393     6458.2      908.0    0.071
   6.013     394     6457.0      908.3    0.081
   6.031     395     6456.0      908.5    0.122
   6.049     396     6454.7      908.4    0.086
   6.067     397     6454.2      908.9    0.080
   6.088     398     6453.6      908.9    0.073
   6.106     399     6453.2      908.8    0.069
   6.126     400     6452.9      908.6    0.080
   6.145     401     6452.7      908.4    0.077
   6.164     402     6452.3      907.8    0.089
   6.185     403     6452.0      907.2    0.082
   6.205     404     6451.3      906.3    0.074
   6.223     405     6451.2      906.2    0.090
   6.241     406     6450.6      905.8    0.077
   6.259     407     6449.8      906.2    0.074
   6.276     408     6448.9      906.2    0.072
   6.292     409     6448.3      907.6    0.066
   6.310     410     6447.1      906.9    0.066
   6.330     411     6446.4      906.0    0.083
   6.349     412     6446.0      906.7    0.070
   6.368     413     6445.8      906.2    0.081
   6.384     414     6445.1      906.1    0.073
   6.407     415     6444.3      906.0    0.070
   6.427     416     6443.8      905.6    0.117
   6.443     417     6444.0      905.3    0.117
   6.460     418     6443.6      905.5    0.091
   6.476     419     6445.2      903.6    0.073
   6.493     420     6445.0      904.2    0.065
   6.511     421     6445.3      903.8    0.065
   6.528     422     6445.1      904.4    0.094
   6.544     423     6445.0      904.2    0.076
   6.562     424     6445.4      904.5    0.075
   6.582     425     6445.2      904.8    0.077
   6.600     426     6444.6      905.5    0.071
   6.617     427     6443.9      906.1    0.072
   6.633     428     6444.0      906.1    0.071
   6.652     429     6444.2      907.0    0.072
   6.668     430     6444.7      907.6    0.073
   6.685     431     6444.6      907.1    0.071
   6.702     432     6444.7      907.3    0.079
   6.719     433     6444.0      907.9    0.075
   6.736     434     6443.5      908.4    0.088
   6.753     435     6443.5      909.0    0.079
   6.772     436     6443.5      909.0    0.075
   6.788     437     6443.8      909.0    0.070
   6.807     438     6444.5      910.5    0.064
   6.825     439     6449.8      911.6    0.106
   6.842     440     6454.4      912.1    0.081
   6.859     441     6454.7      912.0    0.070
   6.877     442     6454.3      911.6    0.075
   6.893     443     6454.2      911.8    0.064
   6.912     444     6454.1      911.5    0.067
   6.929     445     6452.9      912.4    0.066
   6.947     446     6452.9      913.1    0.102
   6.967     447     6453.3      913.6    0.077
   6.984     448     6453.0      913.1    0.072
   7.001     449     6452.2      912.8    0.073
   7.021     450     6451.3      911.9    0.077
   7.039     451     6451.5      912.2    0.091
   7.060     452     6451.6      912.7    0.080
   7.079     453     6451.9      913.3    0.074
   7.098     454     6451.4      912.9    0.066
   7.115     455     6451.1      913.2    0.068
   7.133     456     6449.7      913.2    0.067
   7.153     457     6448.4      912.6    0.063
   7.170     458     6447.4      912.9    0.077
   7.189     459     6446.5      913.2    0.073
   7.206     460     6446.2      913.3    0.071
   7.225     461     6446.5      913.4    0.075
   7.241     462     6449.0      911.5    0.071
   7.259     463     6448.7      911.9    0.090
   7.278     464     6448.4      912.4    0.074
   7.295     465     6448.8      912.6    0.067
   7.313     466     6448.1      912.7    0.073
   7.333     467     6447.4      912.0    0.064
   7.349     468     6446.8      911.3    0.068
   7.365     469     6447.0      912.1    0.079
   7.382     470     6447.1      912.2    0.072
   7.399     471     6447.2      912.7    0.070
   7.416     472     6447.4      912.4    0.074
   7.436     473     6447.5      912.1    0.096
   7.455     474     6447.6      911.6    0.087
   7.471     475     6447.7      911.6    0.072
   7.490     476     6448.1      911.9    0.067
   7.506     477     6447.7      912.3    0.064
   7.523     478     6449.4      911.9    0.064
   7.541     479     6450.3      912.1    0.074
   7.559     480     6451.2      912.7    0.065
   7.575     481     6449.9      912.8    0.076
   7.592     482     6449.4      911.7    0.073
   7.609     483     6449.2      912.7    0.071
   7.629     484     6448.8      912.5    0.071
   7.647     485     6448.9      912.2    0.070
   7.665     486     6448.4      912.2    0.075
   7.682     487     6447.9      912.7    0.071
   7.699     488     6447.1      912.7    0.072
   7.716     489     6446.4      913.2    0.081
   7.732     490     6444.9      913.2    0.072
   7.750     491     6445.1      913.1    0.069
   7.766     492     6454.2      907.9    0.090
   7.783     493     6454.2      907.5    0.075
   7.801     494     6454.8      907.5    0.073
   7.818     495     6453.8      907.2    0.072
   7.835     496     6453.3      907.5    0.070
   7.852     497     6453.4      907.4    0.070
   7.869     498     6453.2      907.5    0.091
   7.886     499     6453.3      908.3    0.076
   7.904     500     6452.3      908.3    0.078
   7.922     501     6451.9      909.0    0.074
   7.938     502     6451.7      908.9    0.069
   7.955     503     6450.3      909.3    0.070
   7.971     504     6449.4      909.4    0.084
   7.990     505     6449.1      909.2    0.080
   8.005     506     6448.1      910.1    0.066
   8.024     507     6447.1      909.8    0.065
   8.040     508     6447.5      908.5    0.072
   8.059     509     6448.3      908.8    0.066
   8.076     510     6448.1      908.9    0.089
   8.096     511     6448.3      908.8    0.086
   8.114     512     6448.4      909.9    0.078
   8.132     513     6447.9      910.4    0.080
   8.148     514     6448.6      910.4    0.072
   8.169     515     6449.4      911.0    0.104
   8.186     516     6449.5      911.4    0.085
   8.202     517     6449.3      911.4    0.083
   8.220     518     6449.6      911.3    0.085
   8.236     519     6450.4      910.8    0.112
   8.253     520     6451.3      909.6    0.082
   8.269     521     6450.4      910.1    0.071
   8.286     522     6449.7      909.9    0.103
   8.303     523     6450.4      910.6    0.071
   8.320     524     6450.6      910.2    0.071
   8.337     525     6450.8      909.7    0.067
   8.353     526     6450.1      909.5    0.062
   8.373     527     6450.4      909.2    0.093
   8.391     528     6450.4      908.6    0.081
   8.407     529     6450.3      908.9    0.075
   8.424     530     6450.2      909.1    0.075
   8.441     531     6450.0      909.6    0.089
   8.459     532     6449.8      910.8    0.081
   8.475     533     6448.9      910.1    0.099
   8.494     534     6448.1      910.6    0.077
   8.512     535     6447.6      910.5    0.076
   8.530     536     6447.2      910.7    0.090
   8.546     537     6447.4      911.3    0.078
   8.563     538     6448.6      910.4    0.070
   8.580     539     6450.0      910.3    0.068
   8.596     540     6449.9      909.8    0.062
   8.612     541     6449.6      910.5    0.062
   8.631     542     6448.8      910.3    0.061
   8.647     543     6449.4      910.5    0.062
   8.664     544     6449.1      910.3    0.061
   8.683     545     6449.3      909.8    0.090
   8.701     546     6449.3      910.6    0.121
   8.717     547     6448.8      910.9    0.087
   8.736     548     6447.9      910.8    0.078
   8.752     549     6447.8      909.8    0.073
   8.769     550     6447.8      909.5    0.080
   8.786     551     6449.2      909.1    0.078
   8.803     552     6451.1      908.5    0.071
   8.820     553     6452.9      908.4    0.075
   8.836     554     6452.5      908.4    0.071
   8.854     555     6453.1      908.5    0.135
   8.871     556     6453.3      908.2    0.093
   8.889     557     6469.8      899.3    0.093
   8.905     558     6470.5      899.1    0.077
   8.925     559     6471.3      898.7    0.084
   8.943     560     6472.1      897.9    0.073
   8.961     561     6471.0      897.2    0.082
   8.977     562     6470.3      896.9    0.079
   8.994     563     6469.6      896.9    0.072
   9.013     564     6469.2      896.3    0.068
   9.030     565     6469.0      895.7    0.068
   9.047     566     6468.6      895.9    0.067
   9.063     567     6469.0      896.5    0.067
   9.082     568     6468.4      896.8    0.084
   9.102     569     6467.7      896.0    0.089
   9.120     570     6467.0      896.4    0.083
   9.135     571     6466.9      896.8    0.074
   9.152     572     6467.3      896.0    0.072
   9.169     573     6469.0      896.2    0.078
   9.185     574     6468.6      895.9    0.071
   9.202     575     6468.9      895.3    0.074
   9.221     576     6468.3      895.7    0.068
   9.237     577     6467.7      895.5    0.068
   9.257     578     6467.5      895.1    0.063
   9.275     579     6467.3      894.8    0.072
   9.291     580     6468.2      894.9    0.079
   9.309     581     6469.5      894.6    0.073
   9.326     582     6468.1      894.8    0.073
   9.345     583     6467.4      896.1    0.071
   9.361     584     6467.7      896.2    0.071
   9.379     585     6467.5      896.3    0.074
   9.395     586     6466.1      896.4    0.084
   9.414     587     6465.1      895.9    0.105
   9.430     588     6464.1      896.2    0.097
   9.449     589     6463.5      897.0    0.093
   9.468     590     6463.0      897.2    0.074
   9.486     591     6462.7      897.9    0.068
   9.506     592     6462.1      897.2    0.080
   9.524     593     6461.8      897.9    0.077
   9.540     594     6463.1      898.9    0.084
   9.557     595     6463.1      898.6    0.075
   9.574     596     6463.1      898.4    0.075
   9.591     597     6463.6      897.4    0.072
   9.607     598     6464.3      896.7    0.083
   9.624     599     6463.9      897.0    0.078
   9.643     600     6463.4      897.9    0.070
   9.661     601     6462.8      898.0    0.067
   9.677     602     6462.4      898.0    0.068
   9.694     603     6462.1      898.7    0.065
   9.711     604     6462.8      897.7    0.086
   9.728     605     6462.4      896.8    0.104
   9.745     606     6461.7      897.6    0.074
   9.763     607     6460.8      897.1    0.072
   9.779     608     6460.8      898.4    0.074
   9.796     609     6460.4      899.5    0.072
   9.813     610     6459.7      899.2    0.085
   9.830     611     6458.9      899.2    0.069
   9.847     612     6458.7      900.3    0.069
   9.863     613     6459.1      900.7    0.065
   9.882     614     6458.7      900.3    0.096
   9.900     615     6458.6      899.9    0.071
   9.918     616     6457.4      899.9    0.095
   9.934     617     6457.8      899.8    0.077
   9.951     618     6457.6      899.2    0.077
   9.968     619     6457.3      898.9    0.076
   9.985     620     6457.1      898.9    0.073
  10.003     621     6456.5      898.4    0.071
  10.019     622     6457.2      898.8    0.076
  10.036     623     6458.4      898.3    0.072
  10.053     624     6459.7      898.7    0.064
  10.070     625     6460.1      898.3    0.069
  10.088     626     6459.6      898.3    0.066
  10.106     627     6460.4      898.8    0.064
  10.122     628     6460.2      898.5    0.076
  10.139     629     6460.1      897.9    0.080
  10.156     630     6459.6      897.8    0.075
  10.173     631     6459.5      898.1    0.075
  10.190     632     6459.7      898.6    0.072
  10.207     633     6459.6      899.2    0.072
  10.227     634     6460.2      900.4    0.071
  10.245     635     6460.0      901.2    0.066
  10.261     636     6459.5      901.3    0.065
  10.278     637     6460.5      901.2    0.066
  10.300     638     6461.3      900.7    0.065
  10.316     639     6461.0      901.7    0.064
  10.334     640     6461.4      901.8    0.079
  10.350     641     6460.8      902.6    0.073
  10.368     642     6460.7      903.0    0.125
  10.384     643     6461.5      903.7    0.083
  10.401     644     6461.3      904.4    0.073
  10.418     645     6461.0      904.1    0.073
  10.435     646     6461.2      903.9    0.074
  10.452     647     6461.3      904.0    0.071
  10.468     648     6462.1      905.1    0.070
  10.490     649     6462.9      906.4    0.070
  10.507     650     6462.9      907.0    0.069
  10.524     651     6462.7      907.3    0.072
  10.540     652     6462.4      907.6    0.080
  10.559     653     6462.1      908.2    0.073
  10.575     654     6461.8      908.4    0.072
  10.592     655     6461.3      907.9    0.070
  10.612     656     6460.7      907.5    0.069
  10.630     657     6461.3      908.5    0.086
  10.648     658     6461.0      908.8    0.075
  10.664     659     6461.0      909.8    0.074
  10.681     660     6460.6      910.8    0.071
  10.697     661     6461.2      911.2    0.069
  10.714     662     6461.7      911.2    0.077
  10.732     663     6462.2      910.8    0.068
  10.753     664     6462.7      910.4    0.098
  10.771     665     6462.6      910.4    0.121
  10.787     666     6462.9      909.6    0.133
