PC-EKF V3 — UWB Realtime
  Q=0.01  R_base=300.0  R_scale=10.0
  Anchors: ['0x1001', '0x1002', '0x1003', '0x1004']
  Height : 1400.0 mm

Đang kết nối /dev/serial/by-id/usb-SEGGER_J-Link_000760192143-if00 @ 921600...
OK. Đang chờ dữ liệu... (Ctrl+C để dừng)

 Time(s)   Frame      X(mm)      Y(mm)      S0      S1      S2      S3
   1.524      90       37.6     4042.1   0.623   0.403   0.617   0.367
   1.540      91       36.8     4042.2   0.612   0.389   0.601   0.327
   1.557      92       35.8     4041.9   0.639   0.424   0.639   0.423
   1.574      93       35.7     4042.1   0.608   0.321   0.614   0.364
   1.591      94       35.3     4041.8   0.600   0.410   0.580   0.311
   1.608      95       35.1     4041.8   0.631   0.370   0.632   0.376
   1.625      96       35.1     4041.8   0.563   0.364   0.525   0.180
   1.642      97       34.9     4041.8   0.585   0.375   0.561   0.248
   1.659      98       34.3     4042.2   0.629   0.366   0.628   0.358
   1.675      99       34.3     4042.2   0.629   0.374   0.627   0.361
   1.692     100       34.3     4042.4   0.609   0.315   0.614   0.353
   1.709     101       34.7     4042.2   0.626   0.364   0.624   0.350
   1.726     102       34.5     4042.3   0.582   0.290   0.599   0.385
   1.742     103       34.3     4042.1   0.625   0.390   0.621   0.362
   1.759     104       34.3     4042.3   0.610   0.320   0.615   0.359
   1.779     105       34.3     4042.2   0.623   0.375   0.620   0.349
   1.796     106       34.3     4042.2   0.618   0.344   0.622   0.372
   1.812     107       34.3     4042.2   0.619   0.343   0.622   0.369
   1.829     108       34.0     4042.1   0.598   0.399   0.579   0.298
   1.846     109       33.7     4042.2   0.579   0.293   0.598   0.394
   1.863     110       33.6     4042.5   0.602   0.299   0.608   0.348
   1.880     111       33.9     4042.9   0.596   0.279   0.600   0.322
   1.897     112       34.0     4042.9   0.583   0.361   0.560   0.235
   1.914     113       34.1     4042.6   0.594   0.384   0.573   0.276
   1.931     114       33.9     4042.5   0.618   0.385   0.611   0.340
   1.947     115       33.7     4042.5   0.598   0.376   0.581   0.283
   1.964     116       34.0     4042.6   0.609   0.347   0.603   0.301
   1.981     117       34.4     4042.7   0.605   0.302   0.609   0.340
   1.998     118       34.7     4042.9   0.618   0.336   0.617   0.324
   2.015     119       34.7     4042.9   0.624   0.365   0.621   0.345
   2.032     120       34.7     4042.7   0.621   0.385   0.615   0.348
   2.051     121       34.8     4042.9   0.606   0.310   0.612   0.353
   2.067     122       35.0     4042.8   0.624   0.354   0.626   0.370
   2.084     123       35.2     4042.9   0.601   0.345   0.592   0.280
   2.101     124       35.1     4042.9   0.631   0.368   0.631   0.374
   2.118     125       35.1     4043.1   0.624   0.357   0.622   0.342
   2.135     126       35.4     4043.0   0.622   0.352   0.621   0.337
   2.152     127       35.3     4042.8   0.588   0.411   0.559   0.279
   2.169     128       35.5     4042.7   0.615   0.364   0.610   0.323
   2.186     129       35.6     4042.6   0.600   0.365   0.588   0.285
   2.203     130       35.6     4042.7   0.598   0.353   0.587   0.275
   2.219     131       35.8     4042.8   0.624   0.352   0.623   0.341
   2.236     132       35.9     4042.7   0.592   0.375   0.572   0.266
   2.253     133       35.6     4042.4   0.610   0.424   0.597   0.351
   2.270     134       35.6     4042.3   0.613   0.383   0.604   0.327
   2.289     135       35.5     4042.6   0.592   0.284   0.602   0.351
   2.304     136       35.7     4042.6   0.564   0.334   0.541   0.182
   2.320     137       35.6     4042.5   0.614   0.383   0.605   0.329
   2.337     138       35.8     4042.9   0.617   0.327   0.617   0.321
   2.355     139       35.8     4043.0   0.570   0.354   0.542   0.199
   2.371     140       35.7     4042.7   0.620   0.402   0.614   0.359
   2.388     141       35.7     4042.5   0.629   0.390   0.627   0.373
   2.405     142       35.9     4042.8   0.595   0.319   0.591   0.267
   2.422     143       36.2     4042.9   0.601   0.339   0.595   0.281
   2.439     144       36.1     4042.7   0.621   0.390   0.616   0.353
   2.457     145       36.2     4042.8   0.604   0.352   0.596   0.291
   2.474     146       36.3     4042.8   0.611   0.365   0.603   0.312
   2.490     147       36.4     4042.6   0.608   0.375   0.597   0.309
   2.507     148       36.4     4042.7   0.625   0.360   0.623   0.345
   2.524     149       36.3     4043.2   0.591   0.321   0.585   0.256
   2.541     150       36.0     4043.2   0.632   0.382   0.631   0.374
   2.557     151       35.9     4043.3   0.621   0.364   0.617   0.336
   2.574     152       36.0     4043.2   0.602   0.378   0.588   0.295
   2.591     153       36.1     4043.2   0.579   0.359   0.555   0.225
   2.608     154       36.0     4043.2   0.589   0.369   0.569   0.257
   2.625     155       36.0     4043.4   0.608   0.344   0.602   0.298
   2.641     156       36.0     4043.5   0.625   0.358   0.623   0.345
   2.658     157       36.3     4043.5   0.603   0.343   0.596   0.285
   2.675     158       36.4     4043.5   0.572   0.361   0.541   0.204
   2.692     159       36.4     4043.4   0.611   0.374   0.602   0.316
   2.709     160       36.2     4043.6   0.626   0.359   0.624   0.347
   2.726     161       36.4     4043.8   0.589   0.333   0.580   0.250
   2.743     162       36.6     4043.6   0.606   0.373   0.595   0.303
   2.760     163       36.9     4043.4   0.585   0.358   0.565   0.241
   2.777     164       37.2     4043.6   0.584   0.259   0.593   0.333
   2.793     165       37.4     4043.6   0.583   0.344   0.567   0.234
   2.810     166       37.3     4043.5   0.574   0.386   0.537   0.219
   2.827     167       37.3     4043.6   0.584   0.360   0.563   0.238
   2.844     168       37.0     4043.8   0.624   0.348   0.626   0.361
   2.861     169       37.0     4043.8   0.632   0.378   0.631   0.372
   2.878     170       37.0     4043.7   0.630   0.373   0.631   0.384
   2.895     171       37.1     4043.5   0.595   0.377   0.576   0.275
   2.912     172       37.2     4043.6   0.610   0.357   0.604   0.308
   2.928     173       37.1     4043.7   0.599   0.357   0.587   0.277
   2.945     174       37.1     4043.6   0.628   0.374   0.626   0.360
   2.964     175       37.1     4043.6   0.610   0.381   0.599   0.317
   2.980     176       37.0     4043.5   0.627   0.387   0.624   0.365
   2.997     177       36.8     4043.9   0.614   0.316   0.615   0.326
   3.014     178       36.8     4043.9   0.553   0.368   0.503   0.149
   3.031     179       36.7     4043.7   0.559   0.416   0.498   0.194
   3.047     180       36.8     4043.8   0.628   0.351   0.628   0.353
   3.063     181       36.9     4043.7   0.624   0.373   0.620   0.348
   3.081     182       36.4     4043.5   0.631   0.438   0.628   0.417
   3.098     183       36.4     4043.4   0.626   0.362   0.628   0.377
   3.115     184       36.6     4043.5   0.590   0.337   0.580   0.253
   3.132     185       36.5     4043.6   0.583   0.279   0.598   0.368
   3.149     186       36.3     4043.5   0.631   0.400   0.628   0.383
   3.166     187       36.3     4043.5   0.620   0.369   0.615   0.336
   3.183     188       36.4     4043.5   0.607   0.369   0.597   0.304
   3.199     189       36.4     4043.6   0.606   0.308   0.611   0.351
   3.215     190       36.5     4043.4   0.634   0.394   0.632   0.386
   3.233     191       36.5     4043.6   0.620   0.330   0.621   0.339
   3.249     192       36.1     4043.9   0.576   0.277   0.595   0.381
   3.267     193       35.9     4044.1   0.599   0.353   0.588   0.277
   3.283     194       35.7     4044.0   0.582   0.399   0.550   0.252
   3.300     195       35.3     4043.9   0.628   0.421   0.623   0.393
   3.317     196       35.5     4043.8   0.579   0.344   0.560   0.222
   3.335     197       35.4     4044.0   0.608   0.318   0.614   0.360
   3.350     198       35.2     4044.0   0.577   0.291   0.597   0.395
   3.367     199       35.4     4044.0   0.590   0.347   0.576   0.252
   3.384     200       35.6     4044.0   0.627   0.362   0.625   0.351
   3.403     201       35.7     4044.0   0.580   0.343   0.562   0.225
   3.419     202       35.5     4043.8   0.600   0.411   0.581   0.312
   3.436     203       35.5     4044.0   0.619   0.356   0.616   0.329
   3.453     204       35.5     4043.9   0.596   0.364   0.581   0.272
   3.470     205       35.5     4043.8   0.631   0.390   0.629   0.376
   3.489     206       35.3     4043.8   0.606   0.343   0.616   0.398
   3.504     207       35.3     4044.1   0.599   0.285   0.603   0.323
   3.523     208       35.0     4044.1   0.610   0.408   0.598   0.337
   3.539     209       34.8     4043.9   0.625   0.408   0.620   0.376
   3.556     210       34.8     4044.1   0.541   0.194   0.568   0.350
   3.573     211       34.8     4043.9   0.622   0.402   0.616   0.363
   3.590     212       34.5     4044.0   0.576   0.305   0.597   0.412
   3.610     213       34.1     4043.9   0.617   0.377   0.623   0.415
   3.626     214       33.9     4043.8   0.571   0.404   0.528   0.224
   3.643     215       33.7     4043.9   0.608   0.382   0.597   0.314
   3.662     216       33.4     4043.9   0.581   0.387   0.550   0.241
   3.679     217       33.6     4043.9   0.612   0.355   0.606   0.312
   3.697     218       33.7     4043.8   0.614   0.378   0.606   0.327
   3.716     219       33.8     4044.0   0.576   0.241   0.585   0.325
   3.732     220       33.7     4044.2   0.609   0.313   0.613   0.349
   3.749     221       33.7     4044.2   0.574   0.384   0.538   0.219
   3.766     222       33.5     4044.0   0.630   0.407   0.633   0.423
   3.784     223       33.6     4043.9   0.610   0.369   0.601   0.311
   3.801     224       33.6     4043.8   0.628   0.386   0.626   0.367
   3.817     225       33.5     4043.9   0.612   0.359   0.606   0.313
   3.839     226       33.4     4044.1   0.614   0.354   0.609   0.317
   3.858     227       33.3     4044.1   0.587   0.361   0.567   0.246
   3.875     228       33.4     4044.2   0.570   0.355   0.541   0.197
   3.893     229       33.3     4044.1   0.612   0.385   0.602   0.325
   3.910     230       33.1     4044.2   0.593   0.301   0.605   0.373
   3.930     231       33.0     4044.3   0.622   0.354   0.625   0.376
   3.946     232       33.2     4044.4   0.606   0.304   0.610   0.343
   3.963     233       33.4     4044.2   0.609   0.375   0.599   0.311
   3.981     234       33.5     4044.0   0.574   0.397   0.533   0.225
   3.997     235       33.4     4044.0   0.609   0.338   0.617   0.387
   4.013     236       33.4     4044.0   0.625   0.347   0.626   0.357
   4.030     237       33.4     4043.9   0.613   0.394   0.603   0.335
   4.047     238       33.3     4043.9   0.582   0.295   0.600   0.389
   4.063     239       33.2     4044.0   0.624   0.349   0.626   0.362
   4.080     240       32.9     4043.9   0.608   0.428   0.594   0.350
   4.097     241       33.0     4043.8   0.631   0.363   0.631   0.362
   4.114     242       33.1     4043.9   0.617   0.332   0.620   0.357
   4.131     243       33.1     4044.0   0.583   0.264   0.595   0.348
   4.148     244       33.0     4044.1   0.613   0.334   0.619   0.371
   4.164     245       33.2     4044.1   0.604   0.347   0.596   0.288
   4.181     246       33.4     4044.1   0.613   0.354   0.608   0.314
   4.198     247       33.3     4044.1   0.629   0.375   0.631   0.386
   4.215     248       33.4     4044.0   0.632   0.370   0.632   0.368
   4.232     249       33.5     4043.9   0.581   0.359   0.558   0.230
   4.249     250       33.6     4043.9   0.568   0.367   0.533   0.195
   4.266     251       33.7     4043.8   0.602   0.367   0.589   0.289
   4.282     252       33.7     4043.8   0.618   0.344   0.622   0.373
   4.299     253       33.7     4043.7   0.624   0.389   0.620   0.359
   4.315     254       33.7     4043.7   0.573   0.375   0.539   0.212
   4.332     255       33.6     4043.7   0.622   0.370   0.619   0.344
   4.349     256       33.7     4043.8   0.588   0.336   0.576   0.246
   4.368     257       33.4     4043.8   0.614   0.410   0.604   0.350
   4.384     258       33.3     4043.8   0.604   0.369   0.592   0.295
   4.401     259       33.0     4043.8   0.620   0.407   0.613   0.362
   4.418     260       32.9     4043.9   0.610   0.367   0.602   0.311
   4.435     261       32.9     4043.8   0.589   0.375   0.568   0.258
   4.451     262       32.7     4043.9   0.609   0.369   0.600   0.310
   4.468     263       32.6     4043.8   0.619   0.403   0.611   0.355
   4.485     264       32.6     4043.8   0.583   0.367   0.560   0.238
   4.502     265       32.6     4043.7   0.597   0.376   0.580   0.280
   4.519     266       32.8     4043.8   0.615   0.341   0.612   0.315
   4.536     267       33.0     4043.9   0.611   0.314   0.614   0.342
   4.553     268       33.0     4043.9   0.589   0.340   0.577   0.249
   4.570     269       33.2     4043.8   0.599   0.373   0.585   0.285
   4.586     270       33.3     4043.9   0.611   0.314   0.614   0.343
   4.603     271       33.1     4043.8   0.630   0.400   0.632   0.416
   4.620     272       33.1     4043.9   0.620   0.337   0.622   0.357
   4.637     273       33.2     4043.7   0.624   0.370   0.627   0.394
   4.654     274       33.2     4043.8   0.629   0.364   0.629   0.358
   4.671     275       33.2     4043.8   0.605   0.316   0.612   0.366
   4.688     276       33.2     4043.7   0.616   0.384   0.608   0.334
   4.706     277       33.3     4043.8   0.603   0.352   0.594   0.287
   4.722     278       33.3     4043.8   0.631   0.366   0.632   0.368
   4.741     279       33.1     4043.9   0.603   0.322   0.612   0.379
   4.761     280       33.0     4043.9   0.611   0.387   0.601   0.325
   4.777     281       33.0     4044.0   0.614   0.347   0.610   0.314
   4.794     282       33.0     4043.9   0.630   0.377   0.629   0.366
   4.810     283       33.0     4043.8   0.577   0.404   0.538   0.239
   4.827     284       33.2     4043.7   0.579   0.348   0.559   0.222
   4.844     285       33.0     4043.7   0.628   0.375   0.630   0.389
   4.861     286       33.1     4043.7   0.623   0.376   0.619   0.349
   4.877     287       33.2     4043.7   0.629   0.358   0.629   0.356
   4.893     288       33.0     4043.7   0.595   0.325   0.608   0.400
   4.910     289       33.0     4043.6   0.554   0.401   0.490   0.166
   4.927     290       33.1     4043.6   0.623   0.340   0.624   0.351
   4.945     291       33.3     4043.6   0.607   0.348   0.600   0.297
   4.962     292       33.4     4043.5   0.603   0.322   0.612   0.379
   4.978     293       33.5     4043.5   0.622   0.344   0.624   0.361
   4.995     294       33.7     4043.4   0.606   0.360   0.597   0.299
   5.011     295       33.6     4043.5   0.583   0.289   0.599   0.381
   5.031     296       33.4     4043.6   0.565   0.257   0.588   0.377
   5.046     297       33.3     4043.7   0.590   0.287   0.602   0.364
   5.063     298       33.3     4043.7   0.592   0.363   0.574   0.260
   5.080     299       33.4     4043.7   0.621   0.364   0.618   0.338
   5.098     300       33.5     4043.8   0.604   0.348   0.596   0.289
   5.115     301       33.3     4043.8   0.632   0.382   0.631   0.375
   5.131     302       33.4     4043.8   0.590   0.348   0.575   0.251
   5.148     303       33.3     4043.8   0.633   0.377   0.633   0.381
   5.165     304       33.2     4043.8   0.579   0.391   0.546   0.238
   5.181     305       33.2     4043.9   0.614   0.356   0.609   0.317
   5.198     306       33.1     4044.1   0.615   0.317   0.616   0.327
   5.215     307       33.2     4044.2   0.584   0.343   0.568   0.236
   5.232     308       33.2     4044.3   0.609   0.314   0.613   0.351
   5.250     309       33.1     4044.3   0.611   0.397   0.599   0.330
   5.267     310       33.0     4044.3   0.620   0.342   0.623   0.363
   5.283     311       33.0     4044.3   0.626   0.373   0.624   0.355
   5.300     312       32.9     4044.3   0.621   0.366   0.626   0.393
   5.317     313       32.7     4044.3   0.635   0.387   0.635   0.391
   5.334     314       32.8     4044.4   0.602   0.301   0.608   0.352
   5.351     315       32.7     4044.3   0.607   0.413   0.592   0.333
   5.368     316       32.6     4044.4   0.620   0.338   0.623   0.356
   5.385     317       32.8     4044.4   0.609   0.353   0.602   0.303
   5.402     318       32.8     4044.3   0.630   0.368   0.631   0.376
   5.418     319       32.8     4044.3   0.632   0.377   0.631   0.372
   5.435     320       32.8     4044.1   0.567   0.407   0.518   0.212
   5.452     321       32.8     4044.1   0.597   0.386   0.579   0.287
   5.469     322       32.9     4044.1   0.621   0.361   0.618   0.337
   5.486     323       32.9     4044.1   0.585   0.282   0.599   0.368
   5.503     324       33.0     4044.1   0.619   0.365   0.615   0.334
   5.521     325       33.0     4044.0   0.615   0.384   0.607   0.334
   5.538     326       33.0     4043.9   0.623   0.389   0.618   0.356
   5.555     327       33.0     4043.8   0.581   0.412   0.546   0.259
   5.573     328       32.9     4043.8   0.624   0.372   0.621   0.350
   5.589     329       32.9     4043.9   0.622   0.340   0.624   0.352
   5.606     330       33.2     4043.9   0.593   0.333   0.585   0.261
   5.623     331       33.2     4043.8   0.607   0.339   0.615   0.393
   5.640     332       33.3     4043.7   0.619   0.375   0.614   0.339
   5.657     333       33.5     4043.6   0.595   0.351   0.583   0.268
   5.674     334       33.8     4043.7   0.571   0.312   0.561   0.208
   5.690     335       33.8     4043.8   0.608   0.351   0.602   0.300
   5.708     336       33.8     4043.8   0.619   0.363   0.615   0.333
   5.725     337       33.9     4043.8   0.621   0.364   0.618   0.338
   5.741     338       34.0     4043.7   0.610   0.362   0.603   0.309
   5.759     339       34.2     4043.8   0.607   0.306   0.611   0.343
   5.775     340       34.3     4043.9   0.594   0.316   0.591   0.267
   5.793     341       34.3     4043.9   0.572   0.374   0.538   0.210
   5.810     342       34.2     4044.0   0.612   0.360   0.605   0.312
   5.825     343       34.1     4043.9   0.636   0.406   0.635   0.399
   5.842     344       34.0     4044.0   0.595   0.305   0.606   0.376
   5.860     345       34.1     4044.1   0.619   0.326   0.619   0.334
   5.877     346       34.1     4044.2   0.608   0.351   0.602   0.301
   5.893     347       34.2     4044.3   0.618   0.343   0.616   0.324
   5.910     348       34.2     4044.3   0.601   0.362   0.589   0.286
   5.927     349       34.3     4044.5   0.616   0.321   0.616   0.319
   5.944     350       34.3     4044.5   0.586   0.353   0.568   0.243
   5.961     351       34.1     4044.5   0.631   0.396   0.629   0.381
   5.980     352       34.2     4044.7   0.610   0.310   0.613   0.334
   5.995     353       34.3     4044.6   0.542   0.348   0.494   0.114
   6.012     354       34.4     4044.5   0.593   0.376   0.574   0.269
   6.029     355       34.4     4044.6   0.620   0.343   0.623   0.364
   6.047     356       34.3     4044.5   0.602   0.385   0.587   0.300
   6.065     357       34.2     4044.5   0.615   0.398   0.606   0.343
   6.080     358       33.9     4044.5   0.582   0.323   0.601   0.420
   6.097     359       33.8     4044.3   0.616   0.427   0.607   0.370
   6.114     360       33.9     4044.1   0.601   0.391   0.584   0.300
   6.131     361       34.1     4044.0   0.578   0.373   0.549   0.226
   6.147     362       34.1     4044.0   0.615   0.371   0.609   0.327
   6.164     363       34.3     4044.0   0.597   0.351   0.586   0.272
   6.181     364       34.3     4044.0   0.611   0.362   0.603   0.311
   6.198     365       34.3     4044.1   0.604   0.345   0.597   0.289
   6.214     366       34.2     4044.2   0.615   0.334   0.619   0.365
   6.230     367       34.0     4044.1   0.579   0.409   0.541   0.249
   6.247     368       34.0     4044.0   0.618   0.400   0.609   0.350
   6.265     369       33.9     4044.1   0.610   0.370   0.601   0.312
   6.282     370       33.9     4044.1   0.597   0.357   0.584   0.272
   6.299     371       34.0     4044.3   0.587   0.259   0.591   0.315
   6.315     372       34.1     4044.2   0.579   0.378   0.549   0.231
   6.333     373       34.0     4044.3   0.591   0.281   0.601   0.352
   6.349     374       34.1     4044.4   0.588   0.347   0.572   0.246
   6.367     375       34.2     4044.5   0.608   0.309   0.612   0.341
   6.383     376       34.3     4044.3   0.632   0.374   0.633   0.378
   6.400     377       34.4     4044.4   0.627   0.348   0.627   0.347
   6.417     378       34.5     4044.5   0.615   0.336   0.613   0.316
   6.434     379       34.6     4044.4   0.596   0.371   0.579   0.275
   6.450     380       34.6     4044.4   0.624   0.353   0.626   0.371
   6.468     381       34.5     4044.4   0.623   0.394   0.618   0.360
   6.484     382       34.6     4044.4   0.619   0.343   0.617   0.325
   6.501     383       34.7     4044.4   0.581   0.372   0.554   0.234
   6.518     384       34.8     4044.2   0.630   0.379   0.629   0.368
   6.535     385       35.1     4044.4   0.598   0.304   0.597   0.281
   6.552     386       35.3     4044.3   0.611   0.356   0.604   0.308
   6.569     387       35.4     4044.3   0.623   0.341   0.624   0.350
   6.585     388       35.4     4044.3   0.621   0.346   0.624   0.366
   6.603     389       35.4     4044.3   0.582   0.386   0.553   0.244
   6.620     390       35.4     4044.2   0.632   0.372   0.633   0.376
   6.635     391       35.6     4044.1   0.566   0.365   0.529   0.188
   6.652     392       35.6     4044.2   0.626   0.349   0.626   0.345
   6.669     393       35.5     4044.2   0.612   0.348   0.619   0.393
   6.686     394       35.5     4044.2   0.581   0.376   0.553   0.236
   6.703     395       35.4     4044.2   0.607   0.342   0.616   0.395
   6.720     396       35.3     4044.1   0.628   0.369   0.630   0.381
   6.738     397       35.4     4044.1   0.613   0.360   0.607   0.316
   6.755     398       35.3     4044.2   0.613   0.372   0.606   0.322
   6.772     399       35.2     4044.2   0.591   0.323   0.606   0.404
   6.788     400       35.3     4044.2   0.630   0.356   0.630   0.357
   6.805     401       35.2     4044.2   0.597   0.356   0.585   0.274
   6.823     402       35.0     4044.2   0.596   0.427   0.573   0.316
   6.838     403       35.1     4044.2   0.593   0.286   0.602   0.351
   6.856     404       35.1     4044.2   0.617   0.349   0.615   0.324
   6.878     405       35.2     4044.2   0.606   0.376   0.595   0.305
   6.898     406       35.2     4044.0   0.553   0.415   0.484   0.173
   6.919     407       35.2     4043.9   0.572   0.403   0.528   0.223
   6.939     408       35.2     4044.0   0.621   0.345   0.620   0.332
   6.957     409       35.2     4044.0   0.531   0.365   0.458   0.077
   6.974     410       35.2     4044.2   0.565   0.215   0.573   0.313
   6.990     411       35.2     4044.2   0.550   0.381   0.490   0.143
   7.007     412       35.2     4044.1   0.579   0.390   0.545   0.237
   7.024     413       35.3     4044.1   0.611   0.353   0.605   0.308
   7.041     414       35.3     4044.0   0.630   0.375   0.629   0.366
   7.058     415       35.4     4044.0   0.607   0.375   0.595   0.306
   7.075     416       35.5     4044.1   0.599   0.287   0.604   0.329
   7.093     417       35.5     4044.0   0.567   0.388   0.523   0.200
   7.109     418       35.5     4043.9   0.564   0.388   0.516   0.189
   7.128     419       35.5     4043.9   0.605   0.362   0.595   0.295
   7.144     420       35.6     4043.9   0.619   0.343   0.622   0.370
   7.161     421       35.6     4043.8   0.622   0.384   0.618   0.351
   7.178     422       35.6     4043.9   0.596   0.296   0.605   0.361
   7.195     423       35.7     4044.0   0.619   0.326   0.619   0.326
