PC-EKF V4 — UWB Realtime (Numba JIT, Gaussian Pairwise Scoring)
  Q=0.01  R_base=50.0  R_scale=10.0
  Anchors: ['0x1001', '0x1002', '0x1003', '0x1004']
  Height : 1400.0 mm

[PC-EKF] Warming up JIT kernels... OK
Đang kết nối /dev/serial/by-id/usb-SEGGER_J-Link_000760192143-if00 @ 921600...
OK. Đang chờ dữ liệu... (Ctrl+C để dừng)

[ROBOT] Đã kết nối STM32 @ /dev/serial/by-id/usb-STMicroelectronics_BLUEPILL_F103C8_CDC_in_FS_Mode_498E169E3634-if00. Điều khiển xe bắt đầu.
 Time(s)   Frame      X(mm)      Y(mm)      S0      S1      S2      S3   dt(ms)
------------------------------------------------------------------------------
[EKF] init  x=-458.8  y=1191.3
   0.000       1     -302.9      851.7   0.523   0.803   0.853   0.823    0.104
   0.003       2     -303.8      846.1   0.000   0.071   0.071   0.000    0.078
   0.006       3     -293.9      835.2   0.000   0.277   0.277   0.000    0.059
   0.008       4     -293.7      817.6   0.000   0.102   0.102   0.000    0.057
   0.011       5     -297.1      814.0   0.000   0.307   0.307   0.000    0.063
   0.013       6     -300.3      812.0   0.000   0.307   0.307   0.000    0.062
   0.016       7     -303.4      799.1   0.000   0.000   0.000   0.000    0.056
   0.018       8     -305.6      792.8   0.000   0.072   0.072   0.000    0.054
   0.021       9     -308.2      785.8   0.000   0.000   0.000   0.000    0.054
   0.023      10     -304.4      782.2   0.000   0.000   0.000   0.000    0.054
   0.026      11     -305.1      780.4   0.000   0.000   0.000   0.000    0.052
   0.028      12     -308.2      789.7   0.000   0.310   0.310   0.000    0.053
   0.030      13     -309.3      782.5   0.000   0.000   0.000   0.000    0.051
   0.033      14     -306.9      780.5   0.000   0.000   0.000   0.000    0.052
   0.035      15     -305.6      783.3   0.000   0.147   0.147   0.000    0.052
   0.038      16     -303.9      784.5   0.000   0.124   0.124   0.000    0.060
   0.040      17     -301.9      785.5   0.000   0.283   0.283   0.000    0.056
   0.043      18     -303.4      783.7   0.000   0.000   0.000   0.000    0.069
   0.045      19     -317.7      784.1   0.000   0.000   0.000   0.000    0.053
   0.048      20     -315.4      781.0   0.000   0.000   0.000   0.000    0.053
   0.050      21     -308.2      776.2   0.000   0.000   0.000   0.000    0.052
   0.052      22     -301.9      772.7   0.000   0.000   0.000   0.000    0.051
   0.055      23     -297.3      773.5   0.000   0.313   0.313   0.000    0.050
   0.057      24     -298.3      771.4   0.000   0.000   0.000   0.000    0.050
   0.060      25     -297.1      772.8   0.000   0.329   0.329   0.000    0.050
   0.062      26     -297.4      770.4   0.000   0.000   0.000   0.000    0.054
   0.064      27     -295.7      767.6   0.000   0.000   0.000   0.000    0.051
   0.067      28     -296.7      768.9   0.000   0.000   0.000   0.000    0.051
   0.069      29     -296.2      768.4   0.000   0.001   0.001   0.000    0.050
   0.072      30     -295.3      769.1   0.000   0.112   0.112   0.000    0.050
   0.074      31     -295.5      768.3   0.000   0.017   0.017   0.000    0.051
   0.076      32     -295.1      767.9   0.000   0.172   0.172   0.000    0.051
   0.079      33     -293.9      770.8   0.000   0.297   0.297   0.000    0.051
   0.081      34     -293.8      769.4   0.000   0.000   0.000   0.000    0.049
   0.084      35     -293.4      767.5   0.000   0.000   0.000   0.000    0.050
   0.086      36     -293.2      768.4   0.000   0.291   0.291   0.000    0.049
   0.088      37     -291.7      769.6   0.000   0.307   0.307   0.000    0.054
   0.091      38     -291.9      768.7   0.000   0.000   0.000   0.000    0.051
   0.093      39     -291.4      768.7   0.000   0.000   0.000   0.000    0.049
   0.096      40     -290.2      768.2   0.000   0.000   0.000   0.000    0.050
   0.098      41     -290.3      767.2   0.000   0.000   0.000   0.000    0.051
   0.101      42     -290.9      767.1   0.000   0.000   0.000   0.000    0.050
   0.103      43     -291.2      767.2   0.000   0.000   0.000   0.000    0.051
   0.105      44     -291.3      767.8   0.000   0.323   0.323   0.000    0.048
   0.108      45     -290.8      766.6   0.000   0.004   0.004   0.000    0.049
   0.110      46     -291.3      766.0   0.000   0.000   0.000   0.000    0.055
   0.113      47     -290.7      765.6   0.000   0.000   0.000   0.000    0.055
   0.115      48     -290.0      766.0   0.000   0.007   0.007   0.000    0.054
   0.117      49     -290.7      765.8   0.000   0.007   0.007   0.000    0.051
   0.120      50     -289.1      764.6   0.000   0.000   0.000   0.000    0.051
   0.122      51     -287.9      763.5   0.000   0.000   0.000   0.000    0.052
   0.125      52     -287.7      763.6   0.000   0.000   0.000   0.000    0.051
   0.127      53     -287.0      762.3   0.000   0.000   0.000   0.000    0.051
   0.129      54     -286.3      763.8   0.000   0.133   0.133   0.000    0.050
   0.132      55     -286.2      763.1   0.000   0.000   0.000   0.000    0.050
   0.134      56     -286.4      763.3   0.000   0.000   0.000   0.000    0.049
   0.137      57     -286.0      763.6   0.000   0.126   0.126   0.000    0.049
   0.139      58     -285.9      764.2   0.000   0.146   0.146   0.000    0.052
   0.141      59     -285.5      763.4   0.000   0.000   0.000   0.000    0.050
   0.144      60     -285.3      763.6   0.000   0.022   0.022   0.000    0.051
   0.146      61     -284.5      764.1   0.000   0.299   0.299   0.000    0.049
   0.149      62     -284.4      764.4   0.000   0.025   0.025   0.000    0.056
   0.151      63     -284.4      763.0   0.000   0.011   0.011   0.000    0.055
   0.154      64     -283.0      762.6   0.000   0.000   0.000   0.000    0.050
   0.156      65     -281.8      761.4   0.000   0.000   0.000   0.000    0.053
   0.159      66     -281.8      760.9   0.000   0.000   0.000   0.000    0.052
   0.168      67     -281.3      760.9   0.000   0.000   0.000   0.000    0.058
   0.185      68     -280.8      761.6   0.000   0.215   0.215   0.000    0.055
   0.202      69     -281.0      761.7   0.000   0.056   0.056   0.000    0.073
   0.219      70     -280.9      761.2   0.000   0.000   0.000   0.000    0.059
   0.235      71     -280.3      761.3   0.000   0.007   0.007   0.000    0.061
   0.252      72     -280.4      762.1   0.000   0.208   0.208   0.000    0.073
   0.271      73     -280.3      763.1   0.000   0.208   0.208   0.000    0.125
   0.287      74     -279.7      761.8   0.000   0.000   0.000   0.000    0.061
   0.304      75     -280.4      762.1   0.000   0.000   0.000   0.000    0.060
   0.322      76     -280.0      763.2   0.000   0.331   0.331   0.000    0.056
   0.339      77     -280.0      763.1   0.000   0.006   0.006   0.000    0.057
   0.355      78     -280.2      763.8   0.000   0.216   0.216   0.000    0.057
   0.372      79     -279.8      763.7   0.000   0.000   0.000   0.000    0.065
   0.389      80     -279.2      763.6   0.000   0.000   0.000   0.000    0.060
   0.406      81     -279.0      763.2   0.000   0.000   0.000   0.000    0.061
   0.423      82     -278.1      762.7   0.000   0.000   0.000   0.000    0.054
   0.442      83     -278.2      763.4   0.000   0.000   0.000   0.000    0.060
   0.458      84     -278.3      763.6   0.000   0.007   0.007   0.000    0.054
   0.475      85     -278.7      763.9   0.000   0.000   0.000   0.000    0.053
   0.491      86     -278.3      763.9   0.000   0.067   0.067   0.000    0.078
   0.508      87     -278.9      763.7   0.000   0.000   0.000   0.000    0.083
   0.525      88     -278.9      764.8   0.000   0.333   0.333   0.000    0.065
   0.542      89     -279.1      765.5   0.000   0.209   0.209   0.000    0.058
   0.559      90     -279.3      764.9   0.000   0.000   0.000   0.000    0.061
   0.576      91     -279.5      765.4   0.000   0.000   0.000   0.000    0.059
   0.594      92     -279.8      764.8   0.000   0.000   0.000   0.000    0.057
   0.611      93     -279.8      764.9   0.000   0.000   0.000   0.000    0.056
   0.629      94     -279.7      765.1   0.000   0.234   0.234   0.000    0.058
   0.645      95     -279.6      764.9   0.000   0.070   0.070   0.000    0.092
   0.665      96     -279.7      765.0   0.000   0.000   0.000   0.000    0.088
   0.682      97     -279.7      764.9   0.000   0.000   0.000   0.000    0.108
   0.699      98     -279.2      765.0   0.000   0.211   0.211   0.000    0.075
   0.716      99     -279.7      764.8   0.000   0.057   0.057   0.000    0.066
   0.732     100     -279.7      765.4   0.000   0.221   0.221   0.000    0.059
   0.751     101     -279.6      765.6   0.000   0.063   0.063   0.000    0.083
   0.767     102     -279.5      765.2   0.000   0.050   0.050   0.000    0.090
   0.785     103     -279.5      765.1   0.000   0.051   0.051   0.000    0.062
   0.803     104     -279.3      765.6   0.000   0.214   0.214   0.000    0.086
   0.819     105     -278.9      765.1   0.000   0.000   0.000   0.000    0.060
   0.836     106     -279.2      765.4   0.000   0.005   0.005   0.000    0.058
   0.854     107     -279.1      764.7   0.000   0.000   0.000   0.000    0.058
   0.870     108     -279.2      764.8   0.000   0.198   0.198   0.000    0.055
   0.889     109     -279.2      764.5   0.000   0.000   0.000   0.000    0.057
   0.907     110     -278.9      765.2   0.000   0.333   0.333   0.000    0.119
   0.923     111     -278.8      765.2   0.000   0.000   0.000   0.000    0.086
   0.941     112     -278.5      766.2   0.000   0.245   0.245   0.000    0.061
   0.958     113     -278.9      766.6   0.000   0.199   0.199   0.000    0.077
   0.974     114     -278.6      767.0   0.000   0.208   0.208   0.000    0.060
   0.992     115     -278.5      766.8   0.000   0.055   0.055   0.000    0.062
   1.012     116     -278.5      767.1   0.000   0.000   0.000   0.000    0.065
   1.030     117     -278.6      766.8   0.000   0.008   0.008   0.000    0.059
   1.047     118     -278.7      766.6   0.000   0.000   0.000   0.000    0.094
   1.063     119     -278.4      766.4   0.000   0.000   0.000   0.000    0.117
   1.080     120     -278.2      766.1   0.000   0.000   0.000   0.000    0.067
   1.098     121     -278.0      766.9   0.000   0.242   0.242   0.000    0.059
   1.114     122     -277.6      766.2   0.000   0.000   0.000   0.000    0.058
   1.133     123     -277.5      766.4   0.000   0.000   0.000   0.000    0.059
   1.150     124     -277.0      767.2   0.000   0.324   0.324   0.000    0.062
   1.168     125     -276.9      767.2   0.000   0.218   0.218   0.000    0.090
   1.184     126     -276.7      767.2   0.000   0.000   0.000   0.000    0.085
   1.201     127     -276.6      766.8   0.000   0.000   0.000   0.000    0.084
   1.218     128     -276.8      767.0   0.000   0.000   0.000   0.000    0.085
   1.235     129     -276.7      766.8   0.000   0.046   0.046   0.000    0.084
   1.254     130     -276.2      766.5   0.000   0.187   0.187   0.000    0.082
   1.271     131     -276.1      766.5   0.000   0.011   0.011   0.000    0.146
   1.289     132     -275.7      765.8   0.000   0.011   0.011   0.000    0.100
   1.305     133     -275.5      766.2   0.000   0.023   0.023   0.000    0.102
   1.323     134     -279.1      767.3   0.000   0.000   0.000   0.000    0.154
   1.341     135     -278.8      767.0   0.000   0.000   0.000   0.000    0.103
   1.359     136     -278.2      767.4   0.000   0.184   0.184   0.000    0.127
   1.377     137     -277.6      767.6   0.000   0.333   0.333   0.000    0.105
   1.393     138     -277.9      768.0   0.000   0.206   0.206   0.000    0.105
   1.410     139     -277.4      767.6   0.000   0.054   0.054   0.000    0.103
   1.426     140     -277.4      767.1   0.000   0.004   0.004   0.000    0.105
   1.443     141     -277.1      766.9   0.000   0.000   0.000   0.000    0.125
   1.461     142     -276.8      766.4   0.000   0.000   0.000   0.000    0.104
   1.480     143     -276.3      767.0   0.000   0.321   0.321   0.000    0.101
   1.498     144     -276.0      766.7   0.000   0.000   0.000   0.000    0.100
   1.514     145     -276.5      766.5   0.000   0.000   0.000   0.000    0.121
   1.531     146     -276.7      766.6   0.000   0.000   0.000   0.000    0.106
   1.547     147     -276.5      766.3   0.000   0.000   0.000   0.000    0.133
   1.564     148     -276.7      766.5   0.000   0.000   0.000   0.000    0.104
   1.581     149     -276.4      766.5   0.000   0.258   0.258   0.000    0.103
   1.599     150     -275.7      766.3   0.000   0.000   0.000   0.000    0.098
   1.615     151     -276.0      766.1   0.000   0.000   0.000   0.000    0.091
   1.633     152     -276.1      766.3   0.000   0.152   0.152   0.000    0.090
   1.649     153     -275.6      765.8   0.000   0.009   0.009   0.000    0.091
   1.666     154     -275.6      765.4   0.000   0.000   0.000   0.000    0.142
   1.685     155     -275.8      765.1   0.000   0.000   0.000   0.000    0.116
   1.701     156     -275.7      765.1   0.000   0.141   0.141   0.000    0.110
   1.718     157     -276.0      765.7   0.000   0.271   0.271   0.000    0.106
   1.737     158     -275.8      765.3   0.000   0.008   0.008   0.000    0.105
   1.753     159     -275.3      765.8   0.000   0.292   0.292   0.000    0.112
   1.770     160     -274.9      765.3   0.000   0.000   0.000   0.000    0.105
   1.787     161     -274.9      765.0   0.000   0.001   0.001   0.000    0.149
   1.803     162     -275.0      764.9   0.000   0.001   0.001   0.000    0.135
   1.822     163     -275.2      764.7   0.000   0.000   0.000   0.000    0.134
   1.838     164     -275.5      764.4   0.000   0.000   0.000   0.000    0.100
   1.855     165     -275.2      764.1   0.000   0.000   0.000   0.000    0.132
   1.872     166     -274.9      764.1   0.000   0.125   0.125   0.000    0.102
   1.889     167     -274.9      764.3   0.000   0.020   0.020   0.000    0.101
   1.907     168     -275.2      765.0   0.000   0.291   0.291   0.000    0.131
   1.925     169     -275.7      765.4   0.000   0.023   0.023   0.000    0.104
   1.941     170     -275.5      765.6   0.000   0.257   0.257   0.000    0.099
   1.961     171     -275.5      765.3   0.000   0.000   0.000   0.000    0.124
   1.978     172     -275.3      764.8   0.000   0.000   0.000   0.000    0.102
   1.996     173     -275.1      764.5   0.000   0.000   0.000   0.000    0.108
   2.013     174     -275.1      764.7   0.000   0.001   0.001   0.000    0.107
   2.029     175     -275.4      764.5   0.000   0.000   0.000   0.000    0.103
   2.046     176     -275.2      764.0   0.000   0.001   0.001   0.000    0.101
   2.064     177     -275.1      763.8   0.000   0.000   0.000   0.000    0.102
   2.080     178     -275.2      763.9   0.000   0.002   0.002   0.000    0.100
   2.097     179     -274.1      763.7   0.000   0.116   0.116   0.000    0.103
   2.116     180     -274.0      763.4   0.000   0.000   0.000   0.000    0.102
   2.132     181     -274.1      763.1   0.000   0.022   0.022   0.000    0.099
   2.149     182     -274.2      762.6   0.000   0.029   0.029   0.000    0.098
   2.165     183     -274.1      762.8   0.000   0.000   0.000   0.000    0.099
   2.184     184     -274.3      762.8   0.000   0.000   0.000   0.000    0.098
   2.200     185     -274.3      762.5   0.000   0.000   0.000   0.000    0.101
   2.217     186     -274.3      762.6   0.000   0.002   0.002   0.000    0.105
   2.234     187     -274.1      763.4   0.000   0.323   0.323   0.000    0.174
   2.254     188     -273.9      763.7   0.000   0.000   0.000   0.000    0.126
   2.270     189     -273.8      764.0   0.000   0.000   0.000   0.000    0.109
   2.291     190     -273.8      764.6   0.000   0.268   0.268   0.000    0.131
   2.308     191     -273.5      764.3   0.000   0.000   0.000   0.000    0.102
   2.326     192     -273.1      764.1   0.000   0.000   0.000   0.000    0.091
   2.344     193     -272.5      764.2   0.000   0.000   0.000   0.000    0.095
   2.362     194     -272.1      763.3   0.000   0.000   0.000   0.000    0.094
   2.378     195     -272.2      763.2   0.000   0.000   0.000   0.000    0.088
   2.397     196     -272.2      762.8   0.000   0.000   0.000   0.000    0.105
   2.413     197     -272.1      763.1   0.000   0.326   0.326   0.000    0.104
   2.430     198     -272.1      763.0   0.000   0.014   0.014   0.000    0.098
   2.448     199     -272.2      762.9   0.000   0.014   0.014   0.000    0.114
   2.465     200     -272.5      762.6   0.000   0.000   0.000   0.000    0.104
   2.481     201     -273.1      762.6   0.000   0.014   0.014   0.000    0.113
   2.498     202     -273.0      762.7   0.000   0.003   0.003   0.000    0.105
   2.515     203     -273.4      763.1   0.000   0.000   0.000   0.000    0.209
   2.532     204     -273.3      763.4   0.000   0.000   0.000   0.000    0.115
   2.549     205     -273.4      763.7   0.000   0.088   0.088   0.000    0.106
   2.568     206     -273.5      763.6   0.000   0.000   0.000   0.000    0.103
   2.584     207     -273.1      763.5   0.000   0.000   0.000   0.000    0.101
   2.600     208     -273.1      763.6   0.000   0.030   0.030   0.000    0.102
   2.616     209     -273.1      764.4   0.000   0.327   0.327   0.000    0.091
   2.633     210     -273.1      764.4   0.000   0.000   0.000   0.000    0.088
   2.652     211     -272.8      764.0   0.000   0.028   0.028   0.000    0.087
   2.668     212     -272.6      763.8   0.000   0.000   0.000   0.000    0.088
   2.687     213     -272.3      764.5   0.000   0.325   0.325   0.000    0.088
   2.705     214     -272.5      764.4   0.000   0.000   0.000   0.000    0.106
   2.725     215     -272.8      764.3   0.000   0.001   0.001   0.000    0.097
   2.745     216     -272.9      764.2   0.000   0.121   0.121   0.000    0.102
   2.761     217     -272.5      763.9   0.000   0.000   0.000   0.000    0.103
   2.778     218     -272.5      764.1   0.000   0.000   0.000   0.000    0.099
   2.795     219     -272.5      763.8   0.000   0.000   0.000   0.000    0.105
   2.812     220     -272.3      763.8   0.000   0.000   0.000   0.000    0.112
   2.828     221     -272.3      763.8   0.000   0.003   0.003   0.000    0.105
   2.845     222     -272.3      763.7   0.000   0.000   0.000   0.000    0.107
   2.861     223     -272.1      763.6   0.000   0.302   0.302   0.000    0.101
   2.882     224     -272.0      763.2   0.000   0.108   0.108   0.000    0.098
   2.898     225     -272.1      763.3   0.000   0.000   0.000   0.000    0.102
   2.915     226     -272.0      763.1   0.000   0.105   0.105   0.000    0.102
   2.932     227     -272.1      763.2   0.000   0.008   0.008   0.000    0.116
   2.949     228     -272.3      763.1   0.000   0.000   0.000   0.000    0.107
   2.965     229     -272.1      763.4   0.000   0.065   0.065   0.000    0.128
   2.982     230     -271.8      763.5   0.000   0.000   0.000   0.000    0.105
   2.998     231     -271.5      763.2   0.000   0.028   0.028   0.000    0.103
   3.016     232     -271.6      763.3   0.000   0.009   0.009   0.000    0.132
   3.034     233     -271.4      763.2   0.000   0.073   0.073   0.000    0.100
   3.050     234     -271.5      763.2   0.000   0.081   0.081   0.000    0.098
   3.066     235     -271.5      763.1   0.000   0.040   0.040   0.000    0.094
   3.084     236     -271.8      763.2   0.000   0.039   0.039   0.000    0.090
   3.101     237     -271.8      763.2   0.000   0.000   0.000   0.000    0.124
   3.122     238     -271.9      763.4   0.000   0.000   0.000   0.000    0.109
   3.141     239     -272.0      763.9   0.000   0.316   0.316   0.000    0.111
   3.159     240     -271.9      763.7   0.000   0.001   0.001   0.000    0.104
   3.177     241     -271.8      763.7   0.000   0.079   0.079   0.000    0.099
   3.195     242     -271.7      763.8   0.000   0.000   0.000   0.000    0.106
   3.211     243     -271.9      763.8   0.000   0.000   0.000   0.000    0.101
   3.230     244     -271.8      764.2   0.000   0.321   0.321   0.000    0.101
   3.246     245     -271.8      763.8   0.000   0.000   0.000   0.000    0.099
   3.262     246     -271.8      763.9   0.000   0.082   0.082   0.000    0.098
   3.278     247     -272.2      764.1   0.000   0.000   0.000   0.000    0.097
   3.295     248     -272.0      764.1   0.000   0.000   0.000   0.000    0.105
   3.311     249     -271.8      764.7   0.000   0.328   0.328   0.000    0.100
   3.327     250     -271.8      764.8   0.000   0.000   0.000   0.000    0.092
   3.346     251     -271.6      764.8   0.000   0.000   0.000   0.000    0.090
   3.365     252     -271.6      765.0   0.000   0.000   0.000   0.000    0.150
   3.380     253     -271.4      764.5   0.000   0.000   0.000   0.000    0.111
   3.398     254     -271.3      764.7   0.000   0.266   0.266   0.000    0.122
   3.416     255     -270.9      764.7   0.000   0.306   0.306   0.000    0.125
   3.433     256     -271.0      764.9   0.000   0.000   0.000   0.000    0.114
   3.449     257     -270.7      765.1   0.000   0.230   0.230   0.000    0.111
   3.468     258     -270.5      764.9   0.000   0.004   0.004   0.000    0.108
   3.484     259     -269.9      765.2   0.000   0.256   0.256   0.000    0.102
   3.503     260     -270.0      764.8   0.000   0.000   0.000   0.000    0.102
   3.519     261     -270.1      764.8   0.000   0.006   0.006   0.000    0.120
   3.536     262     -270.1      765.1   0.000   0.222   0.222   0.000    0.106
   3.553     263     -270.3      765.1   0.000   0.000   0.000   0.000    0.101
   3.569     264     -270.5      765.0   0.000   0.000   0.000   0.000    0.101
   3.586     265     -270.6      764.8   0.000   0.000   0.000   0.000    0.098
   3.604     266     -270.5      764.4   0.000   0.014   0.014   0.000    0.096
   3.620     267     -270.7      764.3   0.000   0.000   0.000   0.000    0.090
   3.639     268     -270.9      764.1   0.000   0.000   0.000   0.000    0.095
   3.655     269     -270.5      763.9   0.000   0.000   0.000   0.000    0.099
   3.672     270     -270.3      764.1   0.000   0.248   0.248   0.000    0.091
   3.689     271     -270.3      764.0   0.000   0.000   0.000   0.000    0.086
   3.706     272     -270.7      764.1   0.000   0.000   0.000   0.000    0.104
   3.725     273     -270.9      764.4   0.000   0.000   0.000   0.000    0.101
   3.741     274     -270.5      764.8   0.000   0.202   0.202   0.000    0.100
   3.760     275     -270.1      765.4   0.000   0.333   0.333   0.000    0.137
   3.776     276     -270.0      765.1   0.000   0.003   0.003   0.000    0.099
   3.793     277     -270.5      765.4   0.000   0.000   0.000   0.000    0.100
   3.810     278     -270.7      765.3   0.000   0.000   0.000   0.000    0.100
   3.826     279     -270.9      765.2   0.000   0.003   0.003   0.000    0.101
   3.845     280     -271.2      765.1   0.000   0.000   0.000   0.000    0.108
   3.861     281     -271.2      764.8   0.000   0.000   0.000   0.000    0.110
   3.878     282     -271.5      764.7   0.000   0.000   0.000   0.000    0.101
   3.897     283     -271.8      764.7   0.000   0.000   0.000   0.000    0.110
   3.913     284     -271.8      764.9   0.000   0.004   0.004   0.000    0.100
   3.931     285     -271.9      764.7   0.000   0.140   0.140   0.000    0.101
   3.946     286     -272.0      764.8   0.000   0.000   0.000   0.000    0.105
   3.964     287     -271.7      764.6   0.000   0.000   0.000   0.000    0.126
   3.981     288     -271.5      764.4   0.000   0.000   0.000   0.000    0.105
   3.998     289     -271.6      764.6   0.000   0.000   0.000   0.000    0.106
   4.015     290     -271.7      764.4   0.000   0.000   0.000   0.000    0.110
   4.034     291     -271.8      765.2   0.000   0.332   0.332   0.000    0.101
   4.050     292     -271.6      765.1   0.000   0.000   0.000   0.000    0.101
   4.067     293     -271.6      764.8   0.000   0.002   0.002   0.000    0.100
   4.085     294     -271.5      764.5   0.000   0.013   0.013   0.000    0.099
   4.101     295     -271.7      764.5   0.000   0.093   0.093   0.000    0.101
   4.118     296     -271.7      764.3   0.000   0.000   0.000   0.000    0.100
   4.137     297     -271.5      764.5   0.000   0.059   0.059   0.000    0.101
   4.156     298     -271.4      764.2   0.000   0.000   0.000   0.000    0.107
   4.173     299     -271.3      764.4   0.000   0.074   0.074   0.000    0.101
   4.191     300     -271.3      764.1   0.000   0.002   0.002   0.000    0.099
   4.209     301     -271.5      764.1   0.000   0.000   0.000   0.000    0.099
   4.226     302     -271.6      763.9   0.000   0.000   0.000   0.000    0.096
   4.242     303     -271.4      764.1   0.000   0.049   0.049   0.000    0.096
   4.260     304     -271.3      764.4   0.000   0.181   0.181   0.000    0.110
   4.280     305     -271.2      764.1   0.000   0.000   0.000   0.000    0.103
   4.300     306     -271.1      764.0   0.000   0.043   0.043   0.000    0.102
   4.321     307     -271.0      764.0   0.000   0.044   0.044   0.000    0.099
   4.338     308     -271.5      764.3   0.000   0.000   0.000   0.000    0.097
   4.356     309     -272.0      764.3   0.000   0.003   0.003   0.000    0.099
   4.377     310     -272.5      764.5   0.000   0.003   0.003   0.000    0.122
   4.396     311     -273.0      764.9   0.000   0.000   0.000   0.000    0.101
   4.417     312     -273.5      764.8   0.000   0.002   0.002   0.000    0.107
   4.435     313     -274.1      764.7   0.000   0.000   0.000   0.000    0.100
   4.453     314     -274.0      764.3   0.000   0.002   0.002   0.000    0.101
   4.468     315     -274.2      764.4   0.000   0.000   0.000   0.000    0.106
   4.485     316     -274.2      764.5   0.000   0.031   0.031   0.000    0.098
   4.503     317     -274.2      764.5   0.000   0.000   0.000   0.000    0.112
   4.520     318     -274.2      764.4   0.000   0.002   0.002   0.000    0.119
   4.536     319     -274.3      764.1   0.000   0.022   0.022   0.000    0.104
   4.553     320     -274.1      764.4   0.000   0.294   0.294   0.000    0.129
   4.570     321     -273.8      764.1   0.000   0.000   0.000   0.000    0.109
   4.587     322     -273.5      764.3   0.000   0.268   0.268   0.000    0.107
   4.604     323     -273.4      764.2   0.000   0.002   0.002   0.000    0.101
   4.621     324     -273.3      764.0   0.000   0.002   0.002   0.000    0.091
   4.638     325     -273.1      764.2   0.000   0.162   0.162   0.000    0.100
   4.655     326     -273.0      764.1   0.000   0.000   0.000   0.000    0.156
   4.671     327     -272.5      764.3   0.000   0.158   0.158   0.000    0.100
   4.688     328     -272.1      764.0   0.000   0.000   0.000   0.000    0.094
   4.708     329     -272.1      763.8   0.000   0.000   0.000   0.000    0.115
   4.724     330     -272.1      763.8   0.000   0.000   0.000   0.000    0.104
   4.741     331     -272.0      763.5   0.000   0.000   0.000   0.000    0.101
   4.758     332     -271.8      763.8   0.000   0.238   0.238   0.000    0.146
   4.778     333     -271.7      763.6   0.000   0.000   0.000   0.000    0.114
   4.798     334     -271.6      763.4   0.000   0.000   0.000   0.000    0.103
   4.813     335     -272.0      763.2   0.000   0.000   0.000   0.000    0.150
   4.830     336     -271.8      763.4   0.000   0.000   0.000   0.000    0.126
   4.847     337     -271.7      762.9   0.000   0.000   0.000   0.000    0.117
   4.865     338     -271.5      763.0   0.000   0.244   0.244   0.000    0.132
   4.881     339     -271.3      763.1   0.000   0.046   0.046   0.000    0.097
   4.898     340     -270.7      763.0   0.000   0.000   0.000   0.000    0.101
   4.918     341     -270.7      762.9   0.000   0.000   0.000   0.000    0.114
   4.934     342     -270.5      762.4   0.000   0.033   0.033   0.000    0.108
   4.951     343     -270.3      763.0   0.000   0.332   0.332   0.000    0.104
   4.968     344     -270.2      762.9   0.000   0.000   0.000   0.000    0.128
   4.988     345     -270.2      762.7   0.000   0.000   0.000   0.000    0.107
   5.008     346     -270.1      762.3   0.000   0.000   0.000   0.000    0.151
   5.028     347     -270.0      762.0   0.000   0.000   0.000   0.000    0.117
   5.046     348     -270.1      762.0   0.000   0.006   0.006   0.000    0.107
   5.064     349     -270.3      762.1   0.000   0.331   0.331   0.000    0.110
   5.081     350     -270.2      762.1   0.000   0.000   0.000   0.000    0.102
   5.101     351     -270.2      762.0   0.000   0.000   0.000   0.000    0.103
   5.117     352     -270.4      762.6   0.000   0.333   0.333   0.000    0.104
   5.134     353     -270.4      762.2   0.000   0.000   0.000   0.000    0.102
   5.154     354     -270.3      762.5   0.000   0.207   0.207   0.000    0.101
   5.172     355     -270.3      762.4   0.000   0.000   0.000   0.000    0.100
   5.191     356     -270.3      762.6   0.000   0.000   0.000   0.000    0.098
   5.210     357     -270.4      762.6   0.000   0.040   0.040   0.000    0.103
   5.228     358     -270.5      762.5   0.000   0.000   0.000   0.000    0.198
   5.245     359     -270.4      762.3   0.000   0.000   0.000   0.000    0.154
   5.262     360     -270.3      762.2   0.000   0.068   0.068   0.000    0.118
   5.281     361     -270.2      761.7   0.000   0.000   0.000   0.000    0.143
   5.298     362     -269.6      761.7   0.000   0.000   0.000   0.000    0.102
   5.315     363     -269.4      761.9   0.000   0.000   0.000   0.000    0.106
   5.335     364     -269.0      761.9   0.000   0.000   0.000   0.000    0.094
   5.351     365     -268.7      762.4   0.000   0.326   0.326   0.000    0.096
   5.371     366     -268.6      762.3   0.000   0.071   0.071   0.000    0.090
   5.390     367     -268.3      762.9   0.000   0.324   0.324   0.000    0.090
   5.407     368     -268.3      763.2   0.000   0.240   0.240   0.000    0.112
   5.425     369     -268.3      762.9   0.000   0.000   0.000   0.000    0.103
   5.443     370     -268.3      762.8   0.000   0.000   0.000   0.000    0.100
   5.459     371     -268.4      762.9   0.000   0.000   0.000   0.000    0.105
   5.482     372     -268.4      763.2   0.000   0.000   0.000   0.000    0.126
   5.497     373     -268.4      763.1   0.000   0.004   0.004   0.000    0.108
   5.515     374     -268.6      763.0   0.000   0.000   0.000   0.000    0.123
   5.532     375     -268.6      763.2   0.000   0.004   0.004   0.000    0.095
   5.550     376     -268.6      763.2   0.000   0.000   0.000   0.000    0.094
   5.568     377     -268.5      763.1   0.000   0.064   0.064   0.000    0.099
   5.584     378     -268.5      763.2   0.000   0.000   0.000   0.000    0.095
