Standard EKF — UWB Realtime
  Q=0.01 mm²   R=300.0 mm²
   2.990     175     6339.0     4128.9
   3.006     176     6338.9     4128.9
   3.023     177     6339.0     4129.0
   3.042     178     6338.9     4128.8
   3.058     179     6338.9     4128.8
   3.075     180     6338.9     4128.5
   3.092     181     6339.2     4128.4
   3.108     182     6339.2     4128.5
   3.125     183     6339.3     4128.7
   3.142     184     6339.6     4128.5
   3.159     185     6340.1     4128.2
   3.176     186     6340.3     4128.6
   3.193     187     6340.2     4128.7
   3.209     188     6340.0     4128.7
   3.225     189     6340.1     4128.8
   3.242     190     6340.0     4128.8
   3.259     191     6339.9     4128.6
   3.276     192     6339.6     4128.5
   3.293     193     6339.2     4128.5
   3.310     194     6339.6     4128.3
   3.327     195     6339.6     4128.2
   3.343     196     6339.7     4128.4
   3.360     197     6339.7     4128.5
   3.377     198     6339.7     4128.8
   3.394     199     6339.6     4128.7
   3.411     200     6339.7     4128.6
   3.428     201     6339.8     4128.8
   3.445     202     6339.9     4128.6
   3.463     203     6339.8     4129.1
   3.479     204     6339.6     4129.3
   3.496     205     6339.7     4129.2
   3.513     206     6339.7     4129.2
   3.530     207     6339.8     4129.3
   3.547     208     6339.9     4129.2
   3.564     209     6340.5     4128.9
   3.582     210     6340.7     4128.7
   3.599     211     6340.9     4129.2
   3.615     212     6341.0     4128.9
   3.632     213     6341.0     4128.9
   3.650     214     6341.1     4128.7
   3.667     215     6340.9     4128.9
   3.684     216     6341.4     4129.0
   3.702     217     6341.7     4129.4
   3.719     218     6341.5     4129.4
   3.735     219     6341.8     4129.6
   3.752     220     6341.8     4129.6
   3.769     221     6341.9     4129.6
   3.786     222     6341.8     4129.8
   3.803     223     6341.9     4129.7
   3.820     224     6341.6     4129.4
   3.837     225     6341.7     4129.3
   3.854     226     6341.7     4129.2
   3.870     227     6341.6     4129.1
   3.886     228     6341.7     4129.1
   3.903     229     6341.9     4128.9
   3.922     230     6341.9     4129.0
   3.938     231     6342.0     4129.1
   3.958     232     6342.1     4129.1
   3.975     233     6341.9     4129.2
   3.991     234     6341.7     4129.6
   4.010     235     6342.0     4129.6
   4.026     236     6341.6     4130.0
   4.043     237     6341.6     4130.1
   4.060     238     6341.6     4130.3
   4.078     239     6341.5     4130.5
   4.094     240     6341.3     4130.4
   4.112     241     6341.1     4130.6
   4.128     242     6340.9     4130.2
   4.147     243     6340.9     4130.0
   4.165     244     6341.0     4129.9
   4.183     245     6341.3     4129.5
   4.200     246     6341.4     4129.9
   4.217     247     6341.5     4129.8
   4.233     248     6341.3     4129.7
   4.252     249     6341.1     4129.8
   4.270     250     6341.0     4130.1
   4.288     251     6340.7     4130.3
   4.304     252     6341.3     4130.1
   4.322     253     6341.8     4129.7
   4.342     254     6342.2     4130.0
   4.361     255     6342.7     4129.8
   4.380     256     6343.1     4129.3
   4.396     257     6343.0     4129.0
   4.413     258     6343.0     4129.0
   4.429     259     6343.0     4129.1
   4.446     260     6343.1     4129.1
   4.463     261     6343.3     4129.1
   4.480     262     6343.1     4129.1
   4.497     263     6342.9     4129.3
   4.514     264     6343.0     4129.3
   4.531     265     6342.8     4129.4
   4.548     266     6342.8     4129.5
   4.565     267     6342.7     4129.5
   4.581     268     6342.6     4129.8
   4.598     269     6342.7     4129.8
   4.615     270     6342.6     4129.8
   4.632     271     6342.6     4129.8
   4.650     272     6342.5     4130.0
   4.666     273     6342.6     4129.9
   4.683     274     6342.5     4129.8
   4.700     275     6342.4     4129.6
   4.716     276     6342.1     4129.7
   4.737     277     6342.1     4129.3
   4.754     278     6342.4     4129.3
   4.773     279     6342.7     4129.2
   4.789     280     6342.7     4129.3
   4.805     281     6342.7     4129.2
   4.822     282     6342.6     4129.2
   4.839     283     6342.2     4128.9
   4.855     284     6342.4     4128.8
   4.872     285     6342.4     4128.8
   4.889     286     6342.5     4129.0
   4.906     287     6342.5     4128.9
   4.923     288     6342.5     4129.0
   4.940     289     6342.5     4129.0
   4.957     290     6342.2     4129.2
   4.974     291     6342.2     4129.2
   4.991     292     6342.0     4128.9
   5.008     293     6342.2     4128.9
   5.025     294     6342.1     4128.8
   5.042     295     6342.0     4128.6
   5.058     296     6342.0     4128.5
   5.075     297     6342.0     4128.5
   5.092     298     6341.7     4128.2
   5.109     299     6341.6     4128.4
   5.126     300     6341.6     4128.5
   5.143     301     6341.8     4128.5
   5.158     302     6341.7     4128.4
   5.175     303     6341.7     4128.5
   5.192     304     6341.7     4128.4
   5.209     305     6341.6     4128.3
   5.226     306     6341.5     4128.3
   5.244     307     6341.3     4128.4
   5.261     308     6341.3     4128.3
   5.278     309     6341.3     4128.5
   5.294     310     6341.4     4128.5
   5.311     311     6341.4     4128.5
   5.328     312     6341.4     4128.9
   5.345     313     6341.5     4129.0
   5.361     314     6341.4     4129.1
   5.377     315     6341.5     4129.0
   5.395     316     6341.6     4129.2
   5.412     317     6341.9     4129.1
   5.429     318     6342.1     4128.9
   5.446     319     6342.3     4128.9
   5.465     320     6342.2     4128.5
   5.483     321     6342.4     4128.5
   5.501     322     6342.6     4128.4
   5.523     323     6342.8     4128.3
   5.541     324     6342.8     4128.2
   5.559     325     6342.9     4128.1
   5.577     326     6343.0     4128.1
   5.600     327     6343.1     4128.1
   5.623     328     6343.2     4128.0
   5.640     329     6343.2     4128.2
   5.657     330     6343.2     4128.5
   5.674     331     6343.1     4128.4
   5.691     332     6343.1     4128.6
   5.708     333     6343.0     4128.6
   5.725     334     6342.7     4128.6
   5.742     335     6342.4     4128.6
   5.759     336     6342.2     4128.5
   5.775     337     6342.5     4128.7
   5.792     338     6342.3     4129.0
   5.808     339     6342.2     4129.2
   5.825     340     6342.1     4129.2
   5.842     341     6341.8     4129.4
   5.860     342     6341.8     4129.5
   5.877     343     6341.6     4129.5
   5.894     344     6341.4     4129.5
   5.911     345     6341.3     4129.5
   5.928     346     6341.1     4129.8
   5.945     347     6340.8     4129.7
   5.961     348     6340.9     4129.3
   5.977     349     6340.7     4129.5
   5.999     350     6340.3     4129.5
   6.016     351     6340.3     4129.6
   6.033     352     6340.7     4129.4
   6.051     353     6340.7     4129.2
   6.067     354     6340.8     4129.4
   6.084     355     6340.8     4129.5
   6.101     356     6341.2     4129.5
   6.118     357     6340.9     4129.6
   6.135     358     6341.1     4129.4
   6.152     359     6341.2     4129.2
   6.168     360     6341.3     4129.2
   6.185     361     6341.1     4129.0
   6.201     362     6341.1     4128.9
   6.218     363     6341.2     4129.0
   6.235     364     6341.1     4129.3
   6.252     365     6341.3     4129.2
   6.269     366     6341.0     4129.1
   6.287     367     6341.1     4129.1
   6.304     368     6341.2     4129.1
   6.321     369     6341.5     4129.3
   6.338     370     6341.5     4129.4
   6.354     371     6341.2     4129.5
   6.372     372     6341.1     4129.5
   6.388     373     6341.1     4129.3
   6.405     374     6341.2     4129.5
   6.422     375     6341.2     4129.4
   6.439     376     6341.0     4129.4
   6.456     377     6340.9     4129.2
   6.473     378     6340.9     4129.2
   6.490     379     6340.8     4129.0
   6.507     380     6340.5     4128.7
   6.524     381     6340.3     4128.4
   6.541     382     6340.2     4128.3
   6.558     383     6340.0     4128.3
   6.574     384     6340.0     4128.2
   6.591     385     6340.1     4128.2
   6.608     386     6340.0     4128.2
   6.625     387     6339.9     4128.0
   6.641     388     6339.6     4127.9
   6.658     389     6339.8     4127.8
   6.675     390     6339.9     4127.9
   6.693     391     6339.8     4128.0
   6.709     392     6339.8     4128.0
   6.726     393     6339.8     4128.2
   6.743     394     6339.8     4128.4
   6.760     395     6339.6     4128.7
   6.776     396     6339.5     4128.9
   6.793     397     6339.6     4128.9
   6.812     398     6339.7     4129.0
   6.828     399     6339.5     4129.0
   6.845     400     6339.3     4129.1
   6.862     401     6339.1     4129.3
   6.879     402     6339.1     4129.2
   6.896     403     6339.2     4129.2
   6.912     404     6339.2     4129.2
   6.929     405     6339.2     4129.0
   6.946     406     6339.2     4128.9
   6.963     407     6339.2     4128.8
   6.980     408     6339.2     4128.9
   6.997     409     6339.2     4129.1
   7.014     410     6339.3     4129.1
   7.031     411     6339.4     4129.1
   7.048     412     6339.6     4129.3
   7.064     413     6339.6     4129.2
   7.081     414     6339.3     4129.4
   7.098     415     6339.4     4129.4
   7.115     416     6339.5     4129.6
   7.132     417     6339.4     4129.8
   7.149     418     6339.4     4129.6
   7.166     419     6339.3     4129.6
   7.183     420     6339.4     4129.5
   7.200     421     6339.2     4129.3
   7.216     422     6339.0     4129.3
   7.233     423     6338.8     4129.2
   7.250     424     6338.9     4129.3
   7.268     425     6338.8     4129.1
   7.284     426     6339.1     4128.9
   7.301     427     6339.1     4128.8
   7.318     428     6339.1     4128.7
   7.335     429     6338.8     4128.7
   7.351     430     6338.6     4128.5
   7.368     431     6338.7     4128.4
   7.385     432     6339.0     4128.5
   7.402     433     6339.0     4128.5
   7.419     434     6339.1     4128.8
   7.436     435     6339.2     4128.8
   7.453     436     6339.4     4129.0
   7.470     437     6339.3     4129.0
   7.487     438     6339.1     4129.0
   7.503     439     6339.0     4129.0
   7.520     440     6339.3     4128.9
   7.537     441     6339.3     4128.9
   7.554     442     6339.1     4128.8
   7.571     443     6339.2     4128.8
   7.587     444     6339.2     4128.8
   7.604     445     6339.2     4128.7
   7.621     446     6339.1     4128.7
   7.638     447     6339.1     4128.9
   7.654     448     6339.3     4128.5
   7.671     449     6338.9     4128.3
   7.688     450     6338.8     4128.4
   7.705     451     6338.7     4128.2
   7.722     452     6339.0     4127.9
   7.739     453     6339.1     4127.7
   7.756     454     6339.1     4127.7
   7.773     455     6339.2     4127.7
   7.789     456     6339.3     4127.6
   7.806     457     6339.4     4127.3
   7.823     458     6339.4     4127.5
   7.840     459     6339.6     4127.3
   7.857     460     6339.7     4127.2
   7.874     461     6339.6     4127.1
   7.891     462     6339.5     4126.8
   7.908     463     6339.4     4126.8
   7.925     464     6339.3     4126.9
   7.941     465     6339.2     4126.9
   7.958     466     6339.3     4126.9
   7.975     467     6339.3     4126.9
   7.992     468     6339.1     4127.1
   8.009     469     6339.4     4127.0
   8.027     470     6339.7     4127.2
   8.044     471     6339.7     4127.1
   8.061     472     6340.2     4127.1
   8.077     473     6340.5     4127.0
   8.095     474     6340.7     4126.9
   8.111     475     6340.5     4126.6
   8.128     476     6340.3     4126.5
   8.145     477     6340.5     4126.2
   8.162     478     6340.3     4126.2
   8.179     479     6340.2     4126.2
   8.196     480     6340.1     4126.3
   8.212     481     6339.9     4126.4
   8.229     482     6339.8     4126.4
   8.246     483     6339.9     4126.3
   8.263     484     6340.0     4126.5
   8.280     485     6339.8     4126.5
   8.297     486     6339.8     4126.4
   8.314     487     6339.9     4126.2
   8.331     488     6339.8     4126.2
   8.348     489     6339.5     4126.1
   8.364     490     6339.2     4126.1
   8.381     491     6339.4     4126.0
   8.398     492     6339.7     4126.0
   8.414     493     6339.8     4126.4
   8.432     494     6339.9     4126.6
   8.449     495     6339.7     4126.8
   8.466     496     6339.8     4127.1
   8.482     497     6339.8     4127.1
   8.500     498     6339.9     4126.7
   8.516     499     6339.9     4126.7
   8.533     500     6339.9     4126.5
   8.550     501     6340.2     4126.5
   8.567     502     6340.0     4126.6
   8.584     503     6339.9     4126.6
   8.601     504     6340.1     4126.7
   8.618     505     6339.9     4126.8
   8.634     506     6339.7     4127.2
   8.652     507     6339.4     4126.9
   8.668     508     6339.4     4127.0
   8.684     509     6339.1     4127.0
   8.702     510     6339.0     4127.2
   8.719     511     6339.1     4127.3
   8.736     512     6339.6     4127.3
   8.753     513     6339.4     4127.4
   8.770     514     6339.4     4127.6
   8.787     515     6339.4     4127.5
   8.803     516     6339.7     4127.5
   8.819     517     6339.8     4127.5
   8.836     518     6339.8     4127.6
   8.853     519     6339.7     4127.6
   8.870     520     6339.5     4127.5
   8.887     521     6339.7     4127.4
   8.905     522     6339.4     4127.2
   8.922     523     6339.4     4127.5
   8.938     524     6339.6     4127.6
   8.955     525     6339.8     4127.5
   8.972     526     6339.9     4127.5
   8.989     527     6339.6     4127.5
   9.006     528     6339.4     4127.7
   9.022     529     6339.7     4127.9
   9.039     530     6339.6     4128.0
   9.056     531     6339.6     4127.9
   9.072     532     6339.3     4127.9
   9.089     533     6339.0     4127.7
   9.107     534     6339.1     4127.7
   9.124     535     6339.4     4127.7
   9.141     536     6339.1     4127.3
   9.158     537     6339.5     4127.3
   9.175     538     6339.5     4127.2
   9.192     539     6339.4     4127.1
   9.208     540     6339.3     4127.2
   9.224     541     6339.2     4126.9
   9.243     542     6339.3     4126.7
   9.259     543     6339.1     4126.8
   9.276     544     6339.0     4127.0
   9.293     545     6338.9     4127.0
   9.311     546     6338.6     4127.1
   9.328     547     6338.4     4127.2
   9.345     548     6338.6     4127.0
   9.361     549     6338.6     4127.2
   9.378     550     6338.5     4127.3
   9.396     551     6338.2     4127.1
   9.412     552     6338.3     4127.2
   9.428     553     6338.4     4127.2
   9.445     554     6338.4     4127.3
   9.463     555     6338.2     4127.4
   9.479     556     6338.1     4127.5
   9.496     557     6338.2     4127.4
   9.514     558     6338.0     4127.4
   9.531     559     6337.8     4127.2
   9.548     560     6337.9     4127.2
   9.567     561     6338.1     4127.2
   9.583     562     6338.3     4127.2
   9.600     563     6338.5     4127.0
   9.617     564     6338.4     4127.2
   9.633     565     6338.1     4127.3
   9.650     566     6338.0     4127.1

[✓] Dừng. 566 frames. Log → realtime_log.csv
