KF — UWB Realtime
   1.626      96     -210.9     3974.1
   1.643      97     -210.6     3974.6
   1.660      98     -210.6     3974.3
   1.676      99     -210.7     3973.9
   1.693     100     -210.2     3974.1
   1.710     101     -209.6     3974.4
   1.727     102     -209.2     3974.8
   1.744     103     -208.8     3974.9
   1.761     104     -208.7     3974.9
   1.777     105     -208.8     3975.0
   1.794     106     -208.3     3975.5
   1.813     107     -208.1     3975.4
   1.829     108     -208.4     3975.3
   1.847     109     -208.9     3974.8
   1.863     110     -209.5     3974.3
   1.881     111     -210.4     3974.0
   1.897     112     -210.1     3974.3
   1.914     113     -210.1     3974.5
   1.931     114     -210.0     3974.6
   1.948     115     -209.8     3974.6
   1.965     116     -209.2     3974.5
   1.982     117     -210.3     3974.7
   1.998     118     -210.7     3974.7
   2.015     119     -211.1     3973.9
   2.032     120     -210.7     3973.4
   2.049     121     -211.0     3973.4
   2.065     122     -211.1     3973.9
   2.082     123     -211.0     3974.0
   2.098     124     -211.3     3973.5
   2.117     125     -211.6     3972.5
   2.135     126     -211.6     3972.4
   2.152     127     -211.6     3972.5
   2.170     128     -211.8     3972.3
   2.186     129     -212.1     3972.3
   2.205     130     -212.1     3972.2
   2.221     131     -211.6     3972.0
   2.238     132     -211.5     3972.3
   2.255     133     -211.3     3972.3
   2.272     134     -211.6     3972.0
   2.289     135     -211.5     3972.1
   2.307     136     -211.7     3971.9
   2.323     137     -211.9     3971.4
   2.340     138     -212.0     3971.3
   2.359     139     -212.1     3971.1
   2.377     140     -212.3     3971.1
   2.393     141     -212.3     3970.9
   2.410     142     -212.5     3970.8
   2.426     143     -211.9     3971.4
   2.445     144     -211.7     3971.2
   2.463     145     -211.2     3971.2
   2.479     146     -210.8     3971.2
   2.495     147     -210.7     3971.5
   2.513     148     -210.4     3971.9
   2.530     149     -210.2     3972.3
   2.547     150     -209.9     3972.0
   2.563     151     -209.9     3971.7
   2.580     152     -210.1     3971.7
   2.599     153     -209.9     3971.7
   2.617     154     -210.3     3971.4
   2.633     155     -210.7     3971.3
   2.650     156     -211.1     3971.0
   2.666     157     -211.2     3971.2
   2.683     158     -210.6     3971.6
   2.699     159     -210.6     3971.7
   2.718     160     -210.5     3971.8
   2.734     161     -210.5     3972.1
   2.753     162     -210.6     3972.1
   2.770     163     -210.7     3972.4
   2.787     164     -210.6     3972.2
   2.804     165     -210.5     3972.5
   2.820     166     -211.1     3972.6
   2.839     167     -211.0     3972.8
   2.857     168     -211.3     3973.0
   2.873     169     -210.7     3972.9
   2.891     170     -210.4     3972.9
   2.908     171     -210.4     3973.1
   2.925     172     -209.8     3973.1
   2.941     173     -209.8     3973.3
   2.958     174     -209.7     3973.4
   2.977     175     -209.8     3973.3
   2.993     176     -209.4     3973.1
   3.010     177     -209.5     3972.8
   3.027     178     -209.1     3973.4
   3.044     179     -209.1     3973.5
   3.062     180     -208.8     3973.7
   3.080     181     -208.8     3973.4
   3.096     182     -208.7     3973.4
   3.113     183     -208.7     3972.9
   3.130     184     -208.8     3972.9
   3.147     185     -208.9     3973.1
   3.164     186     -209.1     3973.2
   3.181     187     -208.9     3973.2
   3.199     188     -208.9     3973.5
   3.217     189     -208.9     3973.3
   3.233     190     -208.9     3972.8
   3.250     191     -209.0     3972.6
   3.267     192     -209.2     3972.7
   3.284     193     -209.1     3972.7
   3.301     194     -208.7     3972.7
   3.319     195     -208.5     3972.8
   3.335     196     -208.6     3972.7
   3.352     197     -208.4     3973.2
   3.369     198     -208.4     3973.1
   3.388     199     -208.5     3973.2
   3.404     200     -208.4     3973.4
   3.421     201     -208.3     3973.3
   3.439     202     -207.9     3973.3
   3.455     203     -208.4     3973.4
   3.472     204     -208.3     3973.5
   3.489     205     -208.2     3973.5
   3.508     206     -208.5     3973.1
   3.524     207     -208.5     3973.0
   3.541     208     -208.7     3972.7
   3.558     209     -208.6     3972.7
   3.575     210     -208.8     3973.2
   3.591     211     -208.5     3973.2
   3.608     212     -208.9     3972.6
   3.627     213     -208.8     3972.4
   3.643     214     -208.7     3971.9
   3.660     215     -208.4     3971.8
   3.677     216     -208.0     3971.9
   3.694     217     -207.7     3972.1
   3.710     218     -207.2     3972.3
   3.727     219     -207.5     3972.9
   3.744     220     -207.2     3972.6
   3.763     221     -207.3     3972.4
   3.779     222     -207.4     3972.1
   3.796     223     -207.0     3972.5
   3.814     224     -206.9     3972.5
   3.831     225     -206.7     3972.0
   3.849     226     -206.9     3971.8
   3.865     227     -206.7     3971.9
   3.882     228     -206.4     3972.1
   3.899     229     -206.9     3972.4
   3.916     230     -206.7     3972.0
   3.934     231     -206.6     3971.9
   3.951     232     -206.8     3971.7
   3.968     233     -207.2     3971.8
   3.984     234     -207.0     3971.9
   4.001     235     -206.7     3971.8
   4.018     236     -206.9     3971.7
   4.035     237     -207.0     3971.6
   4.052     238     -206.8     3971.6
   4.069     239     -207.4     3971.8
   4.087     240     -208.5     3972.4
   4.105     241     -209.2     3972.7
   4.121     242     -208.7     3973.1
   4.140     243     -208.7     3972.6
   4.158     244     -208.5     3972.8
   4.174     245     -208.5     3972.9
   4.192     246     -208.7     3972.8
   4.210     247     -208.8     3972.8
   4.226     248     -208.9     3973.1
   4.245     249     -208.8     3973.1
   4.261     250     -208.7     3973.0
   4.278     251     -208.8     3972.8
   4.296     252     -208.8     3973.0
   4.312     253     -209.3     3972.3
   4.330     254     -209.5     3971.9
   4.346     255     -209.5     3971.6
   4.362     256     -209.7     3971.1
   4.381     257     -209.6     3971.0
   4.397     258     -209.8     3970.6
   4.413     259     -210.1     3970.3
   4.429     260     -210.4     3970.4
   4.447     261     -210.7     3970.1
   4.464     262     -210.7     3969.7
   4.481     263     -210.5     3970.1
   4.497     264     -210.4     3970.2
   4.516     265     -210.0     3970.3
   4.534     266     -209.9     3969.9
   4.552     267     -209.8     3969.9
   4.568     268     -209.6     3970.1
   4.584     269     -209.4     3969.8
   4.602     270     -209.2     3969.8
   4.618     271     -209.4     3969.5
   4.637     272     -209.1     3969.6
   4.653     273     -209.3     3970.1
   4.671     274     -209.4     3970.6
   4.690     275     -209.7     3970.7
   4.707     276     -209.5     3970.7
   4.724     277     -209.5     3970.3
   4.743     278     -209.3     3970.1
   4.761     279     -209.1     3970.0
   4.777     280     -209.0     3970.1
   4.794     281     -208.8     3970.4
   4.811     282     -208.9     3969.9
   4.829     283     -208.8     3969.7
   4.846     284     -208.6     3970.2
   4.861     285     -208.7     3970.2
   4.878     286     -208.7     3969.7
   4.895     287     -208.6     3969.7
   4.912     288     -208.5     3970.0
   4.929     289     -208.2     3970.5
   4.946     290     -208.0     3970.1
   4.963     291     -207.9     3970.8
   4.980     292     -207.8     3970.9
   4.996     293     -207.9     3971.4
   5.013     294     -208.2     3971.4
   5.029     295     -208.2     3971.4
   5.046     296     -208.3     3971.8
   5.063     297     -208.5     3972.0
   5.080     298     -208.6     3972.0
   5.098     299     -208.5     3972.4
   5.114     300     -208.3     3972.1
   5.131     301     -208.4     3971.9
   5.149     302     -208.2     3972.1
   5.167     303     -207.9     3972.1
   5.185     304     -207.8     3972.0
   5.203     305     -208.0     3972.0
   5.219     306     -208.0     3971.7
   5.237     307     -207.7     3972.0
   5.255     308     -207.8     3972.3
   5.272     309     -208.0     3972.0
   5.288     310     -208.1     3971.9
   5.305     311     -208.3     3972.4
   5.322     312     -208.2     3972.9
   5.339     313     -208.4     3973.0
   5.356     314     -208.3     3973.1
   5.373     315     -208.2     3972.9
   5.390     316     -208.1     3972.9
   5.406     317     -208.2     3973.4
   5.423     318     -208.4     3973.2
   5.440     319     -208.6     3973.1
   5.458     320     -208.3     3973.0
   5.475     321     -207.9     3973.4
   5.492     322     -207.8     3973.2
   5.508     323     -207.5     3973.2
   5.525     324     -207.5     3972.8
   5.541     325     -207.3     3972.7
   5.558     326     -207.0     3972.7
   5.574     327     -206.8     3972.6
   5.591     328     -206.8     3972.6
   5.608     329     -206.5     3972.4
   5.625     330     -206.6     3972.7
   5.642     331     -206.6     3972.5
   5.659     332     -206.6     3972.3
   5.676     333     -206.3     3972.4
   5.694     334     -206.1     3972.0
   5.710     335     -206.1     3971.9
   5.727     336     -205.8     3971.8
   5.744     337     -205.5     3971.4
   5.762     338     -205.3     3971.6
   5.779     339     -204.9     3971.8
   5.796     340     -204.5     3972.0
   5.813     341     -204.7     3971.8
   5.829     342     -204.4     3971.9
   5.846     343     -204.3     3972.1
   5.863     344     -204.0     3972.4
   5.879     345     -204.2     3972.2
   5.899     346     -204.0     3971.8
   5.916     347     -204.0     3971.9
   5.933     348     -203.9     3971.9
   5.949     349     -203.9     3971.8
   5.967     350     -204.0     3971.7
   5.984     351     -203.8     3971.7
   6.001     352     -203.6     3971.8
   6.017     353     -203.4     3972.0
   6.034     354     -203.0     3972.1
   6.051     355     -203.1     3971.7
   6.067     356     -203.1     3971.8
   6.084     357     -203.0     3971.6
   6.100     358     -202.8     3971.8
   6.117     359     -202.7     3971.8
   6.134     360     -202.7     3971.8
   6.151     361     -202.6     3971.8
   6.168     362     -202.2     3971.8
   6.185     363     -202.0     3971.3
   6.202     364     -201.5     3971.4
   6.219     365     -201.8     3971.4
   6.236     366     -201.8     3971.3
   6.252     367     -201.6     3971.2
   6.270     368     -201.5     3971.3
   6.287     369     -201.4     3971.4
   6.304     370     -201.4     3971.5
   6.321     371     -201.8     3971.4
   6.338     372     -202.1     3971.3
   6.355     373     -202.0     3970.9
   6.371     374     -202.1     3970.4
   6.387     375     -201.7     3970.4
   6.406     376     -201.3     3970.6
   6.424     377     -201.5     3970.5
   6.440     378     -201.3     3970.3
   6.458     379     -201.0     3970.3
   6.475     380     -201.0     3970.1
   6.493     381     -200.7     3970.0
   6.511     382     -201.0     3969.7
   6.527     383     -200.6     3969.3
   6.544     384     -200.4     3969.1
   6.563     385     -200.1     3969.0
   6.583     386     -199.8     3968.7
   6.604     387     -199.5     3968.5
   6.623     388     -199.5     3967.1
   6.639     389     -199.6     3967.1
   6.657     390     -199.8     3967.0
   6.673     391     -199.8     3966.7
   6.691     392     -199.7     3966.6
   6.708     393     -199.6     3966.6
   6.725     394     -199.5     3966.5
   6.742     395     -199.4     3966.8
   6.759     396     -199.1     3966.9
   6.777     397     -199.0     3966.9
   6.794     398     -198.7     3966.6
   6.809     399     -198.4     3966.2
   6.830     400     -198.1     3966.0
   6.846     401     -198.0     3965.8
   6.865     402     -198.0     3965.7
   6.881     403     -198.0     3965.9
   6.899     404     -197.8     3965.9
   6.915     405     -197.8     3965.5
   6.933     406     -197.8     3965.5
   6.950     407     -197.7     3965.8
   6.967     408     -197.4     3965.6
   6.984     409     -197.3     3965.4
   7.000     410     -197.3     3965.0
   7.018     411     -197.2     3965.1
   7.034     412     -197.1     3965.5
   7.053     413     -197.1     3965.7
   7.069     414     -196.9     3966.0
   7.086     415     -196.8     3965.9
   7.103     416     -197.0     3965.5
   7.121     417     -197.1     3965.3
   7.138     418     -197.4     3965.5
   7.156     419     -197.4     3965.2
   7.172     420     -197.1     3965.4
   7.189     421     -197.1     3966.1
   7.205     422     -197.3     3966.3
   7.222     423     -198.0     3966.0
   7.238     424     -197.8     3966.0
   7.254     425     -198.0     3965.9
   7.272     426     -198.2     3965.8
   7.289     427     -198.2     3965.9
   7.306     428     -198.2     3965.3
   7.322     429     -198.1     3965.4
   7.339     430     -198.2     3964.9
   7.357     431     -197.9     3964.5
   7.373     432     -197.8     3964.5
   7.390     433     -197.8     3964.5
   7.407     434     -197.7     3964.6
   7.424     435     -197.7     3964.3
   7.441     436     -197.7     3964.2
   7.458     437     -197.7     3964.5
   7.474     438     -197.5     3964.7
   7.491     439     -197.8     3964.5
   7.508     440     -197.6     3964.9
   7.526     441     -197.6     3965.0
   7.543     442     -197.4     3965.2
   7.560     443     -197.4     3965.4
   7.577     444     -197.6     3965.9
   7.595     445     -197.7     3965.9
   7.610     446     -197.7     3966.0
   7.627     447     -197.7     3966.3
   7.644     448     -197.7     3966.5
   7.662     449     -197.8     3966.5
   7.678     450     -197.8     3966.1
   7.695     451     -197.7     3966.2
   7.712     452     -197.9     3966.0
   7.731     453     -197.8     3965.8
   7.747     454     -197.5     3965.6
   7.763     455     -197.7     3965.5
   7.781     456     -197.8     3965.4
   7.798     457     -197.9     3965.4
   7.816     458     -198.0     3965.2
   7.832     459     -198.4     3964.9
   7.849     460     -198.6     3965.0
   7.865     461     -198.6     3965.1
   7.882     462     -198.8     3965.2
   7.901     463     -199.1     3964.7
   7.919     464     -199.0     3964.7
   7.936     465     -198.8     3964.7
   7.953     466     -198.7     3964.7
   7.969     467     -198.4     3964.8
   7.987     468     -198.3     3964.5
   8.003     469     -198.0     3964.2
   8.019     470     -197.8     3964.2
   8.036     471     -197.8     3964.4
   8.055     472     -197.6     3964.6
   8.071     473     -197.3     3964.5
   8.088     474     -197.1     3964.8
   8.105     475     -196.8     3965.1
   8.121     476     -196.5     3965.2
   8.138     477     -196.3     3965.1
   8.155     478     -196.0     3965.3
   8.172     479     -196.0     3965.1
   8.189     480     -196.4     3964.7
   8.206     481     -196.3     3964.8
   8.223     482     -196.2     3964.2
   8.240     483     -196.2     3964.6
   8.258     484     -196.3     3964.7
   8.273     485     -196.0     3965.0
   8.290     486     -196.1     3964.9
   8.307     487     -196.0     3965.2
   8.324     488     -196.0     3965.1
   8.341     489     -196.0     3964.9
   8.358     490     -195.8     3965.0
   8.376     491     -195.4     3965.1
   8.393     492     -195.2     3965.0
   8.409     493     -195.5     3965.0
   8.426     494     -195.2     3964.8
   8.443     495     -195.4     3964.7
   8.460     496     -195.3     3964.9
   8.477     497     -195.3     3964.9
   8.494     498     -195.3     3964.8
   8.511     499     -195.4     3964.9
   8.529     500     -195.2     3965.1
   8.545     501     -195.2     3965.1
   8.562     502     -195.2     3964.7
   8.579     503     -194.8     3964.8
   8.596     504     -195.0     3964.7
   8.613     505     -195.0     3964.3
   8.630     506     -195.0     3964.0
   8.648     507     -194.8     3964.0
   8.665     508     -194.8     3963.8
   8.681     509     -194.8     3964.2
   8.700     510     -194.8     3964.5
   8.716     511     -194.8     3964.5
   8.733     512     -194.8     3964.4
   8.750     513     -194.7     3964.3
   8.767     514     -194.6     3964.7
   8.784     515     -194.3     3964.7
   8.801     516     -194.4     3964.8
   8.817     517     -194.5     3965.0
   8.834     518     -194.4     3965.1
   8.851     519     -194.5     3964.9
   8.868     520     -194.5     3964.7
   8.885     521     -194.5     3965.0
   8.902     522     -194.3     3965.5
   8.919     523     -194.2     3965.5
   8.936     524     -194.2     3965.3
   8.952     525     -193.9     3965.7
   8.971     526     -193.8     3966.3
   8.987     527     -193.8     3966.4
   9.004     528     -193.8     3966.3
   9.021     529     -194.0     3966.4
   9.039     530     -194.0     3965.9
   9.056     531     -193.8     3966.1
   9.074     532     -193.6     3966.0
   9.092     533     -193.8     3965.7
   9.108     534     -193.6     3965.5
   9.125     535     -193.4     3965.8
   9.142     536     -193.5     3965.5
   9.159     537     -193.5     3965.6
   9.176     538     -193.6     3965.8
   9.192     539     -193.8     3965.5
   9.209     540     -193.7     3965.4
   9.226     541     -193.7     3965.5
   9.243     542     -193.8     3965.8
   9.260     543     -194.1     3965.4
   9.279     544     -193.9     3965.5
   9.295     545     -193.6     3965.6
   9.312     546     -193.9     3965.7
   9.328     547     -193.5     3965.8
   9.344     548     -193.5     3966.0
   9.361     549     -193.5     3966.0
   9.378     550     -193.3     3966.0
   9.395     551     -193.1     3966.4
   9.412     552     -193.1     3966.3
   9.429     553     -193.1     3965.9
   9.446     554     -193.3     3966.0
   9.463     555     -193.5     3966.2
   9.479     556     -193.3     3966.2
   9.497     557     -193.6     3966.0
   9.513     558     -193.5     3966.3
   9.530     559     -193.6     3966.0
   9.549     560     -193.5     3965.7
   9.565     561     -193.2     3965.8
   9.582     562     -193.3     3965.9
   9.599     563     -193.4     3965.9
   9.615     564     -193.2     3965.8
   9.632     565     -193.1     3965.5
   9.649     566     -193.3     3965.7
   9.666     567     -193.1     3965.7
   9.682     568     -193.1     3965.8

[✓] Dừng. 568 frames. Log → kf_log.csv
