PC-EKF V3 — UWB Realtime
  Q=0.01  R_base=50.0  R_scale=30.0
  Anchors: ['0x1001', '0x1002', '0x1003', '0x1004']
  Height : 1400.0 mm

Đang kết nối /dev/serial/by-id/usb-SEGGER_J-Link_000760192143-if00 @ 921600...
OK. Đang chờ dữ liệu... (Ctrl+C để dừng)

[ROBOT] Đã kết nối STM32 @ /dev/serial/by-id/usb-STMicroelectronics_BLUEPILL_F103C8_CDC_in_FS_Mode_498E169E3634-if00. Điều khiển xe bắt đầu.
 Time(s)   Frame      X(mm)      Y(mm)      S0      S1      S2      S3
   3.990     286      487.5     4062.8   0.475   0.463   0.273   0.000
   4.006     287      488.9     4064.6   0.341   0.517   0.515   0.500
   4.023     288      490.2     4065.8   0.620   0.555   0.620   0.556
   4.040     289      491.7     4068.0   0.390   0.513   0.564   0.552
   4.057     290      493.2     4069.4   0.551   0.525   0.606   0.600
   4.074     291      494.7     4071.4   0.339   0.493   0.564   0.535
   4.091     292      496.0     4071.7   0.574   0.503   0.585   0.405
   4.108     293      497.2     4072.2   0.552   0.532   0.546   0.424
   4.124     294      498.7     4074.2   0.267   0.500   0.518   0.463
   4.141     295      499.8     4074.4   0.471   0.516   0.504   0.285
   4.158     296      501.3     4075.5   0.479   0.548   0.553   0.571
   4.175     297      502.4     4075.8   0.555   0.569   0.509   0.387
   4.192     298      503.5     4076.1   0.529   0.524   0.532   0.386
   4.209     299      504.5     4076.2   0.325   0.484   0.474   0.078
   4.226     300      505.4     4075.8   0.598   0.608   0.370   0.307
   4.243     301      506.4     4075.9   0.377   0.514   0.461   0.100
   4.260     302      507.0     4075.5   0.456   0.503   0.313   0.018
   4.276     303      507.8     4075.2   0.473   0.542   0.378   0.116
   4.293     304      508.6     4075.0   0.391   0.516   0.397   0.025
   4.310     305      510.1     4076.8   0.195   0.528   0.477   0.437
   4.327     306      511.8     4078.3   0.442   0.598   0.509   0.594
   4.344     307      512.5     4077.6   0.509   0.441   0.334   0.017
   4.361     308      513.9     4078.8   0.560   0.614   0.553   0.612
   4.378     309      514.6     4078.3   0.480   0.515   0.310   0.058
   4.394     310      515.4     4077.3   0.511   0.417   0.360   0.012
   4.411     311      516.4     4076.3   0.523   0.400   0.416   0.061
   4.428     312      517.3     4076.1   0.429   0.530   0.402   0.082
   4.445     313      518.8     4076.8   0.569   0.596   0.544   0.584
   4.462     314      520.3     4078.0   0.435   0.534   0.552   0.559
   4.479     315      521.9     4079.7   0.223   0.517   0.491   0.439
   4.496     316      523.3     4080.4   0.529   0.577   0.448   0.575
   4.513     317      525.0     4081.3   0.471   0.549   0.546   0.568
   4.530     318      526.7     4082.9   0.179   0.506   0.486   0.405
   4.546     319      528.4     4084.5   0.196   0.521   0.482   0.430
   4.562     320      529.9     4084.9   0.581   0.594   0.568   0.584
   4.579     321      531.7     4085.9   0.370   0.544   0.516   0.530
   4.596     322      533.1     4086.3   0.530   0.581   0.455   0.579
   4.613     323      534.6     4086.4   0.616   0.617   0.560   0.562
   4.630     324      535.9     4086.4   0.538   0.516   0.551   0.377
   4.647     325      537.6     4086.9   0.486   0.594   0.534   0.598
   4.664     326      538.9     4086.9   0.616   0.617   0.492   0.519
   4.680     327      540.5     4087.0   0.544   0.586   0.484   0.576
   4.698     328      542.2     4087.0   0.590   0.600   0.540   0.564
   4.714     329      543.3     4086.5   0.558   0.512   0.292   0.481
   4.731     330      544.3     4086.1   0.526   0.417   0.153   0.466
   4.748     331      545.2     4085.9   0.569   0.520   0.235   0.424
   4.765     332      546.5     4085.8   0.619   0.618   0.484   0.511
   4.782     333      547.7     4085.6   0.621   0.616   0.425   0.466
   4.800     334      548.9     4085.4   0.604   0.598   0.434   0.498
   4.816     335      550.1     4085.4   0.543   0.508   0.320   0.503
   4.833     336      551.2     4085.4   0.563   0.580   0.498   0.384
   4.850     337      552.2     4085.0   0.551   0.488   0.245   0.469
   4.867     338      553.8     4084.8   0.628   0.629   0.533   0.533
   4.884     339      555.2     4084.8   0.620   0.621   0.523   0.535
   4.901     340      556.8     4084.8   0.549   0.580   0.489   0.565
   4.918     341      557.9     4084.4   0.576   0.550   0.349   0.486
   4.935     342      558.8     4084.1   0.583   0.549   0.284   0.430
   4.952     343      560.0     4083.9   0.535   0.509   0.335   0.510
   4.968     344      561.4     4084.0   0.568   0.585   0.510   0.557
   4.985     345      562.5     4083.8   0.559   0.519   0.307   0.485
   5.002     346      563.6     4084.2   0.540   0.532   0.383   0.521
   5.021     347      564.7     4084.3   0.564   0.540   0.356   0.501
   5.037     348      565.7     4084.4   0.585   0.570   0.391   0.496
   5.054     349      566.8     4084.5   0.501   0.453   0.264   0.507
   5.071     350      568.2     4085.0   0.539   0.559   0.448   0.545
   5.087     351      569.4     4085.5   0.535   0.530   0.385   0.523
   5.104     352      570.9     4086.0   0.510   0.594   0.445   0.598
   5.120     353      572.1     4086.3   0.506   0.466   0.288   0.507
   5.137     354      573.5     4086.7   0.505   0.572   0.405   0.583
   5.154     355      574.5     4086.7   0.510   0.413   0.187   0.486
   5.171     356      575.5     4086.8   0.491   0.357   0.120   0.480
   5.188     357      576.6     4087.0   0.549   0.519   0.336   0.504
   5.205     358      577.6     4086.6   0.517   0.382   0.100   0.458
   5.222     359      578.4     4086.1   0.539   0.463   0.107   0.383
   5.238     360      579.2     4085.6   0.597   0.576   0.300   0.406
   5.255     361      580.2     4085.1   0.519   0.389   0.106   0.457
   5.272     362      580.9     4084.6   0.533   0.487   0.093   0.337
   5.289     363      581.8     4084.1   0.572   0.526   0.231   0.413
   5.306     364      582.7     4083.7   0.551   0.477   0.163   0.415
   5.323     365      583.6     4083.8   0.613   0.620   0.436   0.389
   5.340     366      584.4     4083.5   0.530   0.432   0.078   0.395
   5.357     367      585.5     4083.3   0.486   0.314   0.054   0.470
   5.373     368      586.2     4083.0   0.523   0.433   0.048   0.370
   5.390     369      587.5     4082.9   0.550   0.532   0.367   0.513
   5.407     370      588.9     4083.4   0.547   0.564   0.460   0.543
   5.424     371      590.0     4083.5   0.478   0.372   0.127   0.501
   5.441     372      591.2     4083.8   0.516   0.513   0.353   0.528
   5.458     373      592.6     4083.9   0.493   0.531   0.332   0.562
   5.475     374      593.6     4084.0   0.523   0.425   0.180   0.477
   5.492     375      594.9     4083.9   0.501   0.485   0.291   0.530
   5.508     376      596.3     4084.0   0.488   0.537   0.334   0.568
   5.525     377      597.6     4084.0   0.332   0.458   0.042   0.516
   5.542     378      598.8     4084.1   0.444   0.476   0.196   0.550
   5.559     379      600.2     4084.4   0.473   0.514   0.284   0.561
   5.578     380      601.5     4084.5   0.455   0.511   0.257   0.564
   5.594     381      602.9     4084.7   0.424   0.527   0.243   0.572
   5.611     382      604.2     4084.8   0.419   0.570   0.304   0.594
   5.628     383      605.8     4085.1   0.395   0.627   0.377   0.630
   5.644     384      607.2     4085.1   0.390   0.512   0.186   0.562
   5.661     385      608.5     4085.0   0.342   0.474   0.078   0.529
   5.678     386      610.1     4085.3   0.396   0.627   0.377   0.630
   5.694     387      611.2     4085.3   0.417   0.409   0.076   0.526
   5.713     388      612.5     4085.6   0.436   0.548   0.288   0.582
   5.729     389      613.9     4085.7   0.440   0.537   0.276   0.577
   5.746     390      615.6     4086.1   0.477   0.617   0.441   0.621
   5.763     391      616.8     4086.1   0.417   0.426   0.098   0.532
   5.779     392      618.2     4086.4   0.441   0.518   0.250   0.568
   5.796     393      619.5     4086.5   0.432   0.430   0.121   0.534
   5.813     394      620.8     4086.6   0.419   0.482   0.175   0.553
   5.830     395      622.1     4086.7   0.435   0.440   0.139   0.538
   5.847     396      623.5     4087.1   0.430   0.523   0.245   0.571
   5.864     397      625.1     4087.4   0.320   0.555   0.198   0.568
   5.881     398      626.6     4087.7   0.368   0.539   0.205   0.572
   5.898     399      627.8     4087.9   0.438   0.432   0.132   0.535
   5.914     400      629.2     4088.1   0.381   0.481   0.130   0.546
   5.931     401      630.7     4088.7   0.446   0.558   0.313   0.587
   5.948     402      631.9     4089.3   0.446   0.503   0.235   0.561
   5.966     403      633.6     4089.5   0.306   0.537   0.159   0.551
   5.982     404      634.9     4089.7   0.319   0.539   0.168   0.557
   5.999     405      636.2     4090.0   0.400   0.510   0.193   0.563
   6.016     406      637.5     4090.2   0.415   0.450   0.128   0.540
   6.033     407      638.7     4090.6   0.387   0.489   0.149   0.551
   6.049     408      640.1     4090.7   0.319   0.507   0.112   0.537
   6.066     409      641.4     4090.9   0.373   0.445   0.068   0.528
   6.083     410      642.5     4091.2   0.463   0.369   0.093   0.511
   6.100     411      643.8     4091.6   0.368   0.457   0.079   0.531
   6.117     412      645.1     4091.8   0.432   0.478   0.184   0.552
   6.134     413      646.4     4091.9   0.381   0.441   0.073   0.530
   6.151     414      647.8     4092.0   0.374   0.516   0.175   0.561
   6.168     415      649.0     4092.0   0.378   0.443   0.071   0.529
   6.184     416      650.2     4092.0   0.312   0.454   0.014   0.501
   6.201     417      651.5     4091.9   0.351   0.447   0.046   0.520
