Standard EKF — UWB Realtime
  Q=0.01 mm²   R=50.0 mm²
  Anchors : ['0x1001', '0x1002', '0x1003', '0x1004']
  Height  : 1400.0 mm

Đang kết nối /dev/serial/by-id/usb-SEGGER_J-Link_000760192143-if00 @ 921600...
OK. Đang chờ dữ liệu... (Ctrl+C để dừng)

[ROBOT] Đã kết nối STM32 @ /dev/serial/by-id/usb-STMicroelectronics_BLUEPILL_F103C8_CDC_in_FS_Mode_498E169E3634-if00. Điều khiển xe bắt đầu.
 Time(s)   Frame      X(mm)      Y(mm)
----------------------------------------
[EKF] init  x=63.0  y=4257.5
  12.272     777     2055.7     4334.3
  12.289     778     2059.2     4334.1
  12.306     779     2062.1     4334.8
  12.323     780     2065.1     4334.6
  12.342     781     2067.9     4335.4
  12.358     782     2070.8     4335.2
  12.375     783     2073.9     4335.4
  12.391     784     2076.7     4336.8
  12.408     785     2079.6     4337.6
  12.425     786     2083.6     4339.0
  12.442     787     2086.2     4340.0
  12.459     788     2088.6     4340.6
  12.477     789     2092.0     4340.6
  12.494     790     2095.0     4341.5
  12.510     791     2098.2     4342.1
  12.527     792     2101.5     4342.7
  12.544     793     2104.1     4344.0
  12.561     794     2107.7     4344.9
  12.578     795     2109.7     4345.7
  12.595     796     2112.3     4345.3
  12.612     797     2114.7     4345.2
  12.629     798     2117.3     4346.5
  12.647     799     2120.1     4347.6
  12.665     800     2123.2     4348.7
  12.683     801     2126.2     4348.6
  12.701     802     2129.4     4348.7
  12.719     803     2132.8     4348.1
  12.734     804     2136.8     4348.3
  12.751     805     2138.9     4348.5
  12.767     806     2141.8     4348.9
  12.784     807     2144.9     4348.9
  12.801     808     2147.2     4349.0
  12.821     809     2149.1     4349.2
  12.838     810     2150.7     4348.8
  12.855     811     2152.2     4349.2
  12.872     812     2153.8     4349.6
  12.888     813     2155.0     4349.5
  12.905     814     2157.6     4349.8
  12.922     815     2159.5     4349.7
  12.939     816     2160.9     4349.5
  12.956     817     2162.9     4349.8
  12.973     818     2164.5     4350.2
  12.990     819     2166.4     4350.8
  13.007     820     2168.8     4351.6
  13.023     821     2171.1     4352.0
  13.040     822     2173.2     4352.7
  13.059     823     2175.6     4354.5
  13.075     824     2177.1     4355.7
  13.092     825     2179.1     4357.2
  13.110     826     2180.9     4359.2
  13.127     827     2183.4     4360.9
  13.143     828     2184.8     4362.7
  13.160     829     2186.8     4364.7
  13.177     830     2189.0     4366.2
  13.194     831     2190.7     4367.8
  13.213     832     2192.6     4369.7
  13.230     833     2194.3     4371.5
  13.247     834     2197.4     4373.1
  13.263     835     2200.2     4373.7
  13.280     836     2202.0     4375.0
  13.300     837     2203.7     4376.3
  13.317     838     2205.8     4377.1
  13.334     839     2208.6     4377.7
  13.352     840     2210.7     4378.6
  13.369     841     2212.8     4379.3
  13.385     842     2214.8     4380.1
  13.402     843     2217.1     4380.2
  13.421     844     2219.3     4380.6
  13.436     845     2221.4     4380.6
  13.453     846     2223.6     4381.0
  13.470     847     2225.7     4381.3
  13.487     848     2227.6     4382.0
  13.503     849     2229.5     4382.7
  13.520     850     2231.2     4382.9
  13.539     851     2232.9     4383.2
  13.558     852     2235.6     4383.8
  13.574     853     2238.5     4383.8
  13.591     854     2240.2     4383.6
  13.608     855     2243.0     4382.9
  13.624     856     2244.9     4382.2
  13.641     857     2247.4     4381.2
  13.660     858     2249.0     4380.6
  13.676     859     2252.6     4379.7
  13.693     860     2254.2     4379.4
  13.710     861     2256.9     4378.7
  13.727     862     2260.7     4378.8
  13.745     863     2264.4     4379.2
  13.761     864     2268.0     4379.6
  13.779     865     2271.8     4380.1
  13.795     866     2275.7     4381.4
  13.812     867     2279.0     4382.8
  13.829     868     2282.5     4383.7
  13.846     869     2285.5     4384.6
  13.863     870     2288.9     4385.6
  13.879     871     2290.9     4386.6
  13.896     872     2293.5     4387.8
  13.913     873     2297.6     4388.4
  13.930     874     2300.4     4388.6
  13.947     875     2304.1     4388.4
  13.964     876     2307.2     4389.0
  13.981     877     2309.3     4388.7
  13.998     878     2311.2     4387.8
  14.014     879     2313.0     4387.4
  14.031     880     2315.7     4386.9
  14.048     881     2317.7     4385.4
  14.065     882     2319.4     4383.8
  14.082     883     2321.1     4381.9
  14.099     884     2322.0     4380.9
  14.116     885     2324.3     4379.2
  14.133     886     2329.5     4382.3
  14.149     887     2333.0     4385.7
  14.168     888     2337.3     4388.2
  14.184     889     2340.3     4391.9
  14.201     890     2344.1     4395.0
  14.218     891     2347.3     4398.7
  14.235     892     2352.5     4405.8
  14.253     893     2358.0     4411.9
  14.269     894     2362.6     4417.9
  14.286     895     2367.1     4424.9
  14.303     896     2371.6     4431.4
  14.320     897     2376.3     4437.0
  14.337     898     2381.1     4441.9
  14.353     899     2385.0     4447.0
  14.370     900     2389.1     4452.9
  14.387     901     2393.4     4458.0
  14.404     902     2397.5     4462.6
  14.420     903     2401.0     4466.5
  14.437     904     2404.3     4469.1
  14.454     905     2406.6     4473.0
  14.474     906     2408.5     4475.7
  14.491     907     2410.8     4476.8
  14.508     908     2413.9     4477.3
  14.526     909     2415.5     4478.1
  14.543     910     2417.4     4479.3
  14.560     911     2419.5     4479.8
  14.577     912     2422.6     4479.9
  14.594     913     2424.1     4480.0
  14.614     914     2426.2     4480.1
  14.632     915     2427.9     4480.1
  14.647     916     2429.6     4479.0
  14.664     917     2431.3     4477.9
  14.681     918     2433.3     4476.6
  14.698     919     2435.3     4475.1
  14.715     920     2437.3     4473.9
  14.732     921     2440.3     4476.8
  14.748     922     2441.2     4475.5
  14.766     923     2443.0     4473.8
  14.782     924     2446.2     4475.0
  14.801     925     2447.1     4472.7
  14.817     926     2448.5     4469.2
  14.834     927     2451.8     4470.9
  14.851     928     2453.7     4471.6
  14.868     929     2455.9     4471.7
  14.884     930     2457.8     4472.2
  14.901     931     2459.8     4470.8
  14.918     932     2466.9     4481.1
  14.938     933     2470.2     4482.9
  14.956     934     2475.2     4488.3
  14.973     935     2477.5     4489.1
  14.990     936     2480.7     4490.2
  15.006     937     2484.9     4494.6
  15.023     938     2489.6     4498.7
  15.040     939     2491.9     4497.8
  15.056     940     2494.2     4497.2
  15.073     941     2496.6     4495.7
  15.090     942     2499.6     4494.5
  15.107     943     2502.3     4494.6
  15.124     944     2508.4     4500.6
  15.142     945     2511.8     4499.9
  15.158     946     2514.1     4498.5
  15.175     947     2518.5     4502.9
  15.192     948     2524.3     4508.3
  15.211     949     2525.9     4504.9
  15.228     950     2528.0     4501.3
  15.245     951     2532.3     4503.4
  15.261     952     2536.8     4505.8
  15.278     953     2540.9     4508.0
  15.296     954     2545.2     4510.7
  15.313     955     2551.2     4517.5
  15.330     956     2555.8     4521.1
  15.347     957     2559.8     4524.6
  15.364     958     2562.2     4524.5
  15.380     959     2567.9     4531.7
  15.397     960     2570.4     4531.3
  15.414     961     2573.7     4530.9
  15.431     962     2576.4     4529.9
  15.448     963     2579.1     4530.0
  15.465     964     2582.2     4529.1
  15.482     965     2584.4     4528.1
  15.499     966     2586.8     4527.2
  15.515     967     2589.7     4526.3
  15.532     968     2593.1     4524.4
  15.551     969     2596.1     4522.6
  15.567     970     2599.2     4520.6
  15.584     971     2601.5     4518.6
  15.601     972     2603.2     4515.8
  15.618     973     2606.0     4513.8
  15.635     974     2607.7     4511.4
  15.651     975     2609.3     4508.3
  15.668     976     2611.4     4504.9
  15.685     977     2613.2     4501.9
  15.702     978     2615.4     4498.9
  15.721     979     2616.9     4495.8
  15.738     980     2619.0     4493.7
  15.755     981     2620.5     4491.5
  15.771     982     2622.8     4488.6
  15.789     983     2625.3     4485.6
  15.805     984     2627.5     4483.9
  15.822     985     2629.8     4482.3
  15.842     986     2631.0     4481.3
  15.858     987     2633.5     4481.9
  15.875     988     2635.0     4481.2
  15.892     989     2638.7     4483.4
  15.908     990     2642.2     4485.8
  15.927     991     2645.6     4489.1
  15.943     992     2649.7     4492.4
  15.959     993     2653.4     4495.3
  15.977     994     2656.8     4497.9
  15.995     995     2660.0     4499.9
  16.011     996     2662.8     4502.3
  16.028     997     2666.3     4503.9
  16.047     998     2669.7     4505.4
  16.063     999     2672.8     4505.4
  16.080    1000     2675.1     4504.5
  16.097    1001     2677.3     4504.1
  16.114    1002     2679.9     4502.3
  16.131    1003     2682.5     4501.0
  16.147    1004     2686.0     4499.7
  16.164    1005     2688.3     4499.1
  16.181    1006     2690.6     4497.5
  16.200    1007     2692.5     4496.0
  16.216    1008     2694.5     4495.1
  16.233    1009     2696.6     4494.6
  16.250    1010     2698.9     4493.8
  16.266    1011     2702.2     4493.8
  16.285    1012     2704.8     4493.7
  16.301    1013     2707.2     4493.5
  16.318    1014     2710.2     4493.2
  16.335    1015     2712.2     4492.2
  16.352    1016     2714.9     4491.0
  16.369    1017     2717.4     4490.9
  16.386    1018     2720.3     4489.7
  16.402    1019     2723.0     4488.7
  16.419    1020     2724.8     4487.6
  16.436    1021     2727.1     4486.3
  16.453    1022     2729.8     4485.3
  16.470    1023     2732.4     4484.0
  16.487    1024     2734.4     4481.7
  16.504    1025     2736.2     4479.9
  16.521    1026     2738.7     4477.5
  16.537    1027     2741.6     4476.0
  16.554    1028     2743.5     4474.9
  16.571    1029     2745.8     4473.5
  16.588    1030     2747.7     4472.3
  16.605    1031     2750.6     4471.5
  16.622    1032     2753.2     4470.8
  16.639    1033     2756.3     4471.4
  16.656    1034     2759.8     4472.0
  16.672    1035     2762.3     4472.4
  16.689    1036     2765.4     4473.6
  16.707    1037     2767.9     4473.6
  16.723    1038     2771.0     4473.7
  16.743    1039     2773.9     4473.9
  16.759    1040     2777.5     4475.0
  16.776    1041     2780.2     4475.4
  16.794    1042     2784.2     4477.0
  16.809    1043     2788.6     4479.0
  16.826    1044     2792.4     4481.2
  16.844    1045     2795.4     4482.8
  16.859    1046     2798.4     4484.3
  16.876    1047     2801.9     4483.8
  16.893    1048     2804.8     4482.8
  16.910    1049     2806.1     4480.1
  16.926    1050     2808.4     4477.0
  16.943    1051     2810.7     4473.9
  16.959    1052     2811.8     4470.5
  16.976    1053     2813.0     4467.4
  16.995    1054     2814.7     4463.6
  17.010    1055     2816.5     4459.6
  17.027    1056     2818.8     4457.0
  17.044    1057     2821.3     4456.0
  17.061    1058     2823.7     4452.9
  17.079    1059     2826.0     4451.2
  17.095    1060     2828.6     4450.4
  17.112    1061     2831.1     4448.6
  17.131    1062     2835.0     4448.3
  17.148    1063     2838.7     4447.0
  17.165    1064     2842.2     4447.0
  17.182    1065     2845.5     4446.4
  17.199    1066     2849.3     4446.5
  17.215    1067     2852.8     4446.0
  17.232    1068     2855.4     4445.6
  17.248    1069     2859.8     4445.8
  17.265    1070     2862.4     4444.9
  17.282    1071     2865.5     4445.4
  17.299    1072     2868.6     4444.8
  17.316    1073     2872.1     4443.6
  17.333    1074     2874.7     4442.4
  17.350    1075     2877.7     4441.1
  17.366    1076     2880.9     4440.8
  17.383    1077     2882.8     4438.5
  17.400    1078     2884.9     4437.1
  17.417    1079     2887.9     4436.0
  17.434    1080     2890.0     4434.1
  17.451    1081     2893.7     4432.5
  17.468    1082     2897.3     4430.1
  17.484    1083     2900.2     4427.7
  17.501    1084     2903.4     4425.7
  17.518    1085     2906.2     4423.5
  17.535    1086     2909.5     4421.3
  17.552    1087     2912.5     4419.9
  17.569    1088     2916.1     4418.4
  17.586    1089     2919.5     4416.8
  17.603    1090     2923.1     4414.2
  17.620    1091     2926.3     4412.0
  17.636    1092     2930.0     4409.8
  17.653    1093     2933.9     4407.8
  17.670    1094     2937.2     4405.5
  17.687    1095     2941.4     4403.6
  17.704    1096     2944.8     4402.0
  17.721    1097     2948.0     4399.3
  17.738    1098     2951.8     4396.7
  17.755    1099     2955.4     4395.0
  17.771    1100     2959.5     4392.8
  17.788    1101     2963.2     4390.9
  17.804    1102     2966.5     4388.7
  17.821    1103     2970.1     4387.4
  17.838    1104     2973.4     4385.8
  17.855    1105     2976.7     4384.2
  17.872    1106     2980.3     4382.1
  17.890    1107     2983.4     4380.4
  17.908    1108     2986.5     4378.5
  17.924    1109     2989.5     4377.3
  17.943    1110     2992.6     4375.3
  17.959    1111     2995.8     4374.1
  17.976    1112     2998.8     4371.9
  17.993    1113     3001.3     4369.7
  18.010    1114     3004.3     4367.2
  18.026    1115     3008.5     4365.4
  18.043    1116     3010.8     4364.3
  18.060    1117     3012.7     4362.2
  18.079    1118     3015.7     4359.9
  18.095    1119     3018.2     4358.2
  18.113    1120     3021.8     4356.2
  18.130    1121     3024.8     4354.8
  18.146    1122     3027.5     4353.8
  18.164    1123     3030.5     4352.4
  18.183    1124     3033.3     4351.2
  18.199    1125     3036.1     4350.0
  18.218    1126     3039.2     4348.6
  18.234    1127     3042.3     4348.0
  18.250    1128     3045.2     4347.4
  18.266    1129     3047.9     4347.4
  18.283    1130     3050.8     4347.4
  18.300    1131     3053.6     4347.6
  18.317    1132     3056.5     4347.3
  18.334    1133     3058.7     4347.6
  18.351    1134     3061.2     4348.3
  18.368    1135     3063.3     4349.6
  18.385    1136     3064.8     4351.5
  18.402    1137     3068.0     4353.3
  18.418    1138     3070.2     4354.4
  18.435    1139     3072.5     4356.0
  18.453    1140     3075.1     4357.7
  18.469    1141     3077.8     4359.1
  18.488    1142     3079.7     4361.5
  18.503    1143     3082.1     4363.5
  18.520    1144     3084.2     4365.2
  18.538    1145     3086.2     4367.0
  18.554    1146     3088.6     4369.4
  18.571    1147     3091.3     4371.5
  18.588    1148     3093.7     4374.4
  18.605    1149     3095.4     4376.6
  18.622    1150     3098.1     4378.3
  18.639    1151     3100.3     4380.8
  18.656    1152     3103.2     4382.9
  18.672    1153     3105.7     4385.3
  18.688    1154     3107.8     4387.4
  18.704    1155     3110.3     4389.6
  18.721    1156     3112.2     4391.4
  18.738    1157     3115.9     4393.6
  18.755    1158     3118.8     4395.1
  18.772    1159     3120.4     4396.4
  18.789    1160     3123.6     4397.4
  18.807    1161     3126.0     4398.3
  18.823    1162     3128.5     4399.9
  18.842    1163     3130.5     4400.7
  18.858    1164     3133.2     4401.7
  18.877    1165     3135.0     4402.7
  18.893    1166     3137.8     4403.2
  18.911    1167     3140.8     4403.4
  18.927    1168     3143.8     4403.5
  18.943    1169     3145.6     4403.6
  18.960    1170     3149.0     4403.5
  18.979    1171     3152.1     4403.4
  18.995    1172     3154.9     4402.7
  19.012    1173     3158.2     4403.0
  19.029    1174     3161.2     4402.9
  19.047    1175     3165.1     4402.8
  19.064    1176     3167.8     4402.7
  19.080    1177     3171.1     4402.0
  19.097    1178     3175.0     4401.8
  19.114    1179     3175.5     4406.4
  19.131    1180     3180.1     4405.7
  19.147    1181     3183.7     4405.5
  19.164    1182     3187.3     4404.7
  19.181    1183     3191.0     4403.5
  19.198    1184     3194.2     4403.1
  19.214    1185     3197.4     4402.6
  19.231    1186     3200.8     4401.8
  19.248    1187     3204.3     4402.4
  19.265    1188     3207.6     4402.9
  19.282    1189     3210.4     4403.8
  19.299    1190     3213.0     4404.8
  19.316    1191     3214.4     4410.0
  19.333    1192     3216.6     4412.0
  19.349    1193     3217.6     4416.4
  19.366    1194     3219.7     4418.3
  19.383    1195     3221.8     4420.5
  19.402    1196     3223.3     4422.4
  19.418    1197     3224.2     4424.5
  19.435    1198     3226.5     4426.5
  19.453    1199     3227.7     4428.4
  19.470    1200     3228.7     4430.9
  19.486    1201     3228.8     4433.4
  19.502    1202     3229.8     4436.0
  19.519    1203     3230.5     4437.9
  19.536    1204     3232.2     4440.1
  19.553    1205     3233.0     4442.8
  19.569    1206     3234.2     4445.4
  19.586    1207     3235.7     4446.8
  19.603    1208     3237.9     4448.4
  19.620    1209     3239.3     4449.9
  19.636    1210     3241.7     4451.8
  19.653    1211     3243.7     4454.0
  19.670    1212     3245.9     4455.5
  19.687    1213     3247.8     4456.7
  19.704    1214     3249.7     4458.0
  19.721    1215     3252.5     4458.4
  19.738    1216     3253.6     4458.9
  19.756    1217     3255.1     4460.4
  19.772    1218     3257.9     4461.7
  19.789    1219     3260.0     4463.5
  19.806    1220     3261.8     4465.3
  19.823    1221     3263.7     4467.5
  19.840    1222     3264.8     4470.5
  19.857    1223     3266.7     4474.3
  19.874    1224     3268.3     4477.1
  19.890    1225     3270.7     4480.5
  19.907    1226     3273.1     4483.7
  19.924    1227     3274.6     4488.8
  19.941    1228     3276.2     4492.8
  19.958    1229     3278.8     4497.3
  19.975    1230     3280.6     4502.4
  19.992    1231     3283.5     4507.2
  20.009    1232     3285.4     4511.6
  20.025    1233     3288.1     4517.2
  20.044    1234     3290.5     4521.6
  20.060    1235     3291.1     4526.7
  20.077    1236     3292.9     4531.4
  20.095    1237     3293.1     4536.8
  20.112    1238     3295.2     4541.7
  20.129    1239     3297.7     4546.0
  20.146    1240     3299.1     4551.3
  20.163    1241     3298.7     4551.2
  20.181    1242     3298.3     4551.6
  20.197    1243     3300.7     4556.5
  20.214    1244     3303.4     4561.4
  20.231    1245     3306.0     4567.0
  20.248    1246     3308.3     4571.3
  20.264    1247     3310.8     4575.7
  20.281    1248     3311.4     4577.4
  20.299    1249     3314.3     4582.9
  20.317    1250     3315.3     4584.5
  20.333    1251     3318.7     4588.3
  20.350    1252     3321.0     4592.6
  20.367    1253     3322.4     4593.3
  20.384    1254     3323.6     4594.9
  20.401    1255     3324.9     4597.3
  20.417    1256     3326.2     4598.8
  20.434    1257     3327.2     4600.3
  20.451    1258     3329.1     4601.5
  20.468    1259     3331.6     4603.2
  20.485    1260     3333.7     4603.9
  20.502    1261     3335.4     4605.3
  20.519    1262     3337.8     4606.5
  20.536    1263     3339.9     4606.6
  20.552    1264     3341.6     4606.9
  20.569    1265     3343.6     4608.1
  20.586    1266     3345.4     4608.8
  20.603    1267     3347.5     4608.7
  20.620    1268     3348.9     4609.0
  20.637    1269     3350.3     4609.3
  20.654    1270     3351.6     4609.5
  20.670    1271     3353.2     4609.8
  20.686    1272     3354.9     4609.3
  20.703    1273     3357.0     4608.6
  20.720    1274     3358.8     4608.3
  20.737    1275     3360.8     4607.8
  20.754    1276     3362.0     4606.8
  20.771    1277     3363.7     4606.9
  20.788    1278     3366.0     4606.1
  20.805    1279     3367.4     4604.7
  20.822    1280     3368.9     4603.6
  20.838    1281     3370.9     4602.6
  20.855    1282     3372.9     4601.6
  20.872    1283     3375.5     4601.3
  20.889    1284     3378.1     4601.1
  20.906    1285     3381.4     4601.4
  20.923    1286     3384.5     4600.5
  20.940    1287     3387.0     4600.2
  20.958    1288     3390.6     4598.8
  20.974    1289     3392.9     4598.3
  20.991    1290     3396.2     4597.0
  21.008    1291     3399.5     4594.9
  21.025    1292     3401.9     4594.3
  21.042    1293     3404.1     4592.3
  21.059    1294     3406.7     4590.4
  21.075    1295     3409.2     4587.5
  21.092    1296     3411.3     4584.4
  21.108    1297     3414.1     4581.3
  21.125    1298     3417.0     4579.2
  21.142    1299     3420.1     4576.2
  21.159    1300     3422.6     4574.1
  21.176    1301     3426.4     4570.9
  21.193    1302     3429.5     4567.4
  21.210    1303     3431.5     4563.7
  21.227    1304     3435.1     4560.4
  21.243    1305     3437.9     4557.3
  21.260    1306     3441.0     4553.9
  21.277    1307     3444.3     4550.4
  21.294    1308     3447.3     4546.5
  21.312    1309     3450.2     4542.6
  21.329    1310     3454.0     4539.2
  21.346    1311     3457.5     4535.9
  21.363    1312     3460.1     4532.1
  21.379    1313     3463.5     4528.3
  21.396    1314     3466.8     4526.0
  21.413    1315     3469.3     4522.6
  21.430    1316     3472.4     4519.6
  21.447    1317     3476.3     4516.9
  21.463    1318     3479.2     4514.4
  21.480    1319     3481.4     4511.7
  21.497    1320     3485.4     4509.0
  21.513    1321     3488.6     4507.5
  21.530    1322     3491.7     4505.9
  21.547    1323     3494.9     4503.6
  21.564    1324     3498.2     4501.8
  21.581    1325     3501.4     4499.7
  21.598    1326     3504.1     4496.8
  21.615    1327     3507.3     4495.2
  21.632    1328     3509.5     4494.3
  21.648    1329     3512.0     4494.0
  21.665    1330     3514.3     4492.8
  21.682    1331     3516.8     4492.6
  21.701    1332     3518.9     4491.8
  21.717    1333     3521.3     4491.4
  21.734    1334     3524.1     4491.6
  21.751    1335     3526.2     4491.7
  21.769    1336     3528.6     4492.4
  21.785    1337     3531.2     4493.4
  21.801    1338     3532.5     4493.9
  21.818    1339     3534.4     4495.9
  21.835    1340     3537.2     4497.7
  21.852    1341     3539.8     4501.2
  21.869    1342     3541.8     4503.1
  21.886    1343     3544.2     4505.1
  21.903    1344     3546.8     4506.8
  21.919    1345     3548.7     4509.3
  21.937    1346     3550.8     4511.8
  21.956    1347     3552.6     4514.1
  21.971    1348     3554.6     4516.3
  21.988    1349     3556.5     4519.3
  22.005    1350     3557.7     4522.3
  22.022    1351     3559.3     4525.1
  22.039    1352     3560.5     4527.9
  22.056    1353     3562.4     4531.1
  22.072    1354     3563.5     4534.6
  22.092    1355     3564.1     4538.3
  22.109    1356     3565.1     4542.5
  22.125    1357     3566.4     4547.3
  22.142    1358     3567.3     4553.0
  22.159    1359     3568.0     4558.9
  22.177    1360     3571.3     4561.1
  22.193    1361     3573.2     4563.6
  22.211    1362     3576.2     4564.4
  22.228    1363     3579.7     4565.5
  22.245    1364     3584.5     4569.9
  22.262    1365     3588.1     4571.6
  22.279    1366     3591.0     4571.6
  22.295    1367     3593.9     4572.5
  22.312    1368     3596.9     4574.3
  22.328    1369     3599.5     4575.6
  22.345    1370     3602.1     4576.5
  22.361    1371     3604.9     4577.8
  22.379    1372     3607.9     4579.4
  22.396    1373     3611.1     4579.6
  22.413    1374     3614.8     4581.4
  22.431    1375     3618.2     4583.1
  22.447    1376     3621.8     4584.0
  22.464    1377     3624.7     4585.8
  22.480    1378     3627.9     4586.2
  22.499    1379     3631.5     4587.0
  22.516    1380     3635.0     4587.8
  22.533    1381     3637.7     4587.7
  22.549    1382     3640.6     4588.6
  22.566    1383     3643.2     4589.9
  22.583    1384     3647.2     4590.3
  22.600    1385     3649.5     4591.3
  22.617    1386     3651.8     4591.9
  22.634    1387     3654.4     4592.3
  22.653    1388     3656.6     4592.9
  22.671    1389     3658.5     4593.5
  22.686    1390     3661.2     4594.4
  22.703    1391     3664.7     4595.8
  22.720    1392     3666.5     4596.9
  22.737    1393     3668.3     4597.5
  22.754    1394     3670.3     4598.2
  22.770    1395     3672.7     4599.6
  22.787    1396     3675.3     4600.8
  22.804    1397     3676.8     4602.8
  22.822    1398     3679.2     4604.9
  22.838    1399     3680.5     4606.6
  22.855    1400     3682.9     4608.0
  22.874    1401     3684.2     4609.5
  22.890    1402     3686.5     4611.3
  22.907    1403     3688.9     4611.4
  22.924    1404     3690.5     4611.9
  22.942    1405     3693.9     4612.7
  22.958    1406     3696.9     4613.9
  22.975    1407     3699.5     4614.8
  22.992    1408     3702.9     4616.3
  23.009    1409     3705.4     4616.5
  23.026    1410     3708.6     4617.2
  23.046    1411     3712.0     4618.4
  23.062    1412     3714.4     4618.0
  23.081    1413     3716.9     4618.1
  23.097    1414     3719.3     4618.5
  23.117    1415     3721.9     4618.6
  23.134    1416     3724.3     4618.1
  23.152    1417     3726.3     4618.5
  23.170    1418     3729.1     4618.2
  23.186    1419     3730.9     4617.2
  23.203    1420     3732.6     4616.7
  23.220    1421     3734.6     4615.8
  23.237    1422     3739.4     4619.5
  23.254    1423     3742.0     4619.5
  23.272    1424     3744.9     4619.4
  23.289    1425     3747.3     4619.4
  23.306    1426     3749.6     4619.8
  23.323    1427     3753.3     4619.6
  23.340    1428     3756.6     4620.4
  23.357    1429     3759.4     4619.5
  23.374    1430     3764.2     4624.3
  23.393    1431     3766.1     4623.0
  23.410    1432     3768.3     4622.3
  23.426    1433     3770.8     4621.4
  23.443    1434     3774.1     4620.1
  23.460    1435     3776.5     4618.6
  23.477    1436     3779.4     4616.2
  23.495    1437     3781.2     4613.7
  23.512    1438     3783.4     4611.0
  23.529    1439     3785.5     4608.8
  23.545    1440     3787.7     4606.8
  23.562    1441     3789.6     4604.0
  23.579    1442     3791.9     4602.7
  23.596    1443     3795.2     4601.5
  23.612    1444     3796.8     4600.2
  23.630    1445     3799.5     4598.9
  23.647    1446     3801.9     4597.6
  23.663    1447     3804.5     4597.1
  23.680    1448     3807.0     4595.9
  23.697    1449     3808.6     4595.1
  23.714    1450     3810.9     4594.7
  23.731    1451     3813.7     4594.6
  23.748    1452     3815.8     4592.7
  23.765    1453     3818.7     4592.4
  23.782    1454     3820.4     4591.8
  23.798    1455     3823.0     4591.4
  23.815    1456     3825.9     4591.9
  23.833    1457     3827.9     4591.8
  23.849    1458     3830.4     4591.7
  23.868    1459     3833.3     4591.4
  23.884    1460     3835.8     4592.2
  23.901    1461     3837.7     4593.3
  23.918    1462     3840.2     4595.2
  23.935    1463     3842.7     4596.2
  23.951    1464     3845.3     4597.5
  23.968    1465     3847.3     4598.7
  23.985    1466     3848.6     4600.0
  24.002    1467     3850.5     4602.1
  24.019    1468     3852.8     4603.8
  24.036    1469     3855.1     4604.6
  24.053    1470     3857.5     4605.9
  24.071    1471     3858.7     4606.3
  24.088    1472     3861.4     4607.2
  24.107    1473     3863.8     4608.3
  24.126    1474     3865.5     4609.5
  24.142    1475     3868.7     4607.4
  24.160    1476     3870.6     4608.2
  24.176    1477     3871.5     4609.9
  24.192    1478     3871.9     4612.4
  24.209    1479     3877.0     4621.3
  24.226    1480     3878.0     4622.7
  24.244    1481     3878.1     4624.2
  24.261    1482     3879.4     4624.9
  24.278    1483     3881.3     4625.2
  24.295    1484     3882.9     4626.3
  24.313    1485     3884.5     4626.2
  24.329    1486     3885.7     4626.5
  24.349    1487     3887.7     4626.0
  24.367    1488     3889.9     4625.2
  24.384    1489     3892.9     4624.8
  24.400    1490     3895.9     4624.2
  24.418    1491     3899.2     4621.5
  24.435    1492     3901.2     4620.6
  24.452    1493     3902.9     4618.5
  24.469    1494     3905.3     4615.6
  24.487    1495     3907.7     4612.2
  24.504    1496     3909.9     4608.3
  24.521    1497     3911.5     4605.4
  24.536    1498     3913.4     4601.9
  24.553    1499     3916.0     4599.7
  24.570    1500     3918.1     4597.9
  24.587    1501     3920.6     4594.6
  24.604    1502     3923.1     4592.5
  24.621    1503     3926.0     4590.9
  24.638    1504     3928.7     4587.7
  24.655    1505     3933.0     4588.3
  24.671    1506     3936.4     4587.2
  24.688    1507     3940.5     4588.1
  24.705    1508     3944.3     4588.7
  24.723    1509     3947.5     4588.0
  24.739    1510     3950.1     4586.9
  24.756    1511     3953.5     4586.6
  24.773    1512     3956.6     4585.9
  24.790    1513     3959.1     4585.1
  24.806    1514     3961.7     4584.5
  24.823    1515     3964.5     4584.0
  24.840    1516     3966.6     4582.6
  24.857    1517     3968.9     4581.1
  24.875    1518     3971.2     4579.5
  24.892    1519     3973.9     4578.8
  24.909    1520     3976.4     4578.1
  24.926    1521     3978.5     4576.5
  24.943    1522     3980.9     4575.2
  24.960    1523     3983.3     4573.6
  24.977    1524     3986.0     4571.8
  24.994    1525     3989.2     4570.1
  25.011    1526     3992.2     4567.8
  25.027    1527     3995.1     4565.5
  25.044    1528     3998.0     4564.3
  25.061    1529     4000.4     4562.3
  25.077    1530     4003.4     4561.2
  25.094    1531     4006.3     4560.4
  25.111    1532     4010.0     4559.7
  25.128    1533     4013.1     4558.6
  25.145    1534     4015.5     4557.7
  25.162    1535     4018.5     4557.0
  25.179    1536     4021.1     4556.4
  25.196    1537     4023.1     4554.8
  25.213    1538     4025.7     4554.2
  25.229    1539     4028.0     4552.6
  25.246    1540     4030.9     4551.3
  25.262    1541     4032.5     4549.6
  25.279    1542     4034.7     4548.1
  25.296    1543     4037.4     4546.0
  25.313    1544     4040.0     4545.2
  25.330    1545     4042.2     4543.0
  25.347    1546     4044.9     4541.8
  25.363    1547     4047.7     4541.2
  25.380    1548     4050.1     4540.2
  25.397    1549     4053.0     4540.3
