KF — UWB Realtime
  Q=0.01 mm²   R=50.0 mm²
  Anchors : ['0x1001', '0x1002', '0x1003', '0x1004']
  Height  : 1400.0 mm

Đang kết nối /dev/serial/by-id/usb-SEGGER_J-Link_000760192143-if00 @ 921600...
OK. Đang chờ dữ liệu... (Ctrl+C để dừng)

[ROBOT] Đã kết nối STM32 @ /dev/serial/by-id/usb-STMicroelectronics_BLUEPILL_F103C8_CDC_in_FS_Mode_498E169E3634-if00. Điều khiển xe bắt đầu.
 Time(s)   Frame      X(mm)      Y(mm)
----------------------------------------
[KF] init  x=126.1  y=4294.5
  11.325     724     1877.8     4319.2
  11.342     725     1881.1     4319.8
  11.359     726     1884.7     4319.8
  11.376     727     1887.5     4320.9
  11.393     728     1891.3     4322.5
  11.410     729     1894.9     4324.2
  11.427     730     1899.2     4325.0
  11.443     731     1902.2     4325.7
  11.460     732     1906.9     4327.3
  11.477     733     1910.7     4328.4
  11.493     734     1913.9     4329.5
  11.510     735     1918.3     4329.7
  11.527     736     1922.2     4330.1
  11.544     737     1925.8     4331.4
  11.561     738     1929.6     4331.6
  11.577     739     1932.7     4332.2
  11.594     740     1936.9     4332.1
  11.611     741     1940.4     4331.7
  11.628     742     1943.9     4331.5
  11.646     743     1947.7     4331.5
  11.662     744     1951.1     4332.1
  11.679     745     1954.2     4332.1
  11.696     746     1957.3     4332.5
  11.712     747     1960.3     4332.3
  11.729     748     1963.7     4332.7
  11.746     749     1966.4     4332.9
  11.763     750     1969.0     4333.7
  11.780     751     1972.4     4334.0
  11.797     752     1975.4     4333.6
  11.815     753     1978.7     4333.5
  11.833     754     1982.4     4333.3
  11.849     755     1986.0     4333.6
  11.866     756     1989.5     4333.8
  11.885     757     1992.3     4334.2
  11.901     758     1995.6     4334.8
  11.918     759     1999.1     4335.0
  11.935     760     2002.1     4334.3
  11.952     761     2005.7     4334.7
  11.968     762     2008.8     4335.3
  11.985     763     2011.8     4334.7
  12.002     764     2015.3     4335.0
  12.019     765     2018.1     4335.6
  12.036     766     2020.8     4335.8
  12.053     767     2023.4     4335.1
  12.070     768     2026.7     4334.9
  12.087     769     2029.8     4335.0
  12.103     770     2032.2     4334.5
  12.120     771     2034.8     4333.9
  12.137     772     2037.2     4334.1
  12.154     773     2040.3     4333.7
  12.171     774     2043.3     4333.3
  12.189     775     2046.9     4332.8
  12.207     776     2050.0     4333.1
  12.223     777     2053.1     4333.1
  12.240     778     2056.3     4333.1
  12.257     779     2059.9     4332.6
  12.274     780     2062.4     4332.8
  12.291     781     2065.6     4332.8
  12.308     782     2068.9     4333.7
  12.325     783     2072.3     4333.6
  12.342     784     2075.5     4334.8
  12.358     785     2078.6     4335.4
  12.375     786     2081.6     4336.2
  12.392     787     2084.9     4336.8
  12.409     788     2087.7     4337.1
  12.426     789     2091.0     4338.0
  12.443     790     2094.4     4338.6
  12.460     791     2097.9     4340.0
  12.477     792     2101.5     4341.9
  12.493     793     2104.7     4343.0
  12.510     794     2108.6     4344.2
  12.527     795     2111.5     4345.7
  12.544     796     2115.3     4347.3
  12.561     797     2118.7     4348.8
  12.578     798     2121.2     4349.7
  12.595     799     2122.7     4351.4
  12.613     800     2125.1     4351.8
  12.629     801     2129.2     4352.7
  12.646     802     2132.4     4354.0
  12.663     803     2135.3     4355.3
  12.682     804     2138.5     4356.6
  12.698     805     2140.6     4357.1
  12.715     806     2143.6     4357.9
  12.732     807     2147.1     4357.7
  12.749     808     2150.1     4357.8
  12.765     809     2153.8     4358.3
  12.782     810     2155.7     4357.9
  12.799     811     2158.4     4357.7
  12.816     812     2160.7     4358.3
  12.833     813     2163.2     4359.3
  12.850     814     2165.4     4359.0
  12.867     815     2166.7     4358.5
  12.884     816     2168.4     4357.7
  12.900     817     2170.4     4357.4
  12.917     818     2171.4     4357.0
  12.934     819     2173.3     4356.7
  12.951     820     2175.2     4355.9
  12.968     821     2177.6     4355.7
  12.985     822     2179.4     4356.1
  13.002     823     2181.1     4356.1
  13.019     824     2183.5     4356.7
  13.035     825     2186.5     4356.7
  13.052     826     2188.9     4357.9
  13.069     827     2191.1     4358.3
  13.088     828     2192.7     4358.0
  13.104     829     2194.0     4359.8
  13.121     830     2195.7     4360.1
  13.138     831     2197.1     4360.9
  13.155     832     2198.8     4363.2
  13.171     833     2201.0     4364.1
  13.188     834     2203.1     4366.8
  13.205     835     2205.2     4368.9
  13.222     836     2206.2     4370.6
  13.239     837     2208.2     4372.1
  13.256     838     2210.0     4373.1
  13.273     839     2212.5     4374.1
  13.290     840     2214.7     4375.4
  13.306     841     2216.2     4376.8
  13.323     842     2218.9     4377.3
  13.340     843     2220.5     4378.7
  13.357     844     2222.1     4379.4
  13.374     845     2224.0     4380.0
  13.391     846     2226.6     4379.9
  13.408     847     2228.8     4379.7
  13.425     848     2230.9     4379.6
  13.442     849     2231.8     4380.2
  13.458     850     2234.0     4381.2
  13.475     851     2235.5     4381.4
  13.492     852     2237.1     4381.7
  13.509     853     2239.3     4382.3
  13.526     854     2240.8     4382.8
  13.543     855     2243.0     4382.8
  13.560     856     2245.4     4382.9
  13.577     857     2247.3     4383.4
  13.593     858     2249.0     4384.3
  13.610     859     2251.3     4383.6
  13.627     860     2253.4     4382.7
  13.644     861     2255.8     4381.5
  13.661     862     2258.3     4381.8
  13.678     863     2260.4     4383.2
  13.695     864     2264.0     4382.8
  13.712     865     2266.6     4383.1
  13.728     866     2269.6     4384.1
  13.745     867     2272.4     4384.1
  13.762     868     2275.4     4384.1
  13.779     869     2278.8     4383.7
  13.796     870     2281.4     4384.4
  13.813     871     2283.6     4385.0
  13.830     872     2286.8     4385.8
  13.847     873     2289.9     4386.6
  13.863     874     2292.7     4388.0
  13.880     875     2295.9     4389.1
  13.897     876     2298.6     4390.8
  13.914     877     2302.5     4392.5
  13.931     878     2305.3     4392.5
  13.948     879     2307.9     4394.0
  13.965     880     2311.1     4395.5
  13.982     881     2313.5     4396.0
  13.999     882     2316.5     4396.5
  14.015     883     2320.0     4397.3
  14.032     884     2323.3     4397.7
  14.049     885     2326.2     4397.8
  14.066     886     2328.6     4396.6
  14.083     887     2330.9     4395.2
  14.100     888     2333.0     4394.3
  14.117     889     2335.0     4392.7
  14.134     890     2336.7     4390.8
  14.151     891     2338.2     4389.2
  14.167     892     2341.7     4393.6
  14.186     893     2345.2     4397.8
  14.203     894     2349.4     4401.6
  14.219     895     2353.1     4404.7
  14.235     896     2356.4     4408.6
  14.252     897     2361.4     4417.2
  14.269     898     2367.1     4424.6
  14.285     899     2371.6     4431.3
  14.302     900     2375.7     4437.7
  14.319     901     2379.1     4441.7
  14.336     902     2383.2     4447.8
  14.353     903     2388.1     4454.2
  14.371     904     2392.8     4460.1
  14.388     905     2397.2     4464.9
  14.406     906     2401.7     4469.9
  14.422     907     2405.2     4474.9
  14.439     908     2409.1     4479.3
  14.456     909     2412.2     4482.3
  14.473     910     2415.4     4485.6
  14.490     911     2418.2     4487.3
  14.507     912     2420.5     4487.5
  14.524     913     2421.9     4488.1
  14.540     914     2424.0     4489.9
  14.557     915     2426.7     4490.5
  14.574     916     2428.6     4490.2
  14.591     917     2429.9     4489.8
  14.608     918     2432.8     4489.0
  14.625     919     2435.0     4488.9
  14.642     920     2437.6     4489.2
  14.659     921     2440.1     4487.6
  14.676     922     2441.5     4485.2
  14.692     923     2443.5     4484.2
  14.709     924     2445.4     4481.8
  14.726     925     2447.7     4480.0
  14.743     926     2448.1     4476.9
  14.759     927     2452.5     4480.0
  14.776     928     2453.4     4477.4
  14.793     929     2454.8     4474.9
  14.810     930     2458.0     4476.0
  14.826     931     2459.2     4473.5
  14.845     932     2460.1     4469.9
  14.861     933     2462.2     4470.4
  14.878     934     2464.3     4469.7
  14.895     935     2466.2     4468.7
  14.912     936     2468.0     4468.9
  14.929     937     2470.3     4468.9
  14.946     938     2474.4     4471.7
  14.962     939     2475.7     4470.4
  14.978     940     2477.0     4469.4
  14.996     941     2479.0     4470.8
  15.013     942     2481.4     4471.5
  15.030     943     2484.1     4472.1
  15.046     944     2487.2     4473.6
  15.064     945     2488.7     4474.0
  15.081     946     2491.1     4473.4
  15.097     947     2493.2     4473.6
  15.114     948     2495.5     4472.5
  15.130     949     2497.7     4471.4
  15.148     950     2499.8     4470.3
  15.164     951     2502.2     4468.8
  15.181     952     2505.4     4467.6
  15.198     953     2508.3     4466.9
  15.216     954     2513.4     4473.9
  15.232     955     2515.6     4471.0
  15.248     956     2522.2     4479.3
  15.265     957     2527.7     4486.1
  15.282     958     2533.0     4492.1
  15.299     959     2537.5     4494.3
  15.319     960     2541.0     4496.6
  15.334     961     2544.9     4498.4
  15.351     962     2549.2     4501.0
  15.367     963     2553.3     4505.5
  15.383     964     2557.6     4509.1
  15.400     965     2562.6     4513.6
  15.417     966     2565.4     4513.8
  15.434     967     2568.4     4513.2
  15.451     968     2571.1     4513.3
  15.468     969     2573.8     4512.3
  15.485     970     2576.9     4512.1
  15.502     971     2580.1     4512.3
  15.518     972     2582.7     4511.1
  15.535     973     2585.9     4509.9
  15.552     974     2588.8     4509.0
  15.570     975     2592.0     4508.0
  15.587     976     2594.6     4507.0
  15.604     977     2597.5     4505.3
  15.621     978     2600.2     4503.7
  15.638     979     2602.7     4502.2
  15.654     980     2605.8     4500.0
  15.670     981     2607.8     4497.7
  15.687     982     2609.3     4495.7
  15.704     983     2610.6     4493.2
  15.721     984     2612.6     4490.3
  15.738     985     2614.8     4487.8
  15.756     986     2616.8     4485.0
  15.772     987     2618.0     4482.6
  15.790     988     2620.4     4479.5
  15.805     989     2621.9     4476.3
  15.822     990     2623.9     4473.0
  15.839     991     2626.1     4470.8
  15.856     992     2628.2     4468.6
  15.873     993     2631.5     4469.8
  15.890     994     2633.6     4468.6
  15.907     995     2636.1     4469.5
  15.924     996     2639.4     4471.4
  15.941     997     2642.8     4474.8
  15.958     998     2646.0     4476.5
  15.975     999     2650.1     4478.5
  15.992    1000     2654.6     4481.6
  16.009    1001     2658.3     4483.4
  16.026    1002     2662.0     4485.0
  16.043    1003     2665.3     4486.1
  16.059    1004     2669.1     4486.8
  16.075    1005     2672.8     4486.7
  16.092    1006     2675.8     4486.1
  16.109    1007     2678.9     4485.9
  16.126    1008     2681.5     4484.1
  16.145    1009     2683.8     4482.4
  16.161    1010     2685.9     4482.2
  16.178    1011     2687.5     4480.3
  16.195    1012     2689.8     4478.5
  16.211    1013     2691.4     4479.0
  16.228    1014     2693.6     4478.8
  16.245    1015     2695.3     4478.4
  16.262    1016     2697.0     4477.5
  16.279    1017     2700.3     4476.4
  16.296    1018     2703.0     4477.2
  16.314    1019     2705.5     4476.5
  16.330    1020     2708.5     4475.8
  16.346    1021     2711.3     4476.3
  16.367    1022     2714.3     4476.6
  16.380    1023     2717.7     4476.2
  16.397    1024     2720.3     4476.5
  16.414    1025     2723.6     4475.8
  16.431    1026     2727.4     4475.0
  16.448    1027     2729.4     4473.6
  16.465    1028     2731.7     4473.0
  16.481    1029     2733.8     4471.6
  16.498    1030     2736.8     4469.8
  16.515    1031     2739.0     4467.9
  16.532    1032     2741.2     4466.3
  16.549    1033     2742.9     4464.7
  16.566    1034     2745.1     4463.1
  16.583    1035     2747.0     4462.0
  16.600    1036     2749.9     4461.1
  16.617    1037     2752.9     4460.4
  16.633    1038     2755.8     4459.5
  16.652    1039     2759.1     4458.9
  16.668    1040     2761.5     4458.2
  16.684    1041     2764.6     4458.2
  16.701    1042     2767.5     4458.5
  16.718    1043     2770.3     4458.3
  16.735    1044     2774.0     4459.1
  16.752    1045     2777.8     4461.3
  16.768    1046     2781.7     4461.6
  16.785    1047     2784.7     4462.2
  16.802    1048     2787.6     4463.4
  16.819    1049     2792.2     4465.6
  16.836    1050     2795.4     4466.6
  16.853    1051     2798.1     4467.0
  16.870    1052     2801.9     4467.4
  16.887    1053     2804.2     4468.9
  16.903    1054     2808.1     4470.2
  16.922    1055     2811.2     4470.8
  16.938    1056     2812.7     4468.5
  16.955    1057     2815.7     4467.7
  16.972    1058     2816.4     4464.1
  16.989    1059     2818.0     4461.6
  17.006    1060     2819.8     4458.3
  17.023    1061     2821.8     4455.4
  17.039    1062     2823.1     4453.1
  17.056    1063     2825.1     4450.5
  17.073    1064     2827.2     4447.7
  17.090    1065     2829.6     4444.4
  17.107    1066     2831.2     4441.7
  17.124    1067     2834.6     4441.1
  17.141    1068     2837.8     4439.3
  17.158    1069     2840.9     4437.9
  17.174    1070     2843.8     4438.2
  17.191    1071     2848.4     4439.0
  17.209    1072     2851.5     4438.6
  17.225    1073     2854.8     4439.2
  17.242    1074     2858.1     4438.8
  17.259    1075     2862.1     4438.4
  17.276    1076     2865.8     4437.5
  17.293    1077     2869.1     4438.1
  17.309    1078     2872.4     4438.0
  17.326    1079     2875.2     4438.0
  17.343    1080     2878.6     4438.2
  17.360    1081     2881.5     4437.6
  17.377    1082     2884.6     4436.2
  17.394    1083     2888.2     4436.3
  17.410    1084     2891.5     4436.5
  17.427    1085     2894.4     4435.6
  17.444    1086     2897.3     4434.1
  17.460    1087     2899.9     4431.9
  17.477    1088     2902.2     4430.6
  17.495    1089     2904.8     4428.9
  17.511    1090     2907.5     4427.0
  17.528    1091     2909.9     4424.8
  17.545    1092     2913.5     4422.5
  17.562    1093     2917.3     4421.4
  17.579    1094     2921.2     4419.5
  17.595    1095     2924.6     4417.8
  17.612    1096     2927.8     4415.9
  17.629    1097     2931.6     4414.8
  17.646    1098     2933.7     4412.4
  17.663    1099     2936.8     4410.6
  17.682    1100     2938.9     4408.2
  17.702    1101     2940.8     4405.7
  17.721    1102     2943.8     4403.2
  17.743    1103     2947.0     4400.8
  17.761    1104     2950.4     4398.3
  17.777    1105     2954.1     4396.2
  17.794    1106     2958.5     4394.2
  17.811    1107     2962.5     4391.4
  17.828    1108     2967.0     4389.3
  17.845    1109     2971.4     4387.2
  17.862    1110     2975.7     4385.8
  17.880    1111     2978.4     4384.2
  17.896    1112     2981.5     4382.5
  17.915    1113     2984.4     4381.0
  17.931    1114     2988.5     4378.9
  17.948    1115     2992.2     4377.3
  17.965    1116     2994.7     4375.3
  17.981    1117     2998.5     4373.0
  17.998    1118     3001.5     4370.2
  18.014    1119     3004.2     4367.6
  18.031    1120     3007.4     4365.2
  18.048    1121     3010.1     4362.7
  18.065    1122     3012.8     4361.1
  18.082    1123     3014.8     4359.6
  18.099    1124     3016.9     4358.3
  18.117    1125     3020.0     4356.6
  18.133    1126     3023.1     4354.7
  18.150    1127     3026.2     4353.3
  18.167    1128     3029.7     4352.2
  18.184    1129     3032.6     4351.7
  18.201    1130     3035.5     4350.6
  18.218    1131     3037.8     4349.5
  18.234    1132     3041.0     4348.8
  18.252    1133     3044.0     4348.8
  18.268    1134     3046.1     4348.6
  18.285    1135     3049.4     4348.5
  18.302    1136     3052.0     4348.7
  18.321    1137     3054.6     4348.3
  18.337    1138     3057.0     4348.7
  18.354    1139     3060.0     4348.5
  18.371    1140     3062.1     4349.4
  18.387    1141     3063.5     4350.7
  18.404    1142     3066.3     4351.3
  18.421    1143     3068.4     4352.3
  18.438    1144     3070.5     4353.9
  18.455    1145     3072.9     4356.3
  18.472    1146     3075.7     4357.6
  18.489    1147     3078.1     4359.3
  18.507    1148     3079.8     4360.7
  18.523    1149     3082.2     4362.8
  18.541    1150     3084.3     4365.4
  18.557    1151     3086.8     4368.0
  18.574    1152     3089.5     4369.9
  18.590    1153     3092.4     4371.9
  18.607    1154     3094.8     4373.8
  18.624    1155     3097.1     4376.0
  18.641    1156     3099.7     4379.7
  18.658    1157     3102.3     4383.0
  18.675    1158     3105.2     4385.4
  18.693    1159     3107.5     4387.9
  18.710    1160     3110.1     4390.0
  18.726    1161     3112.2     4392.2
  18.743    1162     3114.3     4394.7
  18.762    1163     3116.0     4396.5
  18.778    1164     3118.4     4398.3
  18.795    1165     3121.7     4399.3
  18.812    1166     3124.4     4401.4
  18.829    1167     3126.8     4402.7
  18.845    1168     3129.9     4403.4
  18.864    1169     3133.0     4404.7
  18.882    1170     3135.6     4405.5
  18.898    1171     3138.9     4406.8
  18.915    1172     3141.6     4407.3
  18.932    1173     3144.6     4407.4
  18.949    1174     3147.0     4407.5
  18.965    1175     3150.5     4407.1
  18.982    1176     3152.4     4406.8
  18.999    1177     3155.4     4407.0
  19.016    1178     3158.8     4406.9
  19.033    1179     3161.2     4405.9
  19.050    1180     3165.1     4404.3
  19.067    1181     3168.3     4403.4
  19.084    1182     3172.2     4401.6
  19.100    1183     3176.5     4401.1
  19.117    1184     3180.1     4400.7
  19.134    1185     3184.6     4400.1
  19.151    1186     3189.0     4399.6
  19.168    1187     3192.8     4399.1
  19.185    1188     3197.0     4398.4
  19.202    1189     3200.2     4398.4
  19.219    1190     3203.6     4397.8
  19.235    1191     3206.9     4397.5
  19.252    1192     3210.2     4398.2
  19.269    1193     3213.0     4397.8
  19.286    1194     3214.1     4403.0
  19.303    1195     3213.3     4411.0
  19.320    1196     3214.0     4415.4
  19.337    1197     3215.3     4419.3
  19.354    1198     3216.3     4425.0
  19.372    1199     3219.1     4427.3
  19.387    1200     3221.2     4431.0
  19.405    1201     3222.8     4433.5
  19.421    1202     3225.0     4436.2
  19.438    1203     3226.6     4439.1
  19.456    1204     3229.0     4441.8
  19.472    1205     3230.5     4444.6
  19.489    1206     3233.1     4446.7
  19.506    1207     3234.3     4448.4
  19.522    1208     3236.0     4451.0
  19.539    1209     3237.1     4453.9
  19.556    1210     3239.2     4456.8
  19.573    1211     3240.4     4459.5
  19.590    1212     3241.9     4461.8
  19.607    1213     3243.3     4464.3
  19.624    1214     3245.0     4466.1
  19.642    1215     3246.9     4467.9
  19.658    1216     3249.0     4469.7
  19.675    1217     3250.2     4470.6
  19.692    1218     3252.4     4472.0
  19.710    1219     3255.0     4473.5
  19.726    1220     3257.4     4474.6
  19.744    1221     3260.1     4476.7
  19.760    1222     3262.5     4477.8
  19.777    1223     3264.2     4479.2
  19.793    1224     3266.3     4481.3
  19.810    1225     3268.1     4482.4
  19.827    1226     3269.9     4483.6
  19.844    1227     3270.1     4487.0
  19.860    1228     3272.1     4490.2
  19.877    1229     3271.4     4494.4
  19.894    1230     3271.7     4497.7
  19.911    1231     3272.2     4502.2
  19.928    1232     3272.4     4506.7
  19.944    1233     3274.2     4510.4
  19.961    1234     3275.6     4514.2
  19.978    1235     3277.3     4518.4
  19.995    1236     3279.1     4522.4
  20.012    1237     3280.7     4526.1
  20.029    1238     3282.1     4530.2
  20.046    1239     3283.3     4534.5
  20.063    1240     3285.3     4538.6
  20.079    1241     3287.1     4541.9
  20.096    1242     3288.2     4546.6
  20.113    1243     3289.8     4551.1
  20.130    1244     3291.2     4555.0
  20.147    1245     3292.5     4559.8
  20.164    1246     3294.7     4564.3
  20.181    1247     3296.7     4568.7
  20.200    1248     3298.6     4572.4
  20.215    1249     3300.2     4575.6
  20.231    1250     3301.6     4579.3
  20.248    1251     3304.1     4583.6
  20.265    1252     3306.8     4587.1
  20.282    1253     3308.9     4590.8
  20.299    1254     3312.0     4594.2
  20.316    1255     3314.2     4596.8
  20.333    1256     3316.5     4600.9
  20.350    1257     3319.9     4604.6
  20.366    1258     3322.0     4608.1
  20.383    1259     3324.6     4611.0
  20.400    1260     3327.5     4612.9
  20.417    1261     3330.6     4614.8
  20.434    1262     3333.1     4616.7
  20.451    1263     3335.0     4618.1
  20.468    1264     3337.4     4619.1
  20.485    1265     3340.0     4619.3
  20.502    1266     3342.5     4620.3
  20.518    1267     3344.8     4621.0
  20.535    1268     3347.1     4621.7
  20.552    1269     3349.6     4621.4
  20.571    1270     3351.5     4620.6
  20.587    1271     3353.1     4621.3
  20.604    1272     3355.1     4620.6
  20.621    1273     3357.0     4620.8
  20.637    1274     3359.2     4620.6
  20.654    1275     3361.3     4620.1
  20.671    1276     3363.6     4619.7
  20.688    1277     3366.6     4619.0
  20.705    1278     3369.7     4617.8
  20.722    1279     3372.8     4617.4
  20.739    1280     3376.7     4616.8
  20.756    1281     3380.2     4615.5
  20.772    1282     3384.6     4614.6
  20.789    1283     3388.5     4612.7
  20.806    1284     3392.2     4611.8
  20.823    1285     3395.7     4610.6
  20.840    1286     3398.5     4607.8
  20.860    1287     3401.5     4605.9
  20.877    1288     3404.5     4603.1
  20.893    1289     3407.9     4600.5
  20.910    1290     3411.4     4597.4
  20.927    1291     3415.0     4594.6
  20.944    1292     3419.6     4592.3
  20.961    1293     3424.0     4588.7
  20.978    1294     3427.5     4584.6
  20.995    1295     3431.2     4580.5
  21.012    1296     3436.0     4576.7
  21.028    1297     3440.5     4572.9
  21.045    1298     3444.2     4568.4
  21.062    1299     3448.0     4565.8
  21.079    1300     3449.9     4566.1
  21.096    1301     3454.1     4563.0
  21.115    1302     3457.0     4559.0
  21.131    1303     3460.2     4555.1
  21.148    1304     3463.9     4551.8
  21.164    1305     3467.2     4549.1
  21.181    1306     3469.7     4546.2
  21.198    1307     3473.0     4544.2
  21.215    1308     3476.3     4540.9
  21.232    1309     3478.8     4538.5
  21.251    1310     3482.2     4536.2
  21.267    1311     3484.8     4534.3
  21.284    1312     3487.5     4533.4
  21.300    1313     3490.7     4534.8
  21.317    1314     3494.4     4533.8
  21.334    1315     3497.1     4535.2
  21.351    1316     3499.7     4535.0
  21.368    1317     3503.1     4533.0
  21.385    1318     3506.3     4532.2
  21.402    1319     3508.1     4533.9
  21.419    1320     3510.6     4535.3
  21.435    1321     3512.4     4537.6
  21.452    1322     3513.8     4539.6
  21.468    1323     3515.7     4542.0
  21.485    1324     3516.6     4545.4
  21.502    1325     3518.4     4546.2
  21.519    1326     3520.3     4547.1
  21.536    1327     3522.5     4548.7
  21.553    1328     3525.6     4550.9
  21.573    1329     3527.1     4553.0
  21.589    1330     3528.9     4555.3
  21.606    1331     3531.1     4558.3
  21.623    1332     3534.1     4560.9
  21.640    1333     3536.5     4563.8
  21.658    1334     3539.2     4566.2
  21.674    1335     3542.3     4569.4
  21.691    1336     3544.3     4571.4
  21.707    1337     3546.1     4574.2
  21.724    1338     3548.6     4576.3
  21.741    1339     3550.5     4577.4
  21.758    1340     3552.6     4580.0
  21.775    1341     3554.6     4582.0
  21.791    1342     3556.2     4583.1
  21.809    1343     3557.3     4586.0
  21.825    1344     3558.8     4587.5
  21.841    1345     3560.8     4589.1
  21.857    1346     3562.3     4591.5
  21.875    1347     3563.9     4593.0
  21.891    1348     3565.2     4596.6
  21.909    1349     3567.9     4598.5
  21.925    1350     3569.8     4599.1
  21.943    1351     3572.0     4600.4
  21.959    1352     3574.5     4601.9
  21.977    1353     3576.7     4603.4
  21.992    1354     3579.1     4603.4
  22.009    1355     3582.7     4604.4
  22.026    1356     3585.4     4606.5
  22.043    1357     3587.8     4607.1
  22.061    1358     3590.6     4608.8
  22.077    1359     3592.8     4610.1
  22.094    1360     3596.2     4610.7
  22.112    1361     3599.3     4612.1
  22.128    1362     3601.8     4612.4
  22.144    1363     3604.8     4612.2
  22.161    1364     3607.4     4611.6
  22.178    1365     3610.3     4611.7
  22.195    1366     3613.1     4611.9
  22.213    1367     3614.7     4611.2
  22.229    1368     3617.8     4611.4
  22.246    1369     3620.4     4612.2
  22.263    1370     3622.7     4612.9
  22.280    1371     3625.4     4614.3
  22.297    1372     3627.9     4615.5
  22.314    1373     3631.0     4616.9
  22.331    1374     3633.7     4617.7
  22.348    1375     3636.4     4617.9
  22.365    1376     3639.5     4618.7
  22.382    1377     3642.2     4619.1
  22.399    1378     3645.0     4619.8
  22.415    1379     3648.3     4620.2
  22.431    1380     3651.8     4620.2
  22.448    1381     3654.3     4620.1
  22.466    1382     3657.1     4620.8
  22.483    1383     3659.9     4621.4
  22.499    1384     3662.6     4622.3
  22.517    1385     3665.5     4623.1
  22.533    1386     3668.0     4624.6
  22.549    1387     3671.0     4626.5
  22.566    1388     3673.5     4627.3
  22.584    1389     3675.9     4629.3
  22.601    1390     3678.3     4630.8
  22.617    1391     3680.3     4632.9
  22.634    1392     3682.9     4635.3
  22.651    1393     3685.4     4637.6
  22.669    1394     3688.1     4639.7
  22.684    1395     3690.8     4641.3
  22.701    1396     3693.6     4643.2
  22.718    1397     3697.0     4644.3
  22.735    1398     3700.2     4646.8
  22.752    1399     3704.3     4647.9
  22.769    1400     3707.7     4649.1
  22.786    1401     3711.5     4649.8
  22.803    1402     3714.8     4650.3
  22.821    1403     3718.5     4650.7
  22.837    1404     3722.4     4651.0
  22.854    1405     3726.0     4650.2
  22.871    1406     3728.3     4650.2
  22.888    1407     3730.7     4649.1
  22.905    1408     3733.2     4647.2
  22.922    1409     3735.6     4645.1
  22.939    1410     3739.1     4644.6
  22.956    1411     3741.7     4643.0
  22.972    1412     3744.6     4642.8
  22.989    1413     3748.0     4642.2
  23.008    1414     3751.1     4641.9
  23.024    1415     3754.7     4641.1
  23.041    1416     3757.6     4640.5
  23.058    1417     3760.5     4640.3
  23.074    1418     3763.8     4639.8
  23.091    1419     3766.0     4638.4
  23.108    1420     3768.8     4637.2
  23.125    1421     3771.3     4635.7
  23.142    1422     3774.5     4633.1
  23.160    1423     3776.5     4630.9
  23.176    1424     3779.2     4629.4
  23.193    1425     3780.7     4627.0
  23.211    1426     3782.5     4624.6
  23.226    1427     3783.8     4622.4
  23.243    1428     3784.9     4619.7
  23.260    1429     3787.2     4616.7
  23.277    1430     3789.8     4615.0
  23.294    1431     3792.1     4612.6
  23.311    1432     3794.9     4611.1
  23.327    1433     3797.8     4609.9
  23.345    1434     3800.0     4608.7
  23.361    1435     3802.2     4605.8
  23.378    1436     3805.2     4604.6
  23.395    1437     3808.7     4604.4
  23.412    1438     3811.1     4603.9
  23.429    1439     3813.4     4602.2
  23.446    1440     3815.6     4600.6
  23.464    1441     3818.0     4599.6
  23.481    1442     3821.2     4598.9
  23.497    1443     3824.0     4597.4
  23.514    1444     3826.5     4596.0
  23.531    1445     3829.1     4594.8
  23.548    1446     3831.7     4594.7
  23.565    1447     3834.5     4593.3
  23.582    1448     3836.9     4593.1
  23.599    1449     3839.8     4591.9
  23.616    1450     3842.2     4592.0
  23.632    1451     3844.1     4591.2
  23.648    1452     3846.9     4591.4
  23.666    1453     3848.9     4590.7
  23.682    1454     3851.4     4590.6
  23.700    1455     3853.9     4591.7
  23.716    1456     3856.1     4593.3
  23.733    1457     3858.2     4595.3
  23.750    1458     3860.2     4595.6
  23.767    1459     3861.9     4596.3
  23.783    1460     3864.0     4596.5
  23.802    1461     3866.1     4596.9
  23.818    1462     3868.5     4597.7
  23.835    1463     3871.0     4597.5
  23.852    1464     3872.3     4597.0
  23.869    1465     3874.1     4597.0
  23.888    1466     3875.8     4596.8
  23.904    1467     3877.3     4596.5
  23.921    1468     3878.1     4596.5
  23.938    1469     3879.6     4594.2
  23.955    1470     3881.8     4591.7
  23.972    1471     3883.3     4589.7
  23.987    1472     3884.9     4587.2
  24.004    1473     3887.3     4583.5
  24.021    1474     3889.1     4580.5
  24.038    1475     3889.8     4581.9
  24.054    1476     3892.4     4579.4
  24.071    1477     3895.3     4576.9
  24.088    1478     3897.8     4574.5
  24.105    1479     3898.3     4575.8
  24.124    1480     3899.2     4577.2
  24.145    1481     3900.6     4578.6
  24.164    1482     3901.5     4580.0
  24.188    1483     3902.4     4581.4
  24.210    1484     3903.2     4582.7
  24.227    1485     3903.5     4584.1
  24.248    1486     3904.2     4585.3
  24.267    1487     3905.1     4586.6
  24.286    1488     3905.9     4587.9
  24.304    1489     3906.9     4589.2
  24.321    1490     3911.0     4586.8
  24.336    1491     3914.0     4584.4
  24.355    1492     3916.9     4582.0
  24.371    1493     3920.9     4581.1
  24.389    1494     3926.0     4581.4
  24.405    1495     3929.1     4579.6
  24.422    1496     3933.0     4579.9
  24.439    1497     3937.3     4580.5
  24.458    1498     3942.0     4581.0
  24.475    1499     3945.6     4581.2
