EKF_RT — Standard Extended Kalman Filter (Numba JIT)
  Q=0.01  R=50.0  (hardcoded)
  Anchors: ['0x1001', '0x1002', '0x1003', '0x1004']
  Height : 1400.0 mm

[EKF_RT] Warming up JIT kernels... OK

Đang kết nối /dev/serial/by-id/usb-SEGGER_J-Link_000760192143-if00 @ 921600...
OK. Đang chờ dữ liệu... (Ctrl+C để dừng)

[ROBOT] Đã kết nối STM32 @ /dev/serial/by-id/usb-STMicroelectronics_BLUEPILL_F103C8_CDC_in_FS_Mode_498E169E3634-if00. Điều khiển xe bắt đầu.
 Time(s)   Frame      X(mm)      Y(mm)   dt(ms)
--------------------------------------------------
[EKF] init  x=6749.0  y=1437.4
  15.198     941     4060.7      734.2    0.073
  15.216     942     4058.2      735.0    0.072
  15.233     943     4055.2      736.3    0.083
  15.250     944     4051.7      737.0    0.102
  15.267     945     4048.5      738.3    0.074
  15.283     946     4046.0      739.6    0.071
  15.299     947     4043.0      740.1    0.066
  15.316     948     4040.9      740.8    0.065
  15.333     949     4038.1      742.5    0.071
  15.350     950     4035.3      744.0    0.066
  15.367     951     4033.2      744.5    0.065
  15.385     952     4031.1      745.5    0.112
  15.402     953     4029.7      747.1    0.095
  15.418     954     4027.9      748.1    0.077
  15.435     955     4026.3      749.6    0.074
  15.452     956     4024.7      750.9    0.083
  15.467     957     4023.1      751.9    0.076
  15.485     958     4022.4      753.0    0.067
  15.501     959     4021.7      753.7    0.066
  15.518     960     4020.3      754.6    0.064
  15.535     961     4019.6      756.0    0.065
  15.552     962     4017.9      756.8    0.062
  15.568     963     4016.0      758.0    0.064
  15.587     964     4013.8      759.0    0.074
  15.603     965     4012.6      760.0    0.075
  15.620     966     4010.4      760.5    0.071
  15.637     967     4008.8      761.2    0.073
  15.655     968     4007.6      763.4    0.072
  15.672     969     4005.2      765.5    0.071
  15.688     970     4003.3      766.9    0.109
  15.704     971     4001.0      768.8    0.063
  15.721     972     3998.6      769.8    0.064
  15.740     973     3995.7      772.3    0.065
  15.756     974     3992.5      774.0    0.063
  15.773     975     3989.7      775.8    0.064
  15.790     976     3986.5      778.0    0.075
  15.808     977     3984.1      780.0    0.070
  15.826     978     3981.4      782.4    0.071
  15.843     979     3978.2      783.9    0.092
  15.861     980     3975.1      785.3    0.079
  15.882     981     3972.1      786.6    0.090
  15.898     982     3969.2      788.5    0.086
  15.914     983     3966.0      790.6    0.084
  15.931     984     3963.7      791.8    0.087
  15.948     985     3960.6      792.7    0.084
  15.965     986     3958.2      794.7    0.083
  15.981     987     3956.6      795.8    0.068
  15.998     988     3954.7      796.7    0.064
  16.016     989     3952.9      798.0    0.068
  16.032     990     3951.0      798.8    0.086
  16.051     991     3949.8      800.2    0.070
  16.067     992     3948.0      801.0    0.067
  16.084     993     3946.3      802.3    0.067
  16.102     994     3945.5      803.2    0.063
  16.118     995     3944.3      804.4    0.063
  16.137     996     3943.4      805.1    0.072
  16.155     997     3942.6      805.4    0.065
  16.173     998     3941.7      806.0    0.065
  16.189     999     3941.2      806.9    0.081
  16.207    1000     3939.9      807.3    0.077
  16.226    1001     3939.0      807.5    0.079
  16.241    1002     3938.0      807.6    0.087
  16.257    1003     3937.2      807.5    0.076
  16.274    1004     3935.9      806.1    0.072
  16.294    1005     3934.8      804.8    0.074
  16.310    1006     3933.1      804.2    0.071
  16.327    1007     3931.3      804.1    0.075
  16.344    1008     3929.4      804.1    0.071
  16.362    1009     3927.7      804.4    0.074
  16.381    1010     3924.9      804.1    0.109
  16.397    1011     3921.3      805.2    0.113
  16.415    1012     3915.9      805.5    0.077
  16.431    1013     3910.1      805.7    0.083
  16.448    1014     3904.0      806.9    0.074
  16.467    1015     3898.1      807.2    0.081
  16.483    1016     3893.3      807.8    0.079
  16.500    1017     3887.8      808.1    0.076
  16.518    1018     3882.7      808.3    0.082
  16.534    1019     3877.9      809.2    0.075
  16.551    1020     3872.9      808.2    0.072
  16.568    1021     3867.9      808.8    0.072
  16.587    1022     3862.9      809.1    0.074
  16.605    1023     3858.8      808.6    0.072
  16.621    1024     3854.2      808.5    0.072
  16.638    1025     3849.9      808.9    0.074
  16.654    1026     3846.6      809.0    0.072
  16.671    1027     3842.1      808.2    0.070
  16.688    1028     3838.0      808.9    0.071
  16.708    1029     3833.8      808.7    0.071
  16.725    1030     3830.6      807.3    0.070
  16.743    1031     3827.4      806.0    0.072
  16.760    1032     3824.5      806.2    0.070
  16.776    1033     3822.4      805.7    0.069
  16.793    1034     3820.4      806.9    0.070
  16.810    1035     3816.5      803.4    0.069
  16.830    1036     3812.9      799.8    0.072
  16.847    1037     3808.9      795.6    0.069
  16.864    1038     3804.8      792.2    0.070
  16.881    1039     3798.5      783.7    0.074
  16.897    1040     3792.3      776.8    0.071
  16.914    1041     3786.6      769.7    0.070
  16.931    1042     3780.5      763.5    0.070
  16.953    1043     3775.7      757.7    0.071
  16.971    1044     3770.3      752.0    0.073
  16.987    1045     3766.1      747.9    0.073
  17.004    1046     3762.1      743.9    0.070
  17.021    1047     3759.2      740.3    0.082
  17.038    1048     3756.3      737.2    0.080
  17.055    1049     3753.2      733.6    0.076
  17.072    1050     3751.1      729.1    0.072
  17.089    1051     3748.6      725.8    0.073
  17.106    1052     3746.4      722.6    0.072
  17.122    1053     3744.6      719.2    0.071
  17.139    1054     3741.9      715.7    0.070
  17.156    1055     3740.6      712.8    0.070
  17.173    1056     3738.6      710.1    0.071
  17.192    1057     3736.4      707.0    0.074
  17.208    1058     3735.3      703.7    0.071
  17.226    1059     3734.0      700.6    0.072
  17.242    1060     3732.1      697.0    0.108
  17.259    1061     3730.9      694.6    0.075
  17.276    1062     3728.5      692.3    0.076
  17.293    1063     3727.1      689.7    0.116
  17.312    1064     3725.6      686.1    0.074
  17.330    1065     3723.4      682.9    0.076
  17.346    1066     3723.5      679.3    0.071
  17.363    1067     3722.3      676.4    0.073
  17.379    1068     3721.4      673.0    0.128
  17.398    1069     3721.5      669.9    0.126
  17.414    1070     3720.7      666.9    0.103
  17.431    1071     3720.4      664.2    0.082
  17.448    1072     3720.7      661.6    0.076
  17.464    1073     3720.7      658.8    0.074
  17.481    1074     3720.0      656.8    0.082
  17.498    1075     3719.9      654.7    0.082
  17.514    1076     3718.3      647.1    0.076
  17.531    1077     3717.7      639.5    0.079
  17.548    1078     3717.6      631.9    0.076
  17.567    1079     3718.8      628.4    0.073
  17.584    1080     3719.3      626.6    0.084
  17.601    1081     3720.4      624.1    0.075
  17.618    1082     3717.6      618.4    0.073
  17.636    1083     3715.1      613.4    0.082
  17.651    1084     3710.7      603.2    0.075
  17.668    1085     3707.0      593.2    0.073
  17.687    1086     3702.8      583.3    0.082
  17.708    1087     3699.8      571.9    0.073
  17.725    1088     3694.3      563.9    0.073
  17.741    1089     3691.5      554.9    0.084
  17.758    1090     3687.6      545.5    0.075
  17.775    1091     3686.5      538.4    0.073
  17.792    1092     3682.5      529.7    0.093
  17.811    1093     3677.2      521.8    0.071
  17.828    1094     3675.0      517.5    0.070
  17.845    1095     3670.1      510.4    0.076
  17.862    1096     3667.6      506.5    0.070
  17.878    1097     3662.9      498.5    0.071
  17.895    1098     3660.5      494.8    0.075
  17.911    1099     3658.0      490.4    0.072
  17.928    1100     3653.7      484.5    0.071
  17.947    1101     3649.8      477.8    0.072
  17.966    1102     3645.3      471.3    0.071
  17.982    1103     3641.8      467.5    0.071
  17.999    1104     3638.8      462.9    0.077
  18.015    1105     3635.7      460.4    0.070
  18.032    1106     3633.4      460.3    0.085
  18.049    1107     3632.4      462.2    0.084
  18.065    1108     3631.6      463.0    0.076
  18.082    1109     3630.2      464.1    0.078
  18.100    1110     3626.7      461.7    0.080
  18.118    1111     3623.7      458.9    0.073
  18.135    1112     3623.0      460.8    0.077
  18.151    1113     3620.9      462.7    0.074
  18.170    1114     3619.8      463.9    0.072
  18.188    1115     3619.0      465.8    0.076
  18.205    1116     3617.4      466.9    0.073
  18.225    1117     3615.9      468.2    0.075
  18.243    1118     3614.6      470.0    0.088
  18.259    1119     3613.0      473.3    0.073
  18.275    1120     3611.6      475.6    0.073
  18.294    1121     3610.0      477.5    0.080
  18.310    1122     3604.3      471.2    0.073
  18.327    1123     3602.5      472.6    0.072
  18.344    1124     3600.4      475.0    0.076
  18.360    1125     3598.8      476.4    0.071
  18.378    1126     3598.4      478.8    0.072
  18.394    1127     3596.5      479.8    0.079
  18.412    1128     3594.8      480.6    0.075
  18.433    1129     3593.7      481.5    0.072
  18.449    1130     3590.2      479.3    0.074
  18.470    1131     3586.6      477.3    0.071
  18.486    1132     3584.1      475.3    0.077
  18.503    1133     3584.0      479.3    0.072
  18.520    1134     3578.2      471.3    0.079
  18.537    1135     3577.6      474.9    0.075
  18.557    1136     3576.7      477.7    0.074
  18.575    1137     3576.4      480.8    0.107
  18.593    1138     3576.3      484.7    0.074
  18.611    1139     3575.3      487.5    0.071
  18.627    1140     3570.2      479.5    0.070
  18.647    1141     3564.9      471.7    0.071
  18.667    1142     3559.5      464.5    0.073
  18.685    1143     3554.0      457.1    0.071
  18.706    1144     3548.0      449.7    0.073
  18.726    1145     3542.2      442.2    0.070
  18.744    1146     3536.0      435.0    0.072
  18.760    1147     3535.0      438.6    0.069
  18.777    1148     3533.9      442.0    0.070
  18.795    1149     3533.4      445.0    0.073
  18.811    1150     3532.4      448.0    0.071
  18.830    1151     3532.4      450.1    0.072
  18.846    1152     3530.8      453.7    0.074
  18.865    1153     3529.5      457.2    0.070
  18.881    1154     3527.5      459.9    0.071
  18.898    1155     3525.7      462.4    0.075
  18.916    1156     3524.4      464.5    0.070
  18.934    1157     3522.9      466.9    0.069
  18.952    1158     3520.9      468.3    0.072
  18.968    1159     3519.5      468.8    0.069
  18.985    1160     3517.9      470.6    0.074
  19.002    1161     3515.8      471.3    0.073
  19.018    1162     3514.7      471.9    0.071
  19.037    1163     3514.4      474.2    0.083
  19.053    1164     3512.6      475.7    0.074
  19.069    1165     3510.8      478.5    0.072
  19.088    1166     3509.0      480.3    0.077
  19.104    1167     3506.4      483.4    0.074
  19.121    1168     3503.8      485.8    0.072
  19.139    1169     3501.9      488.8    0.074
  19.156    1170     3500.7      491.8    0.074
  19.179    1171     3499.5      494.8    0.072
  19.195    1172     3498.9      497.8    0.073
  19.212    1173     3497.7      499.5    0.071
  19.230    1174     3495.5      501.4    0.079
  19.247    1175     3494.3      505.7    0.073
  19.263    1176     3493.3      509.2    0.074
  19.280    1177     3491.9      512.8    0.071
  19.297    1178     3490.7      516.0    0.074
  19.314    1179     3489.2      518.9    0.071
  19.331    1180     3487.2      522.6    0.071
  19.351    1181     3485.6      525.7    0.073
  19.369    1182     3484.1      528.4    0.109
  19.389    1183     3483.2      530.2    0.120
  19.407    1184     3481.3      532.8    0.080
  19.424    1185     3479.5      536.1    0.080
  19.444    1186     3476.5      539.2    0.083
  19.462    1187     3474.6      542.6    0.075
  19.478    1188     3473.1      546.1    0.073
  19.497    1189     3470.6      548.8    0.086
  19.515    1190     3469.0      552.9    0.073
  19.531    1191     3467.9      556.7    0.071
  19.549    1192     3466.4      560.4    0.074
  19.567    1193     3464.5      563.6    0.073
  19.583    1194     3462.7      566.9    0.073
  19.600    1195     3461.3      570.4    0.078
  19.617    1196     3460.0      573.4    0.076
  19.634    1197     3459.0      577.2    0.074
  19.654    1198     3458.7      581.1    0.074
  19.671    1199     3458.5      585.0    0.071
  19.687    1200     3457.3      588.6    0.071
  19.704    1201     3457.1      593.1    0.076
  19.721    1202     3456.4      597.1    0.070
  19.740    1203     3455.7      601.5    0.077
  19.756    1204     3455.5      605.1    0.070
  19.773    1205     3455.1      609.7    0.071
  19.790    1206     3453.0      609.8    0.074
  19.806    1207     3452.7      614.2    0.073
  19.823    1208     3453.2      618.3    0.072
  19.842    1209     3451.0      618.5    0.075
  19.858    1210     3448.6      618.9    0.073
  19.875    1211     3449.1      624.0    0.071
  19.892    1212     3449.7      628.6    0.076
  19.910    1213     3450.5      633.3    0.071
  19.927    1214     3450.7      638.0    0.071
  19.943    1215     3449.1      638.5    0.071
  19.960    1216     3447.8      638.5    0.112
  19.977    1217     3446.4      639.3    0.071
  19.994    1218     3442.8      636.4    0.072
  20.011    1219     3439.9      633.0    0.071
  20.028    1220     3436.1      629.9    0.089
  20.045    1221     3432.7      627.9    0.077
  20.062    1222     3429.6      625.7    0.074
  20.082    1223     3426.4      623.2    0.073
  20.099    1224     3423.5      622.0    0.087
  20.116    1225     3419.3      619.9    0.076
  20.132    1226     3415.7      618.1    0.077
  20.152    1227     3411.8      616.6    0.077
  20.168    1228     3408.2      615.4    0.074
  20.187    1229     3404.4      614.5    0.075
  20.202    1230     3400.9      613.0    0.076
  20.219    1231     3397.9      612.1    0.067
  20.239    1232     3395.3      611.9    0.075
  20.256    1233     3392.7      612.1    0.070
  20.273    1234     3390.8      611.3    0.068
  20.291    1235     3389.3      610.4    0.074
  20.309    1236     3387.0      609.4    0.077
  20.326    1237     3384.9      608.5    0.074
  20.344    1238     3382.9      607.6    0.079
  20.360    1239     3381.1      607.6    0.073
  20.377    1240     3379.3      607.6    0.074
  20.397    1241     3378.3      607.7    0.075
  20.417    1242     3376.5      607.9    0.074
  20.434    1243     3374.8      607.8    0.074
  20.451    1244     3373.4      605.9    0.080
  20.467    1245     3371.8      604.4    0.082
  20.483    1246     3370.6      602.2    0.085
  20.500    1247     3369.5      600.3    0.081
  20.516    1248     3368.4      599.2    0.076
  20.536    1249     3366.8      597.0    0.073
  20.556    1250     3365.0      594.9    0.072
  20.573    1251     3362.9      592.1    0.073
  20.591    1252     3360.0      589.3    0.076
  20.607    1253     3356.9      585.6    0.077
  20.628    1254     3353.9      582.4    0.073
  20.644    1255     3352.0      580.4    0.073
  20.661    1256     3350.1      576.6    0.072
  20.679    1257     3347.7      572.9    0.071
  20.697    1258     3346.0      571.5    0.075
  20.713    1259     3342.6      566.7    0.072
  20.730    1260     3340.3      563.4    0.070
  20.747    1261     3335.5      554.8    0.073
  20.764    1262     3333.9      555.3    0.071
  20.781    1263     3332.9      552.6    0.072
  20.798    1264     3334.1      556.8    0.075
  20.815    1265     3333.4      556.8    0.072
  20.833    1266     3333.2      559.9    0.070
  20.849    1267     3333.5      562.9    0.072
  20.866    1268     3333.7      565.2    0.071
  20.883    1269     3334.0      567.9    0.071
  20.900    1270     3335.2      571.1    0.075
  20.919    1271     3335.6      572.9    0.071
  20.936    1272     3333.5      573.8    0.071
  20.954    1273     3331.4      575.4    0.074
  20.970    1274     3332.1      578.0    0.070
  20.987    1275     3326.8      578.1    0.070
  21.004    1276     3327.3      580.1    0.076
  21.021    1277     3327.7      581.3    0.071
  21.038    1278     3327.3      583.3    0.087
  21.054    1279     3327.2      584.9    0.077
  21.071    1280     3326.8      586.0    0.072
  21.091    1281     3324.6      587.4    0.072
  21.107    1282     3324.1      589.0    0.073
  21.124    1283     3323.8      591.9    0.071
  21.141    1284     3323.5      594.3    0.070
  21.160    1285     3322.6      596.5    0.075
  21.176    1286     3318.7      596.8    0.073
  21.194    1287     3317.0      599.3    0.075
  21.210    1288     3314.5      601.4    0.072
  21.227    1289     3311.1      603.1    0.075
  21.246    1290     3309.7      605.1    0.085
  21.264    1291     3308.9      607.0    0.142
  21.283    1292     3307.6      609.9    0.080
  21.304    1293     3304.8      612.9    0.113
  21.321    1294     3302.9      615.5    0.104
  21.339    1295     3300.5      617.9    0.098
  21.354    1296     3298.2      619.6    0.074
  21.371    1297     3293.3      621.6    0.068
  21.388    1298     3290.8      623.8    0.073
  21.405    1299     3289.0      625.5    0.072
  21.426    1300     3285.7      627.0    0.091
  21.442    1301     3281.9      628.2    0.075
  21.462    1302     3279.4      629.7    0.079
  21.479    1303     3276.4      632.0    0.076
  21.497    1304     3273.1      634.0    0.432
  21.513    1305     3270.1      635.3    0.139
  21.530    1306     3266.2      635.5    0.088
  21.547    1307     3262.5      635.7    0.079
  21.565    1308     3258.9      635.9    0.074
  21.581    1309     3254.4      636.1    0.073
  21.597    1310     3250.2      635.9    0.076
  21.614    1311     3246.1      635.5    0.074
  21.631    1312     3243.3      634.2    0.076
  21.648    1313     3241.2      629.4    0.074
  21.664    1314     3239.6      625.4    0.071
  21.683    1315     3238.7      621.9    0.072
  21.699    1316     3234.9      621.1    0.073
  21.716    1317     3228.9      624.0    0.072
  21.735    1318     3223.0      626.4    0.072
  21.751    1319     3216.9      627.8    0.074
  21.768    1320     3210.2      629.3    0.070
  21.784    1321     3205.3      625.8    0.072
  21.803    1322     3198.0      626.2    0.075
  21.821    1323     3191.9      627.1    0.076
  21.837    1324     3184.9      626.8    0.075
  21.854    1325     3178.3      625.9    0.078
  21.872    1326     3174.4      625.6    0.072
  21.890    1327     3169.5      624.9    0.075
  21.906    1328     3166.0      624.8    0.074
  21.923    1329     3163.2      624.9    0.073
  21.940    1330     3160.2      623.5    0.071
  21.959    1331     3156.6      622.3    0.074
  21.974    1332     3153.4      621.1    0.071
  21.992    1333     3149.1      619.7    0.071
  22.009    1334     3144.7      618.2    0.071
  22.025    1335     3141.2      615.6    0.088
  22.042    1336     3136.8      613.1    0.079
  22.059    1337     3133.2      611.0    0.077
  22.076    1338     3129.0      609.3    0.071
  22.096    1339     3125.2      607.7    0.073
  22.114    1340     3122.4      607.5    0.071
  22.131    1341     3118.9      606.8    0.071
  22.151    1342     3115.8      607.5    0.080
  22.167    1343     3112.9      607.2    0.074
  22.184    1344     3111.2      607.8    0.084
  22.201    1345     3108.3      608.0    0.087
  22.218    1346     3106.1      607.9    0.076
  22.235    1347     3103.6      607.5    0.115
  22.250    1348     3101.8      608.5    0.081
  22.269    1349     3100.8      608.6    0.069
  22.285    1350     3100.3      604.8    0.065
  22.301    1351     3100.4      599.0    0.066
  22.318    1352     3100.5      594.4    0.064
  22.335    1353     3100.4      589.6    0.067
  22.353    1354     3100.5      584.9    0.114
  22.370    1355     3099.6      581.6    0.114
  22.386    1356     3097.9      577.7    0.124
  22.405    1357     3096.7      574.5    0.082
  22.421    1358     3095.1      572.7    0.077
  22.438    1359     3089.5      576.0    0.099
  22.454    1360     3086.0      575.8    0.082
  22.473    1361     3083.4      575.6    0.066
  22.489    1362     3082.4      572.2    0.064
  22.506    1363     3082.5      569.7    0.077
  22.524    1364     3081.8      567.6    0.067
  22.542    1365     3081.6      565.3    0.067
  22.559    1366     3080.2      563.9    0.083
  22.579    1367     3078.7      562.5    0.073
  22.596    1368     3077.3      561.6    0.074
  22.613    1369     3074.4      562.4    0.073
  22.629    1370     3072.0      563.0    0.072
  22.646    1371     3068.5      564.5    0.074
  22.665    1372     3064.7      565.5    0.075
  22.683    1373     3060.1      566.5    0.071
  22.700    1374     3057.9      568.0    0.078
  22.717    1375     3053.6      569.2    0.073
  22.734    1376     3050.4      570.0    0.080
  22.750    1377     3047.7      571.0    0.082
  22.767    1378     3043.9      572.0    0.075
  22.784    1379     3040.7      572.7    0.072
  22.808    1380     3037.6      573.3    0.073
  22.824    1381     3034.5      574.6    0.070
  22.840    1382     3031.4      575.9    0.072
  22.857    1383     3028.1      576.1    0.114
  22.874    1384     3024.9      577.1    0.072
  22.891    1385     3021.4      577.8    0.071
  22.907    1386     3018.4      577.5    0.072
  22.926    1387     3015.6      577.8    0.070
  22.942    1388     3014.8      578.5    0.070
  22.959    1389     3013.6      579.1    0.073
  22.975    1390     3012.8      580.2    0.077
  22.992    1391     3012.1      580.9    0.072
  23.011    1392     3011.4      582.0    0.075
  23.027    1393     3010.5      583.3    0.089
  23.046    1394     3010.6      584.6    0.080
  23.062    1395     3010.8      585.4    0.077
  23.079    1396     3011.4      587.7    0.072
  23.098    1397     3012.0      590.1    0.076
  23.116    1398     3010.5      592.1    0.074
  23.135    1399     3009.8      594.2    0.071
  23.152    1400     3007.7      596.9    0.074
  23.169    1401     3005.6      599.7    0.074
  23.186    1402     3003.1      601.8    0.072
  23.202    1403     3001.1      603.0    0.078
  23.219    1404     2998.9      604.7    0.071
  23.236    1405     2996.2      606.6    0.089
  23.253    1406     2994.3      608.5    0.078
  23.270    1407     2991.8      609.9    0.074
  23.288    1408     2988.9      611.7    0.071
  23.305    1409     2985.9      614.4    0.072
  23.322    1410     2982.5      616.4    0.071
  23.338    1411     2978.9      618.0    0.070
  23.355    1412     2975.7      619.8    0.073
  23.372    1413     2973.0      621.9    0.075
  23.389    1414     2970.6      624.3    0.133
  23.408    1415     2967.2      626.1    0.084
  23.424    1416     2964.0      628.8    0.080
  23.441    1417     2961.1      630.5    0.079
  23.458    1418     2958.6      633.1    0.078
  23.474    1419     2955.8      634.5    0.071
  23.491    1420     2953.9      637.0    0.071
  23.508    1421     2953.0      637.2    0.088
  23.528    1422     2952.6      637.5    0.083
  23.548    1423     2952.1      637.6    0.076
  23.566    1424     2952.5      637.6    0.077
  23.583    1425     2952.6      637.6    0.073
  23.602    1426     2952.8      636.2    0.074
  23.618    1427     2952.0      636.7    0.075
  23.638    1428     2950.9      637.1    0.072
  23.658    1429     2949.1      639.0    0.075
  23.677    1430     2949.1      641.5    0.071
  23.693    1431     2948.2      644.3    0.076
  23.710    1432     2946.9      647.3    0.073
  23.727    1433     2942.4      649.2    0.069
  23.744    1434     2938.5      651.4    0.071
  23.763    1435     2931.1      652.6    0.072
  23.780    1436     2923.2      653.5    0.072
  23.797    1437     2914.8      653.9    0.071
  23.814    1438     2906.8      655.0    0.074
  23.831    1439     2900.2      656.9    0.071
  23.848    1440     2892.5      657.6    0.071
  23.866    1441     2884.8      658.6    0.071
  23.884    1442     2877.4      659.9    0.070
  23.900    1443     2871.5      660.2    0.073
  23.917    1444     2865.4      661.8    0.117
  23.934    1445     2859.2      663.3    0.077
  23.951    1446     2853.7      664.3    0.084
  23.968    1447     2848.0      664.9    0.073
  23.985    1448     2842.1      666.2    0.070
  24.003    1449     2839.5      662.1    0.074
  24.019    1450     2834.1      663.8    0.072
  24.036    1451     2828.5      665.2    0.084
  24.053    1452     2826.1      661.6    0.079
  24.070    1453     2822.4      657.0    0.076
  24.088    1454     2819.0      653.0    0.073
  24.105    1455     2813.7      653.5    0.072
  24.121    1456     2811.7      649.3    0.073
  24.138    1457     2806.7      648.1    0.070
  24.155    1458     2801.1      647.8    0.072
  24.174    1459     2795.5      648.0    0.071
  24.190    1460     2788.9      648.3    0.071
  24.207    1461     2782.7      647.8    0.072
  24.224    1462     2776.8      646.6    0.075
  24.241    1463     2770.8      644.0    0.083
  24.257    1464     2765.1      642.0    0.075
  24.276    1465     2760.5      639.4    0.100
  24.294    1466     2756.1      636.8    0.071
  24.312    1467     2752.6      635.5    0.070
  24.328    1468     2750.1      635.4    0.070
  24.345    1469     2748.9      634.8    0.072
  24.362    1470     2747.3      634.0    0.072
  24.378    1471     2746.3      633.5    0.070
  24.397    1472     2745.0      633.1    0.072
  24.413    1473     2744.3      632.4    0.071
  24.430    1474     2743.3      631.6    0.071
  24.447    1475     2742.3      631.0    0.069
  24.464    1476     2741.7      630.8    0.080
  24.481    1477     2740.7      629.5    0.073
  24.498    1478     2740.1      629.5    0.071
  24.514    1479     2738.0      630.0    0.071
  24.533    1480     2736.2      629.4    0.069
  24.549    1481     2733.9      629.5    0.071
  24.566    1482     2732.1      628.7    0.074
  24.583    1483     2730.7      627.7    0.069
  24.600    1484     2728.9      626.8    0.070
  24.617    1485     2726.8      626.4    0.070
  24.635    1486     2725.2      626.7    0.069
  24.651    1487     2722.2      626.8    0.072
  24.668    1488     2717.7      627.7    0.071
  24.685    1489     2713.7      628.4    0.069
  24.702    1490     2706.9      630.4    0.075
  24.719    1491     2699.5      631.8    0.071
  24.736    1492     2693.3      631.6    0.101
  24.754    1493     2686.9      632.9    0.073
  24.772    1494     2680.1      634.7    0.103
  24.788    1495     2673.9      636.1    0.077
  24.805    1496     2668.6      636.7    0.078
  24.822    1497     2663.0      637.0    0.073
  24.839    1498     2657.2      637.6    0.071
  24.857    1499     2651.8      637.7    0.073
  24.874    1500     2646.5      638.1    0.071
  24.890    1501     2641.7      638.4    0.071
  24.907    1502     2635.3      637.9    0.071
  24.926    1503     2630.0      637.9    0.071
  24.944    1504     2624.4      637.1    0.069
  24.960    1505     2618.8      635.9    0.073
  24.978    1506     2612.8      636.1    0.071
  24.995    1507     2605.9      635.9    0.069
  25.013    1508     2599.6      634.7    0.070
  25.029    1509     2593.5      635.1    0.100
  25.048    1510     2587.4      634.9    0.080
  25.064    1511     2581.8      635.9    0.077
  25.081    1512     2576.5      636.5    0.072
  25.098    1513     2572.1      637.8    0.114
  25.114    1514     2567.7      638.7    0.086
  25.132    1515     2563.7      639.9    0.073
  25.148    1516     2561.3      641.7    0.073
  25.164    1517     2559.2      642.3    0.070
  25.181    1518     2557.3      642.5    0.063
  25.198    1519     2554.7      643.8    0.064
  25.215    1520     2552.9      644.6    0.103
  25.233    1521     2550.2      645.0    0.074
  25.250    1522     2549.6      645.3    0.071
  25.269    1523     2545.9      645.4    0.078
  25.289    1524     2544.7      646.0    0.106
  25.308    1525     2543.6      646.5    0.074
  25.326    1526     2543.4      647.4    0.071
  25.342    1527     2545.2      647.7    0.071
  25.359    1528     2542.9      648.9    0.112
  25.378    1529     2541.4      648.0    0.084
  25.394    1530     2539.9      647.0    0.115
  25.411    1531     2538.9      645.5    0.091
  25.428    1532     2541.2      645.4    0.078
  25.446    1533     2543.8      646.2    0.073
  25.462    1534     2541.9      643.9    0.071
  25.478    1535     2544.1      644.1    0.072
  25.495    1536     2541.5      643.9    0.065
  25.512    1537     2543.3      644.1    0.068
  25.529    1538     2541.6      643.6    0.066
  25.546    1539     2543.5      644.3    0.064
  25.564    1540     2545.5      645.4    0.076
  25.581    1541     2544.6      645.3    0.102
  25.598    1542     2546.0      646.5    0.088
  25.614    1543     2547.4      648.7    0.093
  25.631    1544     2549.6      651.1    0.078
  25.652    1545     2551.6      652.9    0.073
  25.668    1546     2553.6      655.5    0.077
  25.685    1547     2555.5      659.2    0.072
  25.702    1548     2557.6      661.7    0.073
  25.719    1549     2563.2      660.1    0.079
  25.737    1550     2568.4      658.1    0.073
  25.755    1551     2573.0      656.3    0.081
  25.773    1552     2577.7      654.9    0.084
  25.789    1553     2582.5      653.4    0.075
  25.806    1554     2587.3      651.3    0.082
  25.823    1555     2591.5      648.6    0.083
  25.840    1556     2594.2      650.4    0.073
  25.856    1557     2597.6      651.8    0.082
  25.873    1558     2601.3      653.0    0.072
  25.893    1559     2604.5      654.1    0.081
  25.908    1560     2607.5      653.2    0.083
  25.925    1561     2610.7      653.0    0.071
  25.942    1562     2613.3      652.7    0.073
  25.959    1563     2616.5      652.6    0.078
  25.977    1564     2619.5      652.5    0.073
  25.993    1565     2622.4      652.9    0.073
  26.010    1566     2625.5      652.4    0.077
  26.026    1567     2628.4      652.3    0.072
  26.043    1568     2631.3      650.9    0.088
  26.060    1569     2633.6      649.6    0.084
  26.077    1570     2635.8      648.5    0.074
  26.094    1571     2637.6      648.1    0.074
  26.111    1572     2640.2      646.4    0.077
  26.129    1573     2642.5      645.8    0.071
  26.145    1574     2645.1      644.5    0.070
  26.164    1575     2647.7      644.1    0.075
  26.180    1576     2650.2      642.6    0.071
  26.197    1577     2652.6      641.8    0.071
  26.215    1578     2655.3      641.3    0.073
  26.231    1579     2657.1      641.4    0.079
  26.248    1580     2659.0      641.9    0.097
  26.264    1581     2661.0      642.8    0.077
  26.281    1582     2663.5      642.3    0.076
  26.298    1583     2665.7      642.1    0.072
  26.315    1584     2669.0      643.2    0.070
  26.332    1585     2672.0      643.9    0.070
  26.349    1586     2674.3      644.5    0.069
  26.366    1587     2676.4      645.2    0.077
  26.383    1588     2678.5      645.8    0.073
  26.399    1589     2677.0      647.5    0.070
  26.416    1590     2671.9      647.5    0.075
  26.433    1591     2672.0      650.0    0.073
  26.452    1592     2666.9      650.8    0.072
