PC-EKF V4 — UWB Realtime (Numba JIT, Gaussian Pairwise Scoring)
  Q=0.01  R_base=50.0  R_scale=10.0
  Anchors: ['0x1001', '0x1002', '0x1003', '0x1004']
  Height : 1400.0 mm

[PC-EKF] Warming up JIT kernels... OK
Đang kết nối /dev/serial/by-id/usb-SEGGER_J-Link_000760192143-if00 @ 921600...
OK. Đang chờ dữ liệu... (Ctrl+C để dừng)

[ROBOT] Đã kết nối STM32 @ /dev/serial/by-id/usb-STMicroelectronics_BLUEPILL_F103C8_CDC_in_FS_Mode_498E169E3634-if00. Điều khiển xe bắt đầu.
 Time(s)   Frame      X(mm)      Y(mm)      S0      S1      S2      S3   dt(ms)
------------------------------------------------------------------------------
[EKF] init  x=6263.9  y=780.7
   0.000       1     6167.6      805.3   0.951   0.947   0.958   0.859    0.104
   0.003       2     6170.1      797.0   0.007   0.007   0.000   0.000    0.080
   0.006       3     6199.2      801.9   0.000   0.000   0.000   0.000    0.065
   0.008       4     6191.7      797.2   0.000   0.023   0.023   0.000    0.062
   0.011       5     6183.8      794.1   0.051   0.054   0.003   0.000    0.053
   0.013       6     6179.9      786.7   0.133   0.000   0.133   0.000    0.056
   0.016       7     6194.1      790.9   0.000   0.000   0.000   0.000    0.056
   0.018       8     6184.1      789.6   0.129   0.234   0.327   0.000    0.052
   0.021       9     6175.1      788.2   0.308   0.097   0.358   0.000    0.053
   0.023      10     6167.5      784.2   0.292   0.285   0.010   0.000    0.051
   0.026      11     6159.5      781.7   0.474   0.421   0.257   0.000    0.054
   0.028      12     6153.9      779.3   0.332   0.332   0.000   0.000    0.052
   0.031      13     6150.8      776.2   0.091   0.091   0.000   0.000    0.052
   0.033      14     6147.9      773.8   0.121   0.121   0.000   0.000    0.054
   0.036      15     6151.9      774.8   0.000   0.000   0.000   0.000    0.054
   0.038      16     6155.5      775.3   0.000   0.000   0.000   0.000    0.053
   0.041      17     6166.8      779.3   0.000   0.000   0.000   0.000    0.053
   0.043      18     6176.9      782.7   0.000   0.000   0.000   0.000    0.052
   0.046      19     6174.4      783.3   0.000   0.000   0.000   0.000    0.052
   0.048      20     6172.5      781.8   0.147   0.147   0.000   0.000    0.057
   0.051      21     6170.1      780.9   0.000   0.000   0.000   0.000    0.052
   0.053      22     6176.9      781.7   0.000   0.092   0.092   0.000    0.079
   0.056      23     6177.0      782.0   0.000   0.005   0.005   0.000    0.056
   0.058      24     6172.8      779.4   0.000   0.001   0.001   0.000    0.054
   0.061      25     6177.5      781.1   0.000   0.001   0.001   0.000    0.054
   0.063      26     6174.9      781.2   0.000   0.323   0.323   0.000    0.052
   0.066      27     6171.8      778.9   0.017   0.000   0.017   0.000    0.052
   0.068      28     6170.0      777.1   0.051   0.049   0.002   0.000    0.053
   0.071      29     6167.9      775.7   0.333   0.333   0.001   0.000    0.052
   0.073      30     6166.7      775.2   0.223   0.223   0.000   0.000    0.054
   0.075      31     6165.2      773.1   0.000   0.027   0.027   0.000    0.068
   0.078      32     6164.5      773.2   0.000   0.000   0.000   0.000    0.053
   0.080      33     6163.0      771.8   0.005   0.102   0.097   0.000    0.052
   0.083      34     6161.3      769.9   0.002   0.000   0.002   0.000    0.051
   0.085      35     6158.9      769.5   0.018   0.263   0.277   0.000    0.052
   0.088      36     6157.4      769.2   0.000   0.000   0.000   0.000    0.051
   0.090      37     6156.6      768.0   0.000   0.302   0.302   0.000    0.050
   0.093      38     6155.6      767.5   0.000   0.276   0.276   0.000    0.052
   0.095      39     6155.0      767.7   0.000   0.000   0.000   0.000    0.052
   0.098      40     6153.8      767.2   0.000   0.000   0.000   0.000    0.056
   0.100      41     6153.6      767.1   0.000   0.000   0.000   0.000    0.053
   0.103      42     6157.6      768.8   0.000   0.000   0.000   0.000    0.051
   0.105      43     6156.9      768.4   0.000   0.000   0.000   0.000    0.058
   0.108      44     6155.2      767.4   0.194   0.041   0.155   0.000    0.054
   0.110      45     6154.7      766.7   0.000   0.000   0.000   0.000    0.051
   0.113      46     6153.6      766.3   0.000   0.008   0.008   0.000    0.052
   0.115      47     6157.9      767.9   0.000   0.000   0.000   0.000    0.051
   0.117      48     6161.8      769.0   0.000   0.121   0.121   0.000    0.054
   0.120      49     6161.1      768.5   0.000   0.190   0.190   0.000    0.053
   0.122      50     6160.1      767.9   0.002   0.002   0.000   0.000    0.051
   0.125      51     6163.2      769.2   0.000   0.000   0.000   0.000    0.054
   0.127      52     6167.2      770.6   0.000   0.000   0.000   0.000    0.052
   0.130      53     6166.0      771.0   0.000   0.000   0.000   0.000    0.052
   0.132      54     6162.2      771.9   0.620   0.553   0.587   0.000    0.052
   0.135      55     6161.0      771.2   0.033   0.245   0.218   0.000    0.050
   0.137      56     6159.8      770.5   0.026   0.065   0.039   0.000    0.051
   0.140      57     6160.0      769.3   0.123   0.123   0.000   0.000    0.053
   0.142      58     6159.0      769.1   0.020   0.020   0.000   0.000    0.050
   0.145      59     6158.9      768.7   0.000   0.000   0.000   0.000    0.052
   0.147      60     6158.9      768.4   0.000   0.000   0.000   0.000    0.057
   0.150      61     6158.7      768.6   0.000   0.000   0.000   0.000    0.059
   0.152      62     6161.5      769.8   0.000   0.000   0.000   0.000    0.055
   0.155      63     6163.4      770.8   0.000   0.000   0.000   0.000    0.060
   0.157      64     6162.2      770.5   0.026   0.027   0.000   0.000    0.055
   0.162      65     6164.2      771.2   0.000   0.004   0.004   0.000    0.054
   0.173      66     6166.3      772.9   0.000   0.000   0.000   0.000    0.060
   0.189      67     6169.4      773.9   0.000   0.000   0.000   0.000    0.058
   0.206      68     6168.0      773.4   0.000   0.000   0.000   0.000    0.061
   0.223      69     6167.3      772.6   0.329   0.329   0.000   0.000    0.060
   0.240      70     6166.3      772.0   0.101   0.101   0.000   0.000    0.060
   0.257      71     6173.2      770.2   0.000   0.000   0.000   0.000    0.122
   0.274      72     6172.6      769.3   0.000   0.003   0.003   0.000    0.063
   0.291      73     6177.7      771.8   0.000   0.000   0.000   0.000    0.060
   0.309      74     6176.0      771.6   0.001   0.001   0.000   0.000    0.099
   0.325      75     6174.2      770.9   0.032   0.000   0.032   0.000    0.070
   0.342      76     6172.1      770.3   0.304   0.000   0.304   0.000    0.063
   0.359      77     6174.1      771.4   0.000   0.000   0.000   0.000    0.066
   0.377      78     6172.9      771.2   0.084   0.084   0.000   0.000    0.063
   0.395      79     6171.5      771.6   0.324   0.324   0.000   0.000    0.070
   0.414      80     6170.1      771.2   0.325   0.325   0.000   0.000    0.066
   0.431      81     6168.8      772.0   0.322   0.322   0.000   0.000    0.062
   0.450      82     6167.5      771.9   0.324   0.324   0.000   0.000    0.073
   0.466      83     6166.5      772.1   0.000   0.000   0.000   0.000    0.063
   0.483      84     6168.4      773.6   0.000   0.000   0.000   0.000    0.061
   0.500      85     6170.4      775.3   0.000   0.000   0.000   0.000    0.062
   0.517      86     6170.2      775.5   0.000   0.000   0.000   0.000    0.061
   0.534      87     6169.3      775.2   0.000   0.000   0.000   0.000    0.061
   0.552      88     6168.9      774.8   0.000   0.000   0.000   0.000    0.060
   0.568      89     6170.5      775.4   0.000   0.000   0.000   0.000    0.060
   0.587      90     6169.8      775.6   0.000   0.000   0.000   0.000    0.056
   0.605      91     6169.3      776.2   0.000   0.000   0.000   0.000    0.059
   0.621      92     6168.7      777.0   0.006   0.006   0.000   0.000    0.058
   0.639      93     6167.6      776.9   0.000   0.000   0.000   0.000    0.059
   0.655      94     6167.4      777.4   0.006   0.006   0.000   0.000    0.075
   0.672      95     6166.8      777.6   0.332   0.332   0.000   0.000    0.061
   0.689      96     6166.0      777.5   0.000   0.000   0.000   0.000    0.061
   0.706      97     6164.4      776.8   0.000   0.098   0.098   0.000    0.073
   0.723      98     6163.0      776.8   0.000   0.055   0.055   0.000    0.071
   0.743      99     6161.4      775.6   0.000   0.000   0.000   0.000    0.064
   0.760     100     6160.6      775.4   0.000   0.000   0.000   0.000    0.067
   0.778     101     6159.7      775.0   0.003   0.000   0.002   0.000    0.062
   0.794     102     6158.6      774.1   0.002   0.000   0.002   0.000    0.061
   0.811     103     6158.0      774.7   0.036   0.036   0.000   0.000    0.062
   0.828     104     6156.8      774.7   0.000   0.001   0.001   0.000    0.061
   0.845     105     6156.1      774.6   0.000   0.000   0.000   0.000    0.058
   0.863     106     6154.5      773.9   0.332   0.338   0.020   0.000    0.059
   0.883     107     6153.1      773.4   0.281   0.278   0.004   0.000    0.058
   0.899     108     6152.8      772.8   0.000   0.007   0.007   0.000    0.058
   0.916     109     6151.6      772.8   0.000   0.000   0.000   0.000    0.059
   0.935     110     6150.7      773.0   0.025   0.025   0.000   0.000    0.058
   0.950     111     6149.8      773.2   0.000   0.000   0.000   0.000    0.058
   0.969     112     6148.3      772.5   0.450   0.387   0.219   0.000    0.058
   0.985     113     6148.0      772.6   0.000   0.000   0.000   0.000    0.058
   1.002     114     6147.4      772.7   0.002   0.002   0.000   0.000    0.059
   1.018     115     6146.6      772.5   0.000   0.023   0.023   0.000    0.059
   1.035     116     6146.1      772.5   0.000   0.000   0.000   0.000    0.056
   1.053     117     6145.4      772.1   0.000   0.002   0.002   0.000    0.059
   1.072     118     6144.9      772.0   0.000   0.000   0.000   0.000    0.081
   1.088     119     6144.0      772.1   0.001   0.249   0.248   0.000    0.061
   1.104     120     6143.2      771.6   0.161   0.000   0.161   0.000    0.120
   1.121     121     6142.0      771.8   0.298   0.000   0.298   0.000    0.089
   1.140     122     6141.2      770.9   0.024   0.066   0.090   0.000    0.084
   1.158     123     6140.3      770.7   0.252   0.000   0.252   0.000    0.084
   1.176     124     6139.3      770.8   0.000   0.001   0.001   0.000    0.085
   1.192     125     6138.0      770.6   0.005   0.000   0.005   0.000    0.141
   1.211     126     6137.6      770.4   0.000   0.268   0.268   0.000    0.098
   1.226     127     6136.6      769.8   0.240   0.446   0.345   0.000    0.120
   1.244     128     6135.9      769.6   0.000   0.032   0.032   0.000    0.127
   1.262     129     6135.1      769.1   0.000   0.000   0.000   0.000    0.123
   1.282     130     6134.3      769.5   0.000   0.206   0.206   0.000    0.111
   1.298     131     6133.9      769.8   0.000   0.000   0.000   0.000    0.105
   1.319     132     6133.4      769.8   0.000   0.000   0.000   0.000    0.190
   1.335     133     6132.4      769.1   0.293   0.000   0.293   0.000    0.120
   1.352     134     6131.7      769.1   0.000   0.000   0.000   0.000    0.109
   1.368     135     6131.4      768.6   0.000   0.000   0.000   0.000    0.112
   1.389     136     6131.1      767.7   0.000   0.000   0.000   0.000    0.103
   1.405     137     6131.1      767.5   0.000   0.000   0.000   0.000    0.100
   1.422     138     6130.4      767.4   0.000   0.000   0.000   0.000    0.106
   1.440     139     6129.7      767.0   0.000   0.000   0.000   0.000    0.131
   1.457     140     6129.2      766.9   0.000   0.000   0.000   0.000    0.115
   1.474     141     6128.8      766.5   0.000   0.001   0.001   0.000    0.107
   1.490     142     6128.3      766.5   0.000   0.000   0.000   0.000    0.106
   1.509     143     6127.9      766.5   0.000   0.000   0.000   0.000    0.111
   1.525     144     6127.5      766.6   0.000   0.000   0.000   0.000    0.108
   1.545     145     6127.2      766.5   0.000   0.000   0.000   0.000    0.104
   1.563     146     6126.8      766.6   0.000   0.000   0.000   0.000    0.105
   1.580     147     6126.2      766.9   0.000   0.000   0.000   0.000    0.128
   1.598     148     6125.7      766.9   0.000   0.000   0.000   0.000    0.103
   1.614     149     6125.3      767.4   0.000   0.206   0.206   0.000    0.103
   1.633     150     6125.3      767.2   0.000   0.000   0.000   0.000    0.107
   1.652     151     6125.4      768.2   0.000   0.203   0.203   0.000    0.128
   1.669     152     6125.6      769.1   0.000   0.211   0.211   0.000    0.107
   1.685     153     6125.9      769.5   0.000   0.000   0.000   0.000    0.106
   1.704     154     6126.8      769.9   0.000   0.000   0.000   0.000    0.137
   1.722     155     6127.1      770.6   0.000   0.000   0.000   0.000    0.104
   1.738     156     6127.4      771.4   0.000   0.000   0.000   0.000    0.103
   1.755     157     6128.4      772.2   0.000   0.000   0.000   0.000    0.107
   1.772     158     6129.7      773.1   0.000   0.000   0.000   0.000    0.137
   1.790     159     6130.9      774.1   0.000   0.002   0.002   0.000    0.106
   1.806     160     6131.9      775.1   0.000   0.087   0.087   0.000    0.108
   1.823     161     6133.2      775.9   0.000   0.000   0.000   0.000    0.102
   1.842     162     6134.4      776.7   0.000   0.005   0.005   0.000    0.105
   1.859     163     6135.5      777.4   0.000   0.000   0.000   0.000    0.101
   1.876     164     6136.6      778.3   0.000   0.000   0.000   0.000    0.093
   1.896     165     6137.7      779.2   0.000   0.000   0.000   0.000    0.091
   1.916     166     6138.8      780.2   0.000   0.000   0.000   0.000    0.093
   1.934     167     6140.0      781.1   0.000   0.000   0.000   0.000    0.089
   1.952     168     6140.8      782.1   0.000   0.000   0.000   0.000    0.110
   1.972     169     6141.6      782.7   0.000   0.000   0.000   0.000    0.136
   1.989     170     6142.6      783.0   0.000   0.000   0.000   0.000    0.102
   2.007     171     6143.3      783.5   0.000   0.000   0.000   0.000    0.108
   2.025     172     6143.8      783.9   0.000   0.000   0.000   0.000    0.105
   2.045     173     6144.2      784.0   0.000   0.000   0.000   0.000    0.103
   2.062     174     6143.9      783.9   0.000   0.000   0.000   0.000    0.113
   2.080     175     6142.7      783.8   0.000   0.000   0.000   0.000    0.105
   2.097     176     6142.0      784.2   0.000   0.000   0.000   0.000    0.104
   2.114     177     6141.4      784.4   0.000   0.310   0.310   0.000    0.106
   2.132     178     6141.0      784.4   0.000   0.151   0.151   0.000    0.102
   2.152     179     6140.7      784.7   0.000   0.318   0.318   0.000    0.142
   2.168     180     6141.5      785.5   0.000   0.000   0.000   0.000    0.103
   2.186     181     6142.5      786.4   0.000   0.000   0.000   0.000    0.102
   2.203     182     6143.3      787.3   0.000   0.000   0.000   0.000    0.104
   2.223     183     6144.2      788.1   0.000   0.000   0.000   0.000    0.101
   2.243     184     6143.5      788.6   0.000   0.000   0.000   0.000    0.144
   2.261     185     6143.7      789.3   0.000   0.244   0.000   0.244    0.113
   2.280     186     6143.9      790.1   0.000   0.254   0.000   0.254    0.179
   2.297     187     6144.4      790.7   0.000   0.000   0.000   0.000    0.146
   2.314     188     6145.1      791.6   0.000   0.000   0.000   0.000    0.130
   2.331     189     6145.4      792.6   0.000   0.000   0.000   0.000    0.114
   2.347     190     6146.0      793.4   0.000   0.029   0.000   0.029    0.108
   2.364     191     6145.4      793.6   0.000   0.000   0.000   0.000    0.104
   2.382     192     6144.5      793.9   0.075   0.000   0.075   0.000    0.103
   2.400     193     6143.4      794.3   0.067   0.000   0.067   0.000    0.099
   2.416     194     6141.2      794.9   0.000   0.000   0.150   0.150    0.097
   2.433     195     6139.0      795.1   0.005   0.005   0.000   0.000    0.097
   2.452     196     6136.4      795.1   0.000   0.002   0.000   0.002    0.103
   2.468     197     6135.3      795.7   0.000   0.000   0.000   0.000    0.112
   2.488     198     6132.5      795.7   0.058   0.313   0.000   0.275    0.105
   2.508     199     6129.8      795.7   0.000   0.309   0.000   0.309    0.107
   2.526     200     6127.4      795.6   0.000   0.172   0.000   0.172    0.101
   2.545     201     6125.2      795.6   0.000   0.000   0.000   0.000    0.112
   2.561     202     6124.7      795.9   0.000   0.000   0.000   0.000    0.110
   2.580     203     6124.1      796.3   0.000   0.053   0.000   0.053    0.109
   2.598     204     6121.4      795.5   0.319   0.000   0.000   0.319    0.105
   2.616     205     6119.1      795.1   0.262   0.011   0.000   0.253    0.103
   2.635     206     6116.3      794.9   0.326   0.326   0.000   0.000    0.100
   2.654     207     6114.7      794.6   0.000   0.000   0.000   0.000    0.127
   2.671     208     6112.6      794.5   0.000   0.001   0.000   0.001    0.134
   2.687     209     6111.0      794.4   0.000   0.000   0.000   0.000    0.104
   2.704     210     6108.8      794.1   0.003   0.000   0.000   0.003    0.146
   2.720     211     6109.8      794.7   0.000   0.000   0.000   0.000    0.109
   2.738     212     6107.4      794.5   0.000   0.190   0.000   0.190    0.143
   2.755     213     6105.4      794.2   0.000   0.000   0.000   0.000    0.105
   2.771     214     6103.5      794.2   0.000   0.003   0.003   0.000    0.096
   2.787     215     6101.5      794.4   0.000   0.000   0.000   0.000    0.098
   2.803     216     6098.6      794.5   0.304   0.304   0.000   0.000    0.109
   2.820     217     6098.4      795.1   0.000   0.070   0.000   0.070    0.097
   2.839     218     6096.0      795.2   0.000   0.000   0.000   0.000    0.094
   2.858     219     6095.6      795.8   0.000   0.272   0.000   0.272    0.134
   2.874     220     6093.6      796.0   0.000   0.321   0.000   0.321    0.123
   2.891     221     6093.2      796.6   0.000   0.005   0.000   0.005    0.118
   2.908     222     6091.4      796.8   0.214   0.171   0.004   0.338    0.120
   2.925     223     6089.4      797.1   0.000   0.000   0.000   0.000    0.115
   2.941     224     6088.9      797.7   0.000   0.000   0.000   0.000    0.115
   2.957     225     6086.8      798.2   0.000   0.001   0.306   0.305    0.102
   2.974     226     6084.6      798.9   0.000   0.000   0.000   0.000    0.093
   2.993     227     6082.6      799.2   0.000   0.073   0.000   0.073    0.093
   3.009     228     6080.2      799.3   0.000   0.000   0.000   0.000    0.096
   3.026     229     6078.2      799.8   0.000   0.000   0.000   0.000    0.093
   3.043     230     6076.3      800.2   0.000   0.008   0.049   0.041    0.093
   3.063     231     6076.1      801.1   0.000   0.012   0.012   0.000    0.109
   3.079     232     6075.7      801.9   0.000   0.002   0.000   0.002    0.106
   3.096     233     6075.4      802.9   0.000   0.000   0.001   0.001    0.101
   3.116     234     6073.5      803.3   0.075   0.274   0.000   0.323    0.106
   3.134     235     6073.1      804.3   0.000   0.000   0.065   0.065    0.101
   3.150     236     6072.8      805.0   0.000   0.000   0.000   0.000    0.101
   3.167     237     6070.6      805.2   0.000   0.132   0.000   0.132    0.104
   3.184     238     6070.1      806.3   0.000   0.108   0.077   0.031    0.095
   3.201     239     6069.5      807.0   0.000   0.331   0.000   0.331    0.094
   3.218     240     6067.6      807.0   0.000   0.000   0.000   0.000    0.094
   3.235     241     6066.9      807.0   0.000   0.000   0.000   0.000    0.092
   3.251     242     6066.2      807.4   0.000   0.001   0.000   0.001    0.103
   3.268     243     6063.8      806.9   0.264   0.000   0.000   0.264    0.116
   3.285     244     6063.2      806.6   0.010   0.000   0.010   0.000    0.107
   3.302     245     6062.6      806.9   0.000   0.006   0.000   0.006    0.107
   3.318     246     6062.2      807.1   0.000   0.000   0.000   0.000    0.105
   3.337     247     6061.7      807.4   0.000   0.000   0.000   0.000    0.100
   3.355     248     6059.3      807.2   0.000   0.000   0.000   0.000    0.107
   3.373     249     6056.6      807.1   0.000   0.013   0.000   0.013    0.107
   3.389     250     6056.1      807.1   0.000   0.000   0.000   0.000    0.104
   3.408     251     6053.7      806.7   0.000   0.000   0.000   0.000    0.129
   3.423     252     6053.2      807.4   0.000   0.000   0.000   0.000    0.110
   3.442     253     6052.8      808.3   0.000   0.000   0.328   0.328    0.109
   3.458     254     6050.9      808.3   0.000   0.000   0.000   0.000    0.116
   3.475     255     6050.3      808.4   0.040   0.000   0.040   0.000    0.107
   3.495     256     6049.6      808.3   0.045   0.002   0.045   0.002    0.107
   3.513     257     6049.1      809.1   0.000   0.000   0.001   0.001    0.102
   3.531     258     6048.6      809.6   0.000   0.000   0.000   0.000    0.103
   3.547     259     6046.4      809.6   0.000   0.003   0.000   0.003    0.100
   3.564     260     6044.4      809.6   0.000   0.000   0.000   0.000    0.112
   3.580     261     6043.6      810.0   0.001   0.000   0.001   0.000    0.091
   3.597     262     6041.5      810.1   0.000   0.000   0.000   0.000    0.092
   3.614     263     6039.8      809.9   0.000   0.000   0.000   0.000    0.139
   3.632     264     6037.9      809.8   0.003   0.003   0.000   0.000    0.091
   3.649     265     6036.2      809.7   0.000   0.056   0.000   0.056    0.090
   3.665     266     6034.6      809.3   0.000   0.241   0.000   0.241    0.132
   3.681     267     6033.1      809.4   0.002   0.002   0.000   0.000    0.107
   3.700     268     6031.5      809.3   0.000   0.000   0.000   0.000    0.103
   3.716     269     6029.9      809.3   0.021   0.021   0.000   0.000    0.105
   3.733     270     6028.1      809.1   0.000   0.000   0.000   0.000    0.102
   3.750     271     6026.1      808.9   0.000   0.271   0.000   0.270    0.100
   3.767     272     6024.6      808.7   0.011   0.000   0.000   0.011    0.097
   3.784     273     6022.9      808.5   0.000   0.179   0.000   0.179    0.090
   3.801     274     6021.3      808.7   0.014   0.014   0.000   0.000    0.089
   3.817     275     6019.4      808.2   0.000   0.329   0.000   0.329    0.100
   3.834     276     6017.4      808.1   0.086   0.085   0.000   0.001    0.092
   3.853     277     6015.3      807.8   0.277   0.040   0.000   0.247    0.091
   3.871     278     6012.9      807.6   0.254   0.254   0.000   0.000    0.108
   3.887     279     6011.0      807.4   0.000   0.035   0.000   0.035    0.105
   3.904     280     6008.9      807.2   0.000   0.000   0.000   0.000    0.101
   3.922     281     6006.8      806.9   0.000   0.001   0.000   0.001    0.103
   3.940     282     6004.7      806.9   0.000   0.000   0.000   0.000    0.104
   3.956     283     6002.6      807.0   0.000   0.000   0.000   0.000    0.150
   3.973     284     6000.4      807.0   0.000   0.000   0.000   0.000    0.106
   3.992     285     5998.6      807.3   0.000   0.000   0.011   0.011    0.101
   4.008     286     5996.4      807.4   0.000   0.000   0.000   0.000    0.107
   4.026     287     5994.3      807.6   0.000   0.000   0.003   0.003    0.103
   4.043     288     5991.9      807.5   0.000   0.000   0.000   0.000    0.104
   4.059     289     5988.8      807.7   0.331   0.331   0.000   0.000    0.106
   4.076     290     5989.5      809.0   0.000   0.000   0.000   0.000    0.105
   4.093     291     5987.4      809.1   0.000   0.000   0.000   0.000    0.100
   4.110     292     5985.3      809.6   0.000   0.000   0.000   0.000    0.107
   4.127     293     5983.2      809.8   0.000   0.000   0.000   0.000    0.102
   4.144     294     5981.2      810.0   0.005   0.005   0.000   0.000    0.100
   4.161     295     5982.0      810.9   0.000   0.000   0.000   0.000    0.107
   4.179     296     5982.9      812.1   0.000   0.000   0.000   0.000    0.142
   4.197     297     5983.7      813.1   0.000   0.000   0.000   0.000    0.161
   4.215     298     5981.5      813.3   0.000   0.000   0.000   0.000    0.122
   4.231     299     5979.5      813.8   0.000   0.000   0.000   0.000    0.111
   4.248     300     5977.5      814.1   0.000   0.000   0.000   0.000    0.120
   4.265     301     5975.4      814.6   0.000   0.000   0.024   0.024    0.135
   4.283     302     5973.8      814.9   0.000   0.011   0.000   0.011    0.102
   4.300     303     5971.9      815.2   0.000   0.000   0.000   0.000    0.096
   4.318     304     5972.6      816.4   0.000   0.000   0.000   0.000    0.107
   4.336     305     5973.3      817.3   0.000   0.000   0.000   0.000    0.110
   4.354     306     5974.1      818.0   0.000   0.000   0.000   0.000    0.096
   4.370     307     5972.0      817.7   0.319   0.000   0.000   0.319    0.112
   4.387     308     5970.5      818.0   0.000   0.000   0.000   0.000    0.106
   4.407     309     5969.0      818.2   0.111   0.000   0.000   0.111    0.106
   4.427     310     5967.8      818.5   0.000   0.000   0.000   0.000    0.105
   4.443     311     5966.4      818.6   0.000   0.120   0.000   0.120    0.122
   4.460     312     5965.2      818.8   0.008   0.000   0.008   0.000    0.157
   4.478     313     5964.1      819.1   0.010   0.000   0.010   0.000    0.108
   4.496     314     5962.9      819.6   0.316   0.000   0.316   0.000    0.112
   4.517     315     5961.8      819.9   0.307   0.000   0.307   0.000    0.107
   4.536     316     5960.6      820.2   0.000   0.000   0.000   0.000    0.102
   4.552     317     5959.6      820.5   0.309   0.000   0.309   0.000    0.102
   4.570     318     5959.2      820.8   0.000   0.000   0.000   0.000    0.108
   4.587     319     5959.1      821.4   0.000   0.000   0.000   0.000    0.103
   4.604     320     5958.3      821.8   0.000   0.000   0.000   0.000    0.102
   4.620     321     5958.1      822.4   0.000   0.000   0.000   0.000    0.104
   4.637     322     5957.8      822.8   0.000   0.000   0.000   0.000    0.103
   4.654     323     5957.7      823.6   0.000   0.000   0.000   0.000    0.124
   4.673     324     5957.0      824.4   0.000   0.000   0.000   0.000    0.103
   4.689     325     5956.4      824.7   0.000   0.000   0.000   0.000    0.095
   4.706     326     5955.1      825.4   0.294   0.000   0.294   0.000    0.096
   4.723     327     5954.2      825.6   0.317   0.000   0.317   0.000    0.094
   4.740     328     5953.4      826.2   0.000   0.000   0.000   0.000    0.132
   4.760     329     5952.6      826.8   0.000   0.000   0.000   0.000    0.117
   4.776     330     5952.0      827.3   0.000   0.000   0.000   0.000    0.104
   4.795     331     5951.2      827.8   0.000   0.000   0.000   0.000    0.103
   4.812     332     5950.4      828.2   0.000   0.000   0.000   0.000    0.102
   4.829     333     5949.0      828.5   0.002   0.000   0.000   0.002    0.101
   4.846     334     5947.3      828.4   0.177   0.000   0.000   0.177    0.106
   4.862     335     5945.7      828.7   0.014   0.000   0.000   0.014    0.103
   4.881     336     5944.2      829.1   0.000   0.000   0.000   0.000    0.101
   4.897     337     5942.7      829.0   0.005   0.035   0.000   0.040    0.113
   4.914     338     5941.6      828.5   0.000   0.000   0.000   0.000    0.107
   4.932     339     5939.6      828.6   0.000   0.000   0.000   0.000    0.104
   4.950     340     5937.8      828.8   0.001   0.000   0.000   0.001    0.103
   4.966     341     5936.2      829.3   0.000   0.000   0.001   0.001    0.099
   4.983     342     5934.2      829.3   0.000   0.000   0.000   0.000    0.095
   5.000     343     5932.6      829.3   0.145   0.000   0.000   0.145    0.127
   5.017     344     5931.2      829.4   0.014   0.000   0.000   0.014    0.095
   5.034     345     5929.3      829.4   0.000   0.000   0.000   0.000    0.092
   5.051     346     5927.8      829.4   0.000   0.000   0.000   0.000    0.091
   5.068     347     5926.1      829.6   0.000   0.000   0.000   0.000    0.110
   5.086     348     5924.4      829.9   0.000   0.000   0.000   0.000    0.103
   5.102     349     5922.6      829.9   0.000   0.000   0.000   0.000    0.111
   5.119     350     5920.5      829.9   0.000   0.000   0.000   0.000    0.108
   5.138     351     5918.9      830.0   0.000   0.000   0.000   0.000    0.157
   5.154     352     5917.0      830.2   0.000   0.000   0.000   0.000    0.133
   5.171     353     5914.8      830.2   0.017   0.017   0.000   0.000    0.109
   5.189     354     5913.0      830.2   0.000   0.000   0.000   0.000    0.096
   5.206     355     5911.3      830.1   0.000   0.000   0.000   0.000    0.096
   5.222     356     5909.3      830.1   0.001   0.001   0.000   0.000    0.096
   5.238     357     5907.7      830.7   0.000   0.000   0.073   0.073    0.093
   5.254     358     5906.2      831.1   0.002   0.000   0.000   0.002    0.114
   5.272     359     5904.6      831.7   0.000   0.000   0.003   0.003    0.173
   5.288     360     5902.8      832.1   0.000   0.000   0.000   0.000    0.124
   5.305     361     5901.2      832.5   0.000   0.000   0.000   0.000    0.112
   5.322     362     5899.5      832.8   0.000   0.000   0.000   0.000    0.124
   5.340     363     5898.0      833.2   0.319   0.000   0.000   0.319    0.153
   5.358     364     5896.9      833.6   0.000   0.000   0.000   0.000    0.128
   5.374     365     5895.3      834.0   0.282   0.000   0.000   0.282    0.122
   5.391     366     5894.2      834.8   0.044   0.000   0.044   0.000    0.111
   5.408     367     5893.0      835.2   0.092   0.000   0.000   0.092    0.106
   5.427     368     5891.7      835.9   0.271   0.000   0.271   0.000    0.111
   5.443     369     5890.5      836.4   0.000   0.000   0.000   0.000    0.106
   5.460     370     5889.1      836.8   0.163   0.000   0.000   0.163    0.113
   5.478     371     5888.3      837.7   0.000   0.000   0.113   0.113    0.144
   5.494     372     5887.3      838.3   0.000   0.000   0.000   0.000    0.106
   5.510     373     5886.4      838.8   0.023   0.000   0.023   0.000    0.118
   5.527     374     5885.5      839.2   0.014   0.000   0.014   0.000    0.145
   5.545     375     5884.7      839.4   0.100   0.000   0.100   0.000    0.106
   5.562     376     5884.0      840.0   0.000   0.000   0.000   0.000    0.109
   5.579     377     5883.5      840.7   0.000   0.000   0.000   0.000    0.107
   5.597     378     5882.8      841.3   0.000   0.000   0.000   0.000    0.106
