PC-EKF V4 — UWB Realtime (Numba JIT, Gaussian Pairwise Scoring)
  Q=0.01  R_base=50.0  R_scale=10.0
  Anchors: ['0x1001', '0x1002', '0x1003', '0x1004']
  Height : 1400.0 mm

[PC-EKF] Warming up JIT kernels... OK
Đang kết nối /dev/serial/by-id/usb-SEGGER_J-Link_000760192143-if00 @ 921600...
OK. Đang chờ dữ liệu... (Ctrl+C để dừng)

[ROBOT] Đã kết nối STM32 @ /dev/serial/by-id/usb-STMicroelectronics_BLUEPILL_F103C8_CDC_in_FS_Mode_498E169E3634-if00. Điều khiển xe bắt đầu.
 Time(s)   Frame      X(mm)      Y(mm)      S0      S1      S2      S3   dt(ms)
------------------------------------------------------------------------------
[EKF] init  x=6263.9  y=780.7
   9.574     607     5276.0      832.3   0.000   0.000   0.000   0.000    0.112
   9.590     608     5273.1      831.8   0.000   0.000   0.000   0.000    0.106
   9.606     609     5269.9      830.9   0.000   0.000   0.332   0.332    0.112
   9.626     610     5267.0      830.3   0.000   0.000   0.000   0.000    0.106
   9.644     611     5264.4      829.5   0.000   0.000   0.000   0.000    0.137
   9.660     612     5261.5      829.5   0.000   0.000   0.000   0.000    0.130
   9.677     613     5259.1      829.5   0.000   0.000   0.000   0.000    0.121
   9.694     614     5256.4      829.1   0.000   0.000   0.005   0.005    0.107
   9.712     615     5253.9      828.6   0.000   0.000   0.002   0.002    0.132
   9.728     616     5251.4      828.4   0.000   0.000   0.000   0.000    0.135
   9.745     617     5248.8      827.7   0.000   0.000   0.000   0.000    0.107
   9.763     618     5246.2      827.5   0.000   0.000   0.000   0.000    0.126
   9.782     619     5243.7      827.7   0.000   0.000   0.000   0.000    0.118
   9.802     620     5241.1      828.1   0.000   0.000   0.000   0.000    0.110
   9.818     621     5238.7      827.9   0.000   0.000   0.000   0.000    0.142
   9.834     622     5235.6      828.7   0.244   0.244   0.000   0.000    0.115
   9.854     623     5232.7      829.1   0.195   0.195   0.000   0.000    0.111
   9.870     624     5230.3      829.3   0.000   0.000   0.000   0.000    0.106
   9.886     625     5228.1      829.5   0.000   0.000   0.000   0.000    0.105
   9.903     626     5225.7      829.8   0.000   0.000   0.000   0.000    0.093
   9.919     627     5223.3      830.4   0.000   0.000   0.000   0.000    0.104
   9.936     628     5221.0      830.9   0.000   0.000   0.000   0.000    0.095
   9.953     629     5218.7      831.3   0.000   0.000   0.000   0.000    0.097
   9.971     630     5216.3      831.4   0.000   0.000   0.000   0.000    0.113
   9.992     631     5213.9      831.8   0.000   0.000   0.000   0.000    0.147
  10.008     632     5211.5      832.0   0.000   0.000   0.000   0.000    0.135
  10.028     633     5209.4      832.1   0.000   0.000   0.000   0.000    0.138
  10.044     634     5207.3      832.0   0.000   0.000   0.000   0.000    0.106
  10.060     635     5205.2      832.3   0.001   0.001   0.000   0.000    0.105
  10.078     636     5203.0      832.5   0.000   0.000   0.000   0.000    0.106
  10.096     637     5200.4      833.3   0.098   0.098   0.000   0.000    0.103
  10.114     638     5198.1      833.8   0.000   0.000   0.000   0.000    0.105
  10.131     639     5195.8      834.3   0.016   0.016   0.000   0.000    0.106
  10.149     640     5193.8      834.5   0.002   0.002   0.000   0.000    0.108
  10.169     641     5191.6      834.8   0.001   0.001   0.000   0.000    0.104
  10.187     642     5189.1      835.0   0.000   0.000   0.000   0.000    0.143
  10.204     643     5187.1      835.3   0.000   0.000   0.000   0.000    0.157
  10.220     644     5184.9      835.8   0.000   0.000   0.000   0.000    0.116
  10.237     645     5182.5      836.3   0.000   0.000   0.000   0.000    0.112
  10.254     646     5180.4      836.8   0.000   0.000   0.000   0.000    0.122
  10.272     647     5178.9      837.4   0.001   0.001   0.000   0.000    0.175
  10.287     648     5176.3      836.3   0.000   0.000   0.000   0.000    0.116
  10.306     649     5173.8      835.6   0.000   0.000   0.000   0.000    0.099
  10.322     650     5171.7      836.3   0.000   0.000   0.000   0.000    0.094
  10.341     651     5169.6      836.8   0.000   0.000   0.000   0.000    0.128
  10.357     652     5167.6      837.6   0.000   0.000   0.000   0.000    0.100
  10.373     653     5165.4      838.5   0.000   0.000   0.000   0.000    0.096
  10.390     654     5163.2      839.3   0.000   0.000   0.000   0.000    0.112
  10.407     655     5161.3      839.9   0.000   0.000   0.000   0.000    0.108
  10.425     656     5159.0      840.6   0.000   0.000   0.000   0.000    0.108
  10.443     657     5156.4      840.0   0.000   0.000   0.000   0.000    0.105
  10.459     658     5153.8      839.5   0.000   0.000   0.000   0.000    0.123
  10.476     659     5150.8      837.4   0.000   0.000   0.000   0.000    0.131
  10.496     660     5149.0      838.6   0.000   0.000   0.000   0.000    0.112
  10.513     661     5146.3      837.7   0.000   0.000   0.000   0.000    0.108
  10.529     662     5143.1      835.3   0.000   0.000   0.000   0.000    0.109
  10.548     663     5139.9      832.9   0.000   0.000   0.000   0.000    0.105
  10.567     664     5136.8      830.5   0.000   0.000   0.000   0.000    0.103
  10.589     665     5133.9      828.0   0.000   0.000   0.000   0.000    0.105
  10.607     666     5130.5      825.9   0.000   0.000   0.000   0.000    0.104
  10.625     667     5127.8      824.9   0.000   0.000   0.000   0.000    0.117
  10.646     668     5124.2      824.8   0.000   0.000   0.000   0.000    0.105
  10.665     669     5120.6      824.8   0.000   0.000   0.000   0.000    0.126
  10.685     670     5116.6      823.4   0.000   0.000   0.017   0.017    0.129
  10.703     671     5113.6      821.4   0.000   0.000   0.000   0.000    0.107
  10.720     672     5111.2      822.1   0.000   0.000   0.000   0.000    0.112
  10.737     673     5108.3      821.7   0.000   0.000   0.000   0.000    0.104
  10.757     674     5105.7      821.2   0.000   0.000   0.000   0.000    0.104
  10.776     675     5103.2      821.5   0.000   0.000   0.000   0.000    0.109
  10.796     676     5100.9      822.5   0.000   0.000   0.000   0.000    0.120
  10.817     677     5098.5      823.6   0.000   0.000   0.000   0.000    0.108
  10.837     678     5096.2      824.7   0.000   0.000   0.000   0.000    0.137
  10.859     679     5093.8      825.7   0.000   0.000   0.000   0.000    0.113
  10.877     680     5091.3      826.3   0.000   0.000   0.000   0.000    0.117
  10.893     681     5088.7      826.8   0.000   0.000   0.000   0.000    0.114
  10.910     682     5086.1      827.0   0.000   0.000   0.000   0.000    0.104
  10.928     683     5083.1      827.4   0.000   0.000   0.000   0.000    0.133
  10.944     684     5079.6      826.0   0.000   0.000   0.000   0.000    0.113
  10.964     685     5076.4      824.2   0.000   0.000   0.000   0.000    0.105
  10.982     686     5074.0      823.9   0.000   0.000   0.001   0.001    0.124
  10.998     687     5071.9      824.0   0.000   0.000   0.000   0.000    0.122
  11.017     688     5069.0      824.2   0.000   0.000   0.000   0.000    0.111
  11.035     689     5066.4      824.1   0.000   0.000   0.000   0.000    0.105
  11.052     690     5063.9      824.2   0.000   0.000   0.000   0.000    0.111
  11.069     691     5062.6      824.6   0.000   0.000   0.000   0.000    0.105
  11.085     692     5060.1      824.3   0.000   0.000   0.000   0.000    0.102
  11.102     693     5057.6      824.3   0.000   0.000   0.000   0.000    0.103
  11.118     694     5055.4      824.2   0.000   0.000   0.000   0.000    0.098
  11.135     695     5053.3      824.3   0.000   0.000   0.000   0.000    0.097
  11.154     696     5050.3      824.1   0.000   0.000   0.000   0.000    0.093
  11.169     697     5047.1      823.8   0.000   0.000   0.000   0.000    0.098
  11.186     698     5046.1      824.4   0.000   0.000   0.000   0.000    0.108
  11.203     699     5044.5      824.4   0.000   0.000   0.000   0.000    0.159
  11.220     700     5042.8      824.7   0.000   0.000   0.000   0.000    0.113
  11.238     701     5040.2      824.7   0.329   0.329   0.001   0.001    0.108
  11.256     702     5038.4      825.0   0.000   0.000   0.000   0.000    0.120
  11.276     703     5036.8      825.0   0.006   0.006   0.000   0.000    0.161
  11.295     704     5036.3      824.1   0.000   0.000   0.000   0.000    0.119
  11.315     705     5036.4      823.3   0.000   0.000   0.000   0.000    0.100
  11.334     706     5034.9      823.6   0.000   0.000   0.000   0.000    0.104
  11.350     707     5032.7      823.6   0.000   0.000   0.000   0.000    0.094
  11.367     708     5030.3      824.2   0.000   0.000   0.000   0.000    0.098
  11.387     709     5028.4      824.9   0.000   0.000   0.000   0.000    0.148
  11.406     710     5026.6      825.5   0.000   0.000   0.000   0.000    0.126
  11.424     711     5024.7      826.0   0.000   0.000   0.000   0.000    0.111
  11.442     712     5022.2      826.5   0.000   0.000   0.000   0.000    0.108
  11.459     713     5019.5      826.8   0.000   0.000   0.000   0.000    0.134
  11.476     714     5016.7      827.0   0.000   0.000   0.000   0.000    0.107
  11.494     715     5014.4      827.4   0.000   0.000   0.000   0.000    0.099
  11.510     716     5011.8      828.0   0.000   0.000   0.000   0.000    0.126
  11.530     717     5009.5      828.5   0.000   0.000   0.000   0.000    0.104
  11.549     718     5006.4      829.0   0.219   0.219   0.000   0.000    0.095
  11.565     719     5004.1      829.5   0.000   0.000   0.000   0.000    0.092
  11.582     720     5002.1      830.5   0.000   0.000   0.000   0.000    0.118
  11.598     721     4999.6      831.1   0.000   0.000   0.000   0.000    0.108
  11.617     722     4999.0      832.3   0.000   0.000   0.000   0.000    0.110
  11.633     723     4998.0      833.4   0.000   0.000   0.000   0.000    0.104
  11.650     724     4995.2      833.6   0.000   0.000   0.000   0.000    0.114
  11.669     725     4994.1      834.3   0.134   0.000   0.134   0.000    0.122
  11.686     726     4993.3      835.2   0.000   0.000   0.000   0.000    0.106
  11.703     727     4991.3      835.9   0.000   0.000   0.000   0.000    0.098
  11.719     728     4990.2      837.0   0.000   0.000   0.000   0.000    0.097
  11.738     729     4989.1      837.9   0.000   0.000   0.000   0.000    0.098
  11.754     730     4987.9      839.0   0.007   0.000   0.007   0.000    0.097
  11.773     731     4986.8      840.1   0.000   0.000   0.000   0.000    0.097
  11.790     732     4985.7      840.7   0.000   0.000   0.000   0.000    0.153
  11.807     733     4984.8      841.5   0.000   0.000   0.000   0.000    0.104
  11.824     734     4983.7      842.2   0.049   0.000   0.049   0.000    0.104
  11.840     735     4982.4      842.5   0.000   0.000   0.001   0.001    0.104
  11.857     736     4981.1      842.8   0.000   0.000   0.014   0.014    0.106
  11.876     737     4980.1      843.2   0.132   0.000   0.000   0.132    0.103
  11.892     738     4978.6      843.3   0.000   0.000   0.296   0.296    0.101
  11.908     739     4977.8      843.1   0.125   0.000   0.000   0.125    0.099
  11.930     740     4977.0      842.9   0.017   0.000   0.000   0.017    0.096
  11.950     741     4976.0      842.7   0.000   0.000   0.000   0.000    0.097
  11.966     742     4974.9      842.3   0.077   0.000   0.000   0.077    0.094
  11.985     743     4973.4      841.8   0.000   0.000   0.000   0.000    0.112
  12.007     744     4971.9      841.4   0.000   0.000   0.000   0.000    0.142
  12.026     745     4970.4      841.0   0.000   0.000   0.000   0.000    0.119
  12.046     746     4969.0      840.6   0.000   0.000   0.000   0.000    0.109
  12.063     747     4967.5      840.3   0.000   0.000   0.000   0.000    0.105
  12.080     748     4965.7      839.9   0.000   0.000   0.000   0.000    0.115
  12.098     749     4964.1      839.6   0.000   0.000   0.000   0.000    0.106
  12.121     750     4962.4      839.4   0.000   0.000   0.000   0.000    0.103
  12.142     751     4960.7      839.2   0.000   0.000   0.000   0.000    0.105
  12.162     752     4958.6      838.9   0.000   0.000   0.000   0.000    0.103
  12.180     753     4956.2      838.5   0.000   0.000   0.000   0.000    0.116
  12.199     754     4954.2      838.2   0.000   0.000   0.000   0.000    0.109
  12.216     755     4951.9      837.9   0.000   0.000   0.000   0.000    0.104
  12.236     756     4949.3      837.7   0.000   0.000   0.046   0.046    0.103
  12.257     757     4946.4      836.5   0.000   0.000   0.000   0.000    0.114
  12.274     758     4942.5      833.9   0.000   0.000   0.000   0.000    0.106
  12.291     759     4939.1      831.6   0.000   0.000   0.000   0.000    0.107
  12.307     760     4935.2      829.2   0.000   0.000   0.000   0.000    0.107
  12.325     761     4931.1      827.0   0.000   0.000   0.000   0.000    0.104
  12.345     762     4927.2      825.0   0.000   0.000   0.000   0.000    0.102
  12.363     763     4924.1      824.2   0.000   0.000   0.000   0.000    0.102
  12.380     764     4920.4      822.9   0.000   0.000   0.000   0.000    0.108
  12.398     765     4917.1      821.7   0.050   0.050   0.000   0.000    0.104
  12.414     766     4913.9      820.2   0.000   0.000   0.000   0.000    0.101
  12.432     767     4910.1      820.0   0.000   0.000   0.001   0.001    0.119
  12.451     768     4906.5      819.7   0.000   0.000   0.000   0.000    0.108
  12.468     769     4904.2      818.7   0.000   0.000   0.006   0.006    0.105
  12.485     770     4900.7      818.3   0.000   0.000   0.000   0.000    0.108
  12.502     771     4897.0      817.8   0.114   0.114   0.000   0.000    0.103
  12.520     772     4894.5      816.5   0.000   0.000   0.000   0.000    0.101
  12.536     773     4891.9      815.5   0.000   0.000   0.000   0.000    0.101
  12.556     774     4889.1      814.4   0.000   0.000   0.000   0.000    0.106
  12.573     775     4886.7      813.1   0.000   0.000   0.000   0.000    0.146
  12.591     776     4884.2      811.8   0.000   0.000   0.000   0.000    0.104
  12.609     777     4882.3      810.6   0.000   0.000   0.000   0.000    0.092
  12.627     778     4878.2      810.4   0.000   0.000   0.000   0.000    0.095
  12.647     779     4875.3      809.5   0.000   0.000   0.000   0.000    0.094
  12.665     780     4871.8      808.8   0.000   0.000   0.000   0.000    0.110
  12.680     781     4869.2      807.5   0.000   0.000   0.000   0.000    0.109
  12.697     782     4865.5      806.4   0.000   0.000   0.000   0.000    0.113
  12.714     783     4862.6      804.8   0.000   0.000   0.000   0.000    0.107
  12.730     784     4858.9      804.0   0.000   0.000   0.000   0.000    0.102
  12.747     785     4855.8      802.1   0.000   0.000   0.000   0.000    0.103
  12.764     786     4852.7      800.5   0.000   0.000   0.000   0.000    0.103
  12.780     787     4849.0      799.3   0.000   0.000   0.000   0.000    0.104
  12.796     788     4845.1      798.2   0.000   0.000   0.000   0.000    0.100
  12.815     789     4840.7      796.9   0.000   0.000   0.000   0.000    0.125
  12.832     790     4836.5      795.5   0.000   0.000   0.000   0.000    0.111
  12.849     791     4833.0      794.0   0.000   0.000   0.000   0.000    0.097
  12.869     792     4829.0      793.1   0.000   0.000   0.000   0.000    0.096
  12.885     793     4824.8      792.1   0.000   0.000   0.000   0.000    0.118
  12.902     794     4820.6      790.9   0.000   0.000   0.000   0.000    0.108
  12.918     795     4817.3      789.7   0.000   0.000   0.000   0.000    0.112
  12.937     796     4813.9      788.3   0.000   0.000   0.000   0.000    0.107
  12.953     797     4809.7      787.2   0.000   0.000   0.000   0.000    0.105
  12.971     798     4805.6      786.0   0.000   0.000   0.000   0.000    0.105
  12.987     799     4801.5      784.8   0.000   0.000   0.000   0.000    0.106
  13.004     800     4797.5      783.4   0.000   0.000   0.000   0.000    0.101
  13.023     801     4792.9      782.9   0.000   0.000   0.000   0.000    0.100
  13.039     802     4789.0      781.8   0.000   0.000   0.000   0.000    0.106
  13.056     803     4784.6      781.6   0.000   0.000   0.000   0.000    0.102
  13.073     804     4780.5      780.5   0.000   0.000   0.000   0.000    0.101
  13.090     805     4776.6      779.4   0.000   0.000   0.000   0.000    0.097
  13.108     806     4772.8      778.4   0.000   0.000   0.000   0.000    0.091
  13.124     807     4768.2      777.9   0.000   0.000   0.000   0.000    0.091
  13.143     808     4764.0      777.5   0.000   0.000   0.000   0.000    0.093
  13.161     809     4759.7      777.1   0.000   0.000   0.000   0.000    0.089
  13.177     810     4756.4      775.9   0.000   0.000   0.000   0.000    0.091
  13.194     811     4753.3      774.9   0.000   0.000   0.000   0.000    0.112
  13.212     812     4750.6      774.0   0.000   0.000   0.000   0.000    0.160
  13.227     813     4747.8      773.3   0.000   0.004   0.004   0.000    0.113
  13.245     814     4746.4      771.8   0.000   0.004   0.004   0.000    0.130
  13.261     815     4745.1      770.5   0.000   0.025   0.025   0.000    0.110
  13.280     816     4743.4      768.5   0.000   0.288   0.288   0.000    0.106
  13.296     817     4743.2      766.8   0.000   0.000   0.000   0.000    0.104
  13.314     818     4742.9      765.4   0.000   0.000   0.000   0.000    0.149
  13.330     819     4740.9      765.5   0.000   0.000   0.000   0.000    0.174
  13.347     820     4739.3      765.2   0.000   0.000   0.000   0.000    0.115
  13.367     821     4738.7      763.9   0.000   0.000   0.000   0.000    0.102
  13.383     822     4737.1      763.1   0.000   0.000   0.000   0.000    0.110
  13.400     823     4735.1      762.5   0.000   0.000   0.000   0.000    0.115
  13.419     824     4734.2      761.6   0.000   0.181   0.000   0.181    0.108
  13.436     825     4731.3      761.7   0.000   0.000   0.000   0.000    0.134
  13.452     826     4728.5      762.4   0.000   0.000   0.000   0.000    0.120
  13.470     827     4725.3      762.8   0.000   0.000   0.000   0.000    0.106
  13.486     828     4722.1      763.3   0.000   0.000   0.000   0.000    0.115
  13.503     829     4719.0      763.9   0.000   0.000   0.000   0.000    0.109
  13.519     830     4716.7      763.8   0.000   0.000   0.000   0.000    0.106
  13.536     831     4714.0      762.9   0.000   0.000   0.333   0.333    0.150
  13.552     832     4711.9      762.7   0.000   0.000   0.000   0.000    0.106
  13.569     833     4709.6      762.3   0.000   0.000   0.000   0.000    0.106
  13.587     834     4709.1      760.1   0.000   0.000   0.000   0.000    0.103
  13.603     835     4708.5      758.1   0.000   0.000   0.000   0.000    0.096
  13.620     836     4705.7      757.5   0.000   0.000   0.000   0.000    0.094
  13.638     837     4703.5      757.5   0.000   0.000   0.000   0.000    0.099
  13.656     838     4701.2      757.6   0.000   0.000   0.000   0.000    0.122
  13.674     839     4698.6      757.7   0.000   0.000   0.000   0.000    0.102
  13.692     840     4696.1      757.8   0.000   0.000   0.000   0.000    0.118
  13.707     841     4693.7      758.0   0.000   0.000   0.000   0.000    0.114
  13.725     842     4691.7      758.3   0.000   0.000   0.000   0.000    0.106
  13.742     843     4689.5      758.7   0.000   0.000   0.000   0.000    0.115
  13.758     844     4687.1      757.6   0.000   0.000   0.000   0.000    0.108
  13.775     845     4685.0      757.9   0.000   0.000   0.000   0.000    0.106
  13.792     846     4682.6      758.3   0.000   0.000   0.000   0.000    0.115
  13.812     847     4680.5      758.7   0.000   0.000   0.000   0.000    0.105
  13.829     848     4678.5      759.3   0.000   0.005   0.005   0.000    0.094
  13.846     849     4674.9      757.7   0.000   0.000   0.148   0.148    0.095
  13.862     850     4672.3      758.1   0.000   0.000   0.000   0.000    0.094
  13.880     851     4669.7      758.7   0.000   0.059   0.059   0.000    0.122
  13.896     852     4667.5      759.2   0.000   0.000   0.000   0.000    0.110
  13.912     853     4665.0      759.4   0.000   0.000   0.000   0.000    0.105
  13.931     854     4662.5      759.5   0.000   0.000   0.000   0.000    0.103
  13.950     855     4660.0      759.5   0.000   0.000   0.000   0.000    0.103
  13.971     856     4657.4      759.6   0.000   0.000   0.000   0.000    0.101
  13.987     857     4654.6      759.3   0.000   0.000   0.000   0.000    0.108
  14.006     858     4652.0      758.8   0.000   0.000   0.000   0.000    0.111
  14.025     859     4649.8      758.3   0.000   0.000   0.000   0.000    0.109
  14.043     860     4648.1      757.6   0.000   0.000   0.000   0.000    0.108
  14.059     861     4646.1      756.7   0.000   0.000   0.003   0.003    0.110
  14.077     862     4644.5      756.1   0.000   0.000   0.000   0.000    0.105
  14.093     863     4642.9      755.5   0.000   0.009   0.009   0.000    0.104
  14.111     864     4641.3      754.9   0.000   0.333   0.333   0.000    0.114
  14.128     865     4639.9      754.5   0.000   0.000   0.000   0.000    0.111
  14.145     866     4638.3      754.1   0.000   0.002   0.002   0.000    0.109
  14.162     867     4635.7      754.9   0.003   0.003   0.000   0.000    0.103
  14.179     868     4634.0      754.7   0.000   0.000   0.000   0.000    0.103
  14.195     869     4631.8      752.7   0.000   0.000   0.000   0.000    0.106
  14.212     870     4629.9      752.0   0.000   0.000   0.000   0.000    0.099
  14.229     871     4628.1      751.4   0.000   0.000   0.000   0.000    0.093
  14.246     872     4625.5      748.7   0.000   0.000   0.000   0.000    0.115
  14.265     873     4622.8      746.8   0.000   0.000   0.258   0.258    0.100
  14.281     874     4620.4      745.5   0.000   0.000   0.000   0.000    0.132
  14.298     875     4616.8      744.7   0.000   0.000   0.286   0.286    0.112
  14.315     876     4614.3      743.4   0.000   0.000   0.000   0.000    0.118
  14.331     877     4611.2      742.7   0.000   0.000   0.007   0.007    0.111
  14.347     878     4606.9      743.1   0.000   0.000   0.000   0.000    0.108
  14.364     879     4602.4      743.4   0.000   0.000   0.000   0.000    0.117
  14.380     880     4598.1      743.7   0.000   0.000   0.000   0.000    0.140
  14.397     881     4594.6      742.8   0.000   0.000   0.005   0.005    0.116
  14.414     882     4591.4      741.9   0.000   0.000   0.025   0.025    0.108
  14.431     883     4587.0      742.0   0.000   0.000   0.000   0.000    0.097
  14.448     884     4581.7      742.7   0.000   0.000   0.000   0.000    0.094
  14.465     885     4577.3      742.7   0.000   0.000   0.000   0.000    0.093
  14.481     886     4572.2      743.0   0.000   0.000   0.000   0.000    0.095
  14.498     887     4567.1      743.7   0.000   0.000   0.000   0.000    0.096
  14.518     888     4562.7      744.0   0.000   0.000   0.000   0.000    0.108
  14.537     889     4557.9      744.2   0.000   0.000   0.000   0.000    0.105
  14.553     890     4553.8      744.2   0.005   0.005   0.000   0.000    0.101
  14.570     891     4549.7      744.1   0.048   0.048   0.000   0.000    0.105
  14.588     892     4546.1      744.1   0.000   0.000   0.000   0.000    0.106
  14.604     893     4542.0      744.2   0.066   0.066   0.000   0.000    0.126
  14.620     894     4538.3      743.9   0.000   0.000   0.000   0.000    0.111
  14.637     895     4534.7      743.6   0.000   0.000   0.000   0.000    0.111
  14.654     896     4531.6      743.1   0.000   0.000   0.000   0.000    0.140
  14.671     897     4528.3      742.6   0.000   0.000   0.022   0.022    0.135
  14.688     898     4524.7      742.0   0.000   0.000   0.222   0.222    0.131
  14.704     899     4521.4      741.8   0.000   0.000   0.005   0.005    0.108
  14.721     900     4517.0      741.6   0.000   0.000   0.000   0.000    0.104
  14.737     901     4514.1      741.0   0.000   0.000   0.002   0.002    0.105
  14.754     902     4510.8      740.0   0.000   0.000   0.005   0.005    0.098
  14.771     903     4507.7      738.9   0.000   0.000   0.215   0.215    0.093
  14.788     904     4504.6      738.5   0.000   0.000   0.000   0.000    0.095
  14.807     905     4501.2      738.1   0.000   0.000   0.000   0.000    0.093
  14.824     906     4497.6      737.7   0.000   0.000   0.000   0.000    0.129
  14.841     907     4494.3      737.1   0.000   0.000   0.000   0.000    0.107
  14.857     908     4491.2      736.5   0.000   0.000   0.000   0.000    0.103
  14.874     909     4488.2      735.8   0.000   0.000   0.006   0.006    0.102
  14.890     910     4484.7      735.4   0.000   0.000   0.000   0.000    0.106
  14.907     911     4481.6      734.7   0.000   0.000   0.000   0.000    0.141
  14.924     912     4478.4      734.5   0.000   0.000   0.000   0.000    0.099
  14.943     913     4475.4      734.4   0.000   0.000   0.000   0.000    0.093
  14.964     914     4472.4      734.3   0.000   0.000   0.000   0.000    0.091
  14.981     915     4469.3      734.1   0.000   0.000   0.000   0.000    0.088
  15.001     916     4466.2      734.1   0.000   0.000   0.000   0.000    0.092
  15.018     917     4462.5      732.8   0.000   0.000   0.000   0.000    0.090
  15.036     918     4458.3      731.7   0.000   0.000   0.000   0.000    0.104
  15.053     919     4453.0      729.5   0.045   0.045   0.000   0.000    0.105
  15.069     920     4448.6      728.1   0.000   0.000   0.000   0.000    0.101
  15.090     921     4443.8      727.0   0.000   0.000   0.000   0.000    0.108
  15.108     922     4439.6      726.8   0.000   0.000   0.000   0.000    0.122
  15.126     923     4435.1      726.8   0.000   0.000   0.000   0.000    0.105
  15.147     924     4430.6      726.7   0.000   0.000   0.000   0.000    0.108
  15.167     925     4426.7      726.5   0.000   0.000   0.000   0.000    0.103
  15.183     926     4422.6      726.4   0.000   0.000   0.000   0.000    0.104
  15.201     927     4418.5      726.5   0.000   0.000   0.000   0.000    0.104
  15.218     928     4414.8      726.4   0.000   0.000   0.000   0.000    0.101
  15.235     929     4410.7      726.3   0.000   0.000   0.000   0.000    0.103
  15.251     930     4407.0      725.9   0.000   0.000   0.000   0.000    0.154
  15.269     931     4403.0      725.4   0.000   0.000   0.000   0.000    0.108
  15.287     932     4398.9      724.9   0.000   0.000   0.000   0.000    0.105
  15.305     933     4394.9      725.2   0.333   0.333   0.000   0.000    0.106
  15.321     934     4391.5      725.1   0.000   0.000   0.000   0.000    0.102
  15.338     935     4388.1      725.2   0.000   0.000   0.000   0.000    0.107
  15.356     936     4384.5      725.2   0.000   0.000   0.000   0.000    0.106
  15.372     937     4380.9      725.2   0.000   0.000   0.000   0.000    0.136
  15.392     938     4377.8      725.0   0.000   0.000   0.000   0.000    0.267
  15.407     939     4374.2      725.3   0.000   0.000   0.000   0.000    0.110
  15.424     940     4370.8      725.5   0.000   0.000   0.000   0.000    0.109
  15.442     941     4367.4      725.9   0.000   0.000   0.000   0.000    0.124
  15.459     942     4363.9      726.1   0.000   0.000   0.000   0.000    0.109
  15.476     943     4360.5      726.2   0.000   0.000   0.000   0.000    0.107
  15.492     944     4357.2      726.5   0.000   0.000   0.000   0.000    0.104
  15.509     945     4354.1      726.7   0.000   0.000   0.000   0.000    0.104
  15.526     946     4351.0      726.6   0.000   0.000   0.000   0.000    0.101
  15.543     947     4347.9      726.9   0.000   0.000   0.000   0.000    0.104
  15.562     948     4344.9      727.0   0.000   0.000   0.000   0.000    0.106
  15.578     949     4342.2      727.2   0.000   0.000   0.000   0.000    0.106
  15.595     950     4339.4      727.5   0.000   0.000   0.000   0.000    0.104
  15.612     951     4336.9      727.8   0.000   0.000   0.000   0.000    0.100
  15.629     952     4334.4      728.1   0.000   0.000   0.000   0.000    0.102
  15.646     953     4331.9      728.3   0.000   0.000   0.000   0.000    0.101
  15.663     954     4329.5      728.6   0.000   0.000   0.000   0.000    0.111
  15.682     955     4326.8      728.8   0.000   0.000   0.000   0.000    0.095
  15.698     956     4324.4      729.4   0.094   0.094   0.000   0.000    0.095
  15.715     957     4321.9      729.9   0.013   0.013   0.000   0.000    0.093
  15.731     958     4319.6      730.5   0.000   0.000   0.000   0.000    0.105
  15.748     959     4317.2      730.8   0.000   0.000   0.000   0.000    0.118
  15.764     960     4314.8      731.3   0.000   0.000   0.000   0.000    0.106
  15.783     961     4312.4      731.7   0.000   0.000   0.000   0.000    0.145
  15.799     962     4310.1      732.2   0.000   0.000   0.000   0.000    0.105
  15.816     963     4307.8      733.0   0.000   0.000   0.000   0.000    0.105
  15.833     964     4305.6      733.6   0.000   0.000   0.000   0.000    0.102
  15.850     965     4302.5      734.5   0.000   0.000   0.000   0.000    0.094
  15.867     966     4299.6      735.9   0.000   0.000   0.000   0.000    0.091
  15.884     967     4297.2      736.8   0.000   0.000   0.000   0.000    0.091
  15.900     968     4294.2      737.8   0.000   0.000   0.000   0.000    0.092
  15.919     969     4291.3      739.0   0.009   0.009   0.000   0.000    0.093
  15.938     970     4288.4      740.1   0.000   0.000   0.000   0.000    0.090
  15.957     971     4286.6      741.0   0.000   0.000   0.000   0.000    0.106
  15.973     972     4282.7      740.4   0.000   0.000   0.000   0.000    0.102
  15.990     973     4279.8      741.4   0.000   0.000   0.000   0.000    0.101
  16.008     974     4276.2      742.4   0.000   0.000   0.000   0.000    0.136
  16.024     975     4272.5      743.5   0.000   0.000   0.000   0.000    0.103
  16.041     976     4268.8      744.8   0.267   0.267   0.000   0.000    0.102
  16.058     977     4265.4      745.4   0.000   0.000   0.000   0.000    0.104
  16.077     978     4261.9      746.0   0.000   0.000   0.000   0.000    0.101
  16.094     979     4258.4      746.5   0.000   0.000   0.000   0.000    0.105
  16.111     980     4254.5      746.8   0.000   0.000   0.000   0.000    0.106
  16.129     981     4251.1      747.1   0.000   0.000   0.000   0.000    0.103
  16.145     982     4247.8      747.2   0.000   0.000   0.000   0.000    0.129
  16.162     983     4244.3      747.7   0.014   0.014   0.000   0.000    0.103
  16.179     984     4240.4      748.0   0.000   0.000   0.000   0.000    0.105
