KF — UWB Realtime
   4.069     293      560.0     1028.1
   4.087     294      563.4     1028.6
   4.103     295      568.0     1033.3
   4.120     296      573.2     1036.1
   4.137     297      577.9     1035.7
   4.154     298      582.0     1034.7
   4.170     299      583.3     1032.3
   4.187     300      587.2     1030.0
   4.205     301      591.4     1028.5
   4.221     302      596.4     1024.4
   4.237     303      600.1     1022.8
   4.254     304      605.5     1018.3
   4.272     305      609.0     1014.3
   4.289     306      614.5     1011.7
   4.306     307      613.3     1006.3
   4.323     308      609.2      999.5
   4.341     309      610.5      994.8
   4.357     310      611.6      991.9
   4.374     311      612.1      987.6
   4.391     312      614.1      983.4
   4.408     313      614.9      979.4
   4.426     314      615.4      977.1
   4.442     315      615.9      974.2
   4.460     316      618.1      970.0
   4.477     317      618.9      966.1
   4.493     318      620.2      961.9
   4.510     319      621.0      957.8
   4.527     320      623.5      953.6
   4.546     321      625.3      949.6
   4.562     322      626.8      945.9
   4.579     323      627.3      941.4
   4.596     324      627.3      937.9
   4.613     325      624.7      932.7
   4.629     326      621.7      927.1
   4.646     327      618.6      920.4
   4.663     328      616.2      914.2
   4.680     329      612.4      908.7
   4.698     330      609.7      903.6
   4.714     331      606.9      897.9
   4.731     332      604.2      891.7
   4.748     333      601.8      885.5
   4.764     334      599.0      878.9
   4.781     335      596.1      874.1
   4.798     336      593.2      867.7
   4.815     337      593.5      868.2
   4.832     338      590.3      866.3
   4.849     339      594.2      863.3
   4.869     340      598.9      861.4
   4.885     341      609.9      863.0
   4.902     342      612.2      864.4
   4.919     343      618.6      865.5
   4.936     344      625.2      874.2
   4.953     345      632.1      883.2
   4.970     346      640.0      891.5
   4.987     347      645.9      899.8
   5.004     348      651.9      908.8
   5.020     349      658.9      917.7
   5.037     350      664.6      924.4
   5.054     351      671.5      932.3
   5.071     352      677.6      938.9
   5.088     353      683.4      945.6
   5.105     354      688.0      952.0
   5.122     355      693.0      958.0
   5.139     356      697.3      962.9
   5.156     357      703.1      968.0
   5.172     358      708.2      973.9
   5.189     359      713.9      979.9
   5.207     360      719.3      985.3
   5.223     361      724.1      991.5
   5.240     362      730.1      995.4
   5.257     363      737.5      996.5
   5.274     364      742.9     1001.9
   5.291     365      748.1     1005.9
   5.308     366      755.6     1005.7
   5.324     367      761.3     1009.5
   5.341     368      768.3     1009.0
   5.358     369      775.2     1008.8
   5.375     370      782.0     1007.7
   5.392     371      787.8     1011.4
   5.409     372      795.4     1009.9
   5.426     373      801.9     1008.6
   5.443     374      806.8     1011.9
   5.460     375      811.9     1014.7
   5.476     376      819.4     1014.1
   5.493     377      824.4     1016.8
   5.510     378      831.3     1019.7
   5.527     379      836.9     1022.6
   5.544     380      842.4     1024.9
   5.561     381      847.2     1027.1
   5.578     382      852.7     1029.6
   5.595     383      858.7     1030.0
   5.611     384      863.3     1032.1
   5.628     385      868.1     1033.1
   5.645     386      874.1     1035.6
   5.664     387      878.9     1037.3
   5.680     388      884.0     1038.4
   5.697     389      888.5     1038.9
   5.715     390      893.4     1040.0
   5.733     391      899.4     1041.2
   5.749     392      905.3     1042.4
   5.766     393      910.6     1041.8
   5.783     394      915.8     1041.9
   5.800     395      921.1     1042.6
   5.819     396      926.7     1042.9
   5.836     397      932.0     1043.6
   5.853     398      936.9     1044.9
   5.869     399      943.5     1045.9
   5.886     400      949.7     1046.2
   5.903     401      955.7     1047.2
   5.920     402      961.3     1047.6
   5.937     403      966.9     1048.1
   5.954     404      972.4     1049.2
   5.971     405      977.6     1049.1
   5.991     406      983.6     1050.4
   6.007     407      988.9     1051.1
   6.024     408      993.8     1050.5
   6.041     409      999.2     1049.8
   6.058     410     1004.1     1049.8
   6.075     411     1009.1     1049.9
   6.093     412     1014.3     1050.0
   6.110     413     1020.1     1049.0
   6.127     414     1025.4     1048.6
   6.143     415     1030.3     1048.7
   6.160     416     1036.2     1047.5
   6.177     417     1041.8     1046.8
   6.194     418     1046.1     1046.1
   6.210     419     1051.9     1046.0
   6.227     420     1056.9     1045.4
   6.244     421     1061.7     1044.8
   6.261     422     1065.9     1043.7
   6.277     423     1070.7     1042.6
   6.294     424     1075.5     1042.2
   6.311     425     1079.9     1041.2
   6.328     426     1083.8     1040.6
   6.345     427     1088.9     1041.2
   6.362     428     1093.0     1041.9
   6.379     429     1097.3     1042.1
   6.396     430     1101.4     1042.7
   6.413     431     1105.6     1043.4
   6.429     432     1110.4     1043.3
   6.446     433     1114.3     1043.5
   6.463     434     1118.4     1043.6
   6.480     435     1123.4     1044.1
   6.497     436     1127.1     1043.1
   6.514     437     1131.9     1042.2
   6.531     438     1136.0     1042.4
   6.548     439     1139.8     1042.0
   6.564     440     1143.8     1040.9
   6.581     441     1146.2     1039.2
   6.598     442     1148.9     1039.5
   6.615     443     1152.1     1039.6
   6.632     444     1155.8     1039.8
   6.649     445     1159.4     1040.7
   6.666     446     1162.5     1041.4
   6.683     447     1165.4     1041.3
   6.700     448     1167.3     1041.4
   6.716     449     1169.7     1041.6
   6.733     450     1173.8     1042.1
   6.750     451     1177.1     1043.2
   6.767     452     1183.1     1038.9
   6.784     453     1186.4     1039.1
   6.801     454     1189.4     1040.1
   6.818     455     1193.4     1040.1
   6.835     456     1198.1     1039.8
   6.851     457     1201.4     1039.6
   6.870     458     1204.5     1039.9
   6.886     459     1207.4     1040.1
   6.903     460     1209.1     1039.9
   6.920     461     1211.0     1038.1
   6.937     462     1215.1     1031.7
   6.953     463     1218.6     1024.7
   6.970     464     1220.8     1020.1
   6.987     465     1222.8     1012.9
   7.002     466     1225.0     1007.3
   7.019     467     1226.9     1000.7
   7.037     468     1229.3      995.1
   7.053     469     1232.5      989.5
   7.071     470     1234.2      984.2
   7.087     471     1238.4      980.8
   7.105     472     1242.4      975.9
   7.121     473     1246.0      971.4
   7.139     474     1250.1      967.8
   7.154     475     1255.1      963.4
   7.171     476     1259.7      959.4
   7.188     477     1264.1      955.9
   7.206     478     1268.7      952.1
   7.222     479     1273.7      948.5
   7.239     480     1278.4      944.1
   7.257     481     1283.8      940.4
   7.274     482     1288.7      937.3
   7.289     483     1293.7      934.3
   7.306     484     1298.4      932.1
   7.323     485     1303.2      928.5
   7.340     486     1307.8      925.3
   7.357     487     1311.8      922.8
   7.374     488     1316.9      919.8
   7.391     489     1321.7      918.8
   7.408     490     1326.0      917.2
   7.426     491     1329.9      916.3
   7.444     492     1333.3      915.4
   7.460     493     1336.1      914.2
   7.477     494     1339.1      913.0
   7.494     495     1342.6      910.1
   7.511     496     1346.0      909.3
   7.529     497     1350.1      907.1
   7.546     498     1354.3      905.3
   7.564     499     1357.9      903.3
   7.581     500     1362.0      901.9
   7.598     501     1366.7      900.2
   7.615     502     1371.1      896.3
   7.632     503     1376.2      894.1
   7.649     504     1381.0      892.2
   7.666     505     1385.5      889.2
   7.682     506     1388.4      889.6
   7.698     507     1393.5      886.4
   7.715     508     1398.5      882.4
   7.732     509     1403.6      879.4
   7.749     510     1409.1      875.2
   7.766     511     1414.8      871.5
   7.783     512     1418.2      871.9
   7.801     513     1423.6      867.6
   7.819     514     1429.0      863.7
   7.837     515     1432.2      863.9
   7.855     516     1434.6      864.0
   7.871     517     1437.0      864.9
   7.891     518     1437.9      868.0
   7.908     519     1439.6      870.9
   7.925     520     1441.5      874.3
   7.949     521     1443.4      877.9
   7.965     522     1444.6      881.0
   7.981     523     1446.3      883.7
   7.999     524     1447.8      885.9
   8.015     525     1450.4      886.6
   8.032     526     1452.7      887.0
   8.049     527     1453.8      888.7
   8.066     528     1456.5      890.7
   8.083     529     1457.8      893.4
   8.100     530     1459.9      895.0
   8.117     531     1462.1      897.6
   8.134     532     1464.8      899.6
   8.150     533     1466.5      901.9
   8.169     534     1468.9      904.4
   8.185     535     1471.1      907.1
   8.202     536     1473.4      909.5
   8.219     537     1475.9      911.0
   8.236     538     1477.4      914.2
   8.254     539     1479.7      916.3
   8.271     540     1481.6      918.8
   8.287     541     1484.1      921.3
   8.306     542     1485.8      922.9
   8.322     543     1486.8      925.1
   8.341     544     1486.8      927.9
   8.357     545     1487.9      930.9
   8.374     546     1490.3      932.9
   8.391     547     1491.3      935.2
   8.408     548     1493.7      935.8
   8.424     549     1495.5      936.2
   8.441     550     1498.1      937.4
   8.458     551     1501.2      935.5
   8.475     552     1503.0      935.5
   8.492     553     1508.4      930.8
   8.509     554     1512.0      928.3
   8.526     555     1514.9      927.5
   8.544     556     1518.5      925.3
   8.560     557     1522.3      923.2
   8.577     558     1526.2      921.5
   8.596     559     1529.4      920.2
   8.614     560     1533.1      918.7
   8.630     561     1537.3      916.4
   8.647     562     1542.1      912.8
   8.664     563     1547.3      909.2
   8.684     564     1552.2      906.3
   8.700     565     1556.9      903.0
   8.719     566     1562.0      899.9
   8.738     567     1567.1      896.9
   8.756     568     1572.4      894.4
   8.774     569     1577.1      891.1
   8.790     570     1582.8      887.5
   8.807     571     1588.3      884.5
   8.826     572     1593.9      880.8
   8.842     573     1599.8      876.9
   8.859     574     1602.5      876.2
   8.876     575     1606.2      875.7
   8.892     576     1612.4      871.5
   8.909     577     1616.6      870.8
   8.926     578     1618.8      872.4
   8.946     579     1622.9      872.1
   8.963     580     1626.8      871.5
   8.981     581     1630.4      872.9
   8.997     582     1633.9      874.2
   9.014     583     1635.7      877.6
   9.031     584     1638.6      881.5
   9.048     585     1641.4      884.7
   9.065     586     1644.9      887.3
   9.082     587     1647.8      891.1
   9.099     588     1652.3      890.6
   9.116     589     1656.3      890.9
   9.133     590     1661.2      890.2
   9.149     591     1666.2      887.5
   9.166     592     1672.0      885.3
   9.183     593     1676.1      883.4
   9.200     594     1680.4      881.6
   9.217     595     1685.2      879.7
   9.234     596     1689.1      878.1
   9.251     597     1694.0      875.9
   9.269     598     1698.3      873.9
   9.285     599     1702.4      871.5
   9.304     600     1705.5      868.9
   9.320     601     1708.7      866.6
   9.337     602     1712.8      865.3
   9.354     603     1717.0      863.4
   9.371     604     1720.6      862.0
   9.388     605     1724.2      859.6
   9.405     606     1727.8      858.0
   9.421     607     1731.7      856.2
   9.438     608     1734.6      854.5
   9.455     609     1737.7      852.8
   9.472     610     1741.5      851.0
   9.489     611     1744.6      849.5
   9.508     612     1747.5      848.2
   9.524     613     1750.9      847.2
   9.541     614     1754.0      845.2
   9.557     615     1758.2      844.5
   9.574     616     1761.8      843.2
   9.591     617     1765.4      842.2
   9.608     618     1768.8      841.0
   9.625     619     1771.8      840.4
   9.642     620     1775.5      838.9
   9.659     621     1778.5      837.2
   9.676     622     1780.9      836.4
   9.693     623     1785.1      835.7
   9.709     624     1788.0      834.1
   9.726     625     1790.8      833.2
   9.743     626     1794.5      832.4
   9.760     627     1798.3      831.8
   9.777     628     1801.5      831.3
   9.794     629     1804.1      830.2
   9.812     630     1807.4      829.6
   9.829     631     1809.7      829.0
   9.845     632     1812.9      827.5
   9.862     633     1815.4      826.4
   9.879     634     1818.4      825.7
   9.898     635     1820.8      824.2
   9.914     636     1824.1      822.1
   9.931     637     1827.0      820.2
   9.948     638     1830.2      818.9
   9.965     639     1832.1      817.9
   9.981     640     1833.5      816.5
   9.998     641     1836.2      814.6
  10.015     642     1838.9      812.5
  10.032     643     1841.3      811.1
  10.049     644     1844.2      809.8
  10.066     645     1847.6      808.2
  10.083     646     1851.0      807.5
  10.100     647     1853.7      805.1
  10.116     648     1856.7      804.2
  10.135     649     1859.6      804.2
  10.151     650     1862.0      805.3
  10.168     651     1863.2      810.4
  10.185     652     1864.5      814.8
  10.202     653     1866.2      818.9
  10.219     654     1867.4      823.6
  10.236     655     1868.9      827.9
  10.251     656     1870.5      833.0
  10.268     657     1871.9      837.2
  10.286     658     1874.2      841.1
  10.302     659     1875.3      845.3
  10.319     660     1877.0      849.1
  10.336     661     1878.3      851.6
  10.354     662     1877.9      854.6
  10.371     663     1878.8      857.8
  10.388     664     1877.6      861.4
  10.405     665     1877.6      864.5
  10.422     666     1878.3      867.5
  10.438     667     1877.1      872.0
  10.455     668     1878.1      875.8
  10.472     669     1878.3      879.7
  10.490     670     1878.8      882.8
  10.507     671     1879.7      886.4
  10.524     672     1881.3      889.7
  10.540     673     1882.0      893.3
  10.557     674     1883.0      895.7
  10.574     675     1883.7      898.7
  10.590     676     1885.8      901.4
  10.607     677     1887.2      903.5
  10.624     678     1888.7      905.7
  10.641     679     1889.9      908.1
  10.659     680     1891.9      911.0
  10.675     681     1893.6      913.3
  10.693     682     1894.4      916.7
  10.710     683     1894.9      918.8
  10.727     684     1896.0      921.2
  10.744     685     1897.5      923.2
  10.761     686     1899.2      926.2
  10.778     687     1899.6      928.7
  10.794     688     1900.5      931.8
  10.811     689     1902.2      934.3
  10.827     690     1902.8      936.5
  10.844     691     1901.7      940.3
  10.861     692     1901.7      942.6
  10.878     693     1901.6      945.6
  10.895     694     1902.8      948.3
  10.912     695     1903.0      951.0
  10.929     696     1905.2      952.9
  10.946     697     1906.0      955.2
  10.962     698     1907.5      958.5
  10.979     699     1908.6      961.2
  10.996     700     1910.5      962.5
  11.013     701     1911.4      964.7
  11.030     702     1913.9      967.1
  11.049     703     1916.0      968.9
  11.065     704     1917.8      970.3
  11.082     705     1920.4      972.4
  11.098     706     1923.1      973.8
  11.115     707     1926.3      975.8
  11.132     708     1929.2      978.2
  11.149     709     1932.4      979.9
  11.166     710     1935.2      981.2
  11.183     711     1938.1      982.6
  11.201     712     1942.0      984.3
  11.219     713     1945.4      985.9
  11.235     714     1948.3      987.8
  11.252     715     1952.0      990.1
  11.269     716     1955.6      991.0
  11.286     717     1959.4      992.5
  11.303     718     1962.4      994.5
  11.321     719     1964.8      996.2
  11.341     720     1967.4      998.3
  11.357     721     1970.4     1000.1
  11.374     722     1974.6     1001.2
  11.391     723     1978.1     1002.2
  11.408     724     1981.2     1003.8
  11.427     725     1984.1     1005.0
  11.444     726     1985.3     1007.4
  11.461     727     1988.8     1008.5
  11.477     728     1992.3     1009.4
  11.494     729     1994.0     1011.1
  11.511     730     1992.8     1013.9
  11.530     731     1991.2     1016.9
  11.546     732     1992.4     1018.4
  11.563     733     1994.6     1019.8
  11.580     734     1993.8     1022.9
  11.596     735     1993.5     1025.8
  11.613     736     1992.1     1028.7
  11.630     737     1995.1     1030.9
  11.647     738     1992.1     1033.9
  11.664     739     1994.0     1036.1
  11.681     740     1992.1     1039.4
  11.698     741     1989.1     1042.9
  11.715     742     1988.5     1045.4
  11.732     743     1985.6     1049.3
  11.748     744     1985.4     1052.2
  11.765     745     1985.0     1054.9
  11.782     746     1982.8     1058.2
  11.799     747     1985.6     1059.3
  11.816     748     1983.4     1061.6
  11.833     749     1981.1     1064.3
  11.850     750     1978.5     1065.6
  11.867     751     1978.9     1066.9
  11.884     752     1975.7     1069.0
  11.900     753     1973.5     1070.9
  11.917     754     1974.2     1072.3
  11.934     755     1977.6     1071.7
  11.951     756     1978.8     1072.7
  11.968     757     1980.7     1073.9
  11.986     758     1984.8     1073.6
  12.003     759     1989.4     1073.0
  12.021     760     1993.5     1072.5
  12.037     761     1997.5     1072.6
  12.054     762     1998.7     1073.1
  12.071     763     2003.1     1073.2
  12.090     764     2001.6     1075.0
  12.106     765     2003.7     1075.4
  12.123     766     2005.2     1076.1
  12.141     767     2006.5     1076.8
  12.157     768     2007.4     1078.2
  12.173     769     2006.4     1079.9
  12.190     770     2004.3     1081.6
  12.207     771     2003.3     1083.9
  12.224     772     2002.6     1085.7
  12.241     773     2001.3     1086.5
  12.258     774     2001.1     1088.0
  12.275     775     2001.1     1089.0
  12.292     776     2002.7     1089.1
  12.308     777     2004.2     1089.3
  12.327     778     2005.4     1089.7
  12.343     779     2008.2     1089.2
  12.360     780     2011.1     1088.7
  12.377     781     2014.4     1088.5
  12.394     782     2017.7     1087.6
  12.411     783     2023.2     1086.6
  12.428     784     2027.9     1086.5
  12.444     785     2032.0     1085.0
  12.461     786     2037.1     1083.3
  12.478     787     2041.3     1082.9
  12.495     788     2045.9     1081.9
  12.512     789     2050.9     1080.5
  12.529     790     2055.6     1079.6
  12.547     791     2061.2     1078.7
  12.564     792     2065.9     1078.2
  12.581     793     2070.7     1077.1
  12.597     794     2075.6     1075.4
  12.614     795     2079.7     1074.8
  12.631     796     2089.7     1063.5
  12.650     797     2097.5     1056.8
  12.669     798     2105.2     1053.0
  12.685     799     2111.8     1049.0
  12.704     800     2120.3     1042.2
  12.723     801     2128.5     1036.2
  12.739     802     2135.5     1029.8
  12.757     803     2142.2     1022.8
  12.774     804     2144.4     1017.6
  12.791     805     2148.2     1012.3
  12.807     806     2146.0     1012.3
  12.823     807     2147.1     1012.1
  12.840     808     2146.1     1012.0
  12.857     809     2144.3     1012.8
  12.874     810     2143.3     1012.0
  12.891     811     2143.7     1015.7
  12.908     812     2141.4     1018.8
  12.925     813     2139.5     1020.3
  12.942     814     2137.1     1023.3
  12.959     815     2138.2     1019.7
  12.975     816     2137.6     1019.6
  12.992     817     2136.1     1022.8
  13.009     818     2133.9     1026.8
  13.028     819     2131.9     1030.0
  13.044     820     2129.5     1033.9
  13.061     821     2127.5     1037.7
  13.078     822     2127.8     1036.6
  13.094     823     2128.4     1035.9
  13.111     824     2128.2     1035.8
  13.131     825     2128.9     1035.3
  13.150     826     2129.0     1035.4
  13.166     827     2130.5     1034.3
  13.183     828     2131.8     1033.4
  13.199     829     2131.6     1035.2
  13.216     830     2130.5     1037.1
  13.233     831     2133.7     1033.3
  13.250     832     2135.0     1033.2
  13.267     833     2135.6     1036.0
  13.284     834     2137.7     1033.9
  13.301     835     2137.9     1037.3
  13.318     836     2139.4     1040.7
  13.335     837     2140.3     1043.2
  13.351     838     2141.0     1046.0
  13.368     839     2141.8     1048.8
  13.385     840     2143.1     1051.0
  13.402     841     2144.1     1052.4
  13.419     842     2144.8     1054.1
  13.435     843     2146.0     1055.6
  13.453     844     2148.0     1057.5
  13.469     845     2149.5     1057.3
  13.486     846     2151.5     1057.6
  13.502     847     2154.6     1057.0
