Standard EKF — UWB Realtime
  Q=0.01 mm²   R=50.0 mm²
   2.369     193      329.8      917.1
   2.386     194      332.7      918.9
   2.403     195      334.9      921.3
   2.419     196      337.8      924.1
   2.436     197      340.6      926.1
   2.453     198      343.0      929.0
   2.470     199      345.2      930.8
   2.487     200      347.1      932.9
   2.504     201      348.6      935.1
   2.521     202      351.3      937.1
   2.538     203      353.9      939.7
   2.554     204      356.3      941.8
   2.571     205      359.1      943.6
   2.588     206      361.2      945.5
   2.605     207      363.7      947.7
   2.622     208      366.4      949.0
   2.639     209      369.1      950.6
   2.656     210      372.1      952.1
   2.673     211      374.9      952.4
   2.690     212      378.1      953.0
   2.706     213      381.0      954.0
   2.723     214      384.2      955.4
   2.742     215      388.1      956.1
   2.760     216      391.4      956.6
   2.777     217      394.8      957.3
   2.794     218      398.1      958.6
   2.811     219      401.0      958.7
   2.828     220      404.2      958.9
   2.844     221      407.9      958.9
   2.859     222      411.2      959.4
   2.876     223      414.7      959.6
   2.893     224      418.3      960.2
   2.910     225      416.3      956.5
   2.927     226      419.3      957.6
   2.944     227      422.2      957.5
   2.961     228      425.1      957.3
   2.979     229      428.2      958.0
   2.995     230      431.2      958.6
   3.011     231      434.6      960.0
   3.028     232      437.9      960.8
   3.045     233      441.6      961.8
   3.062     234      444.6      961.1
   3.079     235      447.1      959.6
   3.096     236      450.3      960.2
   3.113     237      453.3      958.1
   3.129     238      456.8      959.2
   3.146     239      458.2      955.8
   3.163     240      460.4      953.1
   3.180     241      461.5      950.4
   3.197     242      463.5      947.0
   3.216     243      465.1      945.4
   3.232     244      462.0      940.4
   3.251     245      458.3      936.1
   3.269     246      454.9      933.1
   3.285     247      453.2      931.3
   3.302     248      450.9      928.8
   3.319     249      454.9      929.9
   3.336     250      453.0      927.4
   3.352     251      452.0      925.2
   3.370     252      449.2      920.5
   3.387     253      445.9      915.2
   3.403     254      450.9      914.8
   3.421     255      453.9      915.6
   3.438     256      457.4      914.5
   3.455     257      459.3      911.3
   3.472     258      463.1      912.2
   3.488     259      466.7      912.9
   3.505     260      469.0      911.6
   3.522     261      472.6      913.0
   3.539     262      475.0      911.7
   3.556     263      479.1      913.2
   3.573     264      477.6      910.6
   3.590     265      480.4      909.5
   3.607     266      482.7      907.1
   3.623     267      486.0      905.8
   3.640     268      483.7      900.3
   3.657     269      481.6      896.4
   3.673     270      480.5      894.1
   3.690     271      479.9      891.5
   3.707     272      478.9      888.6
   3.724     273      478.1      886.5
   3.741     274      482.9      888.1
   3.758     275      487.3      889.7
   3.775     276      491.4      891.1
   3.793     277      496.3      892.8
   3.810     278      500.8      894.2
   3.826     279      505.3      896.1
   3.843     280      510.1      897.2
   3.861     281      514.9      897.8
   3.877     282      519.0      899.8
   3.894     283      523.9      900.9
   3.911     284      529.2      901.2
   3.928     285      532.8      902.2
   3.945     286      537.1      903.3
   3.962     287      540.4      904.4
   3.978     288      543.9      906.1
   3.995     289      547.0      907.6
   4.012     290      550.4      908.8
   4.030     291      553.1      909.6
   4.046     292      555.7      911.5
   4.063     293      558.5      911.4
   4.080     294      561.2      913.1
   4.096     295      563.9      913.8
   4.113     296      567.7      911.6
   4.130     297      570.6      913.6
   4.147     298      574.5      907.9
   4.164     299      578.8      903.0
   4.181     300      582.7      897.9
   4.198     301      586.7      892.8
   4.215     302      590.0      888.4
   4.232     303      594.2      883.9
   4.248     304      598.0      879.0
   4.265     305      601.4      874.7
   4.281     306      605.1      870.4
   4.298     307      608.4      866.4
   4.315     308      610.9      862.1
   4.332     309      613.8      857.4
   4.350     310      616.5      852.2
   4.367     311      619.1      847.2
   4.383     312      622.7      843.0
   4.400     313      626.3      838.8
   4.417     314      629.2      834.1
   4.434     315      633.0      829.9
   4.451     316      636.4      827.1
   4.468     317      640.2      823.3
   4.485     318      643.8      820.3
   4.502     319      647.3      816.6
   4.519     320      651.1      813.4
   4.535     321      655.2      810.1
   4.552     322      658.9      807.6
   4.570     323      662.8      804.1
   4.586     324      665.8      801.6
   4.603     325      669.9      798.7
   4.620     326      673.4      795.7
   4.637     327      677.9      792.4
   4.654     328      682.1      789.2
   4.670     329      686.5      786.5
   4.687     330      690.6      783.1
   4.704     331      693.7      779.8
   4.721     332      696.7      781.8
   4.738     333      700.6      782.9
   4.755     334      703.2      783.8
   4.772     335      706.1      784.9
   4.789     336      709.0      785.8
   4.805     337      711.7      787.2
   4.823     338      714.3      788.0
   4.839     339      716.1      793.4
   4.856     340      718.9      794.8
   4.873     341      720.7      799.0
   4.890     342      722.5      804.7
   4.907     343      725.1      809.6
   4.924     344      726.7      813.4
   4.941     345      729.5      818.2
   4.957     346      731.3      822.6
   4.974     347      732.8      827.5
   4.991     348      735.0      831.7
   5.008     349      737.0      835.3
   5.025     350      739.2      839.4
   5.042     351      741.5      843.6
   5.060     352      743.8      847.2
   5.076     353      746.3      851.7
   5.092     354      749.0      854.8
   5.110     355      751.1      859.0
   5.126     356      753.4      862.9
   5.143     357      755.5      866.7
   5.161     358      758.7      869.6
   5.177     359      760.4      872.9
   5.195     360      763.1      876.3
   5.212     361      764.9      879.2
   5.230     362      767.3      882.0
   5.246     363      770.6      885.4
   5.263     364      773.7      887.7
   5.280     365      776.1      889.9
   5.297     366      778.1      892.4
   5.314     367      780.6      893.4
   5.331     368      783.2      895.1
   5.348     369      785.9      896.2
   5.368     370      788.1      897.4
   5.384     371      790.9      897.6
   5.403     372      793.7      899.5
   5.419     373      795.8      900.7
   5.436     374      798.9      902.1
   5.453     375      801.3      903.7
   5.471     376      803.0      904.8
   5.487     377      805.6      905.5
   5.504     378      808.4      906.5
   5.521     379      811.8      907.2
   5.538     380      813.3      908.4
   5.555     381      815.3      908.6
   5.572     382      818.2      909.3
   5.589     383      820.3      909.8
   5.605     384      822.7      910.8
   5.622     385      825.7      910.8
   5.639     386      828.8      910.7
   5.656     387      831.6      910.7
   5.673     388      834.7      911.6
   5.690     389      838.4      911.6
   5.707     390      841.6      911.6
   5.724     391      844.2      911.9
   5.740     392      847.9      911.7
   5.757     393      851.2      911.8
   5.774     394      854.7      910.5
   5.791     395      858.1      910.6
   5.808     396      862.5      910.6
   5.827     397      866.2      911.2
   5.843     398      870.3      911.0
   5.860     399      873.8      911.1
   5.876     400      877.4      911.6
   5.893     401      880.9      911.4
   5.910     402      884.4      911.7
   5.927     403      887.9      911.8
   5.944     404      890.9      912.2
   5.961     405      893.8      912.4
   5.978     406      897.0      912.4
   5.995     407      901.0      912.1
   6.013     408      905.6      911.9
   6.031     409      909.3      912.1
   6.047     410      911.8      911.8
   6.064     411      914.9      912.3
   6.081     412      917.7      912.6
   6.098     413      921.5      911.9
   6.115     414      924.3      912.1
   6.132     415      927.5      911.8
   6.148     416      931.1      912.0
   6.166     417      935.6      911.5
   6.182     418      939.0      911.0
   6.201     419      942.3      911.1
   6.217     420      945.3      911.7
   6.234     421      948.5      911.7
   6.254     422      952.2      911.7
   6.272     423      955.5      911.7
   6.288     424      958.7      911.2
   6.305     425      961.6      910.9
   6.322     426      964.8      910.3
   6.339     427      967.5      909.4
   6.356     428      971.2      909.0
   6.376     429      974.8      908.7
   6.395     430      964.1      897.6
   6.415     431      954.0      886.5
   6.435     432      943.8      876.1
   6.451     433      947.3      876.8
   6.470     434      951.2      876.4
   6.486     435      955.0      876.2
   6.503     436      958.8      875.6
   6.521     437      962.5      874.9
   6.538     438      966.1      874.0
   6.554     439      969.8      873.3
   6.570     440      974.1      872.9
   6.588     441      978.8      871.8
   6.605     442      983.3      872.0
   6.621     443      986.9      872.1
   6.639     444      990.4      871.1
   6.655     445      993.5      870.0
   6.672     446      996.9      869.7
   6.689     447     1001.5      868.6
   6.705     448     1005.6      869.4
   6.722     449     1009.6      870.1
   6.739     450     1013.3      870.2
   6.756     451     1017.4      869.3
   6.773     452     1021.4      869.0
   6.790     453     1024.6      869.4
   6.807     454     1027.4      869.2
   6.824     455     1030.0      869.3
   6.842     456     1033.1      870.8
   6.859     457     1035.9      870.9
   6.875     458     1038.8      870.9
   6.893     459     1041.7      871.5
   6.909     460     1045.0      871.8
   6.926     461     1047.7      872.6
   6.943     462     1051.2      873.7
   6.962     463     1054.9      875.0
   6.978     464     1059.9      875.4
   6.996     465     1064.6      877.0
   7.012     466     1068.0      878.3
   7.029     467     1072.2      879.2
   7.048     468     1076.5      880.9
   7.064     469     1081.1      882.3
   7.082     470     1085.4      884.3
   7.098     471     1090.4      880.5
   7.117     472     1093.6      880.9
   7.133     473     1098.1      879.0
   7.149     474     1101.9      877.1
   7.166     475     1105.3      876.8
   7.184     476     1110.2      874.2
   7.201     477     1114.8      869.2
   7.218     478     1121.1      862.5
   7.234     479     1126.4      857.6
   7.251     480     1131.2      853.0
   7.268     481     1134.8      851.1
   7.284     482     1139.4      847.5
   7.301     483     1143.9      842.9
   7.319     484     1147.9      839.1
   7.335     485     1153.4      834.7
   7.352     486     1157.4      830.6
   7.368     487     1161.8      827.0
   7.387     488     1166.1      822.6
   7.403     489     1170.3      819.1
   7.420     490     1174.3      815.9
   7.438     491     1179.3      812.8
   7.454     492     1184.4      809.7
   7.472     493     1188.5      808.1
   7.488     494     1193.0      805.9
   7.504     495     1197.7      803.4
   7.522     496     1202.0      801.0
   7.538     497     1206.7      798.4
   7.555     498     1211.3      796.8
   7.573     499     1215.8      794.5
   7.590     500     1219.3      793.0
   7.606     501     1223.0      791.8
   7.623     502     1226.8      790.7
   7.639     503     1230.1      789.4
   7.656     504     1233.5      788.0
   7.674     505     1237.5      787.0
   7.690     506     1240.0      786.3
   7.707     507     1244.0      783.8
   7.724     508     1247.2      782.0
   7.741     509     1250.6      780.1
   7.758     510     1254.3      778.4
   7.774     511     1258.1      777.5
   7.793     512     1262.0      776.3
   7.809     513     1264.7      775.1
   7.826     514     1267.7      773.2
   7.843     515     1271.4      771.4
   7.860     516     1274.6      769.7
   7.878     517     1277.6      768.1
   7.895     518     1281.6      766.6
   7.911     519     1284.0      768.3
   7.928     520     1286.6      769.6
   7.945     521     1290.4      766.8
   7.962     522     1292.3      769.7
   7.979     523     1296.6      767.3
   7.995     524     1299.4      767.2
   8.012     525     1301.2      768.5
   8.029     526     1302.2      769.6
   8.046     527     1303.4      771.5
   8.062     528     1305.0      773.0
   8.079     529     1306.5      774.2
   8.096     530     1307.9      775.4
   8.113     531     1309.4      777.5
   8.130     532     1310.8      780.2
   8.147     533     1311.7      782.4
   8.164     534     1312.4      785.1
   8.181     535     1314.1      787.2
   8.197     536     1316.1      790.1
   8.214     537     1318.6      791.7
   8.231     538     1320.2      793.3
   8.248     539     1321.7      795.9
   8.265     540     1323.2      798.7
   8.282     541     1325.3      800.5
   8.299     542     1327.0      802.7
   8.316     543     1327.7      805.5
   8.332     544     1328.9      808.7
   8.349     545     1329.9      812.0
   8.366     546     1330.0      815.5
   8.383     547     1330.6      818.4
   8.400     548     1330.8      821.6
   8.416     549     1332.2      825.7
   8.433     550     1334.0      829.7
   8.450     551     1335.3      833.0
   8.467     552     1336.7      835.9
   8.485     553     1338.2      838.8
   8.502     554     1339.8      842.1
   8.519     555     1342.0      843.4
   8.536     556     1344.3      845.7
   8.552     557     1345.1      848.2
   8.570     558     1346.6      850.4
   8.586     559     1348.2      851.7
   8.603     560     1349.3      851.8
   8.619     561     1350.5      851.5
   8.636     562     1351.6      851.7
   8.653     563     1352.1      851.1
   8.672     564     1353.1      851.5
   8.689     565     1356.7      847.2
   8.705     566     1357.3      846.5
   8.722     567     1360.5      845.2
   8.740     568     1362.7      847.7
   8.756     569     1366.7      843.1
   8.773     570     1370.7      838.1
   8.790     571     1371.6      840.3
   8.807     572     1374.7      838.7
   8.825     573     1375.5      837.3
   8.841     574     1376.9      840.2
   8.858     575     1376.7      843.0
   8.874     576     1379.7      845.3
   8.891     577     1380.8      848.5
   8.908     578     1386.4      846.4
   8.925     579     1393.1      845.4
   8.942     580     1398.1      847.7
   8.959     581     1404.3      846.1
   8.977     582     1410.2      844.5
   8.994     583     1416.4      844.8
   9.011     584     1422.2      845.8
   9.027     585     1428.1      846.6
   9.044     586     1434.4      847.3
   9.061     587     1441.2      846.9
   9.078     588     1447.9      846.4
   9.095     589     1455.7      844.4
   9.112     590     1462.1      843.3
   9.129     591     1470.4      840.3
   9.146     592     1478.3      836.1
   9.162     593     1485.4      832.8
   9.179     594     1491.5      829.9
   9.196     595     1498.6      826.3
   9.213     596     1505.4      823.2
   9.230     597     1511.9      819.9
   9.247     598     1518.3      817.5
   9.264     599     1524.4      815.5
   9.281     600     1530.2      812.6
   9.298     601     1536.7      810.1
   9.314     602     1543.1      807.4
   9.331     603     1549.8      804.8
   9.347     604     1555.2      802.3
   9.364     605     1561.8      799.8
   9.383     606     1567.5      797.1
   9.404     607     1573.6      794.7
   9.420     608     1579.7      792.6
   9.437     609     1585.4      790.2
   9.456     610     1590.7      788.2
   9.474     611     1595.9      786.0
   9.490     612     1601.5      783.6
   9.508     613     1607.3      782.1
   9.526     614     1613.4      779.7
   9.542     615     1618.9      777.2
   9.559     616     1624.7      774.6
   9.576     617     1629.5      772.8
   9.593     618     1635.1      770.9
   9.610     619     1640.3      769.0
   9.627     620     1646.0      767.0
   9.643     621     1651.9      765.0
   9.661     622     1657.8      764.0
   9.679     623     1662.8      762.9
   9.697     624     1668.2      762.0
   9.713     625     1673.1      760.7
   9.732     626     1677.9      759.9
   9.751     627     1682.1      759.4
   9.767     628     1686.2      758.3
   9.786     629     1690.3      758.0
   9.805     630     1693.9      757.7
   9.823     631     1697.3      757.5
   9.840     632     1701.2      755.2
   9.858     633     1704.7      755.0
   9.876     634     1707.9      753.8
   9.893     635     1711.4      754.3
   9.910     636     1713.6      753.7
   9.927     637     1717.0      753.2
   9.945     638     1719.8      753.4
   9.962     639     1722.3      752.6
   9.981     640     1724.9      752.5
   9.997     641     1727.8      752.2
  10.016     642     1730.2      752.1
  10.034     643     1733.3      751.9
  10.050     644     1736.8      751.4
  10.067     645     1740.1      750.5
  10.083     646     1743.6      749.2
  10.102     647     1746.6      747.8
  10.118     648     1750.6      747.1
  10.135     649     1755.1      746.1
  10.152     650     1759.4      744.5
  10.169     651     1763.4      742.4
  10.186     652     1767.7      740.7
  10.203     653     1771.7      738.4
  10.219     654     1776.0      737.2
  10.236     655     1780.2      736.1
  10.255     656     1784.7      734.5
  10.271     657     1788.4      735.0
  10.288     658     1793.8      734.1
  10.305     659     1798.5      733.0
  10.322     660     1802.2      733.8
  10.340     661     1805.5      735.2
  10.356     662     1808.0      737.0
  10.373     663     1810.0      739.7
  10.395     664     1811.9      742.3
  10.413     665     1813.5      745.4
  10.433     666     1814.8      748.5
  10.451     667     1815.8      752.2
  10.467     668     1817.1      754.3
  10.485     669     1817.3      757.1
  10.501     670     1816.7      761.6
  10.518     671     1816.9      764.1
  10.535     672     1817.6      767.0
  10.551     673     1817.7      769.3
  10.568     674     1818.8      772.1
  10.585     675     1819.8      774.8
  10.602     676     1821.9      777.0
  10.619     677     1823.2      779.9
  10.636     678     1824.0      783.1
  10.653     679     1825.6      785.8
  10.670     680     1826.7      788.3
  10.686     681     1827.2      791.2
  10.703     682     1828.7      793.8
  10.720     683     1829.3      796.4
  10.737     684     1830.5      798.9
  10.754     685     1831.6      801.9
  10.773     686     1832.7      805.0
  10.789     687     1833.2      807.2
  10.806     688     1832.9      809.8
  10.822     689     1833.4      811.8
  10.839     690     1834.1      814.0
  10.856     691     1835.1      816.9
  10.873     692     1836.4      819.2
  10.890     693     1837.6      821.2
  10.907     694     1839.7      823.4
  10.924     695     1841.2      825.8
  10.940     696     1842.5      828.2
  10.958     697     1845.1      830.0
  10.974     698     1847.2      832.4
  10.990     699     1849.9      833.6
  11.008     700     1852.3      836.4
  11.024     701     1855.2      838.5
  11.042     702     1858.0      840.0
  11.059     703     1860.2      840.6
  11.076     704     1863.2      842.4
  11.094     705     1866.3      843.5
  11.110     706     1868.7      844.7
  11.127     707     1872.4      846.9
  11.144     708     1875.6      848.8
  11.161     709     1878.7      851.1
  11.178     710     1882.3      852.6
  11.194     711     1885.2      853.6
  11.211     712     1888.3      854.5
  11.228     713     1891.8      855.5
  11.245     714     1894.7      855.8
  11.261     715     1898.5      856.2
  11.278     716     1901.8      856.8
  11.295     717     1905.4      858.2
  11.312     718     1909.4      857.6
  11.329     719     1912.7      859.2
  11.346     720     1916.9      860.1
  11.363     721     1920.6      860.8
  11.380     722     1924.4      862.2
  11.396     723     1928.6      862.7
  11.413     724     1932.5      864.2
  11.430     725     1936.6      864.9
  11.447     726     1940.8      865.4
  11.464     727     1943.8      867.3
  11.481     728     1946.9      868.1
  11.498     729     1948.0      867.9
  11.515     730     1951.6      867.3
  11.532     731     1956.1      864.5
  11.548     732     1958.4      866.5
  11.565     733     1961.8      867.6
  11.582     734     1966.4      865.4
  11.599     735     1964.2      866.1
  11.616     736     1966.1      863.3
  11.634     737     1968.4      860.3
  11.650     738     1970.4      864.0
  11.667     739     1970.8      864.3
  11.684     740     1973.0      868.5
  11.702     741     1977.6      864.6
  11.718     742     1978.3      865.0
  11.735     743     1980.3      869.1
  11.752     744     1981.6      872.6
  11.769     745     1986.0      872.8
  11.786     746     1987.2      877.1
  11.804     747     1989.3      880.8
  11.819     748     1993.2      881.5
  11.837     749     1995.3      885.2
  11.854     750     1996.6      888.5
  11.871     751     1998.3      893.1
  11.888     752     2002.5      893.7
  11.905     753     2006.3      894.0
  11.921     754     2008.9      898.6
  11.938     755     2010.4      902.8
  11.955     756     2012.4      907.4
  11.972     757     2016.0      906.7
  11.990     758     2017.7      910.4
  12.007     759     2016.3      914.6
  12.025     760     2015.2      919.9
  12.041     761     2014.7      923.9
  12.058     762     2014.2      927.4
  12.075     763     2010.1      932.4
  12.092     764     2006.0      936.8
  12.109     765     2002.7      940.4
  12.126     766     2002.4      943.1
  12.143     767     2004.8      945.2
  12.160     768     2004.2      948.0
  12.177     769     2000.9      951.8
  12.193     770     2001.6      954.3
  12.211     771     2002.3      956.6
  12.227     772     2000.6      958.9
  12.244     773     1999.1      961.5
  12.261     774     1997.0      964.0
  12.278     775     1995.5      967.1
  12.295     776     1994.2      969.3
  12.312     777     1992.9      971.9
  12.329     778     1991.2      973.9
  12.347     779     1989.9      976.8
  12.363     780     1988.6      979.4
  12.380     781     1988.9      982.4
  12.397     782     1987.6      984.4
  12.414     783     1986.8      986.7
  12.431     784     1986.4      989.0
  12.448     785     1987.0      991.7
  12.465     786     1987.2      993.8
  12.482     787     1989.0      995.2
  12.499     788     1990.3      996.4
  12.516     789     1992.5      997.1
  12.535     790     1994.8      997.3
  12.551     791     1998.0      996.6
  12.568     792     2001.3      997.0
  12.585     793     2005.3      996.6
  12.601     794     2009.2      996.5
  12.618     795     2013.7      996.3
  12.634     796     2017.7      995.7
  12.651     797     2022.1      995.1
  12.668     798     2026.4      993.6
  12.685     799     2031.8      993.7
  12.702     800     2036.4      992.8
  12.719     801     2041.2      992.1
  12.736     802     2046.3      990.2
  12.753     803     2050.2      990.6
  12.769     804     2055.0      990.2
  12.786     805     2059.4      990.1
  12.803     806     2062.4      990.1
  12.820     807     2065.8      990.9
  12.837     808     2069.4      992.2
  12.855     809     2071.2      993.7
  12.871     810     2073.7      995.0
  12.888     811     2077.4      995.8
  12.905     812     2078.1      997.8
  12.921     813     2081.4      998.1
  12.938     814     2087.8      991.6
  12.955     815     2093.8      986.9
  12.972     816     2099.9      981.1
  12.989     817     2105.5      976.4
  13.006     818     2111.7      971.7
  13.023     819     2117.6      967.6
  13.040     820     2124.6      963.9
  13.056     821     2126.7      960.9
  13.073     822     2129.2      958.7
  13.090     823     2132.5      956.4
  13.107     824     2135.0      953.7
  13.124     825     2137.9      950.7
  13.141     826     2140.8      947.8
  13.158     827     2140.3      946.7
  13.175     828     2143.6      943.0
  13.192     829     2143.9      941.7
  13.208     830     2143.4      939.9
  13.225     831     2143.2      937.6
  13.242     832     2143.1      935.0
  13.259     833     2143.3      933.5
  13.276     834     2143.1      932.7
  13.293     835     2142.9      931.4
  13.311     836     2143.2      930.7
  13.328     837     2143.7      929.3
  13.344     838     2144.8      928.0
  13.361     839     2145.3      926.4
  13.378     840     2145.8      925.3
  13.395     841     2146.3      923.9
  13.412     842     2147.0      922.4
  13.429     843     2148.2      920.0
  13.446     844     2149.6      918.4
  13.463     845     2150.5      917.8
  13.480     846     2151.2      916.8
  13.496     847     2151.8      914.7
  13.513     848     2152.9      911.8
  13.530     849     2154.5      909.1
  13.547     850     2155.4      909.4
  13.564     851     2156.9      905.0
  13.581     852     2157.6      902.6
  13.598     853     2157.6      901.1
  13.615     854     2157.8      899.6
  13.631     855     2160.1      896.3
  13.648     856     2160.5      895.7
  13.665     857     2162.8      891.5
  13.682     858     2165.7      887.0
  13.699     859     2167.3      886.8
  13.716     860     2166.9      890.2
  13.733     861     2168.9      891.2
  13.750     862     2171.1      891.1
  13.767     863     2173.9      889.6
  13.783     864     2177.0      886.1
  13.800     865     2180.2      884.0
  13.817     866     2183.8      880.8
  13.834     867     2186.5      878.4
  13.851     868     2188.7      876.7
  13.868     869     2190.2      877.2
  13.885     870     2192.7      875.3
  13.902     871     2195.1      873.2
  13.919     872     2197.9      870.4
  13.935     873     2199.9      866.8
  13.952     874     2201.7      864.6
  13.969     875     2203.4      862.5
  13.986     876     2206.0      860.9
  14.003     877     2208.3      858.5
  14.020     878     2211.5      856.0
  14.037     879     2214.4      852.7
  14.054     880     2216.2      850.8
  14.070     881     2218.2      849.0
