timestamp_s,anchor_id,distance_mm,v_mm_s,heading_deg
0.0134,0x1001,1492.00,0.00,0.50
0.0151,0x1002,4128.00,0.00,0.50
0.0167,0x1003,7458.00,0.00,0.50
0.0184,0x1004,6529.00,0.00,0.50
0.0290,0x1001,1529.00,0.00,0.50
0.0307,0x1002,4099.00,0.00,0.50
0.0323,0x1003,7551.00,0.00,0.50
0.0339,0x1004,6520.00,0.00,0.50
0.0465,0x1001,1520.00,24.34,0.50
0.0471,0x1002,4137.00,24.34,0.50
0.0477,0x1003,7551.00,24.34,0.50
0.0483,0x1004,6529.00,24.34,0.50
0.0635,0x1001,1492.00,24.34,0.50
0.0641,0x1002,4156.00,24.34,0.50
0.0647,0x1003,7467.00,24.34,0.50
0.0653,0x1004,6538.00,24.34,0.50
0.0795,0x1001,1510.00,121.71,0.50
0.0801,0x1002,4268.00,121.71,0.50
0.0807,0x1003,7467.00,121.71,0.50
0.0813,0x1004,6501.00,121.71,0.50
0.0965,0x1001,1492.00,121.71,0.50
0.0971,0x1002,4184.00,121.71,0.50
0.0977,0x1003,7448.00,121.71,0.50
0.0983,0x1004,6548.00,121.71,0.50
0.1135,0x1001,1576.00,121.71,0.50
0.1141,0x1002,4165.00,121.71,0.50
0.1147,0x1003,7448.00,121.71,0.50
0.1153,0x1004,6566.00,121.71,0.50
0.1304,0x1001,1557.00,129.83,1.12
0.1310,0x1002,4165.00,129.83,1.12
0.1316,0x1003,7476.00,129.83,1.12
0.1322,0x1004,6463.00,129.83,1.12
0.1475,0x1001,1529.00,129.83,1.12
0.1481,0x1002,4174.00,129.83,1.12
0.1486,0x1003,7458.00,129.83,1.12
0.1492,0x1004,6548.00,129.83,1.12
0.1645,0x1001,1492.00,129.83,1.12
0.1651,0x1002,4128.00,129.83,1.12
0.1656,0x1003,7551.00,129.83,1.12
0.1662,0x1004,6529.00,129.83,1.12
0.1815,0x1001,1529.00,137.94,1.87
0.1821,0x1002,4156.00,137.94,1.87
0.1827,0x1003,7495.00,137.94,1.87
0.1833,0x1004,6473.00,137.94,1.87
0.1985,0x1001,1510.00,137.94,1.87
0.1991,0x1002,4165.00,137.94,1.87
0.1997,0x1003,7448.00,137.94,1.87
0.2003,0x1004,6538.00,137.94,1.87
0.2155,0x1001,1520.00,137.94,1.87
0.2161,0x1002,4174.00,137.94,1.87
0.2166,0x1003,7430.00,137.94,1.87
0.2172,0x1004,6454.00,137.94,1.87
0.2314,0x1001,1529.00,146.05,2.25
0.2320,0x1002,4165.00,146.05,2.25
0.2326,0x1003,7383.00,146.05,2.25
0.2332,0x1004,6510.00,146.05,2.25
0.2484,0x1001,1548.00,146.05,2.25
0.2490,0x1002,4156.00,146.05,2.25
0.2496,0x1003,7392.00,146.05,2.25
0.2501,0x1004,6426.00,146.05,2.25
0.2655,0x1001,1557.00,146.05,2.25
0.2660,0x1002,4184.00,146.05,2.25
0.2666,0x1003,7448.00,146.05,2.25
0.2672,0x1004,6520.00,146.05,2.25
0.2824,0x1001,1548.00,154.17,2.12
0.2830,0x1002,4165.00,154.17,2.12
0.2836,0x1003,7439.00,154.17,2.12
0.2841,0x1004,6463.00,154.17,2.12
0.3015,0x1001,1520.00,154.17,2.12
0.3020,0x1002,4137.00,154.17,2.12
0.3026,0x1003,7439.00,154.17,2.12
0.3032,0x1004,6482.00,154.17,2.12
0.3174,0x1001,1492.00,154.17,2.12
0.3180,0x1002,4137.00,154.17,2.12
0.3186,0x1003,7458.00,154.17,2.12
0.3192,0x1004,6501.00,154.17,2.12
0.3344,0x1001,1501.00,164.99,2.00
0.3350,0x1002,4165.00,164.99,2.00
0.3356,0x1003,7514.00,164.99,2.00
0.3361,0x1004,6454.00,164.99,2.00
0.3514,0x1001,1538.00,164.99,2.00
0.3520,0x1002,4109.00,164.99,2.00
0.3526,0x1003,7373.00,164.99,2.00
0.3532,0x1004,6501.00,164.99,2.00
0.3694,0x1001,1482.00,164.99,2.00
0.3700,0x1002,4099.00,164.99,2.00
0.3706,0x1003,7373.00,164.99,2.00
0.3712,0x1004,6482.00,164.99,2.00
0.3874,0x1001,1557.00,164.99,1.94
0.3880,0x1002,4146.00,164.99,1.94
0.3886,0x1003,7373.00,164.99,1.94
0.3892,0x1004,6491.00,164.99,1.94
0.4034,0x1001,1445.00,164.99,1.94
0.4040,0x1002,4071.00,164.99,1.94
0.4046,0x1003,7373.00,164.99,1.94
0.4052,0x1004,6445.00,164.99,1.94
0.4204,0x1001,1473.00,164.99,1.94
0.4210,0x1002,4081.00,164.99,1.94
0.4215,0x1003,7420.00,164.99,1.94
0.4221,0x1004,6463.00,164.99,1.94
0.4374,0x1001,1538.00,164.99,1.87
0.4380,0x1002,4099.00,164.99,1.87
0.4386,0x1003,7420.00,164.99,1.87
0.4392,0x1004,6426.00,164.99,1.87
0.4544,0x1001,1492.00,164.99,1.87
0.4550,0x1002,4071.00,164.99,1.87
0.4555,0x1003,7411.00,164.99,1.87
0.4561,0x1004,6482.00,164.99,1.87
0.4714,0x1001,1576.00,164.99,1.87
0.4720,0x1002,4099.00,164.99,1.87
0.4726,0x1003,7448.00,164.99,1.87
0.4732,0x1004,6445.00,164.99,1.87
0.4894,0x1001,1501.00,164.99,1.87
0.4900,0x1002,4099.00,164.99,1.87
0.4906,0x1003,7448.00,164.99,1.87
0.4912,0x1004,6435.00,164.99,1.87
0.5054,0x1001,1520.00,164.99,1.87
0.5060,0x1002,4109.00,164.99,1.87
0.5066,0x1003,7401.00,164.99,1.87
0.5072,0x1004,6435.00,164.99,1.87
0.5223,0x1001,1482.00,164.99,1.87
0.5229,0x1002,4099.00,164.99,1.87
0.5235,0x1003,7420.00,164.99,1.87
0.5241,0x1004,6445.00,164.99,1.87
0.5394,0x1001,1416.00,167.69,1.75
0.5399,0x1002,4071.00,167.69,1.75
0.5405,0x1003,7439.00,167.69,1.75
0.5411,0x1004,6435.00,167.69,1.75
0.5563,0x1001,1407.00,167.69,1.75
0.5569,0x1002,4062.00,167.69,1.75
0.5575,0x1003,7420.00,167.69,1.75
0.5581,0x1004,6435.00,167.69,1.75
0.5734,0x1001,1398.00,167.69,1.75
0.5740,0x1002,4081.00,167.69,1.75
0.5745,0x1003,7458.00,167.69,1.75
0.5751,0x1004,6435.00,167.69,1.75
0.5904,0x1001,1529.00,164.99,1.69
0.5909,0x1002,4099.00,164.99,1.69
0.5915,0x1003,7392.00,164.99,1.69
0.5921,0x1004,6435.00,164.99,1.69
0.6083,0x1001,1473.00,164.99,1.69
0.6089,0x1002,4081.00,164.99,1.69
0.6095,0x1003,7392.00,164.99,1.69
0.6101,0x1004,6463.00,164.99,1.69
0.6257,0x1001,1482.00,164.99,1.69
0.6272,0x1002,4090.00,164.99,1.69
0.6278,0x1003,7420.00,164.99,1.69
0.6283,0x1004,6445.00,164.99,1.69
0.6414,0x1001,1482.00,164.99,1.69
0.6419,0x1002,4071.00,164.99,1.69
0.6425,0x1003,7392.00,164.99,1.69
0.6431,0x1004,6463.00,164.99,1.69
0.6583,0x1001,1510.00,164.99,1.69
0.6589,0x1002,4071.00,164.99,1.69
0.6595,0x1003,7392.00,164.99,1.69
0.6601,0x1004,6416.00,164.99,1.69
0.6743,0x1001,1501.00,164.99,1.69
0.6749,0x1002,4118.00,164.99,1.69
0.6760,0x1003,7326.00,164.99,1.69
0.6773,0x1004,6416.00,162.28,1.69
0.6913,0x1001,1510.00,162.28,1.69
0.6919,0x1002,4128.00,162.28,1.69
0.6925,0x1003,7364.00,162.28,1.69
0.6931,0x1004,6445.00,162.28,1.69
0.7094,0x1001,1520.00,162.28,1.69
0.7099,0x1002,4118.00,162.28,1.69
0.7105,0x1003,7364.00,162.28,1.69
0.7111,0x1004,6445.00,162.28,1.69
0.7263,0x1001,1529.00,162.28,1.69
0.7273,0x1002,4034.00,164.99,1.69
0.7279,0x1003,7298.00,164.99,1.69
0.7285,0x1004,6407.00,164.99,1.69
0.7433,0x1001,1548.00,164.99,1.69
0.7439,0x1002,4081.00,164.99,1.69
0.7445,0x1003,7354.00,164.99,1.69
0.7451,0x1004,6426.00,164.99,1.69
0.7613,0x1001,1538.00,164.99,1.69
0.7619,0x1002,4128.00,164.99,1.69
0.7625,0x1003,7317.00,164.99,1.69
0.7630,0x1004,6426.00,164.99,1.69
0.7773,0x1001,1548.00,164.99,1.69
0.7779,0x1002,4090.00,164.99,1.69
0.7785,0x1003,7354.00,164.99,1.69
0.7790,0x1004,6407.00,164.99,1.69
0.7943,0x1001,1548.00,164.99,1.69
0.7949,0x1002,4090.00,164.99,1.69
0.7954,0x1003,7364.00,164.99,1.69
0.7960,0x1004,6407.00,164.99,1.69
0.8113,0x1001,1567.00,164.99,1.69
0.8119,0x1002,4099.00,164.99,1.69
0.8124,0x1003,7289.00,164.99,1.69
0.8130,0x1004,6426.00,164.99,1.69
0.8283,0x1001,1510.00,167.69,1.69
0.8288,0x1002,4099.00,167.69,1.69
0.8294,0x1003,7326.00,167.69,1.69
0.8300,0x1004,6445.00,167.69,1.69
0.8453,0x1001,1670.00,167.69,1.69
0.8459,0x1002,4071.00,167.69,1.69
0.8465,0x1003,7336.00,167.69,1.69
0.8470,0x1004,6416.00,167.69,1.69
0.8623,0x1001,1510.00,167.69,1.69
0.8629,0x1002,4128.00,167.69,1.69
0.8634,0x1003,7354.00,167.69,1.69
0.8640,0x1004,6407.00,167.69,1.69
0.8802,0x1001,1463.00,164.99,1.62
0.8808,0x1002,4137.00,164.99,1.62
0.8814,0x1003,7354.00,164.99,1.62
0.8820,0x1004,6407.00,164.99,1.62
0.8973,0x1001,1538.00,164.99,1.62
0.8979,0x1002,4128.00,164.99,1.62
0.8984,0x1003,7233.00,164.99,1.62
0.8990,0x1004,6445.00,164.99,1.62
0.9133,0x1001,1623.00,164.99,1.62
0.9139,0x1002,4156.00,164.99,1.62
0.9144,0x1003,7326.00,164.99,1.62
0.9150,0x1004,6426.00,164.99,1.62
0.9302,0x1001,1595.00,164.99,1.62
0.9308,0x1002,4081.00,164.99,1.62
0.9314,0x1003,7411.00,164.99,1.62
0.9319,0x1004,6426.00,164.99,1.62
0.9472,0x1001,1567.00,164.99,1.62
0.9478,0x1002,4156.00,164.99,1.62
0.9484,0x1003,7364.00,164.99,1.62
0.9489,0x1004,6416.00,164.99,1.62
0.9642,0x1001,1538.00,164.99,1.62
0.9648,0x1002,4146.00,164.99,1.62
0.9655,0x1003,7373.00,164.99,1.62
0.9660,0x1004,6407.00,164.99,1.62
0.9813,0x1001,1585.00,162.28,1.56
0.9818,0x1002,4174.00,162.28,1.56
0.9824,0x1003,7317.00,162.28,1.56
0.9830,0x1004,6407.00,162.28,1.56
0.9982,0x1001,1557.00,162.28,1.56
0.9988,0x1002,4212.00,162.28,1.56
0.9996,0x1003,7514.00,162.28,1.56
1.0001,0x1004,6379.00,162.28,1.56
1.0154,0x1001,1613.00,162.28,1.56
1.0160,0x1002,4146.00,162.28,1.56
1.0165,0x1003,7439.00,162.28,1.56
1.0172,0x1004,6416.00,162.28,1.56
1.0322,0x1001,1576.00,156.87,1.56
1.0328,0x1002,4128.00,156.87,1.56
1.0334,0x1003,7279.00,156.87,1.56
1.0340,0x1004,6435.00,156.87,1.56
1.0493,0x1001,1567.00,156.87,1.56
1.0499,0x1002,4184.00,156.87,1.56
1.0504,0x1003,7467.00,156.87,1.56
1.0510,0x1004,6398.00,156.87,1.56
1.0662,0x1001,1651.00,156.87,1.56
1.0668,0x1002,4099.00,156.87,1.56
1.0674,0x1003,7467.00,156.87,1.56
1.0679,0x1004,6388.00,156.87,1.56
1.0822,0x1001,1557.00,146.05,1.37
1.0828,0x1002,4165.00,146.05,1.37
1.0834,0x1003,7383.00,146.05,1.37
1.0839,0x1004,6407.00,146.05,1.37
1.0994,0x1001,1567.00,146.05,1.37
1.1000,0x1002,4193.00,146.05,1.37
1.1006,0x1003,7373.00,146.05,1.37
1.1012,0x1004,6370.00,146.05,1.37
1.1162,0x1001,1548.00,146.05,1.37
1.1168,0x1002,4128.00,146.05,1.37
1.1174,0x1003,7383.00,146.05,1.37
1.1180,0x1004,6407.00,146.05,1.37
1.1332,0x1001,1585.00,148.76,1.00
1.1338,0x1002,4184.00,148.76,1.00
1.1344,0x1003,7495.00,148.76,1.00
1.1350,0x1004,6426.00,148.76,1.00
1.1502,0x1001,1576.00,148.76,1.00
1.1508,0x1002,4128.00,148.76,1.00
1.1513,0x1003,7486.00,148.76,1.00
1.1519,0x1004,6416.00,148.76,1.00
1.1672,0x1001,1576.00,148.76,1.00
1.1678,0x1002,4156.00,148.76,1.00
1.1684,0x1003,7392.00,148.76,1.00
1.1689,0x1004,6426.00,148.76,1.00
1.1842,0x1001,1557.00,151.46,0.69
1.1848,0x1002,4128.00,151.46,0.69
1.1854,0x1003,7401.00,151.46,0.69
1.1859,0x1004,6379.00,151.46,0.69
1.2012,0x1001,1557.00,151.46,0.69
1.2018,0x1002,4184.00,151.46,0.69
1.2024,0x1003,7373.00,151.46,0.69
1.2029,0x1004,6370.00,151.46,0.69
1.2172,0x1001,1538.00,151.46,0.69
1.2178,0x1002,4146.00,151.46,0.69
1.2183,0x1003,7411.00,151.46,0.69
1.2189,0x1004,6360.00,151.46,0.69
1.2342,0x1001,1632.00,154.17,0.50
1.2347,0x1002,4090.00,154.17,0.50
1.2353,0x1003,7430.00,154.17,0.50
1.2359,0x1004,6370.00,154.17,0.50
1.2532,0x1001,1585.00,154.17,0.50
1.2538,0x1002,4221.00,154.17,0.50
1.2544,0x1003,7430.00,154.17,0.50
1.2550,0x1004,6407.00,154.17,0.50
1.2712,0x1001,1623.00,154.17,0.50
1.2718,0x1002,4184.00,154.17,0.50
1.2723,0x1003,7430.00,154.17,0.50
1.2729,0x1004,6388.00,154.17,0.50
1.2882,0x1001,1567.00,154.17,0.50
1.2887,0x1002,4118.00,154.17,0.50
1.2893,0x1003,7430.00,154.17,0.50
1.2899,0x1004,6407.00,154.17,0.50
1.3052,0x1001,1548.00,154.17,0.50
1.3058,0x1002,4128.00,154.17,0.50
1.3064,0x1003,7514.00,154.17,0.50
1.3069,0x1004,6370.00,154.17,0.50
1.3232,0x1001,1604.00,154.17,0.50
1.3237,0x1002,4203.00,154.17,0.50
1.3243,0x1003,7514.00,154.17,0.50
1.3249,0x1004,6360.00,154.17,0.50
1.3412,0x1001,1651.00,159.58,0.56
1.3418,0x1002,4221.00,159.58,0.56
1.3423,0x1003,7514.00,159.58,0.56
1.3429,0x1004,6370.00,159.58,0.56
1.3572,0x1001,1623.00,159.58,0.56
1.3577,0x1002,4156.00,159.58,0.56
1.3583,0x1003,7458.00,159.58,0.56
1.3589,0x1004,6388.00,159.58,0.56
1.3741,0x1001,1660.00,159.58,0.56
1.3747,0x1002,4193.00,159.58,0.56
1.3757,0x1003,7392.00,159.58,0.56
1.3771,0x1004,6388.00,156.87,0.50
1.3932,0x1001,1595.00,156.87,0.50
1.3938,0x1002,4184.00,156.87,0.50
1.3943,0x1003,7392.00,156.87,0.50
1.3949,0x1004,6360.00,156.87,0.50
1.4081,0x1001,1576.00,156.87,0.50
1.4087,0x1002,4146.00,156.87,0.50
1.4093,0x1003,7392.00,156.87,0.50
1.4099,0x1004,6407.00,156.87,0.50
1.4252,0x1001,1548.00,156.87,0.50
1.4267,0x1002,4146.00,156.87,0.50
1.4275,0x1003,7495.00,159.58,0.56
1.4281,0x1004,6351.00,159.58,0.56
1.4431,0x1001,1529.00,159.58,0.56
1.4437,0x1002,4146.00,159.58,0.56
1.4443,0x1003,7495.00,159.58,0.56
1.4448,0x1004,6388.00,159.58,0.56
1.4611,0x1001,1576.00,159.58,0.56
1.4617,0x1002,4165.00,159.58,0.56
1.4623,0x1003,7495.00,159.58,0.56
1.4629,0x1004,6341.00,159.58,0.56
1.4771,0x1001,1595.00,156.87,0.50
1.4777,0x1002,4184.00,156.87,0.50
1.4783,0x1003,7261.00,156.87,0.50
1.4789,0x1004,6341.00,156.87,0.50
1.4941,0x1001,1689.00,156.87,0.50
1.4947,0x1002,4137.00,156.87,0.50
1.4953,0x1003,7420.00,156.87,0.50
1.4958,0x1004,6323.00,156.87,0.50
1.5121,0x1001,1595.00,156.87,0.50
1.5127,0x1002,4137.00,156.87,0.50
1.5133,0x1003,7420.00,156.87,0.50
1.5138,0x1004,6370.00,156.87,0.50
1.5291,0x1001,1623.00,154.17,0.50
1.5297,0x1002,4137.00,154.17,0.50
1.5303,0x1003,7326.00,154.17,0.50
1.5309,0x1004,6323.00,154.17,0.50
1.5461,0x1001,1689.00,154.17,0.50
1.5467,0x1002,4212.00,154.17,0.50
1.5472,0x1003,7505.00,154.17,0.50
1.5478,0x1004,6370.00,154.17,0.50
1.5661,0x1001,1595.00,154.17,0.50
1.5667,0x1002,4203.00,154.17,0.50
1.5672,0x1003,7505.00,154.17,0.50
1.5678,0x1004,6370.00,154.17,0.50
1.5821,0x1001,1604.00,159.58,0.44
1.5826,0x1002,4174.00,159.58,0.44
1.5832,0x1003,7561.00,159.58,0.44
1.5838,0x1004,6379.00,159.58,0.44
1.5991,0x1001,1623.00,159.58,0.44
1.5997,0x1002,4146.00,159.58,0.44
1.6002,0x1003,7345.00,159.58,0.44
1.6008,0x1004,6285.00,159.58,0.44
1.6161,0x1001,1670.00,159.58,0.44
1.6166,0x1002,4137.00,159.58,0.44
1.6172,0x1003,7233.00,159.58,0.44
1.6178,0x1004,6332.00,159.58,0.44
1.6331,0x1001,1660.00,159.58,0.44
1.6337,0x1002,4174.00,159.58,0.44
1.6342,0x1003,7364.00,159.58,0.44
1.6348,0x1004,6323.00,159.58,0.44
1.6521,0x1001,1660.00,159.58,0.44
1.6527,0x1002,4193.00,159.58,0.44
1.6533,0x1003,7364.00,159.58,0.44
1.6538,0x1004,6360.00,159.58,0.44
1.6691,0x1001,1585.00,159.58,0.44
1.6697,0x1002,4174.00,159.58,0.44
1.6702,0x1003,7364.00,159.58,0.44
1.6708,0x1004,6351.00,159.58,0.44
1.6861,0x1001,1642.00,159.58,0.37
1.6866,0x1002,4146.00,159.58,0.37
1.6872,0x1003,7354.00,159.58,0.37
1.6878,0x1004,6360.00,159.58,0.37
1.7020,0x1001,1604.00,159.58,0.37
1.7026,0x1002,4203.00,159.58,0.37
1.7032,0x1003,7289.00,159.58,0.37
1.7038,0x1004,6341.00,159.58,0.37
1.7191,0x1001,1595.00,159.58,0.37
1.7196,0x1002,4165.00,159.58,0.37
1.7202,0x1003,7242.00,159.58,0.37
1.7208,0x1004,6341.00,159.58,0.37
1.7360,0x1001,1595.00,162.28,0.31
1.7366,0x1002,4165.00,162.28,0.31
1.7372,0x1003,7279.00,162.28,0.31
1.7378,0x1004,6313.00,162.28,0.31
1.7531,0x1001,1538.00,162.28,0.31
1.7536,0x1002,4212.00,162.28,0.31
1.7542,0x1003,7364.00,162.28,0.31
1.7548,0x1004,6360.00,162.28,0.31
1.7700,0x1001,1623.00,162.28,0.31
1.7706,0x1002,4156.00,162.28,0.31
1.7712,0x1003,7270.00,162.28,0.31
1.7717,0x1004,6332.00,162.28,0.31
1.7891,0x1001,1538.00,156.87,0.31
1.7897,0x1002,4090.00,156.87,0.31
1.7902,0x1003,7270.00,156.87,0.31
1.7908,0x1004,6341.00,156.87,0.31
1.8060,0x1001,1595.00,156.87,0.31
1.8066,0x1002,4118.00,156.87,0.31
1.8072,0x1003,7270.00,156.87,0.31
1.8078,0x1004,6341.00,156.87,0.31
1.8231,0x1001,1670.00,156.87,0.31
1.8236,0x1002,4174.00,156.87,0.31
1.8242,0x1003,7214.00,156.87,0.31
1.8248,0x1004,6313.00,156.87,0.31
1.8411,0x1001,1623.00,159.58,0.25
1.8416,0x1002,4118.00,159.58,0.25
1.8422,0x1003,7214.00,159.58,0.25
1.8428,0x1004,6285.00,159.58,0.25
1.8590,0x1001,1604.00,159.58,0.25
1.8596,0x1002,4090.00,159.58,0.25
1.8602,0x1003,7214.00,159.58,0.25
1.8608,0x1004,6332.00,159.58,0.25
1.8751,0x1001,1623.00,159.58,0.25
1.8763,0x1002,4193.00,159.58,0.25
1.8776,0x1003,7092.00,159.58,0.19
1.8782,0x1004,6332.00,159.58,0.19
1.8920,0x1001,1585.00,159.58,0.19
1.8926,0x1002,4109.00,159.58,0.19
1.8932,0x1003,7186.00,159.58,0.19
1.8937,0x1004,6332.00,159.58,0.19
1.9100,0x1001,1660.00,159.58,0.19
1.9106,0x1002,4193.00,159.58,0.19
1.9112,0x1003,7157.00,159.58,0.19
1.9117,0x1004,6332.00,159.58,0.19
1.9262,0x1001,1538.00,159.58,0.19
1.9272,0x1002,4081.00,154.17,0.13
1.9278,0x1003,7157.00,154.17,0.13
1.9283,0x1004,6304.00,154.17,0.13
1.9430,0x1001,1595.00,154.17,0.13
1.9436,0x1002,4156.00,154.17,0.13
1.9442,0x1003,7204.00,154.17,0.13
1.9447,0x1004,6294.00,154.17,0.13
1.9610,0x1001,1585.00,154.17,0.13
1.9616,0x1002,4156.00,154.17,0.13
1.9622,0x1003,7204.00,154.17,0.13
1.9627,0x1004,6323.00,154.17,0.13
1.9770,0x1001,1585.00,151.46,0.00
1.9776,0x1002,4146.00,151.46,0.00
1.9782,0x1003,7167.00,151.46,0.00
1.9787,0x1004,6332.00,151.46,0.00
1.9940,0x1001,1595.00,151.46,0.00
1.9945,0x1002,4099.00,151.46,0.00
1.9951,0x1003,7233.00,151.46,0.00
1.9957,0x1004,6285.00,151.46,0.00
2.0131,0x1001,1679.00,151.46,0.00
2.0138,0x1002,4071.00,151.46,0.00
2.0144,0x1003,7233.00,151.46,0.00
2.0150,0x1004,6332.00,151.46,0.00
2.0310,0x1001,1660.00,148.76,-0.06
2.0316,0x1002,4109.00,148.76,-0.06
2.0322,0x1003,7233.00,148.76,-0.06
2.0327,0x1004,6332.00,148.76,-0.06
2.0470,0x1001,1632.00,148.76,-0.06
2.0475,0x1002,4128.00,148.76,-0.06
2.0481,0x1003,7251.00,148.76,-0.06
2.0487,0x1004,6351.00,148.76,-0.06
2.0650,0x1001,1595.00,148.76,-0.06
2.0656,0x1002,4174.00,148.76,-0.06
2.0662,0x1003,7251.00,148.76,-0.06
2.0667,0x1004,6304.00,148.76,-0.06
2.0809,0x1001,1613.00,148.76,-0.19
2.0815,0x1002,4137.00,148.76,-0.19
2.0821,0x1003,7092.00,148.76,-0.19
2.0827,0x1004,6304.00,148.76,-0.19
2.1020,0x1001,1613.00,148.76,-0.19
2.1026,0x1002,4184.00,148.76,-0.19
2.1032,0x1003,7092.00,148.76,-0.19
2.1037,0x1004,6304.00,148.76,-0.19
2.1200,0x1001,1698.00,148.76,-0.19
2.1206,0x1002,4099.00,148.76,-0.19
2.1212,0x1003,7092.00,148.76,-0.19
2.1218,0x1004,6304.00,148.76,-0.19
2.1360,0x1001,1613.00,146.05,-0.25
2.1365,0x1002,4184.00,146.05,-0.25
2.1371,0x1003,7092.00,146.05,-0.25
2.1377,0x1004,6266.00,146.05,-0.25
2.1560,0x1001,1604.00,146.05,-0.25
2.1565,0x1002,4184.00,146.05,-0.25
2.1571,0x1003,7092.00,146.05,-0.25
2.1577,0x1004,6266.00,146.05,-0.25
2.1730,0x1001,1735.00,146.05,-0.25
2.1736,0x1002,4062.00,146.05,-0.25
2.1742,0x1003,7092.00,146.05,-0.25
2.1747,0x1004,6266.00,146.05,-0.25
2.1890,0x1001,1698.00,148.76,-0.31
2.1896,0x1002,4118.00,148.76,-0.31
2.1901,0x1003,7683.00,148.76,-0.31
2.1907,0x1004,6257.00,148.76,-0.31
2.2060,0x1001,1651.00,148.76,-0.31
2.2065,0x1002,4081.00,148.76,-0.31
2.2071,0x1003,7673.00,148.76,-0.31
2.2077,0x1004,6266.00,148.76,-0.31
2.2250,0x1001,1670.00,148.76,-0.31
2.2263,0x1002,4081.00,148.76,-0.31
2.2274,0x1003,7673.00,146.05,-0.31
2.2280,0x1004,6285.00,146.05,-0.31
2.2430,0x1001,1613.00,146.05,-0.31
2.2436,0x1002,4081.00,146.05,-0.31
2.2441,0x1003,7608.00,146.05,-0.31
2.2447,0x1004,6257.00,146.05,-0.31
2.2590,0x1001,1613.00,146.05,-0.31
2.2596,0x1002,4062.00,146.05,-0.31
2.2601,0x1003,7589.00,146.05,-0.31
2.2607,0x1004,6248.00,146.05,-0.31
2.2790,0x1001,1679.00,143.35,-0.37
2.2796,0x1002,4071.00,143.35,-0.37
2.2801,0x1003,7589.00,143.35,-0.37
2.2807,0x1004,6248.00,143.35,-0.37
2.2950,0x1001,1585.00,143.35,-0.37
2.2955,0x1002,4090.00,143.35,-0.37
2.2961,0x1003,7411.00,143.35,-0.37
2.2967,0x1004,6257.00,143.35,-0.37
2.3119,0x1001,1557.00,143.35,-0.37
2.3125,0x1002,4071.00,143.35,-0.37
2.3131,0x1003,7589.00,143.35,-0.37
2.3136,0x1004,6313.00,143.35,-0.37
2.3290,0x1001,1613.00,151.46,-0.44
2.3296,0x1002,4062.00,151.46,-0.44
2.3301,0x1003,7880.00,151.46,-0.44
2.3307,0x1004,6219.00,151.46,-0.44
2.3459,0x1001,1689.00,151.46,-0.44
2.3465,0x1002,4062.00,151.46,-0.44
2.3470,0x1003,7908.00,151.46,-0.44
2.3476,0x1004,6238.00,151.46,-0.44
2.3630,0x1001,1567.00,151.46,-0.44
2.3636,0x1002,4109.00,151.46,-0.44
2.3641,0x1003,7167.00,151.46,-0.44
2.3647,0x1004,6238.00,151.46,-0.44
2.3799,0x1001,1632.00,156.87,-0.50
2.3805,0x1002,4109.00,156.87,-0.50
2.3811,0x1003,7176.00,156.87,-0.50
2.3816,0x1004,6238.00,156.87,-0.50
2.3969,0x1001,1754.00,156.87,-0.50
2.3975,0x1002,4071.00,156.87,-0.50
2.3981,0x1003,7157.00,156.87,-0.50
2.3986,0x1004,6248.00,156.87,-0.50
2.4139,0x1001,1660.00,156.87,-0.50
2.4145,0x1002,4052.00,156.87,-0.50
2.4150,0x1003,7880.00,156.87,-0.50
2.4156,0x1004,6294.00,156.87,-0.50
2.4299,0x1001,1660.00,159.58,-0.56
2.4305,0x1002,4043.00,159.58,-0.56
2.4310,0x1003,7157.00,159.58,-0.56
2.4316,0x1004,6248.00,159.58,-0.56
2.4479,0x1001,1642.00,159.58,-0.56
2.4484,0x1002,4090.00,159.58,-0.56
2.4490,0x1003,7148.00,159.58,-0.56
2.4496,0x1004,6248.00,159.58,-0.56
2.4639,0x1001,1670.00,159.58,-0.56
2.4644,0x1002,4062.00,159.58,-0.56
2.4650,0x1003,7195.00,159.58,-0.56
2.4656,0x1004,6182.00,159.58,-0.56
2.4809,0x1001,1735.00,170.40,-0.56
2.4815,0x1002,4081.00,170.40,-0.56
2.4820,0x1003,7195.00,170.40,-0.56
2.4826,0x1004,6191.00,170.40,-0.56
2.4999,0x1001,1670.00,170.40,-0.56
2.5005,0x1002,4081.00,170.40,-0.56
2.5011,0x1003,7195.00,170.40,-0.56
2.5016,0x1004,6191.00,170.40,-0.56
2.5159,0x1001,1735.00,170.40,-0.56
2.5164,0x1002,4062.00,170.40,-0.56
2.5170,0x1003,7214.00,170.40,-0.56
2.5176,0x1004,6210.00,170.40,-0.56
2.5329,0x1001,1717.00,221.78,0.06
2.5335,0x1002,4090.00,221.78,0.06
2.5340,0x1003,7204.00,221.78,0.06
2.5346,0x1004,6201.00,221.78,0.06
2.5509,0x1001,1660.00,221.78,0.06
2.5514,0x1002,4109.00,221.78,0.06
2.5520,0x1003,7204.00,221.78,0.06
2.5526,0x1004,6182.00,221.78,0.06
2.5689,0x1001,1698.00,221.78,0.06
2.5695,0x1002,4099.00,221.78,0.06
2.5700,0x1003,7336.00,221.78,0.06
2.5706,0x1004,6182.00,221.78,0.06
2.5850,0x1001,1717.00,238.01,3.06
2.5856,0x1002,4099.00,238.01,3.06
