timestamp_s,anchor_id,distance_mm,v_mm_s,heading_deg
73.9423,0x1004,5347.00,143.35,-175.87
73.9560,0x1001,6013.00,143.35,-175.87
73.9572,0x1002,3827.00,143.35,-175.87
73.9582,0x1003,3349.00,143.35,-175.87
73.9593,0x1004,5347.00,143.35,-175.87
73.9750,0x1001,6013.00,146.05,-176.25
73.9761,0x1002,3884.00,146.05,-176.25
73.9772,0x1003,3349.00,146.05,-176.25
73.9783,0x1004,5291.00,146.05,-176.25
73.9910,0x1001,5985.00,146.05,-176.25
73.9921,0x1002,3893.00,146.05,-176.25
73.9932,0x1003,3386.00,146.05,-176.25
73.9943,0x1004,5366.00,146.05,-176.25
74.0081,0x1001,6079.00,146.05,-176.25
74.0092,0x1002,3865.00,146.05,-176.25
74.0103,0x1003,3368.00,146.05,-176.25
74.0113,0x1004,5300.00,146.05,-176.25
74.0250,0x1001,6238.00,140.64,-176.69
74.0261,0x1002,3837.00,140.64,-176.69
74.0272,0x1003,3405.00,140.64,-176.69
74.0283,0x1004,5328.00,140.64,-176.69
74.0421,0x1001,6398.00,140.64,-176.69
74.0431,0x1002,3799.00,140.64,-176.69
74.0442,0x1003,3377.00,140.64,-176.69
74.0453,0x1004,5385.00,140.64,-176.69
74.0580,0x1001,6191.00,140.64,-176.69
74.0591,0x1002,3827.00,140.64,-176.69
74.0602,0x1003,3349.00,140.64,-176.69
74.0613,0x1004,5478.00,140.64,-176.69
74.0750,0x1001,6454.00,146.05,-177.12
74.0761,0x1002,3818.00,146.05,-177.12
74.0772,0x1003,3424.00,146.05,-177.12
74.0783,0x1004,5385.00,146.05,-177.12
74.0924,0x1001,6595.00,146.05,-177.12
74.0936,0x1002,3827.00,146.05,-177.12
74.0947,0x1003,3349.00,146.05,-177.12
74.0958,0x1004,5413.00,146.05,-177.12
74.1092,0x1001,5919.00,146.05,-177.12
74.1104,0x1002,3818.00,146.05,-177.12
74.1114,0x1003,3349.00,146.05,-177.12
74.1125,0x1004,5347.00,146.05,-177.12
74.1280,0x1001,5854.00,146.05,-177.62
74.1292,0x1002,3799.00,146.05,-177.62
74.1303,0x1003,3386.00,146.05,-177.62
74.1313,0x1004,5347.00,146.05,-177.62
74.1440,0x1001,6407.00,146.05,-177.62
74.1452,0x1002,3846.00,146.05,-177.62
74.1463,0x1003,3358.00,146.05,-177.62
74.1473,0x1004,5356.00,146.05,-177.62
74.1609,0x1001,5910.00,146.05,-177.62
74.1619,0x1002,3790.00,146.05,-177.62
74.1628,0x1003,3377.00,146.05,-177.62
74.1638,0x1004,5309.00,146.05,-177.62
74.1789,0x1001,5891.00,148.76,-178.00
74.1798,0x1002,3818.00,148.76,-178.00
74.1808,0x1003,3340.00,148.76,-178.00
74.1818,0x1004,5309.00,148.76,-178.00
74.1948,0x1001,5882.00,148.76,-178.00
74.1958,0x1002,3809.00,148.76,-178.00
74.1968,0x1003,3377.00,148.76,-178.00
74.1977,0x1004,5356.00,148.76,-178.00
74.2119,0x1001,5900.00,148.76,-178.00
74.2129,0x1002,3809.00,148.76,-178.00
74.2139,0x1003,3396.00,148.76,-178.00
74.2150,0x1004,5347.00,148.76,-178.00
74.2299,0x1001,5807.00,143.35,-178.56
74.2309,0x1002,3799.00,143.35,-178.56
74.2318,0x1003,3377.00,143.35,-178.56
74.2328,0x1004,5347.00,143.35,-178.56
74.2459,0x1001,5741.00,143.35,-178.56
74.2469,0x1002,3809.00,143.35,-178.56
74.2478,0x1003,3349.00,143.35,-178.56
74.2488,0x1004,5385.00,143.35,-178.56
74.2630,0x1001,5779.00,143.35,-178.56
74.2641,0x1002,3771.00,143.35,-178.56
74.2660,0x1003,3330.00,143.35,-178.56
74.2688,0x1004,5375.00,140.64,-179.12
74.2800,0x1001,5854.00,140.64,-179.12
74.2811,0x1002,3809.00,140.64,-179.12
74.2824,0x1003,3340.00,140.64,-179.12
74.2835,0x1004,5403.00,140.64,-179.12
74.2970,0x1001,5394.00,140.64,-179.12
74.2981,0x1002,3837.00,140.64,-179.12
74.2992,0x1003,3368.00,140.64,-179.12
74.3002,0x1004,5394.00,140.64,-179.12
74.3140,0x1001,5779.00,140.64,-179.12
74.3159,0x1002,3790.00,140.64,-179.12
74.3187,0x1003,3368.00,140.64,-179.81
74.3198,0x1004,5413.00,140.64,-179.81
74.3300,0x1001,5835.00,140.64,-179.81
74.3311,0x1002,3818.00,140.64,-179.81
74.3322,0x1003,3358.00,140.64,-179.81
74.3333,0x1004,5403.00,140.64,-179.81
74.3470,0x1001,5807.00,140.64,-179.81
74.3481,0x1002,3809.00,140.64,-179.81
74.3492,0x1003,3330.00,140.64,-179.81
74.3511,0x1004,5403.00,140.64,-179.81
74.3639,0x1001,5385.00,140.64,-179.81
74.3653,0x1002,3799.00,140.64,-179.81
74.3679,0x1003,3349.00,143.35,179.56
74.3689,0x1004,5422.00,143.35,179.56
74.3809,0x1001,5356.00,143.35,179.56
74.3819,0x1002,3780.00,143.35,179.56
74.3828,0x1003,3396.00,143.35,179.56
74.3838,0x1004,5450.00,143.35,179.56
74.3979,0x1001,5797.00,143.35,179.56
74.3988,0x1002,3809.00,143.35,179.56
74.3998,0x1003,3386.00,143.35,179.56
74.4007,0x1004,5441.00,143.35,179.56
74.4153,0x1001,5882.00,143.35,179.56
74.4180,0x1002,3780.00,143.35,179.00
74.4189,0x1003,3349.00,143.35,179.00
74.4199,0x1004,5450.00,143.35,179.00
74.4319,0x1001,5385.00,143.35,179.00
74.4328,0x1002,3799.00,143.35,179.00
74.4338,0x1003,3377.00,143.35,179.00
74.4348,0x1004,5488.00,143.35,179.00
74.4489,0x1001,5807.00,143.35,179.00
74.4498,0x1002,3837.00,143.35,179.00
74.4508,0x1003,3368.00,143.35,179.00
74.4517,0x1004,5535.00,143.35,179.00
74.4656,0x1001,5882.00,143.35,179.00
74.4684,0x1002,3827.00,137.94,178.25
74.4696,0x1003,3377.00,137.94,178.25
74.4706,0x1004,5488.00,137.94,178.25
74.4820,0x1001,5788.00,137.94,178.25
74.4831,0x1002,3780.00,137.94,178.25
74.4842,0x1003,3368.00,137.94,178.25
74.4853,0x1004,5506.00,137.94,178.25
74.4993,0x1001,5854.00,137.94,178.25
74.5004,0x1002,3762.00,137.94,178.25
74.5015,0x1003,3405.00,137.94,178.25
74.5027,0x1004,5525.00,137.94,178.25
74.5179,0x1001,5394.00,135.23,177.56
74.5190,0x1002,3780.00,135.23,177.56
74.5201,0x1003,3386.00,135.23,177.56
74.5212,0x1004,5544.00,135.23,177.56
74.5350,0x1001,5394.00,135.23,177.56
74.5361,0x1002,3790.00,135.23,177.56
74.5372,0x1003,3349.00,135.23,177.56
74.5382,0x1004,5516.00,135.23,177.56
74.5510,0x1001,5356.00,135.23,177.56
74.5521,0x1002,3790.00,135.23,177.56
74.5532,0x1003,3321.00,135.23,177.56
74.5543,0x1004,5553.00,135.23,177.56
74.5679,0x1001,5375.00,135.23,176.94
74.5688,0x1002,3780.00,135.23,176.94
74.5698,0x1003,3396.00,135.23,176.94
74.5708,0x1004,5553.00,135.23,176.94
74.5849,0x1001,5347.00,135.23,176.94
74.5859,0x1002,3790.00,135.23,176.94
74.5868,0x1003,3349.00,135.23,176.94
74.5878,0x1004,5582.00,135.23,176.94
74.6009,0x1001,5375.00,135.23,176.94
74.6018,0x1002,3809.00,135.23,176.94
74.6030,0x1003,3340.00,135.23,176.94
74.6040,0x1004,5563.00,135.23,176.94
74.6179,0x1001,5394.00,137.94,176.37
74.6189,0x1002,3771.00,137.94,176.37
74.6198,0x1003,3386.00,137.94,176.37
74.6208,0x1004,5572.00,137.94,176.37
74.6349,0x1001,5413.00,137.94,176.37
74.6358,0x1002,3827.00,137.94,176.37
74.6368,0x1003,3330.00,137.94,176.37
74.6378,0x1004,5553.00,137.94,176.37
74.6519,0x1001,5366.00,137.94,176.37
74.6531,0x1002,3799.00,137.94,176.37
74.6540,0x1003,3358.00,137.94,176.37
74.6550,0x1004,5516.00,137.94,176.37
74.6690,0x1001,5356.00,202.85,176.06
74.6701,0x1002,3799.00,202.85,176.06
74.6712,0x1003,3349.00,202.85,176.06
74.6722,0x1004,5553.00,202.85,176.06
74.6860,0x1001,5319.00,202.85,176.06
74.6871,0x1002,3780.00,202.85,176.06
74.6882,0x1003,3368.00,202.85,176.06
74.6893,0x1004,5553.00,202.85,176.06
74.7030,0x1001,5319.00,202.85,176.06
74.7043,0x1002,3780.00,202.85,176.06
74.7054,0x1003,3358.00,202.85,176.06
74.7065,0x1004,5572.00,202.85,176.06
74.7200,0x1001,5328.00,240.72,177.00
74.7211,0x1002,3780.00,240.72,177.00
74.7222,0x1003,3358.00,240.72,177.00
74.7233,0x1004,5544.00,240.72,177.00
74.7370,0x1001,5338.00,240.72,177.00
74.7381,0x1002,3762.00,240.72,177.00
74.7392,0x1003,3349.00,240.72,177.00
74.7403,0x1004,5544.00,240.72,177.00
74.7530,0x1001,5338.00,240.72,177.00
74.7543,0x1002,3780.00,240.72,177.00
74.7554,0x1003,3405.00,240.72,177.00
74.7565,0x1004,5544.00,240.72,177.00
74.7690,0x1001,5385.00,243.42,178.37
74.7701,0x1002,3780.00,243.42,178.37
74.7712,0x1003,3377.00,243.42,178.37
74.7723,0x1004,5544.00,243.42,178.37
74.7870,0x1001,5366.00,243.42,178.37
74.7881,0x1002,3780.00,243.42,178.37
74.7892,0x1003,3396.00,243.42,178.37
74.7903,0x1004,5525.00,243.42,178.37
74.8030,0x1001,5309.00,243.42,178.37
74.8041,0x1002,3762.00,243.42,178.37
74.8052,0x1003,3443.00,243.42,178.37
74.8063,0x1004,5572.00,243.42,178.37
74.8221,0x1001,5309.00,192.03,-180.00
74.8231,0x1002,3752.00,192.03,-180.00
74.8242,0x1003,3405.00,192.03,-180.00
74.8253,0x1004,5506.00,192.03,-180.00
74.8380,0x1001,5413.00,192.03,-180.00
74.8391,0x1002,3762.00,192.03,-180.00
74.8402,0x1003,3415.00,192.03,-180.00
74.8413,0x1004,5619.00,192.03,-180.00
74.8550,0x1001,5854.00,192.03,-180.00
74.8561,0x1002,3734.00,192.03,-180.00
74.8572,0x1003,3386.00,192.03,-180.00
74.8583,0x1004,5516.00,192.03,-180.00
74.8720,0x1001,5263.00,156.87,-178.25
74.8731,0x1002,3762.00,156.87,-178.25
74.8742,0x1003,3405.00,156.87,-178.25
74.8753,0x1004,5506.00,156.87,-178.25
74.8900,0x1001,5263.00,156.87,-178.25
74.8911,0x1002,3771.00,156.87,-178.25
74.8922,0x1003,3461.00,156.87,-178.25
74.8933,0x1004,5506.00,156.87,-178.25
74.9060,0x1001,5291.00,156.87,-178.25
74.9071,0x1002,3724.00,156.87,-178.25
74.9082,0x1003,3480.00,156.87,-178.25
74.9093,0x1004,5506.00,156.87,-178.25
74.9230,0x1001,5328.00,159.58,-177.37
74.9241,0x1002,3762.00,159.58,-177.37
74.9252,0x1003,3443.00,159.58,-177.37
74.9263,0x1004,5535.00,159.58,-177.37
74.9400,0x1001,5835.00,159.58,-177.37
74.9412,0x1002,3752.00,159.58,-177.37
74.9422,0x1003,3424.00,159.58,-177.37
74.9433,0x1004,5582.00,159.58,-177.37
74.9569,0x1001,5300.00,159.58,-177.37
74.9581,0x1002,3734.00,159.58,-177.37
74.9591,0x1003,3452.00,159.58,-177.37
74.9602,0x1004,5807.00,159.58,-177.37
74.9740,0x1001,5328.00,151.46,-177.44
74.9751,0x1002,3752.00,151.46,-177.44
74.9762,0x1003,3433.00,151.46,-177.44
74.9773,0x1004,5957.00,151.46,-177.44
74.9910,0x1001,5347.00,151.46,-177.44
74.9920,0x1002,3771.00,151.46,-177.44
74.9931,0x1003,3508.00,151.46,-177.44
74.9942,0x1004,5685.00,151.46,-177.44
75.0080,0x1001,5347.00,151.46,-177.44
75.0092,0x1002,3771.00,151.46,-177.44
75.0102,0x1003,3527.00,151.46,-177.44
75.0113,0x1004,6032.00,151.46,-177.44
75.0250,0x1001,5309.00,154.17,-177.56
75.0261,0x1002,3734.00,154.17,-177.56
75.0271,0x1003,3424.00,154.17,-177.56
75.0282,0x1004,5957.00,154.17,-177.56
75.0409,0x1001,5422.00,154.17,-177.56
75.0420,0x1002,3734.00,154.17,-177.56
75.0431,0x1003,3443.00,154.17,-177.56
75.0442,0x1004,6004.00,154.17,-177.56
75.0580,0x1001,5319.00,154.17,-177.56
75.0591,0x1002,3734.00,154.17,-177.56
75.0602,0x1003,3490.00,154.17,-177.56
75.0612,0x1004,5985.00,154.17,-177.56
75.0749,0x1001,5309.00,154.17,-177.62
75.0760,0x1002,3724.00,154.17,-177.62
75.0771,0x1003,3415.00,154.17,-177.62
75.0782,0x1004,5985.00,154.17,-177.62
75.0941,0x1001,5356.00,154.17,-177.62
75.0952,0x1002,3724.00,154.17,-177.62
75.0963,0x1003,3415.00,154.17,-177.62
75.0974,0x1004,5891.00,154.17,-177.62
75.1100,0x1001,5309.00,154.17,-177.62
75.1111,0x1002,3743.00,154.17,-177.62
75.1122,0x1003,3471.00,154.17,-177.62
75.1133,0x1004,5854.00,154.17,-177.62
75.1270,0x1001,5338.00,148.76,-177.75
75.1280,0x1002,3734.00,148.76,-177.75
75.1298,0x1003,3433.00,148.76,-177.75
75.1309,0x1004,5854.00,148.76,-177.75
75.1440,0x1001,5356.00,148.76,-177.75
75.1451,0x1002,3743.00,148.76,-177.75
75.1462,0x1003,3368.00,148.76,-177.75
75.1473,0x1004,5797.00,148.76,-177.75
75.1608,0x1001,5328.00,148.76,-177.75
75.1618,0x1002,3696.00,148.76,-177.75
75.1628,0x1003,3405.00,148.76,-177.75
75.1637,0x1004,5779.00,148.76,-177.75
75.1768,0x1001,5300.00,151.46,-177.94
75.1778,0x1002,3705.00,151.46,-177.94
75.1788,0x1003,3368.00,151.46,-177.94
75.1799,0x1004,5760.00,151.46,-177.94
75.1939,0x1001,5431.00,151.46,-177.94
75.1949,0x1002,3752.00,151.46,-177.94
75.1959,0x1003,3433.00,151.46,-177.94
75.1969,0x1004,5760.00,151.46,-177.94
75.2109,0x1001,5375.00,151.46,-177.94
75.2119,0x1002,3724.00,151.46,-177.94
75.2129,0x1003,3461.00,151.46,-177.94
75.2139,0x1004,5816.00,151.46,-177.94
75.2279,0x1001,5319.00,151.46,-177.94
75.2288,0x1002,3705.00,151.46,-177.94
75.2298,0x1003,3396.00,151.46,-177.94
75.2308,0x1004,5675.00,151.46,-177.94
75.2438,0x1001,5366.00,151.46,-177.94
75.2448,0x1002,3752.00,151.46,-177.94
75.2458,0x1003,3415.00,151.46,-177.94
75.2468,0x1004,5675.00,151.46,-177.94
75.2620,0x1001,5366.00,151.46,-177.94
75.2631,0x1002,3743.00,151.46,-177.94
75.2642,0x1003,3471.00,151.46,-177.94
75.2666,0x1004,5694.00,151.46,-177.94
75.2790,0x1001,5328.00,159.58,-178.00
75.2800,0x1002,3696.00,159.58,-178.00
75.2812,0x1003,3480.00,159.58,-178.00
75.2822,0x1004,5816.00,159.58,-178.00
75.2969,0x1001,5328.00,159.58,-178.00
75.2981,0x1002,3705.00,159.58,-178.00
75.2991,0x1003,3480.00,159.58,-178.00
75.3002,0x1004,5638.00,159.58,-178.00
75.3180,0x1001,5328.00,210.97,-177.50
75.3191,0x1002,3658.00,210.97,-177.50
75.3202,0x1003,3480.00,210.97,-177.50
75.3213,0x1004,5638.00,210.97,-177.50
75.3380,0x1001,5328.00,210.97,-177.50
75.3391,0x1002,3668.00,210.97,-177.50
75.3401,0x1003,3537.00,210.97,-177.50
75.3412,0x1004,5638.00,210.97,-177.50
75.3561,0x1001,5338.00,210.97,-177.50
75.3572,0x1002,3658.00,210.97,-177.50
75.3583,0x1003,3612.00,210.97,-177.50
75.3593,0x1004,5638.00,210.97,-177.50
75.3760,0x1001,5338.00,197.44,-174.50
75.3771,0x1002,3658.00,197.44,-174.50
75.3782,0x1003,3499.00,197.44,-174.50
75.3792,0x1004,5638.00,197.44,-174.50
75.3950,0x1001,5338.00,197.44,-174.50
75.3960,0x1002,3658.00,197.44,-174.50
75.3971,0x1003,3555.00,197.44,-174.50
75.3982,0x1004,5638.00,197.44,-174.50
75.4140,0x1001,5338.00,197.44,-174.50
75.4161,0x1002,3734.00,197.44,-174.50
75.4186,0x1003,3555.00,173.10,-172.87
75.4197,0x1004,5657.00,173.10,-172.87
75.4329,0x1001,5338.00,173.10,-172.87
75.4341,0x1002,3734.00,173.10,-172.87
75.4351,0x1003,3508.00,173.10,-172.87
75.4362,0x1004,5657.00,173.10,-172.87
75.4520,0x1001,5338.00,173.10,-172.87
75.4531,0x1002,3734.00,173.10,-172.87
75.4542,0x1003,3490.00,173.10,-172.87
75.4552,0x1004,5657.00,173.10,-172.87
75.4719,0x1001,5338.00,167.69,-172.56
75.4728,0x1002,3658.00,167.69,-172.56
75.4738,0x1003,3612.00,167.69,-172.56
75.4748,0x1004,5657.00,167.69,-172.56
75.4889,0x1001,5281.00,167.69,-172.56
75.4899,0x1002,3658.00,167.69,-172.56
75.4908,0x1003,3480.00,167.69,-172.56
75.4918,0x1004,5610.00,167.69,-172.56
75.5059,0x1001,5281.00,167.69,-172.56
75.5069,0x1002,3630.00,167.69,-172.56
75.5078,0x1003,3499.00,167.69,-172.56
75.5088,0x1004,5647.00,167.69,-172.56
75.5232,0x1001,5309.00,167.69,-172.50
75.5241,0x1002,3649.00,167.69,-172.50
75.5251,0x1003,3518.00,167.69,-172.50
75.5261,0x1004,5591.00,167.69,-172.50
75.5388,0x1001,5319.00,167.69,-172.50
75.5398,0x1002,3621.00,167.69,-172.50
75.5407,0x1003,3537.00,167.69,-172.50
75.5417,0x1004,5535.00,167.69,-172.50
75.5559,0x1001,5328.00,167.69,-172.50
75.5569,0x1002,3621.00,167.69,-172.50
75.5581,0x1003,3480.00,167.69,-172.50
75.5590,0x1004,5591.00,167.69,-172.50
75.5729,0x1001,5375.00,167.69,-172.50
75.5740,0x1002,3649.00,167.69,-172.50
75.5751,0x1003,3555.00,167.69,-172.50
75.5762,0x1004,5572.00,167.69,-172.50
75.5900,0x1001,5356.00,167.69,-172.50
75.5911,0x1002,3583.00,167.69,-172.50
75.5921,0x1003,3508.00,167.69,-172.50
75.5932,0x1004,5628.00,167.69,-172.50
75.6070,0x1001,5309.00,167.69,-172.50
75.6081,0x1002,3658.00,167.69,-172.50
75.6092,0x1003,3480.00,167.69,-172.50
75.6103,0x1004,5563.00,167.69,-172.50
75.6249,0x1001,5281.00,164.99,-172.69
75.6260,0x1002,3583.00,164.99,-172.69
75.6271,0x1003,3471.00,164.99,-172.69
75.6282,0x1004,5563.00,164.99,-172.69
75.6420,0x1001,5375.00,164.99,-172.69
75.6431,0x1002,3649.00,164.99,-172.69
75.6441,0x1003,3490.00,164.99,-172.69
75.6452,0x1004,5582.00,164.99,-172.69
75.6589,0x1001,5291.00,164.99,-172.69
75.6600,0x1002,3612.00,164.99,-172.69
75.6611,0x1003,3527.00,164.99,-172.69
75.6622,0x1004,5553.00,164.99,-172.69
75.6749,0x1001,5272.00,167.69,-172.75
75.6760,0x1002,3555.00,167.69,-172.75
75.6771,0x1003,3583.00,167.69,-172.75
75.6781,0x1004,5600.00,167.69,-172.75
75.6920,0x1001,5281.00,167.69,-172.75
75.6931,0x1002,3555.00,167.69,-172.75
75.6941,0x1003,3537.00,167.69,-172.75
75.6952,0x1004,5469.00,167.69,-172.75
75.7079,0x1001,5244.00,167.69,-172.75
75.7090,0x1002,3583.00,167.69,-172.75
75.7101,0x1003,3480.00,167.69,-172.75
75.7112,0x1004,5497.00,167.69,-172.75
75.7249,0x1001,5206.00,167.69,-172.87
75.7260,0x1002,3593.00,167.69,-172.87
75.7271,0x1003,3565.00,167.69,-172.87
75.7281,0x1004,5516.00,167.69,-172.87
75.7420,0x1001,5263.00,167.69,-172.87
75.7430,0x1002,3565.00,167.69,-172.87
75.7441,0x1003,3546.00,167.69,-172.87
75.7452,0x1004,5488.00,167.69,-172.87
75.7609,0x1001,5263.00,167.69,-172.87
75.7620,0x1002,3649.00,167.69,-172.87
75.7631,0x1003,3546.00,167.69,-172.87
75.7642,0x1004,5488.00,167.69,-172.87
75.7769,0x1001,5188.00,167.69,-172.94
75.7780,0x1002,3583.00,167.69,-172.94
75.7791,0x1003,3565.00,167.69,-172.94
75.7802,0x1004,5460.00,167.69,-172.94
75.7940,0x1001,5178.00,167.69,-172.94
75.7950,0x1002,3508.00,167.69,-172.94
75.7961,0x1003,3565.00,167.69,-172.94
75.7972,0x1004,5422.00,167.69,-172.94
75.8110,0x1001,5178.00,167.69,-172.94
75.8120,0x1002,3630.00,167.69,-172.94
75.8131,0x1003,3574.00,167.69,-172.94
75.8142,0x1004,5497.00,167.69,-172.94
75.8269,0x1001,5816.00,170.40,-173.06
75.8280,0x1002,3593.00,170.40,-173.06
75.8291,0x1003,3555.00,170.40,-173.06
75.8302,0x1004,5460.00,170.40,-173.06
75.8439,0x1001,5779.00,170.40,-173.06
75.8450,0x1002,3555.00,170.40,-173.06
75.8461,0x1003,3546.00,170.40,-173.06
75.8472,0x1004,5403.00,170.40,-173.06
75.8609,0x1001,5844.00,170.40,-173.06
75.8620,0x1002,3546.00,170.40,-173.06
75.8631,0x1003,3612.00,170.40,-173.06
75.8642,0x1004,5431.00,170.40,-173.06
75.8779,0x1001,5807.00,164.99,-173.12
75.8790,0x1002,3583.00,164.99,-173.12
75.8801,0x1003,3565.00,164.99,-173.12
75.8812,0x1004,5488.00,164.99,-173.12
75.8949,0x1001,5891.00,164.99,-173.12
75.8960,0x1002,3527.00,164.99,-173.12
75.8971,0x1003,3565.00,164.99,-173.12
75.8982,0x1004,5431.00,164.99,-173.12
75.9119,0x1001,5535.00,164.99,-173.12
75.9131,0x1002,3574.00,164.99,-173.12
75.9142,0x1003,3537.00,164.99,-173.12
75.9167,0x1004,5375.00,164.99,-173.12
75.9289,0x1001,5328.00,164.99,-173.19
75.9300,0x1002,3537.00,164.99,-173.19
75.9311,0x1003,3555.00,164.99,-173.19
75.9322,0x1004,5366.00,164.99,-173.19
75.9460,0x1001,5263.00,164.99,-173.19
75.9470,0x1002,3583.00,164.99,-173.19
75.9481,0x1003,3508.00,164.99,-173.19
75.9492,0x1004,5422.00,164.99,-173.19
75.9619,0x1001,5338.00,164.99,-173.19
75.9630,0x1002,3612.00,164.99,-173.19
75.9641,0x1003,3518.00,164.99,-173.19
75.9666,0x1004,5385.00,164.99,-173.19
75.9789,0x1001,5263.00,170.40,-173.31
75.9800,0x1002,3602.00,170.40,-173.31
75.9811,0x1003,3565.00,170.40,-173.31
75.9822,0x1004,5413.00,170.40,-173.31
75.9960,0x1001,5263.00,170.40,-173.31
75.9971,0x1002,3602.00,170.40,-173.31
75.9982,0x1003,3546.00,170.40,-173.31
75.9993,0x1004,5338.00,170.40,-173.31
76.0119,0x1001,5263.00,170.40,-173.31
76.0130,0x1002,3555.00,170.40,-173.31
76.0141,0x1003,3612.00,170.40,-173.31
76.0167,0x1004,5356.00,170.40,-173.31
76.0289,0x1001,5263.00,164.99,-173.37
76.0300,0x1002,3574.00,164.99,-173.37
76.0311,0x1003,3574.00,164.99,-173.37
76.0321,0x1004,5347.00,164.99,-173.37
76.0459,0x1001,5525.00,164.99,-173.37
76.0470,0x1002,3565.00,164.99,-173.37
76.0481,0x1003,3621.00,164.99,-173.37
76.0492,0x1004,5413.00,164.99,-173.37
76.0627,0x1001,5356.00,164.99,-173.37
76.0637,0x1002,3593.00,164.99,-173.37
76.0651,0x1003,3583.00,164.99,-173.37
76.0677,0x1004,5394.00,164.99,-173.37
76.0798,0x1001,5347.00,167.69,-173.37
76.0807,0x1002,3527.00,167.69,-173.37
76.0817,0x1003,3649.00,167.69,-173.37
76.0827,0x1004,5431.00,167.69,-173.37
76.0968,0x1001,5338.00,167.69,-173.37
76.0979,0x1002,3593.00,167.69,-173.37
76.0991,0x1003,3583.00,167.69,-173.37
76.1000,0x1004,5431.00,167.69,-173.37
76.1127,0x1001,5319.00,167.69,-173.37
76.1137,0x1002,3574.00,167.69,-173.37
76.1151,0x1003,3565.00,167.69,-173.37
76.1178,0x1004,5460.00,167.69,-173.37
76.1298,0x1001,5544.00,167.69,-173.44
76.1307,0x1002,3508.00,167.69,-173.44
76.1317,0x1003,3630.00,167.69,-173.44
76.1326,0x1004,5488.00,167.69,-173.44
76.1468,0x1001,5450.00,167.69,-173.44
76.1477,0x1002,3546.00,167.69,-173.44
76.1487,0x1003,3593.00,167.69,-173.44
76.1497,0x1004,5544.00,167.69,-173.44
76.1638,0x1001,5488.00,167.69,-173.44
76.1656,0x1002,3574.00,167.69,-173.44
76.1681,0x1003,3612.00,164.99,-173.56
76.1691,0x1004,5506.00,164.99,-173.56
76.1807,0x1001,5422.00,164.99,-173.56
76.1817,0x1002,3490.00,164.99,-173.56
76.1827,0x1003,3612.00,164.99,-173.56
76.1836,0x1004,5488.00,164.99,-173.56
76.1977,0x1001,5553.00,164.99,-173.56
76.1987,0x1002,3527.00,164.99,-173.56
76.1997,0x1003,3593.00,164.99,-173.56
76.2006,0x1004,5478.00,164.99,-173.56
76.2152,0x1001,5553.00,164.99,-173.56
76.2179,0x1002,3499.00,164.99,-173.69
76.2188,0x1003,3574.00,164.99,-173.69
76.2198,0x1004,5563.00,164.99,-173.69
76.2318,0x1001,5403.00,164.99,-173.69
76.2327,0x1002,3555.00,164.99,-173.69
76.2337,0x1003,3640.00,164.99,-173.69
76.2347,0x1004,5488.00,164.99,-173.69
76.2487,0x1001,5403.00,164.99,-173.69
76.2497,0x1002,3565.00,164.99,-173.69
76.2507,0x1003,3630.00,164.99,-173.69
76.2516,0x1004,5488.00,164.99,-173.69
76.2670,0x1001,5403.00,164.99,-173.81
76.2680,0x1002,3574.00,164.99,-173.81
76.2692,0x1003,3612.00,164.99,-173.81
76.2702,0x1004,5488.00,164.99,-173.81
76.2828,0x1001,5497.00,164.99,-173.81
76.2839,0x1002,3527.00,164.99,-173.81
76.2850,0x1003,3630.00,164.99,-173.81
76.2861,0x1004,5385.00,164.99,-173.81
76.3019,0x1001,5328.00,164.99,-173.81
76.3030,0x1002,3499.00,164.99,-173.81
76.3040,0x1003,3630.00,164.99,-173.81
76.3051,0x1004,5385.00,164.99,-173.81
76.3179,0x1001,5356.00,162.28,-173.94
76.3189,0x1002,3546.00,162.28,-173.94
76.3200,0x1003,3574.00,162.28,-173.94
76.3211,0x1004,5469.00,162.28,-173.94
76.3348,0x1001,5441.00,162.28,-173.94
76.3359,0x1002,3555.00,162.28,-173.94
76.3370,0x1003,3621.00,162.28,-173.94
76.3381,0x1004,5947.00,162.28,-173.94
76.3518,0x1001,5356.00,162.28,-173.94
76.3529,0x1002,3527.00,162.28,-173.94
76.3540,0x1003,3583.00,162.28,-173.94
76.3551,0x1004,5441.00,162.28,-173.94
76.3698,0x1001,5328.00,162.28,-174.06
76.3709,0x1002,3583.00,162.28,-174.06
76.3720,0x1003,3621.00,162.28,-174.06
76.3731,0x1004,5441.00,162.28,-174.06
76.3858,0x1001,5338.00,162.28,-174.06
76.3869,0x1002,3490.00,162.28,-174.06
76.3880,0x1003,3574.00,162.28,-174.06
76.3891,0x1004,6173.00,162.28,-174.06
76.4048,0x1001,5366.00,162.28,-174.06
76.4059,0x1002,3508.00,162.28,-174.06
76.4070,0x1003,3621.00,162.28,-174.06
76.4081,0x1004,6173.00,162.28,-174.06
76.4208,0x1001,5328.00,164.99,-174.19
76.4219,0x1002,3508.00,164.99,-174.19
76.4230,0x1003,3649.00,164.99,-174.19
76.4241,0x1004,5685.00,164.99,-174.19
76.4398,0x1001,5328.00,164.99,-174.19
76.4409,0x1002,3490.00,164.99,-174.19
76.4420,0x1003,3602.00,164.99,-174.19
76.4431,0x1004,5647.00,164.99,-174.19
76.4558,0x1001,5319.00,164.99,-174.19
